,8/30/15,9/4/15,9/9/15,9/14/15,9/19/15,9/24/15,9/29/15,10/4/15,10/9/15,10/14/15,10/19/15,10/24/15,10/29/15,11/3/15,11/8/15,11/13/15,11/18/15,11/23/15,11/28/15,12/3/15,12/8/15,12/13/15,12/18/15,12/23/15,12/28/15,1/2/16,1/7/16,1/12/16,1/17/16,1/22/16,1/27/16,2/1/16,2/6/16,2/11/16,2/16/16,2/21/16,2/26/16,3/2/16,3/7/16,3/12/16,3/17/16,3/22/16
danceability,0.6563900000000001,0.6563900000000001,0.6604399999999999,0.6502525252525253,0.6502525252525253,0.6562424242424242,0.6629999999999998,0.67228,0.67228,0.6795200000000001,0.67813,0.67813,0.6778600000000001,0.6669499999999999,0.6598999999999999,0.6598999999999999,0.6624099999999999,0.66085,0.66085,0.6501999999999998,0.6522899999999997,0.64619,0.64619,0.6441616161616163,0.642090909090909,0.642090909090909,0.6475399999999999,0.6563099999999997,0.6521099999999999,0.6521099999999999,0.6470699999999999,0.6473299999999998,0.6473299999999998,0.6486999999999997,0.6577899999999997,0.6532323232323228,0.6532323232323228,0.6472699999999998,0.6499499999999998,0.6499499999999998,0.6483099999999999,0.6507448979591837
energy,0.6927199999999997,0.6927199999999997,0.69494,0.6869494949494949,0.6869494949494949,0.6753232323232323,0.6751400000000004,0.6658200000000002,0.6658200000000002,0.6528100000000002,0.6546100000000002,0.6546100000000002,0.6563600000000003,0.6591400000000004,0.6610600000000004,0.6610600000000004,0.6555800000000002,0.65705,0.65705,0.6264000000000002,0.6388400000000002,0.6499900000000001,0.6499900000000001,0.6510505050505051,0.6474141414141417,0.6474141414141417,0.6464900000000001,0.6578000000000002,0.6685900000000001,0.6685900000000001,0.6756900000000001,0.6714300000000002,0.6714300000000002,0.6767700000000002,0.6759499999999998,0.6673434343434346,0.6673434343434346,0.6622500000000002,0.6439750000000001,0.6439750000000001,0.639955,0.6442295918367347
loudness,5.995989999999999,5.995989999999999,5.980610000000001,6.095979797979802,6.095979797979802,6.1818989898989924,6.1813,6.261439999999998,6.261439999999998,6.352279999999997,6.370249999999999,6.370249999999999,6.297819999999998,6.339979999999998,6.28348,6.28348,6.33032,6.368930000000002,6.368930000000002,6.589460000000002,6.553220000000001,6.4328600000000025,6.4328600000000025,6.391686868686873,6.357676767676771,6.357676767676771,6.531840000000002,6.325930000000002,6.3090800000000025,6.3090800000000025,6.3097900000000005,6.241940000000003,6.241940000000003,6.191710000000001,6.1007,6.16671717171717,6.16671717171717,6.203639999999998,6.353699999999999,6.353699999999999,6.332370000000001,6.395285714285716
tempo,125.95845999999996,125.95845999999996,124.21665999999992,125.51579797979797,125.51579797979797,124.2955454545454,124.03677999999996,127.16546999999991,127.16546999999991,127.03815999999993,126.94890999999994,126.94890999999994,124.62432999999999,125.90841,125.26209999999993,125.26209999999993,122.78439999999996,124.14164999999998,124.14164999999998,124.62234000000004,125.12362999999998,125.71137999999999,125.71137999999999,126.3600202020202,125.6568686868687,125.6568686868687,125.94559,124.99265999999996,124.06920999999998,124.06920999999998,123.43343999999999,122.01201000000003,122.01201000000003,121.16479000000001,120.88411000000008,121.04923232323235,121.04923232323235,119.93295000000006,119.95024000000005,119.95024000000005,119.85627000000001,120.6049387755102
valence,0.5080000000000002,0.5080000000000002,0.5168250000000001,0.5078989898989898,0.5078989898989898,0.504989898989899,0.49623000000000006,0.4886879999999998,0.4886879999999998,0.48742999999999975,0.4744429999999999,0.4744429999999999,0.4732329999999999,0.47226299999999993,0.4820030000000001,0.4820030000000001,0.4730920000000001,0.47819199999999995,0.47819199999999995,0.4718020000000001,0.4685690000000001,0.47436200000000006,0.47436200000000006,0.46994141414141416,0.4732444444444442,0.4732444444444442,0.47730199999999995,0.47431199999999973,0.4695219999999998,0.4695219999999998,0.47766199999999975,0.47659199999999985,0.47659199999999985,0.47993799999999986,0.47670599999999974,0.4729252525252524,0.4729252525252524,0.480503,0.46256299999999995,0.46256299999999995,0.46056299999999983,0.46709489795918363
