,2012-02-25,2012-03-01,2012-03-06,2012-03-11,2012-03-16,2012-03-21,2012-03-26,2012-03-31,2012-04-05,2012-04-10,2012-04-15,2012-04-20,2012-04-25,2012-04-30,2012-05-05,2012-05-10,2012-05-15,2012-05-20,2012-05-25,2012-05-30
danceability,0.6271212121212119,0.6268979591836733,0.6311428571428568,0.6478099999999998,0.6478099999999998,0.6393199999999999,0.6393099999999999,0.6393099999999999,0.63532,0.63586,0.6299699999999998,0.6299699999999998,0.6291212121212121,0.6417070707070708,0.6417070707070708,0.64676,0.6292700000000001,0.62609,0.62609,0.6324900000000001
energy,0.6822727272727271,0.6796326530612244,0.6754285714285713,0.6772399999999997,0.6772399999999997,0.68867,0.69595,0.69595,0.6922699999999999,0.692144,0.70186,0.70186,0.692438383838384,0.7002060606060607,0.7002060606060607,0.7070540000000001,0.714704,0.7047239999999999,0.7047239999999999,0.7193539999999997
loudness,6.136151515151518,6.118244897959187,6.115948979591838,6.035580000000003,6.035580000000003,5.926760000000002,5.88221,5.88221,5.991740000000001,6.10232,5.697710000000002,5.697710000000002,6.073929292929294,5.880696969696968,5.880696969696968,5.786850000000004,5.71475,5.928950000000003,5.928950000000003,5.732940000000001
tempo,119.719898989899,121.61791836734696,118.91978571428572,119.82612,119.82612,120.33904000000004,120.68880000000003,120.68880000000003,120.59415000000008,120.09192000000006,120.61258000000002,120.61258000000002,122.31420202020203,120.5018282828283,120.5018282828283,121.76235000000004,124.28069,123.46499000000003,123.46499000000003,122.22487999999997
valence,0.4850101010101007,0.48433061224489765,0.48094693877550987,0.4911359999999997,0.4911359999999997,0.4868899999999997,0.4908999999999996,0.4908999999999996,0.49237999999999965,0.5047299999999999,0.5057649999999998,0.5057649999999998,0.516681818181818,0.5180202020202017,0.5180202020202017,0.52668,0.50977,0.5054379999999998,0.5054379999999998,0.5293400000000001
