Position,"Track Name",Artist,Streams,URL
1,Passionfruit,Drake,2551675,https://open.spotify.com/track/7hDc8b7IXETo14hHIHdnhd
2,Portland,Drake,2060385,https://open.spotify.com/track/2bjwRfXMk4uRgOD9IBYl9h
3,Gyalchester,Drake,1609022,https://open.spotify.com/track/6UjfByV1lDLW0SOVQA4NAi
4,"Free Smoke",Drake,1595227,https://open.spotify.com/track/05KOgYg8PGeJyyWBPi5ja8
5,"Shape of You","Ed Sheeran",1489788,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
6,Blem,Drake,1391901,https://open.spotify.com/track/2XlHu0HcujBCkWMdIAvrqt
7,"Mask Off",Future,1375837,https://open.spotify.com/track/3rOSwuTsUlJp0Pu0MkN8r8
8,Sacrifices,Drake,1349587,https://open.spotify.com/track/0xl1w2q4VLojeXp4JfazPL
9,"Get It Together",Drake,1318230,https://open.spotify.com/track/7y6c07pgjZvtHI9kuMVqk1
10,"Teenage Fever",Drake,1304882,https://open.spotify.com/track/6n3HGiq4v35D6eFOSwqYuo
11,"No Long Talk",Drake,1268165,https://open.spotify.com/track/6CfrYuD3YRDYdYvH9jNtXY
12,"Fake Love",Drake,1223949,https://open.spotify.com/track/343YBumqHu19cGoGARUTsd
13,"Jorja Interlude",Drake,1187845,https://open.spotify.com/track/13e6f8t7RKXuxZ0JdaaJRG
14,4422,Drake,1166461,https://open.spotify.com/track/2fkeWbM6iqTw7oGHTYm2lw
15,"Madiba Riddim",Drake,1165030,https://open.spotify.com/track/76gUmNLXGQVOsGhfcshkFP
16,KMT,Drake,1163373,https://open.spotify.com/track/2jTujnt0y344ai1rNOywgr
17,"iSpy (feat. Lil Yachty)",KYLE,1129069,https://open.spotify.com/track/2EEeOnHehOozLq4aS0n6SL
18,"That's What I Like","Bruno Mars",1110493,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU
19,"Do Not Disturb",Drake,1004370,https://open.spotify.com/track/2KvHC9z14GSl4YpkNMX384
20,"Can't Have Everything",Drake,990197,https://open.spotify.com/track/5f5r2N4Lp9WoULWPH9zp2W
21,Glow,Drake,988298,https://open.spotify.com/track/28irpKCCK9nn9DZSik2zEx
22,"Nothings Into Somethings",Drake,968828,https://open.spotify.com/track/6MbH1QiphMCPTqVEVC7UYi
23,"Tunnel Vision","Kodak Black",944218,https://open.spotify.com/track/4Q3N4Ct4zCuIHuZ65E3BD4
24,"Ice Melts",Drake,942725,https://open.spotify.com/track/7bJ4mu7MHa3rHiNyKjOoSl
25,"Lose You",Drake,928644,https://open.spotify.com/track/2Na0z2gfN67Rzf0vp74Wi3
26,"Skepta Interlude",Drake,890097,https://open.spotify.com/track/2dfqS3MRtbLZSZA1IL8xY5
27,"It Ain't Me (with Selena Gomez)",Kygo,887399,https://open.spotify.com/track/3eR23VReFzcdmS7TYCrhCe
