Position,"Track Name",Artist,Streams,URL
1,"Shape of You","Ed Sheeran",1519600,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
2,"Bad and Boujee (feat. Lil Uzi Vert)",Migos,1435130,https://open.spotify.com/track/4Km5HrUvYTaSUfiSGPJeQR
3,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,1198051,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0
4,"Bounce Back","Big Sean",1178172,https://open.spotify.com/track/0SGkqnVQo9KPytSri1H6cF
5,Paris,"The Chainsmokers",980470,https://open.spotify.com/track/72jbDTw1piOOj770jWNeaG
6,"Fake Love",Drake,953857,https://open.spotify.com/track/343YBumqHu19cGoGARUTsd
7,"iSpy (feat. Lil Yachty)",KYLE,918731,https://open.spotify.com/track/2EEeOnHehOozLq4aS0n6SL
8,T-Shirt,Migos,823231,https://open.spotify.com/track/7KOlJ92bu51cltsD9KU5I7
9,Starboy,"The Weeknd",774157,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z
10,"Chained To The Rhythm","Katy Perry",764953,https://open.spotify.com/track/6520aj0B4FSKGVuKNsOCOi
11,Moves,"Big Sean",712021,https://open.spotify.com/track/0Fv5N0cHBsl4bzCbollCAS
12,"I Feel It Coming","The Weeknd",693302,https://open.spotify.com/track/5GXAXm5YOmYT0kL5jHvYBt
13,"Bad Things (with Camila Cabello)","Machine Gun Kelly",690877,https://open.spotify.com/track/1PSBzsahR2AKwLJgx8ehBj
14,Caroline,Aminé,690690,https://open.spotify.com/track/5GFDrUTLGJix84sNhjCG0g
15,"No Favors","Big Sean",690179,https://open.spotify.com/track/1MksGqIztTT6M9R1ErKVs8
16,Closer,"The Chainsmokers",665914,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
17,Issues,"Julia Michaels",662003,https://open.spotify.com/track/1sXUWdKx03aP9Gmzft58rt
18,Congratulations,"Post Malone",641473,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
19,"Say You Won't Let Go","James Arthur",638704,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
20,"Black Beatles","Rae Sremmurd",597155,https://open.spotify.com/track/6fujklziTHa8uoM5OQSfIo
21,"Scared to Be Lonely","Martin Garrix",576730,https://open.spotify.com/track/3ebXMykcMXOcLeJ9xZ17XH
22,"X (feat. Future)","21 Savage",558676,https://open.spotify.com/track/6fwdbPMwP1zVStm8FybmkO
23,"All Time Low","Jon Bellion",549372,https://open.spotify.com/track/1CnPYaKxTVb4LWOtiGOm0m
