Position,"Track Name",Artist,Streams,URL
1,"Shape of You","Ed Sheeran",1578343,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
2,"Bad and Boujee (feat. Lil Uzi Vert)",Migos,1353785,https://open.spotify.com/track/4Km5HrUvYTaSUfiSGPJeQR
3,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,1087848,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0
4,"Bounce Back","Big Sean",1047812,https://open.spotify.com/track/0SGkqnVQo9KPytSri1H6cF
5,"iSpy (feat. Lil Yachty)",KYLE,1014461,https://open.spotify.com/track/2EEeOnHehOozLq4aS0n6SL
6,"Fake Love",Drake,894425,https://open.spotify.com/track/343YBumqHu19cGoGARUTsd
7,Paris,"The Chainsmokers",891279,https://open.spotify.com/track/72jbDTw1piOOj770jWNeaG
8,"It Ain't Me (with Selena Gomez)",Kygo,885202,https://open.spotify.com/track/3eR23VReFzcdmS7TYCrhCe
9,"That's What I Like","Bruno Mars",806525,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU
10,T-Shirt,Migos,799318,https://open.spotify.com/track/7KOlJ92bu51cltsD9KU5I7
11,Congratulations,"Post Malone",764467,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
12,Starboy,"The Weeknd",732772,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z
13,"I Feel It Coming","The Weeknd",712700,https://open.spotify.com/track/5GXAXm5YOmYT0kL5jHvYBt
14,Issues,"Julia Michaels",711875,https://open.spotify.com/track/1sXUWdKx03aP9Gmzft58rt
15,Caroline,Aminé,670918,https://open.spotify.com/track/5GFDrUTLGJix84sNhjCG0g
16,"Chained To The Rhythm","Katy Perry",638462,https://open.spotify.com/track/6520aj0B4FSKGVuKNsOCOi
17,"Rent Money",Future,624439,https://open.spotify.com/track/4Zxdw0Hno7YDu0IzvY76Qo
18,Closer,"The Chainsmokers",623736,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
19,"Bad Things (with Camila Cabello)","Machine Gun Kelly",612230,https://open.spotify.com/track/1PSBzsahR2AKwLJgx8ehBj
20,Draco,Future,597514,https://open.spotify.com/track/67dyMPOUsbZ9Yg06PnfAAh
21,"Mask Off",Future,585183,https://open.spotify.com/track/3rOSwuTsUlJp0Pu0MkN8r8
22,"Black Beatles","Rae Sremmurd",582933,https://open.spotify.com/track/6fujklziTHa8uoM5OQSfIo
23,Moves,"Big Sean",563125,https://open.spotify.com/track/0Fv5N0cHBsl4bzCbollCAS
24,"Scared to Be Lonely","Martin Garrix",562679,https://open.spotify.com/track/3ebXMykcMXOcLeJ9xZ17XH
25,"Say You Won't Let Go","James Arthur",556529,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
26,Swang,"Rae Sremmurd",555624,https://open.spotify.com/track/6mapJIPnQ23RTAevUoE0DL
27,"Broccoli (feat. Lil Yachty)",DRAM,549828,https://open.spotify.com/track/7yyRTcZmCiyzzJlNzGC9Ol
28,"Body Like A Back Road","Sam Hunt",544278,https://open.spotify.com/track/7mldq42yDuxiUNn08nvzHO
29,"No Problem (feat. Lil Wayne & 2 Chainz)","Chance The Rapper",524678,https://open.spotify.com/track/0v9Wz8o0BT8DU38R4ddjeH
30,"All Time Low","Jon Bellion",524308,https://open.spotify.com/track/1CnPYaKxTVb4LWOtiGOm0m
31,"X (feat. Future)","21 Savage",499412,https://open.spotify.com/track/6fwdbPMwP1zVStm8FybmkO
32,"Call On Me - Ryan Riback Extended Remix",Starley,493503,https://open.spotify.com/track/78rIJddV4X0HkNAInEcYde
33,"Party Monster","The Weeknd",471694,https://open.spotify.com/track/4F7A0DXBrmUAkp32uenhZt
34,"No Heart","21 Savage",470659,https://open.spotify.com/track/4gmmRb6bZJffOOiww1JGTO
35,"Castle on the Hill","Ed Sheeran",467871,https://open.spotify.com/track/6PCUP3dWmTjcTtXY02oFdT
36,Believer,"Imagine Dragons",462212,https://open.spotify.com/track/0CcQNd8CINkwQfe1RDtGV6
37,goosebumps,"Travis Scott",461434,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
38,"24K Magic","Bruno Mars",454915,https://open.spotify.com/track/6b8Be6ljOzmkOmFslEb23P
39,"No Favors","Big Sean",452996,https://open.spotify.com/track/1MksGqIztTT6M9R1ErKVs8
40,Weak,AJR,450011,https://open.spotify.com/track/3E2Zh20GDCR9B1EYjfXWyv
41,"How Far I'll Go - From ""Moana""","Alessia Cara",432630,https://open.spotify.com/track/5hYTyyh2odQKphUbMqc5gN
42,"Both (feat. Drake)","Gucci Mane",431591,https://open.spotify.com/track/5tFep7dXGd7vEJ668wTPux
43,"Run Up (feat. PARTYNEXTDOOR & Nicki Minaj)","Major Lazer",425169,https://open.spotify.com/track/0fg8CqpjdojMyXLNzM2PaJ
44,"Super Trapper",Future,412101,https://open.spotify.com/track/5e0RPsQUTQu0A29wqD6bZR
45,Cold,"Maroon 5",410757,https://open.spotify.com/track/5NNlUMcOEOdoOIwwaWXv0k
46,"One Dance",Drake,407369,https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3
47,"Look at Me!",XXXTENTACION,407139,https://open.spotify.com/track/2oUuLLKS8WbF7ELJcwbqms
48,Zoom,Future,395722,https://open.spotify.com/track/7iAiOtm19uRwipMm7TH6lw
49,"Tunnel Vision","Kodak Black",393880,https://open.spotify.com/track/4Q3N4Ct4zCuIHuZ65E3BD4
50,"Some Kind Of Drug",G-Eazy,385492,https://open.spotify.com/track/1Bqxj0aH5KewYHKUg1IdrF
51,"Good Dope",Future,377734,https://open.spotify.com/track/3yaq0WhtGS0Y6r7vDkw4lc
52,"Despacito (Featuring Daddy Yankee)","Luis Fonsi",377424,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2
53,"I'm so Groovy",Future,376256,https://open.spotify.com/track/4lozYCMRLtEc46exlhoK2Q
54,"Deja Vu","J. Cole",372800,https://open.spotify.com/track/6I6NX6tjGsxFAsIfGzY9lJ
55,"High Demand",Future,372602,https://open.spotify.com/track/3CyICSGQGqUaFeYvMJgpnt
56,Redbone,"Childish Gambino",370059,https://open.spotify.com/track/3kxfsdsCpFgN412fpnW85Y
57,POA,Future,367919,https://open.spotify.com/track/7BzjpnOxxngXt1LZiVXhND
58,Sneakin’,Drake,365963,https://open.spotify.com/track/4ckuS4Nj4FZ7i3Def3Br8W
59,"Slippery (feat. Gucci Mane)",Migos,359990,https://open.spotify.com/track/6p8NuHm8uCGnn2Dtbtf7zE
60,"Chill Bill","Rob $tone",357701,https://open.spotify.com/track/5uDASfU19gDxSjW8cnCaBp
61,Location,Khalid,349244,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif
62,"You Was Right","Lil Uzi Vert",330636,https://open.spotify.com/track/2ANLarE8yHVsLWW21nj79M
63,"How Would You Feel (Paean)","Ed Sheeran",328241,https://open.spotify.com/track/6PJ8FF6UR8FZXfEvpHkIVN
64,"pick up the phone","Young Thug",325304,https://open.spotify.com/track/20dP2DaMHIAmwWAbp7peSr
65,"Low Life",Future,324564,https://open.spotify.com/track/7EiZI6JVHllARrX9PUvAdX
66,"Don't Leave",Snakehips,324304,https://open.spotify.com/track/0Zx8khUcEfCFK2AEoIhC92
67,"Kelly Price (feat. Travis Scott)",Migos,321244,https://open.spotify.com/track/204U3zjm9kkzX25Pr4Rdld
68,"Make Me (Cry)","Noah Cyrus",320959,https://open.spotify.com/track/2BrzlUj1u1CtvaJDGIKpsP
69,"Side To Side","Ariana Grande",318268,https://open.spotify.com/track/4pLwZjInHj3SimIyN9SnOz
70,"Rockabye (feat. Sean Paul & Anne-Marie)","Clean Bandit",317936,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW
