Position,"Track Name",Artist,Streams,URL
1,HUMBLE.,"Kendrick Lamar",2128695,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
2,"Mask Off",Future,1629978,https://open.spotify.com/track/3rOSwuTsUlJp0Pu0MkN8r8
3,Passionfruit,Drake,1361212,https://open.spotify.com/track/7hDc8b7IXETo14hHIHdnhd
4,"XO TOUR Llif3","Lil Uzi Vert",1239237,https://open.spotify.com/track/2eMwDehkIC1j68U6FA3Eiq
5,"Shape of You","Ed Sheeran",1225350,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
6,"That's What I Like","Bruno Mars",1129682,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU
7,"iSpy (feat. Lil Yachty)",KYLE,1126080,https://open.spotify.com/track/2EEeOnHehOozLq4aS0n6SL
8,Portland,Drake,1110789,https://open.spotify.com/track/2bjwRfXMk4uRgOD9IBYl9h
9,"Tunnel Vision","Kodak Black",1062450,https://open.spotify.com/track/4Q3N4Ct4zCuIHuZ65E3BD4
10,Location,Khalid,923308,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif
11,Congratulations,"Post Malone",913929,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
12,"Stay (with Alessia Cara)",Zedd,889483,https://open.spotify.com/track/0dA2Mk56wEzDgegdC6R17g
13,"It Ain't Me (with Selena Gomez)",Kygo,860998,https://open.spotify.com/track/3eR23VReFzcdmS7TYCrhCe
14,"Something Just Like This","The Chainsmokers",821244,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
15,Slide,"Calvin Harris",783809,https://open.spotify.com/track/7tr2za8SQg2CI8EDgrdtNl
16,Gyalchester,Drake,748770,https://open.spotify.com/track/6UjfByV1lDLW0SOVQA4NAi
17,Issues,"Julia Michaels",745547,https://open.spotify.com/track/1sXUWdKx03aP9Gmzft58rt
18,"Bounce Back","Big Sean",733018,https://open.spotify.com/track/0SGkqnVQo9KPytSri1H6cF
19,"Bad and Boujee (feat. Lil Uzi Vert)",Migos,693081,https://open.spotify.com/track/4Km5HrUvYTaSUfiSGPJeQR
20,T-Shirt,Migos,685075,https://open.spotify.com/track/7KOlJ92bu51cltsD9KU5I7
21,"Fake Love",Drake,682006,https://open.spotify.com/track/343YBumqHu19cGoGARUTsd
22,Paris,"The Chainsmokers",643843,https://open.spotify.com/track/72jbDTw1piOOj770jWNeaG
23,Swang,"Rae Sremmurd",640925,https://open.spotify.com/track/6mapJIPnQ23RTAevUoE0DL
24,"Body Like A Back Road","Sam Hunt",638044,https://open.spotify.com/track/7mldq42yDuxiUNn08nvzHO
25,Selfish,Future,637400,https://open.spotify.com/track/2Ce5IyMlVRVvN997ZJjJJA
26,"Look At Me!",XXXTENTACION,618703,https://open.spotify.com/track/4ARPvK8DHLwt4oX65ZAFMw
27,Blem,Drake,602682,https://open.spotify.com/track/2XlHu0HcujBCkWMdIAvrqt
28,goosebumps,"Travis Scott",558967,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
29,"Free Smoke",Drake,549079,https://open.spotify.com/track/05KOgYg8PGeJyyWBPi5ja8
30,Everybody,Logic,528589,https://open.spotify.com/track/7cGFbx7MP0H23iHZTZpqMM
31,"Galway Girl","Ed Sheeran",527481,https://open.spotify.com/track/0afhq8XCExXpqazXczTSve
32,Believer,"Imagine Dragons",522693,https://open.spotify.com/track/0CcQNd8CINkwQfe1RDtGV6
33,Cold,"Maroon 5",494257,https://open.spotify.com/track/5NNlUMcOEOdoOIwwaWXv0k
34,"Teenage Fever",Drake,493083,https://open.spotify.com/track/6n3HGiq4v35D6eFOSwqYuo
35,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,489939,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0
36,Closer,"The Chainsmokers",485470,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
37,Starboy,"The Weeknd",468111,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z
38,"Say You Won't Let Go","James Arthur",464618,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
39,"The One","The Chainsmokers",462668,https://open.spotify.com/track/0wfbD5rAksdXUzRvMfM3x5
40,Moves,"Big Sean",453851,https://open.spotify.com/track/0Fv5N0cHBsl4bzCbollCAS
41,"The Heart Part 4","Kendrick Lamar",452099,https://open.spotify.com/track/1zayuwd1YLZsYDArkruHdL
42,"I Feel It Coming","The Weeknd",447061,https://open.spotify.com/track/5GXAXm5YOmYT0kL5jHvYBt
43,Rolex,"Ayo & Teo",445884,https://open.spotify.com/track/0pSBuHjILhNEo55xK1zrRt
44,"Swalla (feat. Nicki Minaj & Ty Dolla $ign)","Jason Derulo",436888,https://open.spotify.com/track/6kex4EBAj0WHXDKZMEJaaF
45,Redbone,"Childish Gambino",435882,https://open.spotify.com/track/3kxfsdsCpFgN412fpnW85Y
46,"How Far I'll Go - From ""Moana""","Alessia Cara",434215,https://open.spotify.com/track/5hYTyyh2odQKphUbMqc5gN
47,Sacrifices,Drake,432116,https://open.spotify.com/track/0xl1w2q4VLojeXp4JfazPL
48,"All Night (feat. Knox Fortune)","Chance The Rapper",428384,https://open.spotify.com/track/60xaS8mYBKUW4VQQ666N0T
49,"Green Light",Lorde,418223,https://open.spotify.com/track/0gbBzIqrECJOEPvQJIBFs5
50,"Get It Together",Drake,401529,https://open.spotify.com/track/7y6c07pgjZvtHI9kuMVqk1
51,"Scared to Be Lonely","Martin Garrix",399236,https://open.spotify.com/track/3ebXMykcMXOcLeJ9xZ17XH
52,"Symphony (feat. Zara Larsson)","Clean Bandit",385416,https://open.spotify.com/track/1x5sYLZiu9r5E43kMlt9f8
53,"Call On Me - Ryan Riback Extended Remix",Starley,375271,https://open.spotify.com/track/78rIJddV4X0HkNAInEcYde
54,Caroline,Aminé,368951,https://open.spotify.com/track/5GFDrUTLGJix84sNhjCG0g
55,"Chained To The Rhythm","Katy Perry",362937,https://open.spotify.com/track/6520aj0B4FSKGVuKNsOCOi
56,"Broccoli (feat. Lil Yachty)",DRAM,361428,https://open.spotify.com/track/7yyRTcZmCiyzzJlNzGC9Ol
57,KMT,Drake,351910,https://open.spotify.com/track/2jTujnt0y344ai1rNOywgr
58,"No Problem (feat. Lil Wayne & 2 Chainz)","Chance The Rapper",345505,https://open.spotify.com/track/0v9Wz8o0BT8DU38R4ddjeH
59,"One Dance",Drake,340393,https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3
60,Weak,AJR,336481,https://open.spotify.com/track/3E2Zh20GDCR9B1EYjfXWyv
61,"X (feat. Future)","21 Savage",336233,https://open.spotify.com/track/6fwdbPMwP1zVStm8FybmkO
62,"Do Not Disturb",Drake,335205,https://open.spotify.com/track/2KvHC9z14GSl4YpkNMX384
63,"No Long Talk",Drake,333269,https://open.spotify.com/track/6CfrYuD3YRDYdYvH9jNtXY
64,Everyday,"Ariana Grande",325599,https://open.spotify.com/track/3FiE2d325mIOc4YjkSLVJR
65,"Ice Melts",Drake,325221,https://open.spotify.com/track/7bJ4mu7MHa3rHiNyKjOoSl
66,"Castle on the Hill","Ed Sheeran",324792,https://open.spotify.com/track/6PCUP3dWmTjcTtXY02oFdT
67,"Love On The Brain",Rihanna,321437,https://open.spotify.com/track/2aksifNn5ph8igDOkPBA02
68,"Still Got Time",ZAYN,318748,https://open.spotify.com/track/000xQL6tZNLJzIrtIgxqSl
69,"Drowning (feat. Kodak Black)","A Boogie Wit da Hoodie",318706,https://open.spotify.com/track/6Q2FftbUG530lCtBI74bMH
70,4422,Drake,317707,https://open.spotify.com/track/2fkeWbM6iqTw7oGHTYm2lw
71,"Madiba Riddim",Drake,316252,https://open.spotify.com/track/76gUmNLXGQVOsGhfcshkFP
72,"Black Beatles","Rae Sremmurd",314590,https://open.spotify.com/track/6fujklziTHa8uoM5OQSfIo
73,"Losin Control",Russ,310881,https://open.spotify.com/track/4cxMGhkinTocPSVVKWIw0d
74,"Jorja Interlude",Drake,307865,https://open.spotify.com/track/13e6f8t7RKXuxZ0JdaaJRG
75,Heatstroke,"Calvin Harris",306243,https://open.spotify.com/track/60APt5N2NRaKWf5xzJdzyC
76,"24K Magic","Bruno Mars",306128,https://open.spotify.com/track/6b8Be6ljOzmkOmFslEb23P
77,Water,"Ugly God",303720,https://open.spotify.com/track/6HEIBHUirx1J0JkUD24szt
78,"Rockabye (feat. Sean Paul & Anne-Marie)","Clean Bandit",302168,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW
79,"Despacito (Featuring Daddy Yankee)","Luis Fonsi",301749,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2
80,"Both (feat. Drake)","Gucci Mane",300765,https://open.spotify.com/track/5tFep7dXGd7vEJ668wTPux
81,"Run Up (feat. PARTYNEXTDOOR & Nicki Minaj)","Major Lazer",299878,https://open.spotify.com/track/0fg8CqpjdojMyXLNzM2PaJ
82,Perfect,"Ed Sheeran",295299,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
83,"Conscience (feat. Future)","Kodak Black",294090,https://open.spotify.com/track/16dXg2YuFOxwDC3cTf5jde
84,"September Song","JP Cooper",289880,https://open.spotify.com/track/0FuTx2s3YH1ppmtiM6l0zI
85,"Get Right Witcha",Migos,288063,https://open.spotify.com/track/76Y0gxtTxN0FyDCYh5qYQj
86,Happier,"Ed Sheeran",284904,https://open.spotify.com/track/2RttW7RAu5nOAfq6YFvApB
87,"Slippery (feat. Gucci Mane)",Migos,282749,https://open.spotify.com/track/6p8NuHm8uCGnn2Dtbtf7zE
88,"No Heart","21 Savage",279429,https://open.spotify.com/track/4gmmRb6bZJffOOiww1JGTO
89,"Solo Dance","Martin Jensen",277377,https://open.spotify.com/track/6HUnnBwYZqcED1eQztxMBN
90,"pick up the phone","Young Thug",276528,https://open.spotify.com/track/20dP2DaMHIAmwWAbp7peSr
91,"White Iverson","Post Malone",270390,https://open.spotify.com/track/6eT7xZZlB2mwyzJ2sUKG6w
92,"You Was Right","Lil Uzi Vert",269739,https://open.spotify.com/track/2ANLarE8yHVsLWW21nj79M
93,"Party Monster","The Weeknd",269077,https://open.spotify.com/track/4F7A0DXBrmUAkp32uenhZt
94,"Can't Have Everything",Drake,267826,https://open.spotify.com/track/5f5r2N4Lp9WoULWPH9zp2W
95,Starving,"Hailee Steinfeld",265182,https://open.spotify.com/track/1qOLh0tI7trd1zdDKxYZTe
96,"Low Life",Future,263730,https://open.spotify.com/track/7EiZI6JVHllARrX9PUvAdX
97,Down,"Marian Hill",259786,https://open.spotify.com/track/2dqLk7ezV15LEJEwUmEbXB
98,"Bad Things (with Camila Cabello)","Machine Gun Kelly",259048,https://open.spotify.com/track/1PSBzsahR2AKwLJgx8ehBj
99,"Comin Out Strong",Future,257179,https://open.spotify.com/track/3mRcWCyteY2133a7xVMrYw
100,"Now Or Never",Halsey,257113,https://open.spotify.com/track/0Nhu3zSYbEz32IYiobV75e
101,"I Got You","Bebe Rexha",255813,https://open.spotify.com/track/1FUViuNSldssMIawrOXF2i
102,"At My Best (feat. Hailee Steinfeld)","Machine Gun Kelly",254919,https://open.spotify.com/track/77lGafvlU68CeHgB2pkHC9
103,"Nothings Into Somethings",Drake,252661,https://open.spotify.com/track/6MbH1QiphMCPTqVEVC7UYi
104,"Chill Bill","Rob $tone",252270,https://open.spotify.com/track/5uDASfU19gDxSjW8cnCaBp
105,"No Role Modelz","J. Cole",248691,https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8
106,"Don't Let Me Down","The Chainsmokers",247559,https://open.spotify.com/track/0QsvXIfqM0zZoerQfsI9lm
107,"Pretty Girl - Cheat Codes X CADE Remix","Maggie Lindemann",246497,https://open.spotify.com/track/1NDxZ7cFAo481dtYWdrUnR
108,Glow,Drake,245839,https://open.spotify.com/track/28irpKCCK9nn9DZSik2zEx
109,"No Frauds","Nicki Minaj",245597,https://open.spotify.com/track/7KcGEssn7BnJdTgildK5y0
110,History,"Olivia Holt",244452,https://open.spotify.com/track/0WCEaydwN65cvwaW8aqptF
111,Dive,"Ed Sheeran",243546,https://open.spotify.com/track/51ChrwmUPDJvedPQnIU8Ls
112,PRBLMS,6LACK,242909,https://open.spotify.com/track/2wf9bp4MkChojtljddWpbO
113,"Lights Down Low",MAX,237324,https://open.spotify.com/track/1sYSP7gKa5kdKIfhANfori
114,"First Day Out","Tee Grizzley",237245,https://open.spotify.com/track/3muBQDekYAg7jm6hDu6R0Z
115,Selfish,"PnB Rock",236550,https://open.spotify.com/track/2xbI8Vmyv3TkpTdywpPyNw
116,"Side To Side","Ariana Grande",236448,https://open.spotify.com/track/4pLwZjInHj3SimIyN9SnOz
117,"No Favors","Big Sean",234604,https://open.spotify.com/track/1MksGqIztTT6M9R1ErKVs8
118,"Deja Vu","J. Cole",231853,https://open.spotify.com/track/6I6NX6tjGsxFAsIfGzY9lJ
119,Touch,"Little Mix",230926,https://open.spotify.com/track/5Ua3GXyHwiSfpNTMjq6m2z
120,"Kelly Price (feat. Travis Scott)",Migos,229294,https://open.spotify.com/track/204U3zjm9kkzX25Pr4Rdld
121,"Lose You",Drake,228841,https://open.spotify.com/track/2Na0z2gfN67Rzf0vp74Wi3
122,Heathens,"Twenty One Pilots",225197,https://open.spotify.com/track/6i0V12jOa3mr6uu4WYhUBr
123,"Money Longer","Lil Uzi Vert",225137,https://open.spotify.com/track/0B8QzDH7YWih85V5SEMnyJ
124,"Good Life (with G-Eazy & Kehlani)",G-Eazy,223729,https://open.spotify.com/track/1Eck97uRMlprKOOJN9oO1E
125,"All Time Low","Jon Bellion",223385,https://open.spotify.com/track/1CnPYaKxTVb4LWOtiGOm0m
126,"You Don't Know Me - Radio Edit","Jax Jones",223187,https://open.spotify.com/track/00lNx0OcTJrS3MKHcB80HY
127,"No Flockin","Kodak Black",222326,https://open.spotify.com/track/34oWbFBfGEElvgO0a5c9V4
128,Don't,"Bryson Tiller",221231,https://open.spotify.com/track/3pXF1nA74528Edde4of9CC
129,"Since Way Back",Drake,219758,https://open.spotify.com/track/5JUu0unA8VwhTZ9LkMWUVI
130,"Sooner Or Later","Aaron Carter",218528,https://open.spotify.com/track/6wV12xIUb8oFY7lBy4KuQe
131,Saved,Khalid,217080,https://open.spotify.com/track/248OFOZef6ShXv6DGgbnxU
132,Controlla,Drake,215552,https://open.spotify.com/track/6F609ICg9Spjrw1epsAnpa
133,Party,"Chris Brown",215113,https://open.spotify.com/track/05Z7jet4VDNVgNQWcYHnrk
134,"Go Flex","Post Malone",214342,https://open.spotify.com/track/5yuShbu70mtHXY0yLzCQLQ
135,"Let Me Love You","DJ Snake",213892,https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m
136,Chanel,"Frank Ocean",212108,https://open.spotify.com/track/6Nle9hKrkL1wQpwNfEkxjh
137,"Skepta Interlude",Drake,211880,https://open.spotify.com/track/2dfqS3MRtbLZSZA1IL8xY5
138,"Perfect Pint (feat. Kendrick Lamar, Gucci Mane & Rae Sremmurd)","Mike WiLL Made-It",211648,https://open.spotify.com/track/3A2OHirUAlQp2x73BJlEDA
139,Exchange,"Bryson Tiller",211025,https://open.spotify.com/track/43PuMrRfbyyuz4QpZ3oAwN
