Position,"Track Name",Artist,Streams,URL
1,"Shape of You","Ed Sheeran",1990545,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
2,"Mask Off",Future,1265090,https://open.spotify.com/track/3rOSwuTsUlJp0Pu0MkN8r8
3,"iSpy (feat. Lil Yachty)",KYLE,1247430,https://open.spotify.com/track/2EEeOnHehOozLq4aS0n6SL
4,"That's What I Like","Bruno Mars",1192854,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU
5,"Galway Girl","Ed Sheeran",1093283,https://open.spotify.com/track/0afhq8XCExXpqazXczTSve
6,"Bad and Boujee (feat. Lil Uzi Vert)",Migos,1072542,https://open.spotify.com/track/4Km5HrUvYTaSUfiSGPJeQR
7,"It Ain't Me (with Selena Gomez)",Kygo,1018710,https://open.spotify.com/track/3eR23VReFzcdmS7TYCrhCe
8,"Tunnel Vision","Kodak Black",1005446,https://open.spotify.com/track/4Q3N4Ct4zCuIHuZ65E3BD4
9,"Something Just Like This","The Chainsmokers",999432,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
10,"Bounce Back","Big Sean",986518,https://open.spotify.com/track/0SGkqnVQo9KPytSri1H6cF
11,Congratulations,"Post Malone",958946,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
12,"Castle on the Hill","Ed Sheeran",908513,https://open.spotify.com/track/6PCUP3dWmTjcTtXY02oFdT
13,Issues,"Julia Michaels",891336,https://open.spotify.com/track/1sXUWdKx03aP9Gmzft58rt
14,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,888597,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0
15,"Stay (with Alessia Cara)",Zedd,880234,https://open.spotify.com/track/0dA2Mk56wEzDgegdC6R17g
16,Paris,"The Chainsmokers",838420,https://open.spotify.com/track/72jbDTw1piOOj770jWNeaG
17,Perfect,"Ed Sheeran",811913,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
18,Dive,"Ed Sheeran",764238,https://open.spotify.com/track/51ChrwmUPDJvedPQnIU8Ls
19,Happier,"Ed Sheeran",764203,https://open.spotify.com/track/2RttW7RAu5nOAfq6YFvApB
20,Slide,"Calvin Harris",751479,https://open.spotify.com/track/7tr2za8SQg2CI8EDgrdtNl
21,T-Shirt,Migos,751348,https://open.spotify.com/track/7KOlJ92bu51cltsD9KU5I7
22,"Fake Love",Drake,714653,https://open.spotify.com/track/343YBumqHu19cGoGARUTsd
23,"New Man","Ed Sheeran",694867,https://open.spotify.com/track/5HDPtsnyb3maFmPL8LLUTG
24,"Green Light",Lorde,678562,https://open.spotify.com/track/0gbBzIqrECJOEPvQJIBFs5
25,"What Do I Know?","Ed Sheeran",668000,https://open.spotify.com/track/2pJZ1v8HezrAoZ0Fhzby92
26,Location,Khalid,651825,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif
27,"Body Like A Back Road","Sam Hunt",641976,https://open.spotify.com/track/7mldq42yDuxiUNn08nvzHO
28,"I Feel It Coming","The Weeknd",625630,https://open.spotify.com/track/5GXAXm5YOmYT0kL5jHvYBt
29,Swang,"Rae Sremmurd",620777,https://open.spotify.com/track/6mapJIPnQ23RTAevUoE0DL
