,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,speechiness,tempo,time_signature,valence,label
Grenade,0.146,0.706,223253,0.5579999999999999,0.0,2,0.11800000000000001,-7.237,0.0593,110.443,4,0.22699999999999998,0
Grove St. Party,0.138,0.705,250493,0.7020000000000001,0.0,0,0.364,-4.783,0.10800000000000001,140.059,4,0.7709999999999999,0
Guap,0.305,0.647,271760,0.7340000000000001,0.0,1,0.425,-6.093999999999999,0.166,146.16299999999998,4,0.578,0
Gucci Gucci,0.0301,0.9640000000000001,218261,0.555,0.000567,5,0.128,-6.245,0.0499,130.017,4,0.33799999999999997,0
Guys My Age,0.12,0.688,213695,0.687,0.0,8,0.0792,-5.332000000000001,0.0356,122.04299999999999,4,0.26899999999999996,0
HYFR (Hell Ya F*****g Right),0.132,0.586,206627,0.632,0.0,7,0.11800000000000001,-8.844,0.19,140.013,4,0.353,0
Halfway Gone,0.000814,0.54,195307,0.922,0.0,1,0.201,-4.8839999999999995,0.0474,124.99600000000001,4,0.48100000000000004,0
Hall Of Fame,0.0653,0.42100000000000004,202533,0.873,0.0,10,0.12300000000000001,-4.343,0.0565,84.803,4,0.63,0
HandClap,0.00609,0.636,193253,0.836,0.000157,8,0.0828,-3.0039999999999996,0.0427,139.95600000000002,4,0.715,0
Hands To Myself,0.0165,0.8029999999999999,200680,0.504,5.25e-06,5,0.335,-7.218,0.0979,111.014,4,0.498,0
Handsome And Wealthy,0.0034799999999999996,0.858,210557,0.665,0.0,2,0.094,-2.907,0.10099999999999999,146.031,4,0.237,0
Hard To Love,0.0119,0.638,224293,0.722,0.00808,9,0.18899999999999997,-6.1770000000000005,0.0332,103.01700000000001,4,0.469,0
Hardaway,0.11800000000000001,0.537,236032,0.518,0.0,1,0.146,-5.987,0.188,132.52700000000002,4,0.42700000000000005,0
Havana,0.184,0.765,217307,0.523,3.5600000000000005e-05,2,0.132,-4.333,0.03,104.988,4,0.39399999999999996,0
Head Over Boots,0.0661,0.557,202347,0.6759999999999999,0.0,7,0.0871,-4.457,0.027000000000000003,108.016,4,0.6779999999999999,0
Headlights,0.16,0.6859999999999999,343032,0.7929999999999999,0.0,11,0.833,-3.659,0.141,146.688,4,0.46399999999999997,0
Heart Attack,0.0781,0.503,210840,0.8009999999999999,0.0,8,0.248,-4.735,0.0757,173.937,4,0.523,0
Heart Like Mine,0.0642,0.43700000000000006,177867,0.8440000000000001,1.42e-06,8,0.124,-3.3939999999999997,0.0381,155.066,4,0.493,0
Heartache On The Dance Floor,0.0617,0.594,205200,0.8240000000000001,0.0,9,0.0861,-4.252,0.0458,116.005,4,0.6709999999999999,0
Heartbeat,0.00545,0.8,269840,0.569,0.000319,1,0.0542,-6.843,0.11900000000000001,119.954,4,0.325,0
Heartbreak Warfare,0.191,0.624,269720,0.5539999999999999,0.00131,2,0.299,-8.113,0.0225,97.031,4,0.311,0
Heartless,0.0401,0.789,211000,0.65,0.0,10,0.249,-6.16,0.121,87.98299999999999,4,0.617,0
Heaven,0.263,0.677,179507,0.556,0.0,9,0.105,-6.544,0.0306,80.009,4,0.521,0
Hell Of A Night,0.00472,0.499,190427,0.797,0.0,2,0.297,-4.845,0.0402,85.054,4,0.591,0
Hell On The Heart,0.0832,0.637,164733,0.89,1.9e-06,0,0.0892,-3.877,0.0312,123.00200000000001,4,0.9279999999999999,0
Hello,0.54,0.504,216993,0.47200000000000003,0.0,9,0.306,-6.925,0.0404,73.521,4,0.313,0
Helluva Life,0.0676,0.564,231693,0.76,0.0,6,0.14400000000000002,-5.667000000000001,0.0277,134.015,4,0.528,0
Here,0.735,0.48100000000000004,334744,0.262,0.0114,7,0.8320000000000001,-15.73,0.0414,122.883,4,0.375,0
Heroes (We Could Be),0.031,0.51,210013,0.747,0.0,5,0.233,-4.124,0.0651,125.95100000000001,4,0.34700000000000003,0
Hey Brother,0.0279,0.537,255093,0.777,6.12e-05,7,0.0838,-4.829,0.0473,124.943,4,0.42700000000000005,0
Hey Daddy (Daddy's Home),0.000176,0.59,224093,0.698,0.0,11,0.107,-4.262,0.0286,95.975,4,0.35200000000000004,0
Hey Girl,0.0156,0.469,200533,0.684,0.0,6,0.0721,-5.296,0.0308,163.957,4,0.636,0
Hey Pretty Girl,0.145,0.29100000000000004,215920,0.4,1.86e-05,2,0.259,-10.615,0.0306,83.11200000000001,1,0.0935,0
Hide Away,0.225,0.885,192376,0.8009999999999999,1.65e-06,11,0.0733,-4.716,0.0882,95.01100000000001,4,0.466,0
Hideaway,0.0861,0.845,251987,0.721,0.00859,7,0.08199999999999999,-4.188,0.0464,122.958,4,0.188,0
High School,0.0669,0.579,207200,0.634,0.0,0,0.142,-6.443,0.043,108.03,4,0.256,0
Higher,4.88e-05,0.45399999999999996,316733,0.826,0.000185,2,0.225,-6.3020000000000005,0.0352,155.84,4,0.451,0
Highway 20 Ride,0.5329999999999999,0.528,229253,0.39799999999999996,9.6e-06,3,0.106,-7.187,0.0341,76.111,4,0.40399999999999997,0
Ho Hey,0.794,0.685,163133,0.466,2.06e-06,0,0.0915,-9.074,0.0304,79.936,4,0.353,0
Hold My Hand,0.00159,0.642,227344,0.823,0.0,0,0.0776,-5.7170000000000005,0.0289,122.977,4,0.431,0
Hold You (Hold Yuh),0.321,0.69,233253,0.621,2.8100000000000002e-05,8,0.0884,-3.583,0.06,66.858,3,0.49700000000000005,0
Hold You Down,0.195,0.525,293120,0.6809999999999999,0.0,6,0.141,-4.158,0.0683,151.875,3,0.43700000000000006,0
Holding You Down (Goin In Circles),0.08199999999999999,0.7240000000000001,216960,0.872,0.0,8,0.316,-2.7060000000000004,0.14,95.09,4,0.7829999999999999,0
Holland Road,0.0935,0.469,250840,0.713,8.759999999999999e-05,2,0.10099999999999999,-6.228,0.0377,79.46,4,0.36,0
Hollow,0.0187,0.61,210606,0.664,0.0049,2,0.473,-6.837999999999999,0.0372,126.085,4,0.426,0
Home,0.377,0.49,211427,0.794,0.0,11,0.0921,-3.8110000000000004,0.0738,160.031,4,0.625,0
Home Alone Tonight,0.076,0.498,190773,0.968,0.0,8,0.0947,-1.18,0.113,161.989,4,0.491,0
Homeboy,0.015,0.5579999999999999,227227,0.6729999999999999,0.000655,6,0.0758,-4.914,0.0291,139.985,4,0.445,0
Homegrown Honey,0.12,0.6579999999999999,204893,0.9129999999999999,0.0,1,0.0506,-5.029,0.0511,87.96700000000001,4,0.8640000000000001,0
Hometown Girl,0.263,0.505,215080,0.79,0.0884,3,0.12300000000000001,-5.442,0.035,155.934,4,0.445,0
Honest,0.309,0.677,175093,0.594,0.0,7,0.11800000000000001,-6.263999999999999,0.0695,76.99600000000001,4,0.42700000000000005,0
"Honey, I'm Good.",0.0324,0.752,199263,0.775,0.0,9,0.35100000000000003,-7.289,0.0546,122.014,4,0.595,0
Hood Go Crazy,0.0071400000000000005,0.912,225040,0.644,0.0,11,0.107,-6.632000000000001,0.287,96.0,4,0.49200000000000005,0
Hookah,0.726,0.863,202320,0.484,0.0,9,0.14,-6.611000000000001,0.28800000000000003,95.03399999999999,4,0.21100000000000002,0
Hope You Get Lonely Tonight,0.10300000000000001,0.45,227987,0.795,0.0,10,0.166,-4.249,0.0355,151.884,4,0.364,0
Hot Tottie,0.00155,0.654,299333,0.866,5.38e-06,6,0.0928,-4.332,0.28600000000000003,87.525,4,0.669,0
House Party,0.129,0.7490000000000001,190240,0.8540000000000001,0.0,8,0.0262,-5.245,0.0503,103.95200000000001,4,0.8420000000000001,0
How Far I'll Go,0.603,0.5760000000000001,163387,0.319,0.0,4,0.17300000000000001,-10.934000000000001,0.0518,83.632,4,0.0921,0
How I Feel,0.0872,0.9490000000000001,212432,0.508,1.68e-06,0,0.0851,-5.939,0.19699999999999998,121.965,4,0.325,0
How I'll Always Be,0.319,0.456,213453,0.813,5.42e-06,2,0.0946,-4.676,0.0452,185.993,5,0.635,0
How Many Drinks?,0.0031100000000000004,0.379,272987,0.608,0.000614,0,0.248,-7.011,0.134,81.822,4,0.24100000000000002,0
How Many Times,0.0937,0.7979999999999999,263980,0.7040000000000001,0.0,10,0.308,-4.317,0.19899999999999998,116.016,4,0.867,0
How Not To,0.20800000000000002,0.501,192000,0.836,0.0,11,0.152,-3.5869999999999997,0.0491,159.863,4,0.618,0
How To Love,0.000165,0.6409999999999999,240307,0.667,3.22e-06,11,0.113,-6.252000000000001,0.0538,154.025,4,0.29,0
How We Do (Party),0.226,0.662,179478,0.7509999999999999,0.0,7,0.121,-3.82,0.08900000000000001,115.045,4,0.344,0
Human,0.39299999999999996,0.602,200187,0.7070000000000001,0.0,11,0.165,-4.0969999999999995,0.302,75.09,4,0.5539999999999999,0
Humble And Kind,0.693,0.349,257360,0.486,1.73e-06,11,0.122,-7.232,0.0289,101.053,3,0.158,0
Hurricane,0.0153,0.46399999999999997,222533,0.813,0.0,10,0.254,-6.185,0.0416,75.975,4,0.516,0
I Bet,0.0808,0.7390000000000001,287851,0.616,0.0,8,0.0759,-7.246,0.0621,129.016,4,0.341,0
I Can Only Imagine,0.0909,0.40700000000000003,248253,0.612,0.0,4,0.0914,-5.359,0.0496,159.52700000000002,4,0.133,0
I Can Take It From There,0.155,0.6859999999999999,158293,0.816,0.0,3,0.252,-5.952999999999999,0.0318,113.939,4,0.871,0
I Can't Love You Back,0.327,0.5670000000000001,245187,0.44799999999999995,2.9100000000000003e-05,11,0.133,-10.904000000000002,0.0296,134.018,4,0.10099999999999999,0
I Could Use A Love Song,0.214,0.638,196422,0.634,0.0,6,0.0866,-6.474,0.0468,92.09700000000001,4,0.473,0
I Cry,0.0061600000000000005,0.693,223800,0.8220000000000001,1.79e-06,4,0.315,-5.441,0.0439,126.035,4,0.763,0
I Don't Dance,0.39899999999999997,0.5870000000000001,221173,0.5589999999999999,6.69e-06,1,0.0992,-7.742000000000001,0.0321,92.036,4,0.19,0
I Don't Get Tired (#IDGT),0.0524,0.49200000000000005,209707,0.698,0.0,1,0.428,-5.606,0.171,139.953,4,0.28800000000000003,0
I Don't Mind,0.205,0.87,251989,0.46399999999999997,0.0,4,0.0902,-8.337,0.17800000000000002,112.97399999999999,4,0.457,0
I Don't Want This Night To End,0.0275,0.616,219973,0.728,0.0,9,0.228,-4.02,0.0278,111.934,4,0.375,0
I Drive Your Truck,0.0978,0.51,234840,0.649,0.00206,11,0.11900000000000001,-6.215,0.0348,141.963,4,0.11800000000000001,0
I Got A Car,0.379,0.601,272267,0.633,0.0,4,0.12,-7.376,0.0326,138.399,4,0.478,0
I Got The Boy,0.26,0.625,201013,0.569,0.0,0,0.127,-5.954,0.0271,149.987,4,0.361,0
I Got You,0.081,0.49,170440,0.88,0.0,7,0.10300000000000001,-5.185,0.0731,91.93,4,0.493,0
I Hate U I Love U,0.687,0.49200000000000005,251034,0.275,0.0,6,0.10099999999999999,-13.4,0.3,92.6,4,0.18,0
I Keep On Loving You,0.331,0.525,193893,0.47700000000000004,0.0,10,0.111,-5.452999999999999,0.027000000000000003,127.10600000000001,4,0.33899999999999997,0
I Know Somebody,0.565,0.857,244973,0.517,0.000195,0,0.102,-6.972,0.0384,129.063,4,0.754,0
I Know What You Did Last Summer,0.11199999999999999,0.695,223853,0.774,0.0,9,0.14800000000000002,-4.543,0.0944,114.04299999999999,4,0.7440000000000001,0
I Like It,0.099,0.816,253390,0.726,0.0,5,0.37200000000000005,-3.998,0.129,136.048,4,0.65,0
I Like Me Better,0.535,0.752,197437,0.505,2.55e-06,9,0.10400000000000001,-7.621,0.253,91.97,4,0.419,0
I Like The Sound Of That,0.275,0.609,209280,0.813,0.0,0,0.205,-5.599,0.0368,89.964,4,0.54,0
I Lived It,0.47600000000000003,0.557,219600,0.5710000000000001,0.00114,10,0.10099999999999999,-8.106,0.0281,80.98100000000001,4,0.392,0
I Love This Life,0.0164,0.586,208864,0.927,7.24e-06,2,0.153,-3.014,0.0547,111.977,4,0.5489999999999999,0
I Luv This Sh*t,0.0048,0.633,267920,0.584,1.24e-06,8,0.222,-6.681,0.257,124.069,4,0.354,0
I Met A Girl,0.111,0.512,201533,0.545,0.0017699999999999999,2,0.135,-10.154,0.0294,83.94,4,0.34600000000000003,0
I Need Your Love,0.41,0.695,234507,0.8690000000000001,0.0,8,0.237,-5.066,0.0483,124.98899999999999,4,0.58,0
I Never Told You,0.191,0.495,233200,0.64,0.0,3,0.248,-5.13,0.0291,144.141,4,0.33799999999999997,0
I Smile,0.337,0.381,188947,0.344,0.0,2,0.0954,-11.948,0.0294,144.464,4,0.22699999999999998,0
I Wanna Rock,0.00512,0.504,179760,0.9109999999999999,0.0123,2,0.355,-2.97,0.0738,106.244,4,0.6709999999999999,0
I Will Always Love You,0.8440000000000001,0.306,271093,0.214,5.3e-06,4,0.0839,-12.517999999999999,0.0356,66.98,4,0.10800000000000001,0
I Will Never Let You Down,0.40299999999999997,0.753,203467,0.8009999999999999,0.0,4,0.128,-3.215,0.0296,128.011,4,0.794,0
I Won't Give Up,0.6940000000000001,0.585,240166,0.303,0.0,4,0.115,-10.058,0.0398,136.703,3,0.142,0
I'm Different,0.0415,0.941,207040,0.685,0.0,10,0.08,-5.24,0.0752,97.524,4,0.7,0
I'm In,0.5539999999999999,0.45299999999999996,239317,0.496,2.65e-05,5,0.0772,-5.785,0.0453,80.994,4,0.501,0
I'm Ready,0.355,0.47600000000000003,225467,0.6970000000000001,0.0,2,0.214,-5.104,0.0799,63.458999999999996,4,0.613,0
IDGAF,0.0433,0.836,218173,0.552,0.0,7,0.0773,-5.66,0.0851,97.036,4,0.525,0
If Heaven Wasn't So Far Away,0.0525,0.49200000000000005,224400,0.466,0.0,11,0.147,-12.939,0.0325,75.513,4,0.385,0
If I Didn't Have You,0.0628,0.5489999999999999,202907,0.805,5.26e-06,6,0.34299999999999997,-3.431,0.0277,147.91,4,0.53,0
If I Die Young,0.402,0.594,222773,0.502,0.0,4,0.287,-6.564,0.0281,130.674,4,0.314,0
If I Had You,0.0113,0.648,228240,0.9079999999999999,0.0,4,0.374,-4.251,0.10800000000000001,131.14700000000002,4,0.7929999999999999,0
If I Told You,0.344,0.532,212320,0.64,0.0,9,0.361,-6.684,0.0314,84.029,4,0.308,0
If It Ain't Love,0.0487,0.503,203105,0.843,0.0,10,0.344,-4.9910000000000005,0.316,128.63,4,0.778,0
If It's Love,0.0487,0.503,203105,0.843,0.0,10,0.344,-4.9910000000000005,0.316,128.63,4,0.778,0
If We Ever Meet Again,0.00657,0.6459999999999999,292707,0.635,0.0,1,0.0579,-7.322,0.0343,126.06200000000001,4,0.348,0
Immortals,0.00139,0.613,189387,0.8740000000000001,1.82e-06,2,0.6559999999999999,-3.594,0.0697,108.038,4,0.5429999999999999,0
In Case You Didn't Know,0.35700000000000004,0.599,224853,0.542,0.0,10,0.10400000000000001,-7.274,0.0304,148.003,4,0.38299999999999995,0
In The Dark,0.0115,0.527,241307,0.9420000000000001,0.0,1,0.188,-5.64,0.0366,148.72299999999998,4,0.495,0
In The Night,0.0794,0.317,235653,0.6829999999999999,0.0,7,0.0465,-4.989,0.134,167.615,3,0.5379999999999999,0
In Your Arms,0.0119,0.632,278627,0.727,7.64e-05,11,0.0678,-11.209000000000001,0.0438,124.919,4,0.499,0
Infinity,0.27399999999999997,0.562,176591,0.579,0.0,10,0.102,-6.787999999999999,0.484,84.14299999999999,4,0.5770000000000001,0
Irresistible,0.048,0.511,205851,0.897,0.0,2,0.196,-4.492,0.07,164.908,4,0.327,0
Issues,0.42700000000000005,0.725,176320,0.42,0.0,8,0.061,-6.811,0.0811,113.975,4,0.424,0
It Ain't My Fault,0.00155,0.723,216800,0.8240000000000001,0.16699999999999998,11,0.33299999999999996,-5.9110000000000005,0.0331,123.01100000000001,4,0.76,0
It Don't Hurt Like It Used To,0.083,0.503,184506,0.8240000000000001,0.0,3,0.21,-4.039,0.0524,161.981,4,0.44799999999999995,0
It Goes Like This,0.126,0.5329999999999999,186080,0.84,0.0,11,0.0869,-6.377000000000001,0.0634,168.048,4,0.529,0
It Won't Stop,0.016,0.657,281080,0.574,8.1e-05,1,0.172,-9.484,0.0407,119.992,4,0.21100000000000002,0
It's Everyday Bro,0.0014199999999999998,0.79,217678,0.7140000000000001,0.0,1,0.111,-7.86,0.20199999999999999,150.033,5,0.5589999999999999,0
It's Goin' Down,0.0986,0.888,241840,0.5770000000000001,0.0,1,0.131,-7.702000000000001,0.0612,84.00299999999999,4,0.609,0
It's Time,0.375,0.85,282667,0.3,0.0,10,0.0991,-16.46,0.158,90.01799999999999,4,0.42200000000000004,0
Jealous,0.873,0.435,287693,0.155,0.0,1,0.107,-8.948,0.046,128.532,3,0.0935,0
"John Cougar, John Deere, John 3:16",0.0621,0.644,221599,0.777,1.83e-06,0,0.0792,-6.971,0.0997,170.021,4,0.599,0
John Doe,0.239,0.722,212006,0.6970000000000001,0.0,10,0.062,-7.082999999999999,0.0404,120.132,4,0.48700000000000004,0
Juice,0.16899999999999998,0.6729999999999999,169295,0.449,0.00115,0,0.0731,-9.727,0.298,161.925,4,0.21600000000000003,0
Jump Right In,0.0888,0.6970000000000001,180813,0.82,0.0,1,0.14300000000000002,-5.1080000000000005,0.0575,104.022,4,0.655,0
Just A Fool,0.419,0.485,240040,0.723,0.0459,4,0.151,-6.729,0.0438,118.14299999999999,4,0.515,0
Just Breathe,0.6970000000000001,0.431,215853,0.359,0.000148,0,0.109,-10.943,0.0282,107.723,4,0.284,0
Just Fishin',0.0077,0.586,209680,0.7,0.0636,11,0.18600000000000003,-5.279,0.0251,86.53200000000001,4,0.455,0
Just Give Me A Reason,0.34600000000000003,0.778,242733,0.547,0.000302,2,0.132,-7.273,0.0489,95.00200000000001,4,0.441,0
Keep Me In Mind,0.159,0.684,214107,0.715,0.0,6,0.18100000000000002,-6.132000000000001,0.0336,96.01799999999999,4,0.563,0
Keep On Lovin' You,0.331,0.525,193893,0.47700000000000004,0.0,10,0.111,-5.452999999999999,0.027000000000000003,127.10600000000001,4,0.33899999999999997,0
Keep Them Kisses Comin',0.0524,0.7040000000000001,159827,0.767,0.000469,6,0.361,-5.707999999999999,0.0398,120.035,4,0.889,0
Keep Your Head Up,0.0469,0.674,189933,0.778,0.0,0,0.145,-5.367000000000001,0.0376,90.01,4,0.816,0
Key To The Streets,0.12300000000000001,0.768,281987,0.687,0.0,6,0.113,-5.454,0.113,140.064,4,0.294,0
Kill A Word,0.0165,0.653,199213,0.73,1.4e-06,2,0.0894,-8.017999999999999,0.0378,85.015,4,0.615,0
Kill Em With Kindness,0.00755,0.7490000000000001,217907,0.8809999999999999,7.809999999999999e-05,10,0.0974,-5.446000000000001,0.0449,120.03399999999999,4,0.337,0
King's Dead,0.000874,0.563,229670,0.7170000000000001,0.0,1,0.183,-5.186,0.337,82.064,4,0.42700000000000005,0
Kiss It Better,0.273,0.618,253080,0.812,0.0,3,0.0734,-4.758,0.0483,95.09299999999999,4,0.868,0
Kiss Tomorrow Goodbye,0.0064,0.5710000000000001,203133,0.937,0.0,5,0.316,-3.467,0.0365,115.01299999999999,4,0.584,0
Kiss You,0.0186,0.63,182960,0.934,0.0,4,0.324,-2.559,0.0589,89.992,4,0.905,0
Kiss You In The Morning,0.007690000000000001,0.557,181400,0.909,0.0,11,0.317,-3.405,0.0423,152.13,4,0.857,0
Kisses Down Low,0.017,0.633,254867,0.726,5.3700000000000004e-05,5,0.102,-9.318,0.0678,137.98,4,0.218,0
Kissin U,0.0157,0.62,198480,0.8440000000000001,0.0,3,0.0717,-3.134,0.0465,110.012,4,0.529,0
Krippy Kush,0.0668,0.708,230520,0.56,0.0,9,0.111,-7.132000000000001,0.129,163.043,4,0.41100000000000003,0
L.A.LOVE (la la),0.0186,0.509,211512,0.48200000000000004,0.0,7,0.23800000000000002,-6.965,0.17600000000000002,101.042,4,0.301,0
La La La,0.213,0.8220000000000001,256551,0.743,0.0103,1,0.0957,-2.0380000000000003,0.0451,98.005,4,0.78,0
Last Christmas,0.18899999999999997,0.735,262960,0.478,2.48e-06,2,0.355,-12.472000000000001,0.0293,107.682,4,0.9470000000000001,0
Law,0.0196,0.882,257267,0.6990000000000001,0.0,2,0.0469,-5.572,0.249,145.00799999999998,4,0.42,0
Lay It All On Me,0.141,0.669,242440,0.747,0.0,6,0.185,-7.108,0.0428,122.531,4,0.483,0
Lay It Down,0.0208,0.524,240107,0.7929999999999999,0.0,1,0.0825,-5.051,0.0629,156.05200000000002,4,0.551,0
Lay Me Down,0.922,0.473,219536,0.192,0.0,4,0.106,-10.979000000000001,0.0417,125.152,4,0.335,0
Leave The Night On,0.0996,0.516,192160,0.953,0.0,9,0.349,-3.8280000000000003,0.0624,171.97099999999998,4,0.852,0
Leave You Alone,0.184,0.645,329187,0.6709999999999999,0.0,7,0.341,-7.659,0.0511,94.488,4,0.47100000000000003,0
Legend,0.024,0.715,241853,0.561,0.0,1,0.0769,-7.605,0.0721,100.07600000000001,4,0.297,0
Legends,0.0558,0.575,243427,0.728,0.0,4,0.0909,-5.846,0.032,112.029,4,0.242,0
Lego House,0.562,0.5920000000000001,185093,0.637,0.0,11,0.13,-8.48,0.0992,159.701,4,0.565,0
Lemme See,0.0262,0.6559999999999999,252827,0.725,0.0,1,0.0712,-4.067,0.0596,153.873,4,0.40299999999999997,0
Lemonade,0.00011399999999999999,0.474,252933,0.9209999999999999,0.0266,1,0.746,-2.506,0.0478,152.078,4,0.715,0
Let Her Go,0.365,0.479,252733,0.545,0.0,7,0.0963,-7.346,0.0688,74.89699999999999,4,0.244,0
Let It Be,0.631,0.44299999999999995,243027,0.40299999999999997,0.0,0,0.111,-8.339,0.0322,143.46200000000002,4,0.41,0
Let It Go,0.804,0.568,260533,0.293,1.26e-05,1,0.107,-10.253,0.0313,147.175,4,0.247,0
Let It Rain,0.10300000000000001,0.451,301267,0.623,0.0038299999999999996,2,0.115,-11.33,0.0312,122.3,4,0.7040000000000001,0
Let Me Down Easy,0.36200000000000004,0.61,228493,0.49700000000000005,0.0,1,0.107,-4.885,0.027000000000000003,125.029,4,0.163,0
Let Me Go,0.032,0.667,174800,0.726,0.0,8,0.0745,-4.172,0.054000000000000006,103.001,4,0.77,0
Let Me Love You (Until You Learn To Love Yourself),0.262,0.491,251627,0.6759999999999999,0.0,5,0.499,-6.631,0.0403,124.852,4,0.278,0
Let Me See Ya Girl,0.254,0.523,187587,0.8340000000000001,0.0,6,0.39299999999999996,-3.5610000000000004,0.0281,92.99,4,0.445,0
Let There Be Cowgirls,0.0892,0.537,273480,0.7879999999999999,1.27e-06,11,0.16399999999999998,-5.557,0.0362,161.991,4,0.727,0
Let You Down,0.298,0.6559999999999999,212120,0.721,0.0,5,0.17300000000000001,-5.665,0.122,148.066,4,0.46799999999999997,0
Let's Go,0.032,0.667,174800,0.726,0.0,8,0.0745,-4.172,0.054000000000000006,103.001,4,0.77,0
Lettin' The Night Roll,0.0933,0.539,203120,0.858,0.0,2,0.128,-5.099,0.0458,140.889,4,0.607,0
Levels,0.0534,0.605,199904,0.873,0.8370000000000001,1,0.314,-5.938,0.0344,126.02600000000001,4,0.47600000000000003,0
Levitate,0.142,0.606,230738,0.7809999999999999,0.008029999999999999,1,0.0734,-5.846,0.0703,170.007,4,0.632,0
Lifestyle,0.0144,0.718,269693,0.67,0.0,1,0.0851,-5.236000000000001,0.22699999999999998,88.764,4,0.517,0
Light It Up,0.11800000000000001,0.602,177306,0.929,0.0,6,0.10300000000000001,-2.741,0.0839,130.024,4,0.677,0
Lights,0.0632,0.623,223847,0.493,0.0,5,0.10400000000000001,-7.727,0.0338,81.01899999999999,4,0.594,0
Lights Down Low,0.0632,0.623,223847,0.493,0.0,5,0.10400000000000001,-7.727,0.0338,81.01899999999999,4,0.594,0
Like A Cowboy,0.254,0.511,262133,0.687,2.49e-06,1,0.10800000000000001,-4.328,0.0326,139.995,4,0.172,0
Like I Loved You,0.179,0.579,207187,0.573,0.0,1,0.083,-5.9910000000000005,0.0292,76.02,4,0.637,0
Like I'm Gonna Lose You,0.4,0.63,225053,0.53,0.0,0,0.177,-7.2589999999999995,0.0434,108.038,3,0.41700000000000004,0
Like Jesus Does,0.439,0.5760000000000001,198733,0.355,4.55e-05,1,0.13,-8.388,0.033,137.232,4,0.299,0
Lips Are Movin,0.0506,0.775,182667,0.825,1.03e-06,7,0.111,-5.402,0.0464,139.091,4,0.95,0
Liquor,0.0579,0.598,258120,0.441,0.0,6,0.0635,-7.127999999999999,0.155,79.175,4,0.48100000000000004,0
Little Bit Of Everything,0.6920000000000001,0.439,232587,0.322,0.0,9,0.10300000000000001,-5.959,0.027999999999999997,77.96300000000001,4,0.16,0
Little Bit Of You,0.59,0.655,273947,0.32799999999999996,0.0884,6,0.0856,-10.632,0.10300000000000001,89.925,4,0.261,0
Little Lion Man,0.0276,0.519,246973,0.512,8.78e-05,5,0.0976,-7.986000000000001,0.0282,138.596,4,0.441,0
Little Miss,0.601,0.654,129133,0.7120000000000001,0.0021899999999999997,0,0.33,-11.739,0.0476,82.111,4,0.965,0
Little Red Wagon,0.0297,0.584,204387,0.813,0.000197,6,0.272,-7.221,0.0582,95.081,4,0.774,0
Little Talks,0.0215,0.46,266600,0.7859999999999999,0.0,1,0.133,-5.2379999999999995,0.038,103.19200000000001,4,0.408,0
Little Toy Guns,0.004070000000000001,0.434,210760,0.868,1.98e-06,7,0.0919,-1.208,0.0603,161.886,4,0.204,0
Little White Church,0.13,0.667,186240,0.878,0.0,10,0.16,-4.797,0.0445,107.024,4,0.816,0
Live A Little,0.00969,0.616,349267,0.706,0.313,0,0.111,-6.846,0.0233,89.99799999999999,4,0.655,0
Loca,0.337,0.795,346460,0.7509999999999999,0.0,8,0.0983,-3.661,0.0675,113.03299999999999,4,0.537,0
Location,0.33,0.736,219080,0.449,0.000162,1,0.0898,-11.462,0.425,80.126,4,0.326,0
Locked Away,0.32799999999999996,0.508,227280,0.677,0.0,1,0.0491,-5.696000000000001,0.0656,121.928,5,0.575,0
Lockjaw,0.0411,0.615,223147,0.648,0.0,5,0.27699999999999997,-3.792,0.22,169.912,4,0.26,0
Loco,0.21100000000000002,0.679,209093,0.643,0.0,8,0.154,-4.999,0.03,155.98,3,0.638,0
Lonely Boy,0.0456,0.48,255653,0.61,0.0,0,0.313,-7.042000000000001,0.305,90.03399999999999,4,0.297,0
Lonely Eyes,0.0326,0.657,217413,0.674,1.88e-05,1,0.0947,-5.273,0.0319,106.005,4,0.336,0
Lonely Tonight,0.10300000000000001,0.45,227987,0.795,0.0,10,0.166,-4.249,0.0355,151.884,4,0.364,0
Long Hot Summer,0.0301,0.657,273587,0.785,4.62e-06,3,0.0927,-8.427999999999999,0.037000000000000005,127.98700000000001,4,0.769,0
Look Alive,0.0010400000000000001,0.922,181263,0.581,5.8599999999999995e-05,10,0.105,-7.495,0.27,140.02200000000002,4,0.595,0
Look At Me!,0.259,0.763,126346,0.726,0.0,1,0.0976,-6.405,0.282,139.059,4,0.349,0
Lookin' For That Girl,0.00634,0.504,261347,0.848,1.4099999999999999e-05,6,0.10400000000000001,-4.388,0.0362,76.965,4,0.45799999999999996,0
Lose My Mind,0.0124,0.41200000000000003,205440,0.871,0.000128,1,0.2,-4.893,0.0458,125.04299999999999,4,0.141,0
Losin Control,0.515,0.759,237507,0.245,0.000154,6,0.102,-6.545,0.138,96.992,4,0.209,0
Losing Sleep,0.0715,0.584,178253,0.621,1.68e-06,1,0.389,-5.702999999999999,0.0443,92.00299999999999,4,0.634,0
Lost Boy,0.965,0.71,275280,0.0565,0.0,7,0.0889,-15.099,0.0534,123.994,4,0.348,0
Lotus Flower Bomb,0.611,0.512,213253,0.598,0.0,9,0.0881,-4.959,0.115,70.189,4,0.345,0
Love All Over Me,0.546,0.514,229947,0.628,0.0,4,0.161,-5.6610000000000005,0.0451,129.539,4,0.42200000000000004,0
