,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,speechiness,tempo,time_signature,valence,label
Rockabye,0.406,0.72,251088,0.763,0.0,9,0.18,-4.0680000000000005,0.0523,101.965,4,0.742,0
Rocketeer,0.166,0.6659999999999999,211253,0.8190000000000001,0.0,4,0.261,-6.053,0.0466,95.999,4,0.408,0
Roger That,0.0118,0.529,209827,0.601,0.0,2,0.6759999999999999,-7.49,0.11900000000000001,158.164,4,0.28300000000000003,0
Roll With It,0.07,0.759,320733,0.645,0.0403,0,0.0986,-13.352,0.0276,117.25399999999999,4,0.9540000000000001,0
Roller Coaster,0.0338,0.599,259080,0.7559999999999999,2.0600000000000003e-05,8,0.174,-4.457,0.0363,107.995,4,0.282,0
Roses,0.547,0.691,262544,0.6829999999999999,0.0,0,0.221,-7.335,0.0954,140.002,4,0.456,0
Round Here,0.0446,0.639,214627,0.42700000000000005,2.3199999999999998e-05,2,0.107,-9.013,0.0336,76.08,4,0.457,0
Round Here Buzz,0.0446,0.639,214627,0.42700000000000005,2.3199999999999998e-05,2,0.107,-9.013,0.0336,76.08,4,0.457,0
Round Of Applause,0.41100000000000003,0.6,346384,0.551,0.0,2,0.348,-7.256,0.0768,102.62100000000001,4,0.41200000000000003,0
Rubbin Off The Paint,0.0058200000000000005,0.596,157505,0.6990000000000001,0.0,1,0.174,-8.709,0.348,108.031,5,0.435,0
Rude,0.0435,0.743,224773,0.807,0.0,1,0.309,-3.78,0.0364,144.062,4,0.899,0
Rumour Has It,0.637,0.618,221427,0.753,0.0,7,0.0905,-5.05,0.0451,120.041,4,0.557,0
Runnin' Outta Moonlight,0.0354,0.526,193773,0.8009999999999999,3.17e-06,2,0.0637,-3.717,0.0393,172.024,4,0.769,0
Sail,0.452,0.825,259102,0.435,0.609,1,0.0953,-9.582,0.0568,119.038,4,0.243,0
Sativa,0.335,0.743,276960,0.624,0.0,6,0.469,-7.403,0.0484,126.056,4,0.713,0
"Save Me, San Francisco",0.8290000000000001,0.366,205453,0.26899999999999996,1.67e-05,0,0.10800000000000001,-8.456,0.0287,86.57700000000001,4,0.49200000000000005,0
Saved,0.18899999999999997,0.7390000000000001,206533,0.44799999999999995,0.0,10,0.11800000000000001,-10.28,0.138,81.044,4,0.5529999999999999,0
Say Aah,0.004529999999999999,0.7240000000000001,207547,0.87,0.0,1,0.833,-3.614,0.113,93.01,4,0.81,0
Say It,0.0798,0.384,237787,0.512,1.1900000000000001e-05,4,0.129,-10.545,0.0753,107.241,4,0.23399999999999999,0
Say Something,0.10300000000000001,0.7070000000000001,278893,0.632,1.09e-05,10,0.0841,-7.031000000000001,0.0789,97.04,4,0.37200000000000005,0
Say You Do,0.122,0.47700000000000004,219360,0.737,0.0016699999999999998,3,0.105,-8.166,0.0345,147.959,4,0.46799999999999997,0
Say You Won't Let Go,0.695,0.358,211467,0.557,0.0,10,0.0902,-7.398,0.059000000000000004,85.04299999999999,4,0.494,0
Scared To Be Lonely,0.0895,0.584,220883,0.54,0.0,1,0.261,-7.7860000000000005,0.0576,137.972,4,0.195,0
Scars To Your Beautiful,0.0294,0.591,230227,0.741,0.0,0,0.11,-5.751,0.139,97.04799999999999,4,0.452,0
Secrets,0.0183,0.674,265600,0.779,7.35e-06,0,0.474,-5.779,0.0509,109.93299999999999,4,0.732,0
See You Tonight,0.231,0.499,226320,0.8220000000000001,0.0,9,0.175,-6.4639999999999995,0.0573,169.987,4,0.518,0
Seein' Red,0.054000000000000006,0.6509999999999999,194893,0.8079999999999999,0.0,1,0.0482,-4.731,0.0435,100.993,4,0.858,0
Selfish,0.114,0.638,245604,0.6,0.0,1,0.187,-5.84,0.0438,101.98100000000001,4,0.0399,0
Send My Love (To Your New Lover),0.0415,0.69,223080,0.524,3.16e-06,6,0.17,-8.39,0.10300000000000001,164.023,4,0.562,0
September,0.114,0.6970000000000001,214827,0.809,0.000521,9,0.183,-8.197000000000001,0.0302,125.941,4,0.98,0
Set Fire To The Rain,0.0038200000000000005,0.61,241693,0.6829999999999999,1.79e-06,2,0.125,-3.8789999999999996,0.0253,108.00299999999999,4,0.466,0
Sex Ain't Better Than Love,0.152,0.505,263933,0.794,0.0,0,0.18600000000000003,-3.682,0.0604,121.303,4,0.42200000000000004,0
Sex Room,0.326,0.6679999999999999,330440,0.691,0.0,1,0.11,-5.847,0.0572,115.93,4,0.679,0
Sex Therapy,0.679,0.6920000000000001,275147,0.521,0.0,3,0.21600000000000003,-4.559,0.0301,112.024,4,0.373,0
Sex With Me,0.326,0.619,206400,0.539,0.0,1,0.106,-5.688,0.0409,112.006,4,0.39,0
Sexy And I Know It,0.115,0.698,199480,0.875,0.0,7,0.166,-4.164,0.322,129.986,4,0.7340000000000001,0
Shake,0.0577,0.653,219200,0.799,0.0,7,0.221,-5.359,0.163,160.017,4,0.945,0
Shake It Out,0.0118,0.512,277600,0.804,0.0,10,0.11199999999999999,-4.188,0.0408,107.495,4,0.278,0
Shark In The Water,0.0279,0.5539999999999999,184293,0.805,0.0,4,0.359,-3.128,0.0597,98.98100000000001,4,0.6970000000000001,0
She Ain't You,0.0341,0.634,248107,0.716,0.0,2,0.0877,-6.502000000000001,0.128,91.039,4,0.619,0
She Don't Love You,0.302,0.342,262053,0.33799999999999997,1.07e-06,7,0.114,-8.414,0.028999999999999998,151.37,4,0.172,0
She's Got A Way With Words,0.326,0.616,190987,0.6970000000000001,2.18e-05,3,0.0827,-5.952000000000001,0.0295,148.93,4,0.68,0
She's So Mean,0.0136,0.672,232320,0.875,0.0,0,0.27899999999999997,-3.728,0.0378,118.014,4,0.6759999999999999,0
She's With Me,0.0285,0.599,180302,0.9309999999999999,0.0,11,0.102,-3.662,0.0517,111.012,4,0.7879999999999999,0
Shinin' On Me,0.318,0.6509999999999999,194573,0.773,0.0,7,0.27,-6.97,0.0366,83.995,4,0.69,0
Shotgun Rider,0.136,0.45799999999999996,235387,0.903,8.06e-06,7,0.146,-4.5889999999999995,0.0493,167.847,4,0.69,0
Shots,0.597,0.767,216747,0.625,0.0,5,0.409,-6.193,0.0836,120.09200000000001,4,0.5770000000000001,0
Should've Been Us,0.00468,0.66,186467,0.75,1.3000000000000001e-05,6,0.0737,-5.4879999999999995,0.11699999999999999,90.042,4,0.445,0
Show Me,0.0034799999999999996,0.929,290227,0.65,0.0,7,0.308,-2.8819999999999997,0.0858,112.249,4,0.655,0
Shower,0.0317,0.6990000000000001,206167,0.529,3.59e-05,2,0.285,-7.547999999999999,0.0487,119.98700000000001,4,0.121,0
Shut Up And Dance,0.00701,0.578,199080,0.866,0.0,1,0.257,-3.804,0.0619,128.03799999999998,4,0.619,0
Sing,0.0847,0.841,243837,0.728,0.0,7,0.149,-3.37,0.0484,130.049,4,0.43,0
Singles You Up,0.0491,0.491,182667,0.907,0.0,7,0.242,-3.594,0.0481,199.94299999999998,4,0.631,0
Sit Next To Me,0.17300000000000001,0.68,190720,0.738,0.00036,6,0.37,-4.881,0.0331,105.015,4,0.675,0
Sky Walker,0.17300000000000001,0.674,259333,0.506,0.0,6,0.0866,-10.532,0.0434,145.965,4,0.183,0
Sledgehammer,0.0057,0.6709999999999999,230907,0.777,0.0011,2,0.0783,-4.322,0.046,99.98,4,0.289,0
Sleep Without You,0.0169,0.632,187813,0.716,0.0,5,0.0758,-5.6770000000000005,0.043,88.54899999999999,4,0.655,0
Slow Hands,0.0133,0.726,188174,0.429,0.0,0,0.0574,-6.622999999999999,0.0519,85.899,4,0.871,0
Small Town Boy,0.0251,0.5539999999999999,205733,0.743,0.0,9,0.359,-6.016,0.0287,72.997,4,0.6729999999999999,0
Small Town Throwdown,0.0242,0.555,201679,0.861,0.0,7,0.114,-3.884,0.0374,98.0,4,0.775,0
Smile,0.433,0.607,278573,0.784,0.0,7,0.6890000000000001,-6.292999999999999,0.268,81.00399999999999,4,0.48200000000000004,0
Smoke,0.113,0.6579999999999999,160000,0.736,0.0,9,0.0978,-6.097,0.308,143.966,4,0.804,0
Smoke A Little Smoke,0.0206,0.77,191333,0.6409999999999999,0.00022999999999999998,10,0.106,-6.077000000000001,0.035,96.98,4,0.639,0
Smooth,0.214,0.47100000000000003,170200,0.848,1.84e-05,6,0.6579999999999999,-5.355,0.0538,161.049,4,0.332,0
Snap Backs & Tattoos,0.124,0.856,209840,0.6940000000000001,0.0,10,0.0955,-3.7969999999999997,0.29600000000000004,139.876,4,0.5379999999999999,0
Sober Saturday Night,0.049,0.47700000000000004,194560,0.672,0.0,1,0.355,-5.234,0.0306,139.864,4,0.263,0
Solo,0.0485,0.746,174933,0.846,0.0,9,0.195,-2.432,0.048,114.955,4,0.40299999999999997,0
Somebody,0.18600000000000003,0.532,223147,0.616,0.0,10,0.0928,-7.074,0.0328,101.883,4,0.292,0
Somebody Else Will,0.0346,0.478,165173,0.757,0.0,2,0.0926,-4.274,0.11900000000000001,180.077,4,0.623,0
Somebody That I Used To Know,0.565,0.857,244973,0.517,0.000195,0,0.102,-6.972,0.0384,129.063,4,0.754,0
Somebody To Love,0.172,0.49200000000000005,296493,0.6759999999999999,0.0,8,0.239,-6.861000000000001,0.0516,110.23200000000001,3,0.41200000000000003,0
Somethin' 'Bout A Truck,0.0697,0.5539999999999999,213827,0.794,0.0,11,0.63,-5.417000000000001,0.035,176.01,4,0.79,0
Something Big,0.857,0.40700000000000003,229400,0.147,2.89e-06,2,0.0913,-8.822000000000001,0.0355,141.284,3,0.0765,0
Something In The Way You Move,0.0419,0.6609999999999999,227423,0.8190000000000001,0.0,1,0.114,-6.117999999999999,0.0476,108.985,4,0.332,0
Something New,0.0935,0.8140000000000001,200774,0.635,0.0,7,0.0892,-6.609,0.0809,87.581,4,0.784,0
Somewhere In My Car,0.00535,0.584,195973,0.866,2.9199999999999998e-05,10,0.0858,-5.511,0.0419,118.005,4,0.499,0
Somewhere On A Beach,0.000598,0.573,197120,0.635,0.0,7,0.0845,-6.621,0.0275,144.031,4,0.447,0
Song About A Girl,0.363,0.508,224960,0.8959999999999999,0.000198,9,0.156,-5.553999999999999,0.0663,183.99900000000002,4,0.76,0
Song For Another Time,0.125,0.49700000000000005,191827,0.805,0.0,11,0.16699999999999998,-3.995,0.0332,166.048,4,0.696,0
Sorry,0.0223,0.7020000000000001,203760,0.635,0.0,11,0.28300000000000003,-6.917000000000001,0.265,144.004,4,0.873,0
Sorry For Party Rocking,0.0235,0.7390000000000001,262173,0.725,0.0,1,0.257,-4.1530000000000005,0.165,130.024,4,0.36200000000000004,0
Sorry Not Sorry,0.0223,0.7020000000000001,203760,0.635,0.0,11,0.28300000000000003,-6.917000000000001,0.265,144.004,4,0.873,0
Southern Comfort Zone,0.0771,0.431,316987,0.8759999999999999,1.8100000000000003e-05,4,0.0998,-6.109,0.0658,160.0,4,0.519,0
Southern Girl,0.0412,0.735,255480,0.772,0.0,7,0.445,-4.566,0.0256,110.03200000000001,4,0.924,0
Springsteen,0.1,0.6920000000000001,263387,0.809,9.77e-05,2,0.185,-5.935,0.0255,104.023,4,0.927,0
Stand By You,0.146,0.506,219000,0.897,0.00045099999999999996,9,0.0868,-4.632,0.26,188.03,4,0.525,0
Star Of The Show,0.14,0.691,181200,0.624,0.0,7,0.168,-5.874,0.027000000000000003,101.988,4,0.662,0
Stars,0.0538,0.7090000000000001,232187,0.635,0.000139,5,0.098,-4.865,0.0461,96.825,4,0.536,0
Starving,0.39,0.7120000000000001,181880,0.62,0.0,4,0.0994,-4.187,0.0888,99.95299999999999,4,0.494,0
Stay,0.414,0.479,204427,0.46799999999999997,0.0,5,0.14800000000000002,-5.396,0.0274,85.913,4,0.35,0
Stay The Night,0.134,0.595,217347,0.746,0.0,8,0.0863,-3.115,0.0398,127.96,4,0.491,0
Stay With Me,0.568,0.479,172724,0.419,0.000217,0,0.11,-6.517,0.0389,85.014,4,0.18600000000000003,0
Stereo Hearts,0.0319,0.6459999999999999,210960,0.795,0.0,9,0.267,-3.293,0.0976,89.99,4,0.7959999999999999,0
Stereo Love,0.0399,0.775,185120,0.726,0.0235,9,0.11,-5.629,0.0369,126.999,4,0.20600000000000002,0
Still Into You,0.0098,0.602,216013,0.9229999999999999,0.0,5,0.0561,-3.763,0.044000000000000004,136.01,4,0.765,0
Stir Fry,0.00299,0.815,190288,0.816,0.0,2,0.159,-5.474,0.26899999999999996,181.967,4,0.498,0
Stitches,0.0196,0.5920000000000001,206880,0.752,0.0,1,0.0477,-6.5889999999999995,0.114,74.78399999999999,4,0.726,0
Stolen Dance,0.41,0.887,313684,0.584,0.000314,11,0.10099999999999999,-8.798,0.0381,114.016,4,0.677,0
Stoner,0.42100000000000004,0.8759999999999999,240000,0.675,1.16e-06,3,0.0667,-3.28,0.146,135.959,4,0.606,0
Storm Warning,0.0331,0.483,239907,0.843,0.0,2,0.134,-5.62,0.0835,185.998,4,0.772,0
Stressed Out,0.0462,0.7340000000000001,202333,0.637,2.2899999999999998e-05,4,0.0602,-5.6770000000000005,0.141,169.977,4,0.648,0
Strip,0.221,0.87,204502,0.488,0.0,6,0.0767,-5.586,0.0537,106.008,4,0.519,0
Strip It Down,0.392,0.629,241613,0.878,0.0,9,0.0899,-3.535,0.0443,137.989,4,0.7140000000000001,0
Stubborn Love,0.607,0.598,279000,0.56,0.0432,0,0.196,-11.679,0.0375,115.01,4,0.221,0
Stuck On A Feeling,0.00366,0.8170000000000001,210800,0.415,0.0,1,0.162,-6.2860000000000005,0.0605,100.02600000000001,4,0.325,0
Studio,0.0529,0.644,278067,0.581,0.0,8,0.0611,-7.688,0.0505,133.965,3,0.586,0
Stupid Hoe,0.036000000000000004,0.883,196893,0.8340000000000001,0.267,7,0.156,-5.834,0.262,100.021,4,0.6859999999999999,0
Sugar,0.26,0.6,228147,0.767,0.0,5,0.0979,-4.232,0.0868,164.079,4,0.29100000000000004,0
Suit & Tie,0.10300000000000001,0.795,326280,0.596,0.0,11,0.16399999999999998,-3.799,0.21899999999999997,101.985,4,0.35700000000000004,0
Sun Daze,0.10300000000000001,0.47700000000000004,184707,0.9520000000000001,2.38e-06,4,0.441,-3.715,0.0402,170.09900000000002,4,0.867,0
Sunny And 75,0.192,0.539,207120,0.89,2.36e-06,0,0.102,-4.422,0.0603,120.04799999999999,4,0.243,0
Superheroes,0.0021899999999999997,0.491,245467,0.885,0.0,3,0.0741,-4.121,0.0395,166.99200000000002,4,0.6409999999999999,0
Sure Thing,0.0275,0.684,195373,0.603,0.00031099999999999997,11,0.191,-8.127,0.0989,81.0,4,0.504,0
Swalla,0.075,0.696,216409,0.8170000000000001,0.0,1,0.187,-3.862,0.109,98.064,4,0.782,0
Sweater Weather,0.0495,0.612,240400,0.807,0.0177,10,0.10099999999999999,-2.81,0.0336,124.053,4,0.39799999999999996,0
Sweet Annie,0.171,0.635,278693,0.434,1.1e-06,6,0.106,-7.986000000000001,0.0298,139.976,4,0.171,0
Sweet Nothing,0.19699999999999998,0.573,212560,0.929,0.00011200000000000001,8,0.0567,-3.9419999999999997,0.109,127.934,4,0.5820000000000001,0
T-Shirt,0.242,0.865,242407,0.687,0.0,10,0.158,-3.7439999999999998,0.217,139.023,4,0.486,0
THat Part,0.0886,0.919,313573,0.519,0.0,6,0.135,-7.638999999999999,0.0902,112.991,4,0.326,0
Take A Back Road,0.183,0.581,209427,0.856,0.0,3,0.0871,-4.0,0.0783,169.90200000000002,4,0.9179999999999999,0
Take A Walk,0.0338,0.5660000000000001,264493,0.755,0.0,11,0.315,-5.526,0.0368,101.006,4,0.445,0
Take It Off,4.6200000000000005e-05,0.725,215200,0.672,0.00225,5,0.11199999999999999,-5.353,0.0283,125.042,4,0.777,0
Take It On Back,0.0129,0.5579999999999999,246613,0.8140000000000001,0.0,2,0.0666,-5.377999999999999,0.0645,157.959,4,0.672,0
Take Me Home,0.546,0.255,197813,0.43,1.87e-05,9,0.188,-12.564,0.0322,164.267,4,0.546,0
Take Me To Church,0.634,0.5660000000000001,241693,0.664,0.0,4,0.11599999999999999,-5.303,0.0464,128.945,4,0.43700000000000006,0
Take Over Control,0.121,0.735,220520,0.6990000000000001,2.8199999999999998e-05,0,0.0809,-4.435,0.084,129.944,4,0.603,0
Take Your Time,0.0869,0.551,243707,0.7190000000000001,0.0,11,0.21899999999999997,-5.631,0.0416,158.08,4,0.449,0
Talk Dirty,0.555,0.635,217419,0.691,0.0,0,0.09699999999999999,-4.862,0.258,82.14200000000001,4,0.638,0
Talking Body,0.09699999999999999,0.735,238427,0.769,0.0,4,0.081,-5.545,0.0335,120.001,4,0.0802,0
Talladega,0.0538,0.584,262280,0.672,0.0481,1,0.0885,-8.309,0.0294,144.0,4,0.556,0
Tattoos On This Town,0.0181,0.359,202467,0.784,2.72e-05,7,0.0989,-4.404,0.0438,78.494,4,0.444,0
Teach Me How To Dougie,0.2,0.846,237480,0.43799999999999994,9.429999999999999e-05,11,0.0939,-4.981,0.141,85.01299999999999,4,0.512,0
Team,0.151,0.696,193059,0.59,0.0,6,0.247,-7.428,0.0904,99.984,4,0.462,0
Tell Me You Love Me,0.0241,0.536,236987,0.5820000000000001,0.0,3,0.18100000000000002,-5.452000000000001,0.0433,82.14200000000001,4,0.253,0
Tempo,0.192,0.769,218744,0.48200000000000004,0.0,10,0.0903,-7.205,0.0502,120.959,4,0.48700000000000004,0
Temporary Home,0.7190000000000001,0.43200000000000005,268800,0.353,0.0,0,0.0897,-6.341,0.0258,81.289,4,0.19,0
Tequila,0.0292,0.474,195987,0.594,0.0,11,0.133,-5.756,0.0289,86.131,4,0.503,0
That Don't Sound Like You,0.0236,0.5429999999999999,210573,0.589,2.99e-05,4,0.0798,-9.496,0.0421,129.813,4,0.255,0
That Way,0.21600000000000003,0.6890000000000001,213600,0.7020000000000001,0.0,6,0.159,-5.642,0.0261,99.031,4,0.484,0
That's How Country Boys Roll,0.0685,0.6809999999999999,223840,0.915,0.0,2,0.11199999999999999,-2.944,0.0344,120.965,4,0.889,0
That's What I Like,0.013000000000000001,0.853,206693,0.56,0.0,1,0.0944,-4.961,0.0406,134.066,4,0.86,0
That's Why I Pray,0.0334,0.57,241893,0.727,0.0,8,0.364,-5.297999999999999,0.0256,100.01899999999999,4,0.491,0
The A Team,0.669,0.642,258373,0.289,0.0,9,0.18,-9.918,0.0367,84.99600000000001,4,0.40700000000000003,0
The Body,0.0011,0.488,244400,0.909,1.0199999999999999e-05,10,0.456,-6.591,0.0929,129.774,4,0.643,0
The Boys of Fall,0.22699999999999998,0.503,391853,0.648,0.00124,7,0.37799999999999995,-6.242999999999999,0.027000000000000003,147.942,4,0.39,0
The Breath You Take,0.56,0.813,253887,0.46,0.0105,1,0.0724,-9.78,0.0346,117.387,4,0.7290000000000001,0
The Fighter,0.0304,0.6809999999999999,184040,0.845,0.0,11,0.19699999999999998,-5.147,0.0525,132.023,4,0.7609999999999999,0
The Fix,0.0485,0.812,173045,0.479,0.0,8,0.102,-6.47,0.0429,95.505,4,0.0873,0
The Greatest Show,0.000239,0.41700000000000004,302147,0.8240000000000001,0.0545,11,0.0725,-7.36,0.105,157.92,4,0.4,0
The House That Built Me,0.575,0.515,236627,0.3,8.46e-06,5,0.115,-8.005,0.0289,81.12,4,0.20600000000000002,0
The Lazy Song,0.332,0.738,190213,0.804,0.0,11,0.27899999999999997,-3.8510000000000004,0.0621,174.94299999999998,4,0.9490000000000001,0
The Long Way,0.265,0.488,208720,0.637,0.0,10,0.106,-7.63,0.0401,88.865,4,0.23,0
The Man I Want To Be,0.635,0.489,207213,0.498,1.91e-06,7,0.0915,-5.055,0.0259,141.88299999999998,4,0.248,0
The Man Who Can't Be Moved,0.425,0.609,241467,0.629,0.0,10,0.0978,-5.024,0.0264,99.955,4,0.325,0
The Matrimony,0.0267,0.748,222200,0.767,0.0,11,0.33399999999999996,-7.806,0.172,133.929,4,0.519,0
The One That Got Away,0.6970000000000001,0.7140000000000001,259040,0.434,0.0,4,0.0919,-11.542,0.0396,123.94200000000001,4,0.35200000000000004,0
The Only Exception,0.14400000000000002,0.452,267653,0.563,0.0,4,0.14300000000000002,-6.607,0.0272,137.715,3,0.209,0
The Only Way I Know,0.22699999999999998,0.511,193187,0.7979999999999999,6.51e-06,7,0.184,-4.314,0.0498,183.303,4,0.607,0
The Other Side,0.00433,0.638,214373,0.795,0.00139,0,0.153,-8.45,0.302,153.99,4,0.31,0
The Shape I'm In,0.243,0.723,240373,0.672,0.00373,7,0.302,-7.875,0.0356,128.079,4,0.958,0
The Sound Of Silence,0.46799999999999997,0.322,248467,0.28,1.1e-06,6,0.102,-9.367,0.0281,85.794,4,0.175,0
The Trouble With Girls,0.36700000000000005,0.5489999999999999,229573,0.49200000000000005,0.0,10,0.11,-7.141,0.0288,132.016,4,0.327,0
The Walker,0.0214,0.654,193788,0.711,0.0019100000000000002,1,0.0903,-7.438,0.0383,127.95700000000001,4,0.198,0
The Weekend,0.21100000000000002,0.449,228373,0.599,0.0,1,0.327,-4.8919999999999995,0.0369,134.144,3,0.165,0
The Worst,0.237,0.524,254493,0.41700000000000004,1.19e-06,1,0.139,-9.283,0.0578,93.59,4,0.109,0
They Don't Know,0.312,0.536,203293,0.722,0.0,4,0.11699999999999999,-4.163,0.0284,143.78,4,0.499,0
Think A Little Less,0.124,0.521,176987,0.805,0.00021899999999999998,9,0.33,-4.481,0.0289,141.967,4,0.527,0
Think Of You,0.0009369999999999999,0.616,218947,0.893,0.0,11,0.111,-3.588,0.0375,111.959,4,0.5670000000000001,0
Thinking About You,0.00262,0.725,247933,0.8740000000000001,0.000412,0,0.0958,-3.715,0.0396,127.985,4,0.748,0
This,0.00583,0.284,234707,0.7040000000000001,0.00011499999999999999,2,0.0424,-7.276,0.18600000000000003,191.702,4,0.1,0
This Afternoon,0.00257,0.507,273493,0.875,0.0,7,0.34600000000000003,-7.697,0.0389,160.079,4,0.647,0
This Ain't Nothin',0.153,0.353,242227,0.532,0.0,6,0.124,-5.318,0.0306,149.71,4,0.282,0
This Could Be Us,0.275,0.718,206307,0.6920000000000001,0.0,5,0.11800000000000001,-5.06,0.14800000000000002,142.99200000000002,4,0.721,0
This Girl,0.0214,0.547,180815,0.79,0.0,4,0.0312,-5.001,0.0694,86.03299999999999,4,0.5870000000000001,0
This Is How We Roll,0.0208,0.56,220907,0.9329999999999999,0.0,8,0.40399999999999997,-2.969,0.0384,132.083,4,0.72,0
This Is Me,0.00583,0.284,234707,0.7040000000000001,0.00011499999999999999,2,0.0424,-7.276,0.18600000000000003,191.702,4,0.1,0
This Ole Boy,0.0754,0.591,263587,0.88,4.27e-06,11,0.0434,-4.401,0.0532,114.11,4,0.6609999999999999,0
Thrift Shop,0.0619,0.7809999999999999,235613,0.526,0.0,6,0.0457,-6.985,0.293,94.992,4,0.662,0
Thriller / Heads Will Roll,0.008459999999999999,0.633,216560,0.8220000000000001,0.0,10,0.141,-5.011,0.0723,122.994,4,0.633,0
Throw Sum Mo,0.0417,0.8540000000000001,260453,0.645,0.00011499999999999999,6,0.10300000000000001,-8.021,0.141,142.053,4,0.569,0
Til It's Gone,0.0054399999999999995,0.499,250533,0.8220000000000001,0.000197,4,0.272,-7.122000000000001,0.049,86.48100000000001,4,0.499,0
Til My Last Day,0.0468,0.575,234027,0.742,0.0,9,0.10099999999999999,-5.289,0.0352,105.01700000000001,4,0.585,0
Till I'm Gone,0.122,0.723,213766,0.8909999999999999,0.0,5,0.379,-4.31,0.131,163.995,4,0.884,0
Time Is Love,0.205,0.607,245063,0.7140000000000001,0.0,5,0.301,-6.007000000000001,0.278,96.619,4,0.8270000000000001,0
Timeless,0.261,0.569,184000,0.7609999999999999,6.71e-06,5,0.0748,-6.071000000000001,0.475,180.122,4,0.325,0
Tomorrow,0.73,0.564,240587,0.354,3.43e-06,7,0.20800000000000002,-10.85,0.0334,98.075,3,0.423,0
Tongue Tied,0.00847,0.56,218013,0.9359999999999999,0.0,3,0.161,-5.835,0.0439,112.96,4,0.371,0
Tonight (Best You Ever Had),0.0496,0.693,239453,0.813,0.0,7,0.289,-4.361000000000001,0.066,90.008,4,0.515,0
Tonight Tonight,0.8009999999999999,0.349,179242,0.307,0.0,10,0.0968,-7.197,0.0402,80.964,4,0.447,0
Too Much Sauce,0.0496,0.96,223093,0.547,0.0,6,0.21600000000000003,-6.992000000000001,0.0786,121.01,4,0.18600000000000003,0
Toot It And Boot It,0.17,0.7959999999999999,243747,0.505,0.0,7,0.106,-9.529,0.1,95.00299999999999,4,0.263,0
Toothbrush,0.133,0.5579999999999999,231813,0.8009999999999999,0.0,7,0.392,-5.795,0.131,105.006,4,0.831,0
Top Of The World,0.0894,0.64,189840,0.924,3.92e-06,0,0.0971,-5.577000000000001,0.185,99.959,4,0.7759999999999999,0
Tornado,0.413,0.721,212320,0.8190000000000001,0.0,9,0.196,-5.715,0.0269,96.02,4,0.867,0
"Touchin, Lovin",0.0405,0.813,221972,0.58,8.45e-06,11,0.349,-6.724,0.0746,100.045,4,0.44299999999999995,0
Trap Queen,0.0244,0.746,222093,0.873,0.0,7,0.354,-3.803,0.128,148.075,4,0.8170000000000001,0
Trophies,0.158,0.741,188320,0.6990000000000001,0.0,1,0.13699999999999998,-7.4670000000000005,0.441,143.936,4,0.268,0
True Colors,0.299,0.68,206013,0.429,0.0,1,0.195,-8.297,0.218,76.806,4,0.595,0
True Love,0.00144,0.457,230733,0.823,0.0,9,0.10800000000000001,-4.76,0.311,192.205,4,0.578,0
Trumpets,0.555,0.635,217419,0.691,0.0,0,0.09699999999999999,-4.862,0.258,82.14200000000001,4,0.638,0
Tuesday,0.215,0.77,321987,0.664,0.000118,0,0.105,-5.604,0.21100000000000002,140.16299999999998,4,0.47200000000000003,0
Turn On The Lights,0.0409,0.596,248360,0.574,0.0,6,0.147,-9.373,0.212,131.075,4,0.439,0
Turn On The Radio,0.138,0.703,177429,0.684,0.0331,8,0.276,-6.914,0.0441,127.978,4,0.779,0
Two Black Cadillacs,0.0223,0.555,297947,0.8540000000000001,3.95e-06,5,0.0672,-4.468,0.0609,119.991,4,0.44799999999999995,0
Type Of Way,0.0672,0.8390000000000001,256000,0.746,0.0,6,0.0938,-5.263999999999999,0.31,134.937,4,0.777,0
U Guessed It,0.0125,0.843,146064,0.28600000000000003,1.69e-06,1,0.0681,-10.575,0.35200000000000004,120.06,4,0.265,0
UP!,0.0149,0.9209999999999999,191252,0.467,0.00023799999999999998,1,0.33399999999999996,-8.443,0.11900000000000001,135.995,4,0.287,0
Uber Everywhere,0.0542,0.779,153429,0.455,0.0,1,0.177,-15.025,0.28,140.181,4,0.19699999999999998,0
Uma Thurman,0.11900000000000001,0.623,211573,0.956,0.000227,4,0.617,-2.608,0.0753,149.958,4,0.7390000000000001,0
Un-Thinkable (I'm Ready),0.732,0.595,249240,0.507,1.9699999999999998e-05,7,0.106,-7.892,0.0618,86.09899999999999,4,0.337,0
Undefeated,0.293,0.7170000000000001,174012,0.753,0.0,7,0.158,-4.609,0.311,169.857,4,0.631,0
Underneath The Tree,0.0013,0.509,229640,0.812,1.99e-05,8,0.214,-5.438,0.0537,159.876,4,0.6890000000000001,0
Undo It,0.111,0.47600000000000003,177333,0.847,0.0,2,0.0478,-2.191,0.0595,156.22899999999998,4,0.6629999999999999,0
Unforgettable,0.0293,0.726,233902,0.769,0.0101,6,0.10400000000000001,-5.043,0.12300000000000001,97.985,4,0.733,0
Untouchable,0.0447,0.78,180706,0.784,0.0,1,0.122,-5.039,0.18600000000000003,85.023,4,0.43,0
Unusual,0.161,0.7859999999999999,225360,0.55,0.00028,9,0.13699999999999998,-5.5520000000000005,0.0538,100.00299999999999,4,0.62,0
Up Down (Do This All Day),0.272,0.763,231893,0.53,0.0,5,0.16,-5.553999999999999,0.0577,97.03299999999999,4,0.469,0
