,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
Teenage Dream,0.0132,https://api.spotify.com/v1/audio-analysis/55qBw1900pZKfXJ6Q9A2Lc,0.719,227760,0.804,55qBw1900pZKfXJ6Q9A2Lc,3.02e-06,10,0.139,-4.581,1,0.0355,119.999,4,https://api.spotify.com/v1/tracks/55qBw1900pZKfXJ6Q9A2Lc,audio_features,spotify:track:55qBw1900pZKfXJ6Q9A2Lc,0.605
Telephone,0.00748,https://api.spotify.com/v1/audio-analysis/1IaYWv32nFFMdljBIjMY5T,0.827,220627,0.821,1IaYWv32nFFMdljBIjMY5T,0.0015,3,0.115,-5.864,1,0.0419,122.017,4,https://api.spotify.com/v1/tracks/1IaYWv32nFFMdljBIjMY5T,audio_features,spotify:track:1IaYWv32nFFMdljBIjMY5T,0.684
Tennessee Whiskey,0.17,https://api.spotify.com/v1/audio-analysis/3fqwjXwUGN6vbzIwvyFMhx,0.472,293293,0.369,3fqwjXwUGN6vbzIwvyFMhx,0.00618,9,0.0808,-10.916,1,0.0317,101.624,4,https://api.spotify.com/v1/tracks/3fqwjXwUGN6vbzIwvyFMhx,audio_features,spotify:track:3fqwjXwUGN6vbzIwvyFMhx,0.452
That's My Kind Of Night,0.0626,https://api.spotify.com/v1/audio-analysis/5HGibWoxnkYSkl6mHmAlOE,0.66,190187,0.754,5HGibWoxnkYSkl6mHmAlOE,0,4,0.1,-2.84,0,0.051,110.02,4,https://api.spotify.com/v1/tracks/5HGibWoxnkYSkl6mHmAlOE,audio_features,spotify:track:5HGibWoxnkYSkl6mHmAlOE,0.899
The Catalyst,0.0372,https://api.spotify.com/v1/audio-analysis/2NXLCUySCK9odGGCGIzbOA,0.56,339853,0.925,2NXLCUySCK9odGGCGIzbOA,0,0,0.104,-5.48,1,0.0362,135.009,4,https://api.spotify.com/v1/tracks/2NXLCUySCK9odGGCGIzbOA,audio_features,spotify:track:2NXLCUySCK9odGGCGIzbOA,0.178
The Champ,0.158,https://api.spotify.com/v1/audio-analysis/6RUpJeXT6U4SPEafnr9Wr7,0.536,286267,0.946,6RUpJeXT6U4SPEafnr9Wr7,0,5,0.368,-3.002,0,0.36,185.967,4,https://api.spotify.com/v1/tracks/6RUpJeXT6U4SPEafnr9Wr7,audio_features,spotify:track:6RUpJeXT6U4SPEafnr9Wr7,0.779
The Christmas Song (Merry Christmas To You),0.844,https://api.spotify.com/v1/audio-analysis/1l2CvcIAL1MtPbtZhh0Z77,0.359,188933,0.15,1l2CvcIAL1MtPbtZhh0Z77,1.15e-06,1,0.108,-15.745,1,0.041,139.208,4,https://api.spotify.com/v1/tracks/1l2CvcIAL1MtPbtZhh0Z77,audio_features,spotify:track:1l2CvcIAL1MtPbtZhh0Z77,0.204
The Fox,0.0308,https://api.spotify.com/v1/audio-analysis/66gG8RzSA2sVQwME8e43wX,0.523,205733,0.762,66gG8RzSA2sVQwME8e43wX,0,4,0.0675,-8.669,1,0.0346,128.064,4,https://api.spotify.com/v1/tracks/66gG8RzSA2sVQwME8e43wX,audio_features,spotify:track:66gG8RzSA2sVQwME8e43wX,0.881
The Greatest,0.000239,https://api.spotify.com/v1/audio-analysis/4ylWMuGbMXNDgDd8lErEle,0.417,302147,0.824,4ylWMuGbMXNDgDd8lErEle,0.0545,11,0.0725,-7.36,0,0.105,157.92,4,https://api.spotify.com/v1/tracks/4ylWMuGbMXNDgDd8lErEle,audio_features,spotify:track:4ylWMuGbMXNDgDd8lErEle,0.4
The Heart Wants What It Wants,0.0545,https://api.spotify.com/v1/audio-analysis/2dRvMEW4EwySxRUtEamSfG,0.616,227360,0.778,2dRvMEW4EwySxRUtEamSfG,0,7,0.142,-4.927,0,0.0387,83.065,4,https://api.spotify.com/v1/tracks/2dRvMEW4EwySxRUtEamSfG,audio_features,spotify:track:2dRvMEW4EwySxRUtEamSfG,0.655
The Hills,0.0635,https://api.spotify.com/v1/audio-analysis/7fBv7CLKzipRk6EC6TWHOB,0.54,242253,0.561,7fBv7CLKzipRk6EC6TWHOB,0,0,0.137,-6.987,0,0.0699,113.295,4,https://api.spotify.com/v1/tracks/7fBv7CLKzipRk6EC6TWHOB,audio_features,spotify:track:7fBv7CLKzipRk6EC6TWHOB,0.107
The Middle,0.198,https://api.spotify.com/v1/audio-analysis/09IStsImFySgyp0pIQdqAc,0.745,184732,0.652,09IStsImFySgyp0pIQdqAc,0,7,0.133,-3.099,1,0.0604,106.809,4,https://api.spotify.com/v1/tracks/09IStsImFySgyp0pIQdqAc,audio_features,spotify:track:09IStsImFySgyp0pIQdqAc,0.409
The Monster,0.0514,https://api.spotify.com/v1/audio-analysis/48RrDBpOSSl1aLVCalGl5C,0.786,250189,0.857,48RrDBpOSSl1aLVCalGl5C,0,9,0.112,-3.765,1,0.0734,110.038,4,https://api.spotify.com/v1/tracks/48RrDBpOSSl1aLVCalGl5C,audio_features,spotify:track:48RrDBpOSSl1aLVCalGl5C,0.581
The Motto,0.000146,https://api.spotify.com/v1/audio-analysis/49ySwzAyvxcNXOkOP6ZB1L,0.774,181400,0.431,49ySwzAyvxcNXOkOP6ZB1L,1.99e-05,1,0.112,-8.407,1,0.346,201.843,4,https://api.spotify.com/v1/tracks/49ySwzAyvxcNXOkOP6ZB1L,audio_features,spotify:track:49ySwzAyvxcNXOkOP6ZB1L,0.353
The Race,0.00266,https://api.spotify.com/v1/audio-analysis/3wGXyJGsCf1myH5MooQIqE,0.766,140000,0.606,3wGXyJGsCf1myH5MooQIqE,0,9,0.166,-6.064,1,0.456,160.223,4,https://api.spotify.com/v1/tracks/3wGXyJGsCf1myH5MooQIqE,audio_features,spotify:track:3wGXyJGsCf1myH5MooQIqE,0.352
The Show Goes On,0.0189,https://api.spotify.com/v1/audio-analysis/4NTWZqvfQTlOMitlVn6tew,0.591,239613,0.889,4NTWZqvfQTlOMitlVn6tew,0,7,0.155,-3.839,1,0.115,143.067,4,https://api.spotify.com/v1/tracks/4NTWZqvfQTlOMitlVn6tew,audio_features,spotify:track:4NTWZqvfQTlOMitlVn6tew,0.65
The Time (Dirty Bit),0.0782,https://api.spotify.com/v1/audio-analysis/7vWFaMq63AwkFDhS2OAg5u,0.829,307640,0.798,7vWFaMq63AwkFDhS2OAg5u,3.78e-06,6,0.59,-7.808,0,0.0776,127.991,4,https://api.spotify.com/v1/tracks/7vWFaMq63AwkFDhS2OAg5u,audio_features,spotify:track:7vWFaMq63AwkFDhS2OAg5u,0.482
The Truth,0.346,https://api.spotify.com/v1/audio-analysis/4VC5nFbYO4avKksJ9jN4pY,0.778,242733,0.547,4VC5nFbYO4avKksJ9jN4pY,0.000302,2,0.132,-7.273,1,0.0489,95.002,4,https://api.spotify.com/v1/tracks/4VC5nFbYO4avKksJ9jN4pY,audio_features,spotify:track:4VC5nFbYO4avKksJ9jN4pY,0.441
The Way,0.265,https://api.spotify.com/v1/audio-analysis/5vuMtXS5kQ7F0o9V9rG1dG,0.488,208720,0.637,5vuMtXS5kQ7F0o9V9rG1dG,0,10,0.106,-7.63,1,0.0401,88.865,4,https://api.spotify.com/v1/tracks/5vuMtXS5kQ7F0o9V9rG1dG,audio_features,spotify:track:5vuMtXS5kQ7F0o9V9rG1dG,0.23
The Way Life Goes,0.617,https://api.spotify.com/v1/audio-analysis/2eAZfqOm4EnOF9VvN50Tyc,0.703,221747,0.757,2eAZfqOm4EnOF9VvN50Tyc,0,1,0.106,-3.612,1,0.05,82.008,4,https://api.spotify.com/v1/tracks/2eAZfqOm4EnOF9VvN50Tyc,audio_features,spotify:track:2eAZfqOm4EnOF9VvN50Tyc,0.696
The Wind,0.114,https://api.spotify.com/v1/audio-analysis/5nNmj1cLH3r4aA4XDJ2bgY,0.697,214827,0.809,5nNmj1cLH3r4aA4XDJ2bgY,0.000521,9,0.183,-8.197,1,0.0302,125.941,4,https://api.spotify.com/v1/tracks/5nNmj1cLH3r4aA4XDJ2bgY,audio_features,spotify:track:5nNmj1cLH3r4aA4XDJ2bgY,0.98
There Goes My Baby,0.175,https://api.spotify.com/v1/audio-analysis/6IUiqtI8tE49sqGbmtrNd8,0.626,281293,0.52,6IUiqtI8tE49sqGbmtrNd8,0,9,0.13,-8.077,0,0.0892,77.468,4,https://api.spotify.com/v1/tracks/6IUiqtI8tE49sqGbmtrNd8,audio_features,spotify:track:6IUiqtI8tE49sqGbmtrNd8,0.257
There's Nothing Holdin' Me Back,0.357,https://api.spotify.com/v1/audio-analysis/7JJmb5XwzOO8jgpou264Ml,0.858,199440,0.799,7JJmb5XwzOO8jgpou264Ml,0,2,0.091,-4.034,1,0.0589,121.991,4,https://api.spotify.com/v1/tracks/7JJmb5XwzOO8jgpou264Ml,audio_features,spotify:track:7JJmb5XwzOO8jgpou264Ml,0.966
Thinking Out Loud,0.474,https://api.spotify.com/v1/audio-analysis/34gCuhDGsG4bRPIf9bb02f,0.781,281560,0.445,34gCuhDGsG4bRPIf9bb02f,0,2,0.184,-6.061,1,0.0295,78.998,4,https://api.spotify.com/v1/tracks/34gCuhDGsG4bRPIf9bb02f,audio_features,spotify:track:34gCuhDGsG4bRPIf9bb02f,0.591
This Is What You Came For,0.199,https://api.spotify.com/v1/audio-analysis/0azC730Exh71aQlOt9Zj3y,0.63,222160,0.928,0azC730Exh71aQlOt9Zj3y,0.124,9,0.148,-2.787,0,0.0331,123.963,4,https://api.spotify.com/v1/tracks/0azC730Exh71aQlOt9Zj3y,audio_features,spotify:track:0azC730Exh71aQlOt9Zj3y,0.465
This Summer's Gonna Hurt...,0.894,https://api.spotify.com/v1/audio-analysis/5yMIwxpGOJJVWgyLpPzhuw,0.643,168046,0.344,5yMIwxpGOJJVWgyLpPzhuw,0.000273,2,0.113,-8.192,0,0.0264,90.034,4,https://api.spotify.com/v1/tracks/5yMIwxpGOJJVWgyLpPzhuw,audio_features,spotify:track:5yMIwxpGOJJVWgyLpPzhuw,0.793
This Town,0.711,https://api.spotify.com/v1/audio-analysis/5dTJMpqiELczVuHJP3OAEu,0.69,232600,0.407,5dTJMpqiELczVuHJP3OAEu,0,9,0.126,-7.739,1,0.0297,111.916,4,https://api.spotify.com/v1/tracks/5dTJMpqiELczVuHJP3OAEu,audio_features,spotify:track:5dTJMpqiELczVuHJP3OAEu,0.181
Thunder,0.00763,https://api.spotify.com/v1/audio-analysis/7BrsBU0BAytRDvROM4yCbn,0.601,187147,0.809,7BrsBU0BAytRDvROM4yCbn,0.0757,0,0.145,-4.814,1,0.0441,167.96,4,https://api.spotify.com/v1/tracks/7BrsBU0BAytRDvROM4yCbn,audio_features,spotify:track:7BrsBU0BAytRDvROM4yCbn,0.249
Tie Me Down,0.748,https://api.spotify.com/v1/audio-analysis/3BGNdJigkDQsuz5zJuz1SD,0.517,200417,0.446,3BGNdJigkDQsuz5zJuz1SD,0,5,0.0914,-5.344,1,0.0324,71.633,4,https://api.spotify.com/v1/tracks/3BGNdJigkDQsuz5zJuz1SD,audio_features,spotify:track:3BGNdJigkDQsuz5zJuz1SD,0.532
Tiimmy Turner,0.181,https://api.spotify.com/v1/audio-analysis/3NJG6vMH1ZsectZkocMEm0,0.597,239853,0.743,3NJG6vMH1ZsectZkocMEm0,0,6,0.0796,-3.095,1,0.042,122.798,4,https://api.spotify.com/v1/tracks/3NJG6vMH1ZsectZkocMEm0,audio_features,spotify:track:3NJG6vMH1ZsectZkocMEm0,0.299
Timber,0.0295,https://api.spotify.com/v1/audio-analysis/3cHyrEgdyYRjgJKSOiOtcS,0.581,204160,0.963,3cHyrEgdyYRjgJKSOiOtcS,0,11,0.139,-4.087,1,0.0981,129.992,4,https://api.spotify.com/v1/tracks/3cHyrEgdyYRjgJKSOiOtcS,audio_features,spotify:track:3cHyrEgdyYRjgJKSOiOtcS,0.788
Titanium,0.069,https://api.spotify.com/v1/audio-analysis/77TT8Xvx637TpzV8kKGkUw,0.599,245041,0.803,77TT8Xvx637TpzV8kKGkUw,0.137,0,0.129,-3.641,0,0.0986,126.057,4,https://api.spotify.com/v1/tracks/77TT8Xvx637TpzV8kKGkUw,audio_features,spotify:track:77TT8Xvx637TpzV8kKGkUw,0.233
Today,0.139,https://api.spotify.com/v1/audio-analysis/5PIfH6BzcmH04RDmtzF0BN,0.851,129105,0.666,5PIfH6BzcmH04RDmtzF0BN,0,11,0.105,-5.334,0,0.0694,134.068,4,https://api.spotify.com/v1/tracks/5PIfH6BzcmH04RDmtzF0BN,audio_features,spotify:track:5PIfH6BzcmH04RDmtzF0BN,0.0585
Tomorrow,0.73,https://api.spotify.com/v1/audio-analysis/47KDDZgFiX1w6RFOuLXsSn,0.564,240587,0.354,47KDDZgFiX1w6RFOuLXsSn,3.43e-06,7,0.208,-10.85,1,0.0334,98.075,3,https://api.spotify.com/v1/tracks/47KDDZgFiX1w6RFOuLXsSn,audio_features,spotify:track:47KDDZgFiX1w6RFOuLXsSn,0.423
Tongue Tied,0.00847,https://api.spotify.com/v1/audio-analysis/0GO8y8jQk1PkHzS31d699N,0.56,218013,0.936,0GO8y8jQk1PkHzS31d699N,0,3,0.161,-5.835,1,0.0439,112.96,4,https://api.spotify.com/v1/tracks/0GO8y8jQk1PkHzS31d699N,audio_features,spotify:track:0GO8y8jQk1PkHzS31d699N,0.371
Tonight (I'm Lovin' You),0.0258,https://api.spotify.com/v1/audio-analysis/4270XtiZeN9yYPR81dn8Ow,0.659,231653,0.882,4270XtiZeN9yYPR81dn8Ow,9.2e-06,5,0.144,-4.623,0,0.0465,125.985,4,https://api.spotify.com/v1/tracks/4270XtiZeN9yYPR81dn8Ow,audio_features,spotify:track:4270XtiZeN9yYPR81dn8Ow,0.314
Tonight Looks Good On You,0.219,https://api.spotify.com/v1/audio-analysis/1pm6AoOYO81llP3gwkTAbI,0.481,231667,0.75,1pm6AoOYO81llP3gwkTAbI,1.2e-06,6,0.0958,-5.593,0,0.0537,169.958,4,https://api.spotify.com/v1/tracks/1pm6AoOYO81llP3gwkTAbI,audio_features,spotify:track:1pm6AoOYO81llP3gwkTAbI,0.523
Tonight Tonight,0.801,https://api.spotify.com/v1/audio-analysis/0ileL1L3Vtpf5VZ5RQZ94m,0.349,179242,0.307,0ileL1L3Vtpf5VZ5RQZ94m,0,10,0.0968,-7.197,1,0.0402,80.964,4,https://api.spotify.com/v1/tracks/0ileL1L3Vtpf5VZ5RQZ94m,audio_features,spotify:track:0ileL1L3Vtpf5VZ5RQZ94m,0.447
Too Good,0.615,https://api.spotify.com/v1/audio-analysis/3VlbOrM6nYPprVvzBZllE5,0.661,201000,0.373,3VlbOrM6nYPprVvzBZllE5,0,5,0.177,-8.249,1,0.0505,91.5,4,https://api.spotify.com/v1/tracks/3VlbOrM6nYPprVvzBZllE5,audio_features,spotify:track:3VlbOrM6nYPprVvzBZllE5,0.523
Too Good At Goodbyes,0.615,https://api.spotify.com/v1/audio-analysis/3VlbOrM6nYPprVvzBZllE5,0.661,201000,0.373,3VlbOrM6nYPprVvzBZllE5,0,5,0.177,-8.249,1,0.0505,91.5,4,https://api.spotify.com/v1/tracks/3VlbOrM6nYPprVvzBZllE5,audio_features,spotify:track:3VlbOrM6nYPprVvzBZllE5,0.523
Treasure,0.0412,https://api.spotify.com/v1/audio-analysis/55h7vJchibLdUkxdlX3fK7,0.874,178560,0.692,55h7vJchibLdUkxdlX3fK7,7.24e-05,5,0.324,-5.28,0,0.0431,116.017,4,https://api.spotify.com/v1/tracks/55h7vJchibLdUkxdlX3fK7,audio_features,spotify:track:55h7vJchibLdUkxdlX3fK7,0.937
Treat You Better,0.118,https://api.spotify.com/v1/audio-analysis/3QGsuHI8jO1Rx4JWLUh9jd,0.672,187973,0.81,3QGsuHI8jO1Rx4JWLUh9jd,0,10,0.106,-4.104,0,0.226,82.888,4,https://api.spotify.com/v1/tracks/3QGsuHI8jO1Rx4JWLUh9jd,audio_features,spotify:track:3QGsuHI8jO1Rx4JWLUh9jd,0.771
Truck Yeah,0.0914,https://api.spotify.com/v1/audio-analysis/3crxySebCike4UZq4SvzxT,0.599,208400,0.922,3crxySebCike4UZq4SvzxT,0,7,0.0709,-3.335,1,0.0348,97.948,4,https://api.spotify.com/v1/tracks/3crxySebCike4UZq4SvzxT,audio_features,spotify:track:3crxySebCike4UZq4SvzxT,0.747
Truffle Butter,0.0525,https://api.spotify.com/v1/audio-analysis/3keUgTGEoZJt0QkzTB6kHg,0.896,219227,0.672,3keUgTGEoZJt0QkzTB6kHg,3.14e-05,10,0.12,-6.875,0,0.0479,105.098,4,https://api.spotify.com/v1/tracks/3keUgTGEoZJt0QkzTB6kHg,audio_features,spotify:track:3keUgTGEoZJt0QkzTB6kHg,0.523
Trumpets,0.555,https://api.spotify.com/v1/audio-analysis/5KONnBIQ9LqCxyeSPin26k,0.635,217419,0.691,5KONnBIQ9LqCxyeSPin26k,0,0,0.097,-4.862,1,0.258,82.142,4,https://api.spotify.com/v1/tracks/5KONnBIQ9LqCxyeSPin26k,audio_features,spotify:track:5KONnBIQ9LqCxyeSPin26k,0.638
Try,0.622,https://api.spotify.com/v1/audio-analysis/4rv1ww0dUwFZcDVPqhcOcX,0.466,221107,0.672,4rv1ww0dUwFZcDVPqhcOcX,0.00108,8,0.147,-5.777,0,0.068,91.673,4,https://api.spotify.com/v1/tracks/4rv1ww0dUwFZcDVPqhcOcX,audio_features,spotify:track:4rv1ww0dUwFZcDVPqhcOcX,0.108
Try Me,0.622,https://api.spotify.com/v1/audio-analysis/4rv1ww0dUwFZcDVPqhcOcX,0.466,221107,0.672,4rv1ww0dUwFZcDVPqhcOcX,0.00108,8,0.147,-5.777,0,0.068,91.673,4,https://api.spotify.com/v1/tracks/4rv1ww0dUwFZcDVPqhcOcX,audio_features,spotify:track:4rv1ww0dUwFZcDVPqhcOcX,0.108
Tunnel Vision,0.0576,https://api.spotify.com/v1/audio-analysis/4Q3N4Ct4zCuIHuZ65E3BD4,0.497,268187,0.489,4Q3N4Ct4zCuIHuZ65E3BD4,9.91e-05,11,0.122,-7.724,0,0.294,171.853,4,https://api.spotify.com/v1/tracks/4Q3N4Ct4zCuIHuZ65E3BD4,audio_features,spotify:track:4Q3N4Ct4zCuIHuZ65E3BD4,0.231
Turn Down For What,0.00107,https://api.spotify.com/v1/audio-analysis/67awxiNHNyjMXhVgsHuIrs,0.818,213733,0.799,67awxiNHNyjMXhVgsHuIrs,0.128,1,0.057,-4.1,0,0.156,100.014,4,https://api.spotify.com/v1/tracks/67awxiNHNyjMXhVgsHuIrs,audio_features,spotify:track:67awxiNHNyjMXhVgsHuIrs,0.0815
Turn Me On,0.0992,https://api.spotify.com/v1/audio-analysis/3aLWuWKHaTV4Ok7LKvXRYn,0.681,162425,0.774,3aLWuWKHaTV4Ok7LKvXRYn,0,1,0.35,-3.167,0,0.0787,102.924,4,https://api.spotify.com/v1/tracks/3aLWuWKHaTV4Ok7LKvXRYn,audio_features,spotify:track:3aLWuWKHaTV4Ok7LKvXRYn,0.267
Turn The Night Up,0.0482,https://api.spotify.com/v1/audio-analysis/1gQf9pbGGzVkph7BUfwi6X,0.739,191489,0.781,1gQf9pbGGzVkph7BUfwi6X,0,2,0.156,-4.584,1,0.0449,93.981,4,https://api.spotify.com/v1/tracks/1gQf9pbGGzVkph7BUfwi6X,audio_features,spotify:track:1gQf9pbGGzVkph7BUfwi6X,0.164
Two Is Better Than One,0.189,https://api.spotify.com/v1/audio-analysis/1MaqkdFNIKPdpQGDzme5ss,0.521,242840,0.702,1MaqkdFNIKPdpQGDzme5ss,0,0,0.0962,-5.189,1,0.0331,127.976,4,https://api.spotify.com/v1/tracks/1MaqkdFNIKPdpQGDzme5ss,audio_features,spotify:track:1MaqkdFNIKPdpQGDzme5ss,0.25
Unconditionally,0.00338,https://api.spotify.com/v1/audio-analysis/4fwbGKNExPtPHbor1TBSY4,0.55,228879,0.729,4fwbGKNExPtPHbor1TBSY4,0,7,0.208,-4.8,1,0.0385,129.063,4,https://api.spotify.com/v1/tracks/4fwbGKNExPtPHbor1TBSY4,audio_features,spotify:track:4fwbGKNExPtPHbor1TBSY4,0.36
Unforgettable,0.0293,https://api.spotify.com/v1/audio-analysis/3B54sVLJ402zGa6Xm4YGNe,0.726,233902,0.769,3B54sVLJ402zGa6Xm4YGNe,0.0101,6,0.104,-5.043,1,0.123,97.985,4,https://api.spotify.com/v1/tracks/3B54sVLJ402zGa6Xm4YGNe,audio_features,spotify:track:3B54sVLJ402zGa6Xm4YGNe,0.733
Uptown Funk!,0.00801,https://api.spotify.com/v1/audio-analysis/32OlwWuMpZ6b0aN2RZOeMS,0.856,269667,0.609,32OlwWuMpZ6b0aN2RZOeMS,8.15e-05,0,0.0344,-7.223,1,0.0824,114.988,4,https://api.spotify.com/v1/tracks/32OlwWuMpZ6b0aN2RZOeMS,audio_features,spotify:track:32OlwWuMpZ6b0aN2RZOeMS,0.928
Wait,0.0803,https://api.spotify.com/v1/audio-analysis/4lUnFLtn8w3W76FiYDRzmO,0.648,190643,0.603,4lUnFLtn8w3W76FiYDRzmO,0,8,0.112,-5.098,1,0.0507,126.116,4,https://api.spotify.com/v1/tracks/4lUnFLtn8w3W76FiYDRzmO,audio_features,spotify:track:4lUnFLtn8w3W76FiYDRzmO,0.488
Waiting For Superman,0.0029,https://api.spotify.com/v1/audio-analysis/4AU7z13HYmPMetlWbq1mys,0.555,266960,0.682,4AU7z13HYmPMetlWbq1mys,0,0,0.0662,-5.711,1,0.0269,105.987,4,https://api.spotify.com/v1/tracks/4AU7z13HYmPMetlWbq1mys,audio_features,spotify:track:4AU7z13HYmPMetlWbq1mys,0.383
Waka Waka (This Time For Africa),0.00627,https://api.spotify.com/v1/audio-analysis/2Cd9iWfcOpGDHLz6tVA3G4,0.766,202627,0.873,2Cd9iWfcOpGDHLz6tVA3G4,0,11,0.0764,-6.381,0,0.143,126.988,4,https://api.spotify.com/v1/tracks/2Cd9iWfcOpGDHLz6tVA3G4,audio_features,spotify:track:2Cd9iWfcOpGDHLz6tVA3G4,0.743
Walk It Talk It,0.0739,https://api.spotify.com/v1/audio-analysis/6n4U3TlzUGhdSFbUUhTvLP,0.909,276147,0.628,6n4U3TlzUGhdSFbUUhTvLP,0,2,0.108,-5.456,1,0.201,145.905,4,https://api.spotify.com/v1/tracks/6n4U3TlzUGhdSFbUUhTvLP,audio_features,spotify:track:6n4U3TlzUGhdSFbUUhTvLP,0.406
Want To Want Me,0.00906,https://api.spotify.com/v1/audio-analysis/7oGZAicScQt96OAW4AruYy,0.775,207719,0.68,7oGZAicScQt96OAW4AruYy,0,0,0.109,-5.508,0,0.0629,114.025,4,https://api.spotify.com/v1/tracks/7oGZAicScQt96OAW4AruYy,audio_features,spotify:track:7oGZAicScQt96OAW4AruYy,0.656
Wanted You,0.168,https://api.spotify.com/v1/audio-analysis/790MhTXPFrYkrqCKvpg4t1,0.793,228080,0.718,790MhTXPFrYkrqCKvpg4t1,0,9,0.241,-4.966,0,0.0547,146.885,4,https://api.spotify.com/v1/tracks/790MhTXPFrYkrqCKvpg4t1,audio_features,spotify:track:790MhTXPFrYkrqCKvpg4t1,0.649
Water Under The Bridge,0.0189,https://api.spotify.com/v1/audio-analysis/4vb4mFvYsr2h6enhjJsq9Y,0.596,240427,0.838,4vb4mFvYsr2h6enhjJsq9Y,1.54e-05,5,0.108,-6.52,0,0.0704,94.982,4,https://api.spotify.com/v1/tracks/4vb4mFvYsr2h6enhjJsq9Y,audio_features,spotify:track:4vb4mFvYsr2h6enhjJsq9Y,0.472
We Are Young,0.109,https://api.spotify.com/v1/audio-analysis/3iL2l5gUqyPS6vDwJFgJTR,0.732,288133,0.659,3iL2l5gUqyPS6vDwJFgJTR,0,8,0.141,-6.089,1,0.225,148.001,4,https://api.spotify.com/v1/tracks/3iL2l5gUqyPS6vDwJFgJTR,audio_features,spotify:track:3iL2l5gUqyPS6vDwJFgJTR,0.575
We Can't Stop,0.00882,https://api.spotify.com/v1/audio-analysis/2y4lAQpi5VTNLu2ldeTdUH,0.613,231240,0.622,2y4lAQpi5VTNLu2ldeTdUH,0,1,0.37,-5.794,0,0.0334,80.003,4,https://api.spotify.com/v1/tracks/2y4lAQpi5VTNLu2ldeTdUH,audio_features,spotify:track:2y4lAQpi5VTNLu2ldeTdUH,0.484
We Found Love,0.0253,https://api.spotify.com/v1/audio-analysis/6qn9YLKt13AGvpq9jfO8py,0.737,215227,0.758,6qn9YLKt13AGvpq9jfO8py,0.0019,1,0.169,-4.389,1,0.057,128.007,4,https://api.spotify.com/v1/tracks/6qn9YLKt13AGvpq9jfO8py,audio_features,spotify:track:6qn9YLKt13AGvpq9jfO8py,0.608
We Own It (Fast & Furious),0.0596,https://api.spotify.com/v1/audio-analysis/00QyLmjxaSEE8qIZQjBXBj,0.553,227893,0.897,00QyLmjxaSEE8qIZQjBXBj,0,8,0.0622,-4.569,0,0.409,172.01,4,https://api.spotify.com/v1/tracks/00QyLmjxaSEE8qIZQjBXBj,audio_features,spotify:track:00QyLmjxaSEE8qIZQjBXBj,0.557
We Owned The Night,0.281,https://api.spotify.com/v1/audio-analysis/7nvmiDtfh9gwYFh9Kzn7sc,0.657,197800,0.714,7nvmiDtfh9gwYFh9Kzn7sc,0.000145,1,0.0838,-6.965,1,0.0273,99.991,4,https://api.spotify.com/v1/tracks/7nvmiDtfh9gwYFh9Kzn7sc,audio_features,spotify:track:7nvmiDtfh9gwYFh9Kzn7sc,0.488
We Were Us,0.0322,https://api.spotify.com/v1/audio-analysis/5Net7uzpcqkJtOwR22onye,0.573,191747,0.934,5Net7uzpcqkJtOwR22onye,0,2,0.118,-5.655,1,0.0516,103.005,4,https://api.spotify.com/v1/tracks/5Net7uzpcqkJtOwR22onye,audio_features,spotify:track:5Net7uzpcqkJtOwR22onye,0.511
What Lovers Do,0.0805,https://api.spotify.com/v1/audio-analysis/4nYsmWkuTaowTMy4gskmBw,0.792,199849,0.612,4nYsmWkuTaowTMy4gskmBw,3.83e-06,5,0.0852,-5.212,0,0.0693,109.959,4,https://api.spotify.com/v1/tracks/4nYsmWkuTaowTMy4gskmBw,audio_features,spotify:track:4nYsmWkuTaowTMy4gskmBw,0.42
What Makes You Beautiful,0.00761,https://api.spotify.com/v1/audio-analysis/3SPDQfj2UfWq6A2NllZnzn,0.729,198053,0.771,3SPDQfj2UfWq6A2NllZnzn,0,4,0.087,-2.451,1,0.0725,125.011,4,https://api.spotify.com/v1/tracks/3SPDQfj2UfWq6A2NllZnzn,audio_features,spotify:track:3SPDQfj2UfWq6A2NllZnzn,0.873
What The Hell,0.316,https://api.spotify.com/v1/audio-analysis/1a0e6ChMoWQRZPsfw0AZTk,0.695,217720,0.679,1a0e6ChMoWQRZPsfw0AZTk,0,11,0.068,-6.576,1,0.0651,95.997,4,https://api.spotify.com/v1/tracks/1a0e6ChMoWQRZPsfw0AZTk,audio_features,spotify:track:1a0e6ChMoWQRZPsfw0AZTk,0.79
What's My Name?,0.000136,https://api.spotify.com/v1/audio-analysis/5XhkV07Vou38wnrzwURUOC,0.692,246320,0.833,5XhkV07Vou38wnrzwURUOC,1.98e-05,7,0.515,-3.974,1,0.0492,96.814,4,https://api.spotify.com/v1/tracks/5XhkV07Vou38wnrzwURUOC,audio_features,spotify:track:5XhkV07Vou38wnrzwURUOC,0.692
Whataya Want From Me,0.00706,https://api.spotify.com/v1/audio-analysis/2rDwdvBma1O1eLzo29p2cr,0.44,227320,0.683,2rDwdvBma1O1eLzo29p2cr,0,11,0.0593,-4.732,0,0.0489,185.948,4,https://api.spotify.com/v1/tracks/2rDwdvBma1O1eLzo29p2cr,audio_features,spotify:track:2rDwdvBma1O1eLzo29p2cr,0.445
