,1961-01-01,1961-01-06,1961-01-11,1961-01-16,1961-01-21,1961-01-26,1961-01-31,1961-02-05,1961-02-10,1961-02-15,1961-02-20,1961-02-25,1961-03-02,1961-03-07,1961-03-12,1961-03-17,1961-03-22,1961-03-27,1961-04-01,1961-04-06,1961-04-11,1961-04-16,1961-04-21,1961-04-26,1961-05-01,1961-05-06,1961-05-11,1961-05-16,1961-05-21,1961-05-26,1961-05-31,1961-06-05,1961-06-10,1961-06-15,1961-06-20,1961-06-25,1961-06-30,1961-07-05,1961-07-10,1961-07-15,1961-07-20,1961-07-25,1961-07-30,1961-08-04,1961-08-09,1961-08-14,1961-08-19,1961-08-24,1961-08-29,1961-09-03,1961-09-08,1961-09-13,1961-09-18,1961-09-23,1961-09-28,1961-10-03,1961-10-08,1961-10-13,1961-10-18,1961-10-23,1961-10-28,1961-11-02,1961-11-07,1961-11-12,1961-11-17,1961-11-22,1961-11-27,1961-12-02,1961-12-07,1961-12-12,1961-12-17,1961-12-22,1961-12-27
0,"Are You Lonesome To-night? , Elvis Presley With The Jordanaires","Wonderland By Night , Bert Kaempfert And His Orchestra","Wonderland By Night , Bert Kaempfert And His Orchestra","Wonderland By Night , Bert Kaempfert And His Orchestra","Wonderland By Night , Bert Kaempfert And His Orchestra","Will You Love Me Tomorrow , The Shirelles","Will You Love Me Tomorrow , The Shirelles","Will You Love Me Tomorrow , The Shirelles","Calcutta , Lawrence Welk And His Orchestra","Calcutta , Lawrence Welk And His Orchestra","Calcutta , Lawrence Welk And His Orchestra","Pony Time , Chubby Checker","Pony Time , Chubby Checker","Pony Time , Chubby Checker","Pony Time , Chubby Checker","Surrender , Elvis Presley With The Jordanaires","Surrender , Elvis Presley With The Jordanaires","Surrender , Elvis Presley With The Jordanaires","Blue Moon , The Marcels","Blue Moon , The Marcels","Blue Moon , The Marcels","Blue Moon , The Marcels","Runaway , Del Shannon","Runaway , Del Shannon","Runaway , Del Shannon","Runaway , Del Shannon","Runaway , Del Shannon","Mother-In-Law , Ernie K-Doe","Mother-In-Law , Ernie K-Doe","Travelin' Man , Ricky Nelson","Running Scared , Roy Orbison","Running Scared , Roy Orbison","Travelin' Man , Ricky Nelson","Moody River , Pat Boone","Quarter To Three , U.S. Bonds","Quarter To Three , U.S. Bonds","Quarter To Three , U.S. Bonds","Tossin' And Turnin' , Bobby Lewis","Tossin' And Turnin' , Bobby Lewis","Tossin' And Turnin' , Bobby Lewis","Tossin' And Turnin' , Bobby Lewis","Tossin' And Turnin' , Bobby Lewis","Tossin' And Turnin' , Bobby Lewis","Tossin' And Turnin' , Bobby Lewis","Tossin' And Turnin' , Bobby Lewis","Tossin' And Turnin' , Bobby Lewis","Tossin' And Turnin' , Bobby Lewis","Wooden Heart , Joe Dowell","Michael , The Highwaymen","Michael , The Highwaymen","Michael , The Highwaymen","Take Good Care Of My Baby , Bobby Vee","Take Good Care Of My Baby , Bobby Vee","Take Good Care Of My Baby , Bobby Vee","Take Good Care Of My Baby , Bobby Vee","Hit The Road Jack , Ray Charles and his Orchestra","Hit The Road Jack , Ray Charles and his Orchestra","Hit The Road Jack , Ray Charles and his Orchestra","Runaround Sue , Dion","Runaround Sue , Dion","Runaround Sue , Dion","Big Bad John , Jimmy Dean","Big Bad John , Jimmy Dean","Big Bad John , Jimmy Dean","Big Bad John , Jimmy Dean","Big Bad John , Jimmy Dean","Big Bad John , Jimmy Dean","Big Bad John , Jimmy Dean","Please Mr. Postman , The Marvelettes","The Lion Sleeps Tonight , The Tokens","The Lion Sleeps Tonight , The Tokens","The Lion Sleeps Tonight , The Tokens","The Lion Sleeps Tonight , The Tokens"
1,"Wonderland By Night , Bert Kaempfert And His Orchestra","Are You Lonesome To-night? , Elvis Presley With The Jordanaires","Are You Lonesome To-night? , Elvis Presley With The Jordanaires","Are You Lonesome To-night? , Elvis Presley With The Jordanaires","Exodus , Ferrante & Teicher","Calcutta , Lawrence Welk And His Orchestra","Calcutta , Lawrence Welk And His Orchestra","Calcutta , Lawrence Welk And His Orchestra","Will You Love Me Tomorrow , The Shirelles","Shop Around , The Miracles (featuring Bill ""Smokey"" Robinson)","Shop Around , The Miracles (featuring Bill ""Smokey"" Robinson)","Calcutta , Lawrence Welk And His Orchestra","Surrender , Elvis Presley With The Jordanaires","Surrender , Elvis Presley With The Jordanaires","Surrender , Elvis Presley With The Jordanaires","Pony Time , Chubby Checker","Pony Time , Chubby Checker","Pony Time , Chubby Checker","Apache , Jorgen Ingmann & His Guitar","Apache , Jorgen Ingmann & His Guitar","Runaway , Del Shannon","Runaway , Del Shannon","Blue Moon , The Marcels","Mother-In-Law , Ernie K-Doe","Mother-In-Law , Ernie K-Doe","Mother-In-Law , Ernie K-Doe","Mother-In-Law , Ernie K-Doe","Runaway , Del Shannon","Runaway , Del Shannon","Daddy's Home , Shep And The Limelites","Travelin' Man , Ricky Nelson","Travelin' Man , Ricky Nelson","Moody River , Pat Boone","Travelin' Man , Ricky Nelson","Raindrops , Dee Clark","Raindrops , Dee Clark","Tossin' And Turnin' , Bobby Lewis","The Boll Weevil Song , Brook Benton","The Boll Weevil Song , Brook Benton","The Boll Weevil Song , Brook Benton","The Boll Weevil Song , Brook Benton","I Like It Like That, Part 1 , Chris Kenner","I Like It Like That, Part 1 , Chris Kenner","I Like It Like That, Part 1 , Chris Kenner","I Like It Like That, Part 1 , Chris Kenner","I Like It Like That, Part 1 , Chris Kenner","Wooden Heart , Joe Dowell","Tossin' And Turnin' , Bobby Lewis","Wooden Heart , Joe Dowell","Wooden Heart , Joe Dowell","Take Good Care Of My Baby , Bobby Vee","Michael , The Highwaymen","Michael , The Highwaymen","The Mountain's High , Dick and DeeDee","The Mountain's High , Dick and DeeDee","Crying , Roy Orbison","Crying , Roy Orbison","Runaround Sue , Dion","Bristol Stomp , The Dovells","Bristol Stomp , The Dovells","Bristol Stomp , The Dovells","Runaround Sue , Dion","Runaround Sue , Dion","Runaround Sue , Dion","Runaround Sue , Dion","Runaround Sue , Dion","Runaround Sue , Dion","Please Mr. Postman , The Marvelettes","Big Bad John , Jimmy Dean","Please Mr. Postman , The Marvelettes","Please Mr. Postman , The Marvelettes","Run To Him , Bobby Vee","The Twist , Chubby Checker"
2,"Last Date , Floyd Cramer","Exodus , Ferrante & Teicher","Exodus , Ferrante & Teicher","Exodus , Ferrante & Teicher","Calcutta , Lawrence Welk And His Orchestra","Exodus , Ferrante & Teicher","Exodus , Ferrante & Teicher","Exodus , Ferrante & Teicher","Shop Around , The Miracles (featuring Bill ""Smokey"" Robinson)","Will You Love Me Tomorrow , The Shirelles","Will You Love Me Tomorrow , The Shirelles","There's A Moon Out Tonight , The Capris","Wheels , The String-A-Longs","Wheels , The String-A-Longs","Wheels , The String-A-Longs","Don't Worry , Marty Robbins","Dedicated To The One I Love , The Shirelles","Dedicated To The One I Love , The Shirelles","Surrender , Elvis Presley With The Jordanaires","Dedicated To The One I Love , The Shirelles","Mother-In-Law , Ernie K-Doe","Mother-In-Law , Ernie K-Doe","Mother-In-Law , Ernie K-Doe","I've Told Every Little Star , Linda Scott","I've Told Every Little Star , Linda Scott","A Hundred Pounds Of Clay , Gene McDaniels","A Hundred Pounds Of Clay , Gene McDaniels","Daddy's Home , Shep And The Limelites","Daddy's Home , Shep And The Limelites","Running Scared , Roy Orbison","Daddy's Home , Shep And The Limelites","Daddy's Home , Shep And The Limelites","Running Scared , Roy Orbison","Quarter To Three , U.S. Bonds","Moody River , Pat Boone","Moody River , Pat Boone","The Boll Weevil Song , Brook Benton","Quarter To Three , U.S. Bonds","Quarter To Three , U.S. Bonds","Quarter To Three , U.S. Bonds","Quarter To Three , U.S. Bonds","The Boll Weevil Song , Brook Benton","The Boll Weevil Song , Brook Benton","Last Night , Mar-Keys","Last Night , Mar-Keys","Last Night , Mar-Keys","Michael , The Highwaymen","Michael , The Highwaymen","Tossin' And Turnin' , Bobby Lewis","Tossin' And Turnin' , Bobby Lewis","My True Story , The Jive Five With Joe Rene And Orchestra","My True Story , The Jive Five With Joe Rene And Orchestra","My True Story , The Jive Five With Joe Rene And Orchestra","Michael , The Highwaymen","Crying , Roy Orbison","Take Good Care Of My Baby , Bobby Vee","Take Good Care Of My Baby , Bobby Vee","Bristol Stomp , The Dovells","Big Bad John , Jimmy Dean","Big Bad John , Jimmy Dean","Big Bad John , Jimmy Dean","Bristol Stomp , The Dovells","Fool #1 , Brenda Lee","Fool #1 , Brenda Lee","Fool #1 , Brenda Lee","Please Mr. Postman , The Marvelettes","Please Mr. Postman , The Marvelettes","Goodbye Cruel World , James Darren","Goodbye Cruel World , James Darren","Run To Him , Bobby Vee","Run To Him , Bobby Vee","The Twist , Chubby Checker","Run To Him , Bobby Vee"
3,"Exodus , Ferrante & Teicher","Last Date , Floyd Cramer","Will You Love Me Tomorrow , The Shirelles","Will You Love Me Tomorrow , The Shirelles","Will You Love Me Tomorrow , The Shirelles","Wonderland By Night , Bert Kaempfert And His Orchestra","Shop Around , The Miracles (featuring Bill ""Smokey"" Robinson)","Shop Around , The Miracles (featuring Bill ""Smokey"" Robinson)","Calendar Girl , Neil Sedaka","Pony Time , Chubby Checker","Pony Time , Chubby Checker","Surrender , Elvis Presley With The Jordanaires","Don't Worry , Marty Robbins","Don't Worry , Marty Robbins","Don't Worry , Marty Robbins","Where The Boys Are , Connie Francis","Apache , Jorgen Ingmann & His Guitar","Apache , Jorgen Ingmann & His Guitar","Pony Time , Chubby Checker","Runaway , Del Shannon","On The Rebound , Floyd Cramer","On The Rebound , Floyd Cramer","But I Do , Clarence Henry","A Hundred Pounds Of Clay , Gene McDaniels","A Hundred Pounds Of Clay , Gene McDaniels","I've Told Every Little Star , Linda Scott","I've Told Every Little Star , Linda Scott","A Hundred Pounds Of Clay , Gene McDaniels","A Hundred Pounds Of Clay , Gene McDaniels","Mama Said , The Shirelles","Mama Said , The Shirelles","Mama Said , The Shirelles","Stand By Me , Ben E. King","Stand By Me , Ben E. King","Tossin' And Turnin' , Bobby Lewis","Tossin' And Turnin' , Bobby Lewis","Raindrops , Dee Clark","Raindrops , Dee Clark","Raindrops , Dee Clark","Raindrops , Dee Clark","Yellow Bird , Arthur Lyman Group","Dum Dum , Brenda Lee","Dum Dum , Brenda Lee","Dum Dum , Brenda Lee","Dum Dum , Brenda Lee","Dum Dum , Brenda Lee","Last Night , Mar-Keys","Last Night , Mar-Keys","You Don't Know What You've Got (Until You Lose It) , Ral Donner","You Don't Know What You've Got (Until You Lose It) , Ral Donner","Hurt , Timi Yuro","(Marie's The Name) His Latest Flame , Elvis Presley","(Marie's The Name) His Latest Flame , Elvis Presley","Crying , Roy Orbison","Hit The Road Jack , Ray Charles and his Orchestra","Runaround Sue , Dion","Runaround Sue , Dion","Crying , Roy Orbison","Hit The Road Jack , Ray Charles and his Orchestra","Hit The Road Jack , Ray Charles and his Orchestra","Hit The Road Jack , Ray Charles and his Orchestra","Hit The Road Jack , Ray Charles and his Orchestra","Bristol Stomp , The Dovells","Bristol Stomp , The Dovells","Goodbye Cruel World , James Darren","Goodbye Cruel World , James Darren","Goodbye Cruel World , James Darren","Runaround Sue , Dion","The Twist , Chubby Checker","The Twist , Chubby Checker","The Twist , Chubby Checker","Goodbye Cruel World , James Darren","Peppermint Twist - Part I , Joey Dee & the Starliters"
4,"A Thousand Stars , Kathy Young With The Innocents","Will You Love Me Tomorrow , The Shirelles","Calcutta , Lawrence Welk And His Orchestra","Calcutta , Lawrence Welk And His Orchestra","Angel Baby , Rosie And The Originals","Shop Around , The Miracles (featuring Bill ""Smokey"" Robinson)","Calendar Girl , Neil Sedaka","Calendar Girl , Neil Sedaka","Exodus , Ferrante & Teicher","There's A Moon Out Tonight , The Capris","There's A Moon Out Tonight , The Capris","Don't Worry , Marty Robbins","Where The Boys Are , Connie Francis","Where The Boys Are , Connie Francis","Where The Boys Are , Connie Francis","Dedicated To The One I Love , The Shirelles","Don't Worry , Marty Robbins","Don't Worry , Marty Robbins","Dedicated To The One I Love , The Shirelles","On The Rebound , Floyd Cramer","But I Do , Clarence Henry","But I Do , Clarence Henry","On The Rebound , Floyd Cramer","Blue Moon , The Marcels","Blue Moon , The Marcels","Blue Moon , The Marcels","Daddy's Home , Shep And The Limelites","Travelin' Man , Ricky Nelson","Travelin' Man , Ricky Nelson","Mother-In-Law , Ernie K-Doe","I Feel So Bad , Elvis Presley","I Feel So Bad , Elvis Presley","Raindrops , Dee Clark","Raindrops , Dee Clark","Travelin' Man , Ricky Nelson","Travelin' Man , Ricky Nelson","The Writing On The Wall , Adam Wade","The Writing On The Wall , Adam Wade","The Writing On The Wall , Adam Wade","Yellow Bird , Arthur Lyman Group","I Like It Like That, Part 1 , Chris Kenner","Hats Off To Larry , Del Shannon","Hats Off To Larry , Del Shannon","Hats Off To Larry , Del Shannon","Wooden Heart , Joe Dowell","Wooden Heart , Joe Dowell","I Like It Like That, Part 1 , Chris Kenner","You Don't Know What You've Got (Until You Lose It) , Ral Donner","School Is Out , Gary U.S. Bonds","School Is Out , Gary U.S. Bonds","You Don't Know What You've Got (Until You Lose It) , Ral Donner","Crying , Roy Orbison","Crying , Roy Orbison","Does Your Chewing Gum Lose It's Flavor (On The Bedpost Over Night) , Lonnie Donegan And His Skiffle Group","Little Sister , Elvis Presley","Bristol Stomp , The Dovells","Bristol Stomp , The Dovells","You Must Have Been A Beautiful Baby , Bobby Darin","Sad Movies (Make Me Cry) , Sue Thompson","Sad Movies (Make Me Cry) , Sue Thompson","I Love How You Love Me , The Paris Sisters","Fool #1 , Brenda Lee","Tower Of Strength , Gene McDaniels","Tower Of Strength , Gene McDaniels","Bristol Stomp , The Dovells","Fool #1 , Brenda Lee","Fool #1 , Brenda Lee","Fool #1 , Brenda Lee","Walk On By , Leroy Van Dyke","Walk On By , Leroy Van Dyke","Walk On By , Leroy Van Dyke","Walk On By , Leroy Van Dyke","Can't Help Falling In Love , Elvis Presley With The Jordanaires"
5,"North To Alaska , Johnny Horton","Rubber Ball , Bobby Vee","Angel Baby , Rosie And The Originals","Angel Baby , Rosie And The Originals","Are You Lonesome To-night? , Elvis Presley With The Jordanaires","Angel Baby , Rosie And The Originals","Wonderland By Night , Bert Kaempfert And His Orchestra","Wonderland By Night , Bert Kaempfert And His Orchestra","Angel Baby , Rosie And The Originals","Calendar Girl , Neil Sedaka","Calendar Girl , Neil Sedaka","Dedicated To The One I Love , The Shirelles","Calcutta , Lawrence Welk And His Orchestra","Baby Sittin' Boogie , Buzz Clifford","Baby Sittin' Boogie , Buzz Clifford","Apache , Jorgen Ingmann & His Guitar","Blue Moon , The Marcels","Blue Moon , The Marcels","Don't Worry , Marty Robbins","But I Do , Clarence Henry","Apache , Jorgen Ingmann & His Guitar","Apache , Jorgen Ingmann & His Guitar","A Hundred Pounds Of Clay , Gene McDaniels","But I Do , Clarence Henry","But I Do , Clarence Henry","You Can Depend On Me , Brenda Lee","You Can Depend On Me , Brenda Lee","Mama Said , The Shirelles","Mama Said , The Shirelles","Runaway , Del Shannon","Stand By Me , Ben E. King","Stand By Me , Ben E. King","The Writing On The Wall , Adam Wade","The Writing On The Wall , Adam Wade","The Writing On The Wall , Adam Wade","The Writing On The Wall , Adam Wade","Moody River , Pat Boone","Every Beat Of My Heart , Pips","Every Beat Of My Heart , Pips","Hats Off To Larry , Del Shannon","Hats Off To Larry , Del Shannon","Quarter To Three , U.S. Bonds","Quarter To Three , U.S. Bonds","Together , Connie Francis","Michael , The Highwaymen","Michael , The Highwaymen","You Don't Know What You've Got (Until You Lose It) , Ral Donner","I Like It Like That, Part 1 , Chris Kenner","Take Good Care Of My Baby , Bobby Vee","Take Good Care Of My Baby , Bobby Vee","Wooden Heart , Joe Dowell","Does Your Chewing Gum Lose It's Flavor (On The Bedpost Over Night) , Lonnie Donegan And His Skiffle Group","Does Your Chewing Gum Lose It's Flavor (On The Bedpost Over Night) , Lonnie Donegan And His Skiffle Group","Little Sister , Elvis Presley","Michael , The Highwaymen","You Must Have Been A Beautiful Baby , Bobby Darin","You Must Have Been A Beautiful Baby , Bobby Darin","Take Good Care Of My Baby , Bobby Vee","This Time , Troy Shondell","This Time , Troy Shondell","Sad Movies (Make Me Cry) , Sue Thompson","Sad Movies (Make Me Cry) , Sue Thompson","Hit The Road Jack , Ray Charles and his Orchestra","Hit The Road Jack , Ray Charles and his Orchestra","Tower Of Strength , Gene McDaniels","Bristol Stomp , The Dovells","Bristol Stomp , The Dovells","The Twist , Chubby Checker","The Lion Sleeps Tonight , The Tokens","Goodbye Cruel World , James Darren","Goodbye Cruel World , James Darren","Peppermint Twist - Part I , Joey Dee & the Starliters","Happy Birthday, Sweet Sixteen , Neil Sedaka"
6,"Many Tears Ago , Connie Francis","Angel Baby , Rosie And The Originals","Rubber Ball , Bobby Vee","Rubber Ball , Bobby Vee","Shop Around , The Miracles (featuring Bill ""Smokey"" Robinson)","Calendar Girl , Neil Sedaka","Angel Baby , Rosie And The Originals","Angel Baby , Rosie And The Originals","Emotions , Brenda Lee","Emotions , Brenda Lee","Emotions , Brenda Lee","Where The Boys Are , Connie Francis","Baby Sittin' Boogie , Buzz Clifford","Dedicated To The One I Love , The Shirelles","Dedicated To The One I Love , The Shirelles","Wheels , The String-A-Longs","Walk Right Back , The Everly Brothers","Walk Right Back , The Everly Brothers","On The Rebound , Floyd Cramer","Surrender , Elvis Presley With The Jordanaires","Dedicated To The One I Love , The Shirelles","Dedicated To The One I Love , The Shirelles","I've Told Every Little Star , Linda Scott","Take Good Care Of Her , Adam Wade","Take Good Care Of Her , Adam Wade","Take Good Care Of Her , Adam Wade","Blue Moon , The Marcels","Running Scared , Roy Orbison","Running Scared , Roy Orbison","Breakin' In A Brand New Broken Heart , Connie Francis","Moody River , Pat Boone","Moody River , Pat Boone","I Feel So Bad , Elvis Presley","Tossin' And Turnin' , Bobby Lewis","The Boll Weevil Song , Brook Benton","The Boll Weevil Song , Brook Benton","Travelin' Man , Ricky Nelson","Moody River , Pat Boone","Moody River , Pat Boone","Every Beat Of My Heart , Pips","Raindrops , Dee Clark","Last Night , Mar-Keys","Last Night , Mar-Keys","Pretty Little Angel Eyes , Curtis Lee","Pretty Little Angel Eyes , Curtis Lee","Pretty Little Angel Eyes , Curtis Lee","Pretty Little Angel Eyes , Curtis Lee","School Is Out , Gary U.S. Bonds","My True Story , The Jive Five With Joe Rene And Orchestra","My True Story , The Jive Five With Joe Rene And Orchestra","Does Your Chewing Gum Lose It's Flavor (On The Bedpost Over Night) , Lonnie Donegan And His Skiffle Group","Without You , Johnny Tillotson","Without You , Johnny Tillotson","Who Put The Bomp (In The Bomp, Bomp, Bomp) , Barry Mann","Mexico , Bob Moore and His Orch.","The Mountain's High , Dick and DeeDee","The Mountain's High , Dick and DeeDee","Sad Movies (Make Me Cry) , Sue Thompson","I Love How You Love Me , The Paris Sisters","I Love How You Love Me , The Paris Sisters","Ya Ya , Lee Dorsey","This Time , Troy Shondell","The Fly , Chubby Checker","The Fly , Chubby Checker","Hit The Road Jack , Ray Charles and his Orchestra","Heartaches , The Marcels","Heartaches , The Marcels","Walk On By , Leroy Van Dyke","Run To Him , Bobby Vee","Let There Be Drums , Sandy Nelson","Let There Be Drums , Sandy Nelson","Please Mr. Postman , The Marvelettes","Goodbye Cruel World , James Darren"
7,"You're Sixteen , Johnny Burnette","North To Alaska , Johnny Horton","Last Date , Floyd Cramer","Last Date , Floyd Cramer","Calendar Girl , Neil Sedaka","Emotions , Brenda Lee","Emotions , Brenda Lee","Emotions , Brenda Lee","Wonderland By Night , Bert Kaempfert And His Orchestra","Exodus , Ferrante & Teicher","Exodus , Ferrante & Teicher","Shop Around , The Miracles (featuring Bill ""Smokey"" Robinson)","Dedicated To The One I Love , The Shirelles","Calcutta , Lawrence Welk And His Orchestra","Calcutta , Lawrence Welk And His Orchestra","Ebony Eyes , The Everly Brothers","Wheels , The String-A-Longs","Wheels , The String-A-Longs","Walk Right Back , The Everly Brothers","Don't Worry , Marty Robbins","Asia Minor , Kokomo","Asia Minor , Kokomo","You Can Depend On Me , Brenda Lee","One Mint Julep , Ray Charles","One Mint Julep , Ray Charles","One Mint Julep , Ray Charles","Travelin' Man , Ricky Nelson","Breakin' In A Brand New Broken Heart , Connie Francis","Breakin' In A Brand New Broken Heart , Connie Francis","A Hundred Pounds Of Clay , Gene McDaniels","A Hundred Pounds Of Clay , Gene McDaniels","A Hundred Pounds Of Clay , Gene McDaniels","Every Beat Of My Heart , Pips","Every Beat Of My Heart , Pips","Every Beat Of My Heart , Pips","Every Beat Of My Heart , Pips","Every Beat Of My Heart , Pips","Yellow Bird , Arthur Lyman Group","Yellow Bird , Arthur Lyman Group","San Antonio Rose , Floyd Cramer","Dum Dum , Brenda Lee","Together , Connie Francis","Together , Connie Francis","Let's Twist Again , Chubby Checker","Let's Twist Again , Chubby Checker","Let's Twist Again , Chubby Checker","Dum Dum , Brenda Lee","Pretty Little Angel Eyes , Curtis Lee","Hurt , Timi Yuro","Hurt , Timi Yuro","Who Put The Bomp (In The Bomp, Bomp, Bomp) , Barry Mann","Wooden Heart , Joe Dowell","Wooden Heart , Joe Dowell","My True Story , The Jive Five With Joe Rene And Orchestra","You Must Have Been A Beautiful Baby , Bobby Darin","Little Sister , Elvis Presley","Little Sister , Elvis Presley","Big Bad John , Jimmy Dean","Let's Get Together , Hayley Mills and Hayley Mills","Let's Get Together , Hayley Mills and Hayley Mills","Let's Get Together , Hayley Mills and Hayley Mills","The Fly , Chubby Checker","This Time , Troy Shondell","This Time , Troy Shondell","Please Mr. Postman , The Marvelettes","Tower Of Strength , Gene McDaniels","Tower Of Strength , Gene McDaniels","Tower Of Strength , Gene McDaniels","Tonight , Ferrante & Teicher","Happy Birthday, Sweet Sixteen , Neil Sedaka","Happy Birthday, Sweet Sixteen , Neil Sedaka","Happy Birthday, Sweet Sixteen , Neil Sedaka","Walk On By , Leroy Van Dyke"
8,"Angel Baby , Rosie And The Originals","Corinna, Corinna , Ray Peterson","Corinna, Corinna , Ray Peterson","Corinna, Corinna , Ray Peterson","Rubber Ball , Bobby Vee","Rubber Ball , Bobby Vee","My Empty Arms , Jackie Wilson","My Empty Arms , Jackie Wilson","Pony Time , Chubby Checker","Dedicated To The One I Love , The Shirelles","Dedicated To The One I Love , The Shirelles","Ebony Eyes , The Everly Brothers","There's A Moon Out Tonight , The Capris","Ebony Eyes , The Everly Brothers","Ebony Eyes , The Everly Brothers","Walk Right Back , The Everly Brothers","Where The Boys Are , Connie Francis","Where The Boys Are , Connie Francis","Runaway , Del Shannon","Mother-In-Law , Ernie K-Doe","A Hundred Pounds Of Clay , Gene McDaniels","A Hundred Pounds Of Clay , Gene McDaniels","Take Good Care Of Her , Adam Wade","You Can Depend On Me , Brenda Lee","You Can Depend On Me , Brenda Lee","Portrait Of My Love , Steve Lawrence","Mama Said , The Shirelles","Hello Mary Lou , Ricky Nelson","Hello Mary Lou , Ricky Nelson","I Feel So Bad , Elvis Presley","Raindrops , Dee Clark","Raindrops , Dee Clark","Quarter To Three , U.S. Bonds","The Boll Weevil Song , Brook Benton","Those Oldies But Goodies (Remind Me Of You) , Little Caesar and The Romans","Those Oldies But Goodies (Remind Me Of You) , Little Caesar and The Romans","Those Oldies But Goodies (Remind Me Of You) , Little Caesar and The Romans","Hats Off To Larry , Del Shannon","Hats Off To Larry , Del Shannon","I Like It Like That, Part 1 , Chris Kenner","Together , Connie Francis","Let's Twist Again , Chubby Checker","Let's Twist Again , Chubby Checker","Wooden Heart , Joe Dowell","Together , Connie Francis","Together , Connie Francis","Let's Twist Again , Chubby Checker","Don't Bet Money Honey , Linda Scott","Don't Bet Money Honey , Linda Scott","Don't Bet Money Honey , Linda Scott","Little Sister , Elvis Presley","One Track Mind , Bobby Lewis","One Track Mind , Bobby Lewis","Without You , Johnny Tillotson","Does Your Chewing Gum Lose It's Flavor (On The Bedpost Over Night) , Lonnie Donegan And His Skiffle Group","Let's Get Together , Hayley Mills and Hayley Mills","Let's Get Together , Hayley Mills and Hayley Mills","Mexico , Bob Moore and His Orch.","Ya Ya , Lee Dorsey","Ya Ya , Lee Dorsey","The Fly , Chubby Checker","I Love How You Love Me , The Paris Sisters","Please Mr. Postman , The Marvelettes","Please Mr. Postman , The Marvelettes","This Time , Troy Shondell","Crazy , Patsy Cline","Crazy , Patsy Cline","I Understand (Just How You Feel) , The G-Clefs","Let There Be Drums , Sandy Nelson","Big Bad John , Jimmy Dean","Big Bad John , Jimmy Dean","Let There Be Drums , Sandy Nelson","When I Fall In Love , The Lettermen"
9,"Corinna, Corinna , Ray Peterson","You're Sixteen , Johnny Burnette","North To Alaska , Johnny Horton","North To Alaska , Johnny Horton","Corinna, Corinna , Ray Peterson","Are You Lonesome To-night? , Elvis Presley With The Jordanaires","Rubber Ball , Bobby Vee","Rubber Ball , Bobby Vee","There's A Moon Out Tonight , The Capris","Wheels , The String-A-Longs","Wheels , The String-A-Longs","Wheels , The String-A-Longs","Ebony Eyes , The Everly Brothers","Spanish Harlem , Ben E. King","Spanish Harlem , Ben E. King","Baby Sittin' Boogie , Buzz Clifford","Gee Whiz (Look At His Eyes) , Carla Thomas","Gee Whiz (Look At His Eyes) , Carla Thomas","But I Do , Clarence Henry","Walk Right Back , The Everly Brothers","Surrender , Elvis Presley With The Jordanaires","Surrender , Elvis Presley With The Jordanaires","One Mint Julep , Ray Charles","On The Rebound , Floyd Cramer","On The Rebound , Floyd Cramer","On The Rebound , Floyd Cramer","Take Good Care Of Her , Adam Wade","I've Told Every Little Star , Linda Scott","I've Told Every Little Star , Linda Scott","Tragedy , The Fleetwoods","Breakin' In A Brand New Broken Heart , Connie Francis","Breakin' In A Brand New Broken Heart , Connie Francis","The Boll Weevil Song , Brook Benton","Those Oldies But Goodies (Remind Me Of You) , Little Caesar and The Romans","Stand By Me , Ben E. King","Stand By Me , Ben E. King","Yellow Bird , Arthur Lyman Group","Dance On Little Girl , Paul Anka","Dance On Little Girl , Paul Anka","Dum Dum , Brenda Lee","Let's Twist Again , Chubby Checker","Yellow Bird , Arthur Lyman Group","Yellow Bird , Arthur Lyman Group","Michael , The Highwaymen","School Is Out , Gary U.S. Bonds","School Is Out , Gary U.S. Bonds","School Is Out , Gary U.S. Bonds","Hurt , Timi Yuro","As If I Didn't Know , Adam Wade","As If I Didn't Know , Adam Wade","As If I Didn't Know , Adam Wade","When We Get Married , The Dreamlovers","When We Get Married , The Dreamlovers","(Marie's The Name) His Latest Flame , Elvis Presley","Bristol Stomp , The Dovells","Mexico , Bob Moore and His Orch.","Mexico , Bob Moore and His Orch.","Ya Ya , Lee Dorsey","The Fly , Chubby Checker","The Fly , Chubby Checker","This Time , Troy Shondell","Tower Of Strength , Gene McDaniels","Sad Movies (Make Me Cry) , Sue Thompson","Sad Movies (Make Me Cry) , Sue Thompson","The Fly , Chubby Checker","This Time , Troy Shondell","This Time , Troy Shondell","Crazy , Patsy Cline","Happy Birthday, Sweet Sixteen , Neil Sedaka","Peppermint Twist - Part I , Joey Dee & the Starliters","Peppermint Twist - Part I , Joey Dee & the Starliters","Can't Help Falling In Love , Elvis Presley With The Jordanaires","Unchain My Heart , Ray Charles and his Orchestra"
