,1993-01-01,1993-01-06,1993-01-11,1993-01-16,1993-01-21,1993-01-26,1993-01-31,1993-02-05,1993-02-10,1993-02-15,1993-02-20,1993-02-25,1993-03-02,1993-03-07,1993-03-12,1993-03-17,1993-03-22,1993-03-27,1993-04-01,1993-04-06,1993-04-11,1993-04-16,1993-04-21,1993-04-26,1993-05-01,1993-05-06,1993-05-11,1993-05-16,1993-05-21,1993-05-26,1993-05-31,1993-06-05,1993-06-10,1993-06-15,1993-06-20,1993-06-25,1993-06-30,1993-07-05,1993-07-10,1993-07-15,1993-07-20,1993-07-25,1993-07-30,1993-08-04,1993-08-09,1993-08-14,1993-08-19,1993-08-24,1993-08-29,1993-09-03,1993-09-08,1993-09-13,1993-09-18,1993-09-23,1993-09-28,1993-10-03,1993-10-08,1993-10-13,1993-10-18,1993-10-23,1993-10-28,1993-11-02,1993-11-07,1993-11-12,1993-11-17,1993-11-22,1993-11-27,1993-12-02,1993-12-07,1993-12-12,1993-12-17,1993-12-22,1993-12-27
0,"I Will Always Love You , Whitney Houston","I Will Always Love You , Whitney Houston","I Will Always Love You , Whitney Houston","I Will Always Love You , Whitney Houston","I Will Always Love You , Whitney Houston","I Will Always Love You , Whitney Houston","I Will Always Love You , Whitney Houston","I Will Always Love You , Whitney Houston","I Will Always Love You , Whitney Houston","I Will Always Love You , Whitney Houston","I Will Always Love You , Whitney Houston","I Will Always Love You , Whitney Houston","A Whole New World (Aladdin's Theme) , Peabo Bryson & Regina Belle","Informer , Snow","Informer , Snow","Informer , Snow","Informer , Snow","Informer , Snow","Informer , Snow","Informer , Snow","Informer , Snow","Informer , Snow","Informer , Snow","Freak Me , Silk","Freak Me , Silk","Freak Me , Silk","That's The Way Love Goes , Janet Jackson","That's The Way Love Goes , Janet Jackson","That's The Way Love Goes , Janet Jackson","That's The Way Love Goes , Janet Jackson","That's The Way Love Goes , Janet Jackson","That's The Way Love Goes , Janet Jackson","That's The Way Love Goes , Janet Jackson","That's The Way Love Goes , Janet Jackson","That's The Way Love Goes , Janet Jackson","That's The Way Love Goes , Janet Jackson","That's The Way Love Goes , Janet Jackson","Weak , SWV","Weak , SWV","Weak , SWV","Can't Help Falling In Love (From ""Sliver"") , UB40","Can't Help Falling In Love (From ""Sliver"") , UB40","Can't Help Falling In Love (From ""Sliver"") , UB40","Can't Help Falling In Love (From ""Sliver"") , UB40","Can't Help Falling In Love (From ""Sliver"") , UB40","Can't Help Falling In Love (From ""Sliver"") , UB40","Can't Help Falling In Love (From ""Sliver"") , UB40","Can't Help Falling In Love (From ""Sliver"") , UB40","Can't Help Falling In Love (From ""Sliver"") , UB40","Can't Help Falling In Love (From ""Sliver"") , UB40","Dreamlover , Mariah Carey","Dreamlover , Mariah Carey","Dreamlover , Mariah Carey","Dreamlover , Mariah Carey","Dreamlover , Mariah Carey","Dreamlover , Mariah Carey","Dreamlover , Mariah Carey","Dreamlover , Mariah Carey","Dreamlover , Mariah Carey","Dreamlover , Mariah Carey","Dreamlover , Mariah Carey","I'd Do Anything For Love (But I Won't Do That) , Meat Loaf","I'd Do Anything For Love (But I Won't Do That) , Meat Loaf","I'd Do Anything For Love (But I Won't Do That) , Meat Loaf","I'd Do Anything For Love (But I Won't Do That) , Meat Loaf","I'd Do Anything For Love (But I Won't Do That) , Meat Loaf","I'd Do Anything For Love (But I Won't Do That) , Meat Loaf","I'd Do Anything For Love (But I Won't Do That) , Meat Loaf","Again , Janet Jackson","Again , Janet Jackson","Again , Janet Jackson","Hero , Mariah Carey","Hero , Mariah Carey"
1,"Rump Shaker , Wreckx-N-Effect","Rump Shaker , Wreckx-N-Effect","If I Ever Fall In Love , Shai","If I Ever Fall In Love , Shai","If I Ever Fall In Love , Shai","If I Ever Fall In Love , Shai","If I Ever Fall In Love , Shai","If I Ever Fall In Love , Shai","A Whole New World (Aladdin's Theme) , Peabo Bryson & Regina Belle","A Whole New World (Aladdin's Theme) , Peabo Bryson & Regina Belle","A Whole New World (Aladdin's Theme) , Peabo Bryson & Regina Belle","A Whole New World (Aladdin's Theme) , Peabo Bryson & Regina Belle","I Will Always Love You , Whitney Houston","A Whole New World (Aladdin's Theme) , Peabo Bryson & Regina Belle","A Whole New World (Aladdin's Theme) , Peabo Bryson & Regina Belle","Nuthin' But A ""G"" Thang , Dr. Dre","Freak Me , Silk","Freak Me , Silk","Freak Me , Silk","Freak Me , Silk","Freak Me , Silk","Freak Me , Silk","Freak Me , Silk","Informer , Snow","Informer , Snow","That's The Way Love Goes , Janet Jackson","Freak Me , Silk","Freak Me , Silk","Freak Me , Silk","Freak Me , Silk","Freak Me , Silk","Freak Me , Silk","Freak Me , Silk","Weak , SWV","Weak , SWV","Weak , SWV","Weak , SWV","That's The Way Love Goes , Janet Jackson","That's The Way Love Goes , Janet Jackson","Can't Help Falling In Love (From ""Sliver"") , UB40","Weak , SWV","Whoomp! (There It Is) , Tag Team","Whoomp! (There It Is) , Tag Team","Whoomp! (There It Is) , Tag Team","Whoomp! (There It Is) , Tag Team","Whoomp! (There It Is) , Tag Team","Whoomp! (There It Is) , Tag Team","Whoomp! (There It Is) , Tag Team","Dreamlover , Mariah Carey","Dreamlover , Mariah Carey","Can't Help Falling In Love (From ""Sliver"") , UB40","Whoomp! (There It Is) , Tag Team","Whoomp! (There It Is) , Tag Team","Whoomp! (There It Is) , Tag Team","Right Here (Human Nature)/Downtown , SWV","Right Here (Human Nature)/Downtown , SWV","Right Here (Human Nature)/Downtown , SWV","Right Here (Human Nature)/Downtown , SWV","Just Kickin' It , Xscape","Just Kickin' It , Xscape","I'd Do Anything For Love (But I Won't Do That) , Meat Loaf","All That She Wants , Ace Of Base","All That She Wants , Ace Of Base","All That She Wants , Ace Of Base","Again , Janet Jackson","Again , Janet Jackson","Again , Janet Jackson","Again , Janet Jackson","I'd Do Anything For Love (But I Won't Do That) , Meat Loaf","All That She Wants , Ace Of Base","All That She Wants , Ace Of Base","Again , Janet Jackson","Again , Janet Jackson"
2,"If I Ever Fall In Love , Shai","If I Ever Fall In Love , Shai","In The Still Of The Nite (From ""The Jacksons"") , Boyz II Men","In The Still Of The Nite (From ""The Jacksons"") , Boyz II Men","In The Still Of The Nite (From ""The Jacksons"") , Boyz II Men","In The Still Of The Nite (From ""The Jacksons"") , Boyz II Men","A Whole New World (Aladdin's Theme) , Peabo Bryson & Regina Belle","A Whole New World (Aladdin's Theme) , Peabo Bryson & Regina Belle","If I Ever Fall In Love , Shai","Ordinary World , Duran Duran","Ordinary World , Duran Duran","Ordinary World , Duran Duran","Ordinary World , Duran Duran","Nuthin' But A ""G"" Thang , Dr. Dre","Nuthin' But A ""G"" Thang , Dr. Dre","Freak Me , Silk","Nuthin' But A ""G"" Thang , Dr. Dre","Nuthin' But A ""G"" Thang , Dr. Dre","Nuthin' But A ""G"" Thang , Dr. Dre","Nuthin' But A ""G"" Thang , Dr. Dre","Nuthin' But A ""G"" Thang , Dr. Dre","Nuthin' But A ""G"" Thang , Dr. Dre","Nuthin' But A ""G"" Thang , Dr. Dre","Nuthin' But A ""G"" Thang , Dr. Dre","Nuthin' But A ""G"" Thang , Dr. Dre","Informer , Snow","Love Is (From ""Beverly Hills, 90210"") , Vanessa Williams/Brian McKnight","Knockin' Da Boots , H-Town","Knockin' Da Boots , H-Town","Knockin' Da Boots , H-Town","Knockin' Da Boots , H-Town","Knockin' Da Boots , H-Town","Knockin' Da Boots , H-Town","Knockin' Da Boots , H-Town","Knockin' Da Boots , H-Town","Knockin' Da Boots , H-Town","Knockin' Da Boots , H-Town","Whoomp! (There It Is) , Tag Team","Whoomp! (There It Is) , Tag Team","Whoomp! (There It Is) , Tag Team","Whoomp! (There It Is) , Tag Team","Weak , SWV","Weak , SWV","Weak , SWV","Weak , SWV","Weak , SWV","I'm Gonna Be (500 Miles) , The Proclaimers","Dreamlover , Mariah Carey","Whoomp! (There It Is) , Tag Team","Whoomp! (There It Is) , Tag Team","Whoomp! (There It Is) , Tag Team","Can't Help Falling In Love (From ""Sliver"") , UB40","Can't Help Falling In Love (From ""Sliver"") , UB40","Right Here (Human Nature)/Downtown , SWV","Whoomp! (There It Is) , Tag Team","Whoomp! (There It Is) , Tag Team","Whoomp! (There It Is) , Tag Team","The River Of Dreams , Billy Joel","I'd Do Anything For Love (But I Won't Do That) , Meat Loaf","I'd Do Anything For Love (But I Won't Do That) , Meat Loaf","All That She Wants , Ace Of Base","Just Kickin' It , Xscape","Again , Janet Jackson","Again , Janet Jackson","All That She Wants , Ace Of Base","All That She Wants , Ace Of Base","All That She Wants , Ace Of Base","All That She Wants , Ace Of Base","All That She Wants , Ace Of Base","Hero , Mariah Carey","Hero , Mariah Carey","All That She Wants , Ace Of Base","All That She Wants , Ace Of Base"
3,"In The Still Of The Nite (From ""The Jacksons"") , Boyz II Men","In The Still Of The Nite (From ""The Jacksons"") , Boyz II Men","Rump Shaker , Wreckx-N-Effect","Rump Shaker , Wreckx-N-Effect","Rump Shaker , Wreckx-N-Effect","Saving Forever For You (From ""Beverly Hills, 90210"") , Shanice","In The Still Of The Nite (From ""The Jacksons"") , Boyz II Men","In The Still Of The Nite (From ""The Jacksons"") , Boyz II Men","Saving Forever For You (From ""Beverly Hills, 90210"") , Shanice","I'm Every Woman (From ""The Bodyguard"") , Whitney Houston","I'm Every Woman (From ""The Bodyguard"") , Whitney Houston","I'm Every Woman (From ""The Bodyguard"") , Whitney Houston","Informer , Snow","Ordinary World , Duran Duran","Ordinary World , Duran Duran","A Whole New World (Aladdin's Theme) , Peabo Bryson & Regina Belle","Don't Walk Away , Jade","Don't Walk Away , Jade","I Have Nothing , Whitney Houston","I Have Nothing , Whitney Houston","I Have Nothing , Whitney Houston","I Have Nothing , Whitney Houston","I Have Nothing , Whitney Houston","I Have Nothing , Whitney Houston","I Have Nothing , Whitney Houston","Love Is (From ""Beverly Hills, 90210"") , Vanessa Williams/Brian McKnight","Informer , Snow","Love Is (From ""Beverly Hills, 90210"") , Vanessa Williams/Brian McKnight","Love Is (From ""Beverly Hills, 90210"") , Vanessa Williams/Brian McKnight","Weak , SWV","Weak , SWV","Weak , SWV","Weak , SWV","Freak Me , Silk","Freak Me , Silk","Freak Me , Silk","Whoomp! (There It Is) , Tag Team","Can't Help Falling In Love (From ""Sliver"") , UB40","Can't Help Falling In Love (From ""Sliver"") , UB40","That's The Way Love Goes , Janet Jackson","That's The Way Love Goes , Janet Jackson","I'm Gonna Be (500 Miles) , The Proclaimers","I'm Gonna Be (500 Miles) , The Proclaimers","I'm Gonna Be (500 Miles) , The Proclaimers","I'm Gonna Be (500 Miles) , The Proclaimers","I'm Gonna Be (500 Miles) , The Proclaimers","Slam , Onyx","Lately , Jodeci","Lately , Jodeci","Lately , Jodeci","If , Janet Jackson","If , Janet Jackson","If , Janet Jackson","Can't Help Falling In Love (From ""Sliver"") , UB40","The River Of Dreams , Billy Joel","The River Of Dreams , Billy Joel","The River Of Dreams , Billy Joel","Whoomp! (There It Is) , Tag Team","All That She Wants , Ace Of Base","All That She Wants , Ace Of Base","Just Kickin' It , Xscape","Again , Janet Jackson","Just Kickin' It , Xscape","Just Kickin' It , Xscape","Gangsta Lean , DRS","Gangsta Lean , DRS","Gangsta Lean , DRS","Shoop , Salt-N-Pepa","Hero , Mariah Carey","I'd Do Anything For Love (But I Won't Do That) , Meat Loaf","I'd Do Anything For Love (But I Won't Do That) , Meat Loaf","I'd Do Anything For Love (But I Won't Do That) , Meat Loaf","All For Love , Bryan Adams/Rod Stewart/Sting"
4,"Rhythm Is A Dancer , Snap!","I'd Die Without You (From ""Boomerang"") , P.M. Dawn","Saving Forever For You (From ""Beverly Hills, 90210"") , Shanice","Saving Forever For You (From ""Beverly Hills, 90210"") , Shanice","Saving Forever For You (From ""Beverly Hills, 90210"") , Shanice","Rump Shaker , Wreckx-N-Effect","Saving Forever For You (From ""Beverly Hills, 90210"") , Shanice","Saving Forever For You (From ""Beverly Hills, 90210"") , Shanice","Ordinary World , Duran Duran","Saving Forever For You (From ""Beverly Hills, 90210"") , Shanice","Saving Forever For You (From ""Beverly Hills, 90210"") , Shanice","Nuthin' But A ""G"" Thang , Dr. Dre","Nuthin' But A ""G"" Thang , Dr. Dre","I'm Every Woman (From ""The Bodyguard"") , Whitney Houston","I'm Every Woman (From ""The Bodyguard"") , Whitney Houston","I'm Every Woman (From ""The Bodyguard"") , Whitney Houston","Ordinary World , Duran Duran","Ordinary World , Duran Duran","Don't Walk Away , Jade","Don't Walk Away , Jade","Don't Walk Away , Jade","Don't Walk Away , Jade","Don't Walk Away , Jade","Love Is (From ""Beverly Hills, 90210"") , Vanessa Williams/Brian McKnight","Love Is (From ""Beverly Hills, 90210"") , Vanessa Williams/Brian McKnight","I Have Nothing , Whitney Houston","I Have Nothing , Whitney Houston","Nuthin' But A ""G"" Thang , Dr. Dre","Nuthin' But A ""G"" Thang , Dr. Dre","Love Is (From ""Beverly Hills, 90210"") , Vanessa Williams/Brian McKnight","Love Is (From ""Beverly Hills, 90210"") , Vanessa Williams/Brian McKnight","Love Is (From ""Beverly Hills, 90210"") , Vanessa Williams/Brian McKnight","Show Me Love , Robin S.","Have I Told You Lately , Rod Stewart","Have I Told You Lately , Rod Stewart","Have I Told You Lately , Rod Stewart","Have I Told You Lately , Rod Stewart","Knockin' Da Boots , H-Town","Knockin' Da Boots , H-Town","Knockin' Da Boots , H-Town","Knockin' Da Boots , H-Town","Slam , Onyx","Slam , Onyx","Slam , Onyx","Slam , Onyx","Slam , Onyx","Lately , Jodeci","Runaway Train , Soul Asylum","Runaway Train , Soul Asylum","Runaway Train , Soul Asylum","Runaway Train , Soul Asylum","Right Here (Human Nature)/Downtown , SWV","Right Here (Human Nature)/Downtown , SWV","If , Janet Jackson","If , Janet Jackson","If , Janet Jackson","If , Janet Jackson","Just Kickin' It , Xscape","The River Of Dreams , Billy Joel","The River Of Dreams , Billy Joel","The River Of Dreams , Billy Joel","Dreamlover , Mariah Carey","Gangsta Lean , DRS","Gangsta Lean , DRS","Just Kickin' It , Xscape","Shoop , Salt-N-Pepa","Shoop , Salt-N-Pepa","Gangsta Lean , DRS","Shoop , Salt-N-Pepa","Shoop , Salt-N-Pepa","Shoop , Salt-N-Pepa","All For Love , Bryan Adams/Rod Stewart/Sting","I'd Do Anything For Love (But I Won't Do That) , Meat Loaf"
5,"I'd Die Without You (From ""Boomerang"") , P.M. Dawn","Rhythm Is A Dancer , Snap!","Rhythm Is A Dancer , Snap!","Rhythm Is A Dancer , Snap!","Rhythm Is A Dancer , Snap!","A Whole New World (Aladdin's Theme) , Peabo Bryson & Regina Belle","Rump Shaker , Wreckx-N-Effect","Rump Shaker , Wreckx-N-Effect","In The Still Of The Nite (From ""The Jacksons"") , Boyz II Men","Mr. Wendal , Arrested Development","Mr. Wendal , Arrested Development","Mr. Wendal , Arrested Development","I'm Every Woman (From ""The Bodyguard"") , Whitney Houston","Freak Me , Silk","Freak Me , Silk","Ordinary World , Duran Duran","I Have Nothing , Whitney Houston","I Have Nothing , Whitney Houston","I'm Every Woman (From ""The Bodyguard"") , Whitney Houston","Cat's In The Cradle , Ugly Kid Joe","Love Is (From ""Beverly Hills, 90210"") , Vanessa Williams/Brian McKnight","Love Is (From ""Beverly Hills, 90210"") , Vanessa Williams/Brian McKnight","Love Is (From ""Beverly Hills, 90210"") , Vanessa Williams/Brian McKnight","Don't Walk Away , Jade","Don't Walk Away , Jade","Nuthin' But A ""G"" Thang , Dr. Dre","Nuthin' But A ""G"" Thang , Dr. Dre","I'm So Into You , SWV","I'm So Into You , SWV","Looking Through Patient Eyes , P.M. Dawn","I'm So Into You , SWV","I'm So Into You , SWV","Looking Through Patient Eyes , P.M. Dawn","Show Me Love , Robin S.","Show Me Love , Robin S.","Show Me Love , Robin S.","Show Me Love , Robin S.","Show Me Love , Robin S.","Show Me Love , Robin S.","Have I Told You Lately , Rod Stewart","Show Me Love , Robin S.","That's The Way Love Goes , Janet Jackson","That's The Way Love Goes , Janet Jackson","Lately , Jodeci","Lately , Jodeci","Lately , Jodeci","Weak , SWV","I'm Gonna Be (500 Miles) , The Proclaimers","If , Janet Jackson","If , Janet Jackson","Right Here (Human Nature)/Downtown , SWV","The River Of Dreams , Billy Joel","The River Of Dreams , Billy Joel","The River Of Dreams , Billy Joel","Can't Help Falling In Love (From ""Sliver"") , UB40","Can't Help Falling In Love (From ""Sliver"") , UB40","Can't Help Falling In Love (From ""Sliver"") , UB40","I'd Do Anything For Love (But I Won't Do That) , Meat Loaf","Right Here (Human Nature)/Downtown , SWV","Right Here (Human Nature)/Downtown , SWV","Hey Mr. D.J. , Zhane","Hey Mr. D.J. , Zhane","Dreamlover , Mariah Carey","Dreamlover , Mariah Carey","Shoop , Salt-N-Pepa","Just Kickin' It , Xscape","Just Kickin' It , Xscape","Hero , Mariah Carey","Gangsta Lean , DRS","Gangsta Lean , DRS","Gangsta Lean , DRS","Gangsta Lean , DRS","Breathe Again , Toni Braxton"
6,"Saving Forever For You (From ""Beverly Hills, 90210"") , Shanice","Saving Forever For You (From ""Beverly Hills, 90210"") , Shanice","I'd Die Without You (From ""Boomerang"") , P.M. Dawn","I'd Die Without You (From ""Boomerang"") , P.M. Dawn","Good Enough , Bobby Brown","Deeper And Deeper , Madonna","Ordinary World , Duran Duran","Ordinary World , Duran Duran","Mr. Wendal , Arrested Development","If I Ever Fall In Love , Shai","If I Ever Fall In Love , Shai","7 , Prince And The New Power Generation","Mr. Wendal , Arrested Development","I Will Always Love You , Whitney Houston","I Will Always Love You , Whitney Houston","Don't Walk Away , Jade","I'm Every Woman (From ""The Bodyguard"") , Whitney Houston","I'm Every Woman (From ""The Bodyguard"") , Whitney Houston","Ordinary World , Duran Duran","Two Princes , Spin Doctors","Cat's In The Cradle , Ugly Kid Joe","Cat's In The Cradle , Ugly Kid Joe","I'm So Into You , SWV","I'm So Into You , SWV","I'm So Into You , SWV","Don't Walk Away , Jade","Knockin' Da Boots , H-Town","Looking Through Patient Eyes , P.M. Dawn","Looking Through Patient Eyes , P.M. Dawn","I'm So Into You , SWV","Looking Through Patient Eyes , P.M. Dawn","Looking Through Patient Eyes , P.M. Dawn","I'm So Into You , SWV","Come Undone , Duran Duran","Come Undone , Duran Duran","Come Undone , Duran Duran","Can't Help Falling In Love (From ""Sliver"") , UB40","Have I Told You Lately , Rod Stewart","Have I Told You Lately , Rod Stewart","Show Me Love , Robin S.","Slam , Onyx","Lately , Jodeci","Lately , Jodeci","If I Had No Loot , Tony Toni Tone","If I Had No Loot , Tony Toni Tone","If I Had No Loot , Tony Toni Tone","If I Had No Loot , Tony Toni Tone","If , Janet Jackson","Right Here (Human Nature)/Downtown , SWV","Right Here (Human Nature)/Downtown , SWV","Will You Be There , Michael Jackson","Runaway Train , Soul Asylum","Runaway Train , Soul Asylum","Will You Be There , Michael Jackson","Will You Be There , Michael Jackson","Another Sad Love Song , Toni Braxton","Another Sad Love Song , Toni Braxton","If , Janet Jackson","Whoomp! (There It Is) , Tag Team","Whoomp! (There It Is) , Tag Team","Whoomp! (There It Is) , Tag Team","Gangsta Lean , DRS","Shoop , Salt-N-Pepa","Shoop , Salt-N-Pepa","Please Forgive Me , Bryan Adams","Hero , Mariah Carey","Hero , Mariah Carey","Just Kickin' It , Xscape","Just Kickin' It , Xscape","All For Love , Bryan Adams/Rod Stewart/Sting","All For Love , Bryan Adams/Rod Stewart/Sting","Shoop , Salt-N-Pepa","Gangsta Lean , DRS"
7,"Good Enough , Bobby Brown","Good Enough , Bobby Brown","Good Enough , Bobby Brown","Good Enough , Bobby Brown","Deeper And Deeper , Madonna","Good Enough , Bobby Brown","7 , Prince And The New Power Generation","7 , Prince And The New Power Generation","7 , Prince And The New Power Generation","7 , Prince And The New Power Generation","7 , Prince And The New Power Generation","Saving Forever For You (From ""Beverly Hills, 90210"") , Shanice","Hip Hop Hooray , Naughty By Nature","Mr. Wendal , Arrested Development","Mr. Wendal , Arrested Development","Mr. Wendal , Arrested Development","A Whole New World (Aladdin's Theme) , Peabo Bryson & Regina Belle","A Whole New World (Aladdin's Theme) , Peabo Bryson & Regina Belle","Mr. Wendal , Arrested Development","Love Is (From ""Beverly Hills, 90210"") , Vanessa Williams/Brian McKnight","Two Princes , Spin Doctors","Two Princes , Spin Doctors","Two Princes , Spin Doctors","Two Princes , Spin Doctors","Two Princes , Spin Doctors","I'm So Into You , SWV","I'm So Into You , SWV","Weak , SWV","Weak , SWV","Nuthin' But A ""G"" Thang , Dr. Dre","Show Me Love , Robin S.","Show Me Love , Robin S.","Bad Boys (Theme From ""Cops"") , Inner Circle","Bad Boys (Theme From ""Cops"") , Inner Circle","Whoomp! (There It Is) , Tag Team","Whoomp! (There It Is) , Tag Team","Dre Day , Dr. Dre","Dre Day , Dr. Dre","Dre Day , Dr. Dre","I'll Never Get Over You (Getting Over Me) , Expose","I'll Never Get Over You (Getting Over Me) , Expose","Show Me Love , Robin S.","Show Me Love , Robin S.","That's The Way Love Goes , Janet Jackson","Runaway Train , Soul Asylum","Runaway Train , Soul Asylum","Runaway Train , Soul Asylum","Slam , Onyx","Will You Be There , Michael Jackson","Will You Be There , Michael Jackson","Lately , Jodeci","Will You Be There , Michael Jackson","Will You Be There , Michael Jackson","Runaway Train , Soul Asylum","Another Sad Love Song , Toni Braxton","Will You Be There , Michael Jackson","Will You Be There , Michael Jackson","All That She Wants , Ace Of Base","Hey Mr. D.J. , Zhane","Hey Mr. D.J. , Zhane","Right Here (Human Nature)/Downtown , SWV","The River Of Dreams , Billy Joel","Hey Mr. D.J. , Zhane","Hey Mr. D.J. , Zhane","Hero , Mariah Carey","Please Forgive Me , Bryan Adams","Please Forgive Me , Bryan Adams","Please Forgive Me , Bryan Adams","Breathe Again , Toni Braxton","Breathe Again , Toni Braxton","Breathe Again , Toni Braxton","Breathe Again , Toni Braxton","What's My Name? , Snoop Dogg"
8,"What About Your Friends , TLC","What About Your Friends , TLC","What About Your Friends , TLC","What About Your Friends , TLC","A Whole New World (Aladdin's Theme) , Peabo Bryson & Regina Belle","Rhythm Is A Dancer , Snap!","Deeper And Deeper , Madonna","Deeper And Deeper , Madonna","Rump Shaker , Wreckx-N-Effect","In The Still Of The Nite (From ""The Jacksons"") , Boyz II Men","In The Still Of The Nite (From ""The Jacksons"") , Boyz II Men","Hip Hop Hooray , Naughty By Nature","Don't Walk Away , Jade","Don't Walk Away , Jade","Don't Walk Away , Jade","I Have Nothing , Whitney Houston","Mr. Wendal , Arrested Development","Mr. Wendal , Arrested Development","Cat's In The Cradle , Ugly Kid Joe","Mr. Wendal , Arrested Development","I'm So Into You , SWV","I'm So Into You , SWV","Cat's In The Cradle , Ugly Kid Joe","Looking Through Patient Eyes , P.M. Dawn","Looking Through Patient Eyes , P.M. Dawn","Looking Through Patient Eyes , P.M. Dawn","Looking Through Patient Eyes , P.M. Dawn","I Have Nothing , Whitney Houston","I Have Nothing , Whitney Houston","I Have Nothing , Whitney Houston","Have I Told You Lately , Rod Stewart","Have I Told You Lately , Rod Stewart","Have I Told You Lately , Rod Stewart","Looking Through Patient Eyes , P.M. Dawn","Dre Day , Dr. Dre","Dre Day , Dr. Dre","Come Undone , Duran Duran","I'll Never Get Over You (Getting Over Me) , Expose","I'll Never Get Over You (Getting Over Me) , Expose","I'm Gonna Be (500 Miles) , The Proclaimers","I'm Gonna Be (500 Miles) , The Proclaimers","Knockin' Da Boots , H-Town","Knockin' Da Boots , H-Town","Show Me Love , Robin S.","I Don't Wanna Fight (From ""What's Love Got To Do With It"") , Tina Turner","I Don't Wanna Fight (From ""What's Love Got To Do With It"") , Tina Turner","Dreamlover , Mariah Carey","If I Had No Loot , Tony Toni Tone","I'm Gonna Be (500 Miles) , The Proclaimers","I'm Gonna Be (500 Miles) , The Proclaimers","The River Of Dreams , Billy Joel","Lately , Jodeci","Lately , Jodeci","Lately , Jodeci","Runaway Train , Soul Asylum","I'd Do Anything For Love (But I Won't Do That) , Meat Loaf","I'd Do Anything For Love (But I Won't Do That) , Meat Loaf","Another Sad Love Song , Toni Braxton","If , Janet Jackson","If , Janet Jackson","Again , Janet Jackson","Whoomp! (There It Is) , Tag Team","Whoomp! (There It Is) , Tag Team","Whoomp! (There It Is) , Tag Team","Hey Mr. D.J. , Zhane","Whoomp! (There It Is) , Tag Team","Whoomp! (There It Is) , Tag Team","Breathe Again , Toni Braxton","Please Forgive Me , Bryan Adams","Please Forgive Me , Bryan Adams","Please Forgive Me , Bryan Adams","What's My Name? , Snoop Dogg","Said I Loved You...But I Lied , Michael Bolton"
9,"Real Love , Mary J. Blige","Real Love , Mary J. Blige","Deeper And Deeper , Madonna","Deeper And Deeper , Madonna","I'd Die Without You (From ""Boomerang"") , P.M. Dawn","7 , Prince And The New Power Generation","Mr. Wendal , Arrested Development","Mr. Wendal , Arrested Development","I'm Every Woman (From ""The Bodyguard"") , Whitney Houston","Hip Hop Hooray , Naughty By Nature","Hip Hop Hooray , Naughty By Nature","Informer , Snow","Bed Of Roses , Bon Jovi","Bed Of Roses , Bon Jovi","Bed Of Roses , Bon Jovi","Bed Of Roses , Bon Jovi","Bed Of Roses , Bon Jovi","Bed Of Roses , Bon Jovi","Bed Of Roses , Bon Jovi","Bed Of Roses , Bon Jovi","Comforter , Shai","Comforter , Shai","Ditty , Paperboy","Ditty , Paperboy","Ditty , Paperboy","Ditty , Paperboy","Don't Walk Away , Jade","Informer , Snow","Informer , Snow","Don't Walk Away , Jade","Bad Boys (Theme From ""Cops"") , Inner Circle","Bad Boys (Theme From ""Cops"") , Inner Circle","Come Undone , Duran Duran","I'm So Into You , SWV","Bad Boys (Theme From ""Cops"") , Inner Circle","Bad Boys (Theme From ""Cops"") , Inner Circle","I'll Never Get Over You (Getting Over Me) , Expose","Come Undone , Duran Duran","Come Undone , Duran Duran","Dre Day , Dr. Dre","Have I Told You Lately , Rod Stewart","I'll Never Get Over You (Getting Over Me) , Expose","I'll Never Get Over You (Getting Over Me) , Expose","I Don't Wanna Fight (From ""What's Love Got To Do With It"") , Tina Turner","If , Janet Jackson","If , Janet Jackson","If , Janet Jackson","Weak , SWV","If I Had No Loot , Tony Toni Tone","If I Had No Loot , Tony Toni Tone","If I Had No Loot , Tony Toni Tone","Baby I'm Yours , Shai","Baby I'm Yours , Shai","Baby I'm Yours , Shai","Baby I'm Yours , Shai","Runaway Train , Soul Asylum","Runaway Train , Soul Asylum","Hey Mr. D.J. , Zhane","Anniversary , Tony Toni Tone","Anniversary , Tony Toni Tone","Anniversary , Tony Toni Tone","Anniversary , Tony Toni Tone","Anniversary , Tony Toni Tone","Anniversary , Tony Toni Tone","Dreamlover , Mariah Carey","Hey Mr. D.J. , Zhane","Hey Mr. D.J. , Zhane","Can We Talk , Tevin Campbell","All For Love , Bryan Adams/Rod Stewart/Sting","Said I Loved You...But I Lied , Michael Bolton","Said I Loved You...But I Lied , Michael Bolton","Said I Loved You...But I Lied , Michael Bolton","Shoop , Salt-N-Pepa"
