,1987-01-01,1987-01-06,1987-01-11,1987-01-16,1987-01-21,1987-01-26,1987-01-31,1987-02-05,1987-02-10,1987-02-15,1987-02-20,1987-02-25,1987-03-02,1987-03-07,1987-03-12,1987-03-17,1987-03-22,1987-03-27,1987-04-01,1987-04-06,1987-04-11,1987-04-16,1987-04-21,1987-04-26,1987-05-01,1987-05-06,1987-05-11,1987-05-16,1987-05-21,1987-05-26,1987-05-31,1987-06-05,1987-06-10,1987-06-15,1987-06-20,1987-06-25,1987-06-30,1987-07-05,1987-07-10,1987-07-15,1987-07-20,1987-07-25,1987-07-30,1987-08-04,1987-08-09,1987-08-14,1987-08-19,1987-08-24,1987-08-29,1987-09-03,1987-09-08,1987-09-13,1987-09-18,1987-09-23,1987-09-28,1987-10-03,1987-10-08,1987-10-13,1987-10-18,1987-10-23,1987-10-28,1987-11-02,1987-11-07,1987-11-12,1987-11-17,1987-11-22,1987-11-27,1987-12-02,1987-12-07,1987-12-12,1987-12-17,1987-12-22,1987-12-27
0,"Walk Like An Egyptian , The Bangles","Walk Like An Egyptian , The Bangles","Shake You Down , Gregory Abbott","Shake You Down , Gregory Abbott","At This Moment , Billy Vera & The Beaters","At This Moment , Billy Vera & The Beaters","At This Moment , Billy Vera & The Beaters","Open Your Heart , Madonna","Livin' On A Prayer , Bon Jovi","Livin' On A Prayer , Bon Jovi","Livin' On A Prayer , Bon Jovi","Livin' On A Prayer , Bon Jovi","Livin' On A Prayer , Bon Jovi","Livin' On A Prayer , Bon Jovi","Jacob's Ladder , Huey Lewis & The News","Lean On Me , Club Nouveau","Lean On Me , Club Nouveau","Lean On Me , Club Nouveau","Nothing's Gonna Stop Us Now , Starship","Nothing's Gonna Stop Us Now , Starship","Nothing's Gonna Stop Us Now , Starship","I Knew You Were Waiting (For Me) , Aretha Franklin & George Michael","I Knew You Were Waiting (For Me) , Aretha Franklin & George Michael","(I Just) Died In Your Arms , Cutting Crew","(I Just) Died In Your Arms , Cutting Crew","(I Just) Died In Your Arms , Cutting Crew","With or Without You , U2","With or Without You , U2","With or Without You , U2","With or Without You , U2","You Keep Me Hangin' On , Kim Wilde","You Keep Me Hangin' On , Kim Wilde","Always , Atlantic Starr","Head To Toe , Lisa Lisa And Cult Jam","Head To Toe , Lisa Lisa And Cult Jam","I Wanna Dance With Somebody (Who Loves Me) , Whitney Houston","I Wanna Dance With Somebody (Who Loves Me) , Whitney Houston","Alone , Heart","Alone , Heart","Alone , Heart","Alone , Heart","Alone , Heart","Shakedown (From ""Beverly Hills Cop II"") , Bob Seger","I Still Haven't Found What I'm Looking For , U2","I Still Haven't Found What I'm Looking For , U2","I Still Haven't Found What I'm Looking For , U2","Who's That Girl , Madonna","La Bamba , Los Lobos","La Bamba , Los Lobos","La Bamba , Los Lobos","La Bamba , Los Lobos","I Just Can't Stop Loving You , Michael Jackson With Siedah Garrett","I Just Can't Stop Loving You , Michael Jackson With Siedah Garrett","Didn't We Almost Have It All , Whitney Houston","Didn't We Almost Have It All , Whitney Houston","Didn't We Almost Have It All , Whitney Houston","Here I Go Again , Whitesnake","Lost In Emotion , Lisa Lisa And Cult Jam","Bad , Michael Jackson","Bad , Michael Jackson","Bad , Michael Jackson","I Think We're Alone Now , Tiffany","I Think We're Alone Now , Tiffany","I Think We're Alone Now , Tiffany","Mony Mony , Billy Idol","(I've Had) The Time Of My Life , Bill Medley & Jennifer Warnes","(I've Had) The Time Of My Life , Bill Medley & Jennifer Warnes","Heaven Is A Place On Earth , Belinda Carlisle","Faith , George Michael","Faith , George Michael","Faith , George Michael","Faith , George Michael","Faith , George Michael"
1,"Everybody Have Fun Tonight , Wang Chung","Notorious , Duran Duran","C'est La Vie , Robbie Nevil","C'est La Vie , Robbie Nevil","C'est La Vie , Robbie Nevil","Open Your Heart , Madonna","Open Your Heart , Madonna","At This Moment , Billy Vera & The Beaters","Open Your Heart , Madonna","Keep Your Hands To Yourself , The Georgia Satellites","Keep Your Hands To Yourself , The Georgia Satellites","Jacob's Ladder , Huey Lewis & The News","Jacob's Ladder , Huey Lewis & The News","Jacob's Ladder , Huey Lewis & The News","Somewhere Out There (From ""An American Tail"") , Linda Ronstadt & James Ingram","Let's Wait Awhile , Janet Jackson","Nothing's Gonna Stop Us Now , Starship","Nothing's Gonna Stop Us Now , Starship","Lean On Me , Club Nouveau","Lean On Me , Club Nouveau","Lean On Me , Club Nouveau","Nothing's Gonna Stop Us Now , Starship","Don't Dream It's Over , Crowded House","Looking For A New Love , Jody Watley","Looking For A New Love , Jody Watley","Looking For A New Love , Jody Watley","Looking For A New Love , Jody Watley","Looking For A New Love , Jody Watley","Looking For A New Love , Jody Watley","You Keep Me Hangin' On , Kim Wilde","Always , Atlantic Starr","Always , Atlantic Starr","You Keep Me Hangin' On , Kim Wilde","Always , Atlantic Starr","Always , Atlantic Starr","Head To Toe , Lisa Lisa And Cult Jam","Alone , Heart","I Wanna Dance With Somebody (Who Loves Me) , Whitney Houston","I Wanna Dance With Somebody (Who Loves Me) , Whitney Houston","Shakedown (From ""Beverly Hills Cop II"") , Bob Seger","Shakedown (From ""Beverly Hills Cop II"") , Bob Seger","Shakedown (From ""Beverly Hills Cop II"") , Bob Seger","I Still Haven't Found What I'm Looking For , U2","I Want Your Sex (From ""Beverly Hills Cop II"") , George Michael","Who's That Girl , Madonna","Who's That Girl , Madonna","La Bamba , Los Lobos","Who's That Girl , Madonna","Who's That Girl , Madonna","I Just Can't Stop Loving You , Michael Jackson With Siedah Garrett","I Just Can't Stop Loving You , Michael Jackson With Siedah Garrett","Didn't We Almost Have It All , Whitney Houston","Didn't We Almost Have It All , Whitney Houston","Here I Go Again , Whitesnake","Here I Go Again , Whitesnake","Here I Go Again , Whitesnake","Lost In Emotion , Lisa Lisa And Cult Jam","U Got The Look , Prince","Causing A Commotion , Madonna","Causing A Commotion , Madonna","Causing A Commotion , Madonna","Causing A Commotion , Madonna","Causing A Commotion , Madonna","Mony Mony , Billy Idol","(I've Had) The Time Of My Life , Bill Medley & Jennifer Warnes","Heaven Is A Place On Earth , Belinda Carlisle","Heaven Is A Place On Earth , Belinda Carlisle","(I've Had) The Time Of My Life , Bill Medley & Jennifer Warnes","Heaven Is A Place On Earth , Belinda Carlisle","Heaven Is A Place On Earth , Belinda Carlisle","Is This Love , Whitesnake","So Emotional , Whitney Houston","So Emotional , Whitney Houston"
2,"Notorious , Duran Duran","Shake You Down , Gregory Abbott","Notorious , Duran Duran","Notorious , Duran Duran","Shake You Down , Gregory Abbott","C'est La Vie , Robbie Nevil","C'est La Vie , Robbie Nevil","Livin' On A Prayer , Bon Jovi","Change Of Heart , Cyndi Lauper","Will You Still Love Me? , Chicago","Will You Still Love Me? , Chicago","Keep Your Hands To Yourself , The Georgia Satellites","You Got It All , The Jets","You Got It All , The Jets","Let's Wait Awhile , Janet Jackson","Nothing's Gonna Stop Us Now , Starship","Let's Wait Awhile , Janet Jackson","Let's Wait Awhile , Janet Jackson","Tonight, Tonight, Tonight , Genesis","I Knew You Were Waiting (For Me) , Aretha Franklin & George Michael","I Knew You Were Waiting (For Me) , Aretha Franklin & George Michael","Don't Dream It's Over , Crowded House","Sign 'O' The Times , Prince","Don't Dream It's Over , Crowded House","Don't Dream It's Over , Crowded House","With or Without You , U2","(I Just) Died In Your Arms , Cutting Crew","(I Just) Died In Your Arms , Cutting Crew","The Lady In Red , Chris de Burgh","The Lady In Red , Chris de Burgh","Head To Toe , Lisa Lisa And Cult Jam","Head To Toe , Lisa Lisa And Cult Jam","Head To Toe , Lisa Lisa And Cult Jam","I Wanna Dance With Somebody (Who Loves Me) , Whitney Houston","I Wanna Dance With Somebody (Who Loves Me) , Whitney Houston","In Too Deep , Genesis","Shakedown (From ""Beverly Hills Cop II"") , Bob Seger","Shakedown (From ""Beverly Hills Cop II"") , Bob Seger","Shakedown (From ""Beverly Hills Cop II"") , Bob Seger","I Wanna Dance With Somebody (Who Loves Me) , Whitney Houston","I Still Haven't Found What I'm Looking For , U2","I Still Haven't Found What I'm Looking For , U2","Alone , Heart","Shakedown (From ""Beverly Hills Cop II"") , Bob Seger","I Want Your Sex (From ""Beverly Hills Cop II"") , George Michael","I Want Your Sex (From ""Beverly Hills Cop II"") , George Michael","Luka , Suzanne Vega","Don't Mean Nothing , Richard Marx","Don't Mean Nothing , Richard Marx","Who's That Girl , Madonna","Didn't We Almost Have It All , Whitney Houston","La Bamba , Los Lobos","La Bamba , Los Lobos","I Just Can't Stop Loving You , Michael Jackson With Siedah Garrett","Lost In Emotion , Lisa Lisa And Cult Jam","Lost In Emotion , Lisa Lisa And Cult Jam","Carrie , Europe","Carrie , Europe","U Got The Look , Prince","U Got The Look , Prince","I Think We're Alone Now , Tiffany","Mony Mony , Billy Idol","Mony Mony , Billy Idol","(I've Had) The Time Of My Life , Bill Medley & Jennifer Warnes","Heaven Is A Place On Earth , Belinda Carlisle","Mony Mony , Billy Idol","Mony Mony , Billy Idol","Faith , George Michael","Should've Known Better , Richard Marx","Should've Known Better , Richard Marx","So Emotional , Whitney Houston","Is This Love , Whitesnake","Is This Love , Whitesnake"
3,"Shake You Down , Gregory Abbott","Everybody Have Fun Tonight , Wang Chung","Walk Like An Egyptian , The Bangles","Walk Like An Egyptian , The Bangles","Open Your Heart , Madonna","Land Of Confusion , Genesis","Land Of Confusion , Genesis","Change Of Heart , Cyndi Lauper","Touch Me (I Want Your Body) , Samantha Fox","Jacob's Ladder , Huey Lewis & The News","Jacob's Ladder , Huey Lewis & The News","Will You Still Love Me? , Chicago","Somewhere Out There (From ""An American Tail"") , Linda Ronstadt & James Ingram","Somewhere Out There (From ""An American Tail"") , Linda Ronstadt & James Ingram","Livin' On A Prayer , Bon Jovi","Mandolin Rain , Bruce Hornsby & The Range","Tonight, Tonight, Tonight , Genesis","Tonight, Tonight, Tonight , Genesis","Let's Wait Awhile , Janet Jackson","Tonight, Tonight, Tonight , Genesis","Tonight, Tonight, Tonight , Genesis","Sign 'O' The Times , Prince","Looking For A New Love , Jody Watley","La Isla Bonita , Madonna","La Isla Bonita , Madonna","La Isla Bonita , Madonna","La Isla Bonita , Madonna","La Isla Bonita , Madonna","You Keep Me Hangin' On , Kim Wilde","Always , Atlantic Starr","The Lady In Red , Chris de Burgh","The Lady In Red , Chris de Burgh","In Too Deep , Genesis","In Too Deep , Genesis","In Too Deep , Genesis","Alone , Heart","Head To Toe , Lisa Lisa And Cult Jam","Songbird , Kenny G","Songbird , Kenny G","Don't Disturb This Groove , The System","I Wanna Dance With Somebody (Who Loves Me) , Whitney Houston","I Wanna Dance With Somebody (Who Loves Me) , Whitney Houston","I Want Your Sex (From ""Beverly Hills Cop II"") , George Michael","Heart And Soul , T'Pau","Luka , Suzanne Vega","Luka , Suzanne Vega","Don't Mean Nothing , Richard Marx","Luka , Suzanne Vega","Luka , Suzanne Vega","Only In My Dreams , Debbie Gibson","Here I Go Again , Whitesnake","Here I Go Again , Whitesnake","Here I Go Again , Whitesnake","I Heard A Rumour (From ""Disorderlies"") , Bananarama","I Heard A Rumour (From ""Disorderlies"") , Bananarama","I Heard A Rumour (From ""Disorderlies"") , Bananarama","I Heard A Rumour (From ""Disorderlies"") , Bananarama","Bad , Michael Jackson","Lost In Emotion , Lisa Lisa And Cult Jam","Lost In Emotion , Lisa Lisa And Cult Jam","Mony Mony , Billy Idol","Little Lies , Fleetwood Mac","Little Lies , Fleetwood Mac","Little Lies , Fleetwood Mac","I Think We're Alone Now , Tiffany","Should've Known Better , Richard Marx","Should've Known Better , Richard Marx","Should've Known Better , Richard Marx","(I've Had) The Time Of My Life , Bill Medley & Jennifer Warnes","(I've Had) The Time Of My Life , Bill Medley & Jennifer Warnes","Shake Your Love , Debbie Gibson","Got My Mind Set On You , George Harrison","Got My Mind Set On You , George Harrison"
4,"The Way It Is , Bruce Hornsby & The Range","C'est La Vie , Robbie Nevil","At This Moment , Billy Vera & The Beaters","At This Moment , Billy Vera & The Beaters","Control , Janet Jackson","Change Of Heart , Cyndi Lauper","Change Of Heart , Cyndi Lauper","Touch Me (I Want Your Body) , Samantha Fox","Keep Your Hands To Yourself , The Georgia Satellites","Touch Me (I Want Your Body) , Samantha Fox","Touch Me (I Want Your Body) , Samantha Fox","You Got It All , The Jets","Respect Yourself , Bruce Willis","Respect Yourself , Bruce Willis","Lean On Me , Club Nouveau","Somewhere Out There (From ""An American Tail"") , Linda Ronstadt & James Ingram","Mandolin Rain , Bruce Hornsby & The Range","Mandolin Rain , Bruce Hornsby & The Range","Come Go With Me , Expose","Don't Dream It's Over , Crowded House","Don't Dream It's Over , Crowded House","Midnight Blue , Lou Gramm","(I Just) Died In Your Arms , Cutting Crew","Sign 'O' The Times , Prince","Sign 'O' The Times , Prince","Don't Dream It's Over , Crowded House","The Lady In Red , Chris de Burgh","The Lady In Red , Chris de Burgh","(I Just) Died In Your Arms , Cutting Crew","Big Love , Fleetwood Mac","With or Without You , U2","With or Without You , U2","I Wanna Dance With Somebody (Who Loves Me) , Whitney Houston","Diamonds , Herb Alpert","Diamonds , Herb Alpert","Always , Atlantic Starr","Songbird , Kenny G","Don't Disturb This Groove , The System","Don't Disturb This Groove , The System","Point Of No Return , Expose","I Want Your Sex (From ""Beverly Hills Cop II"") , George Michael","I Want Your Sex (From ""Beverly Hills Cop II"") , George Michael","Rhythm Is Gonna Get You , Gloria Estefan & Miami Sound Machine","Luka , Suzanne Vega","La Bamba , Los Lobos","La Bamba , Los Lobos","I Want Your Sex (From ""Beverly Hills Cop II"") , George Michael","Only In My Dreams , Debbie Gibson","Only In My Dreams , Debbie Gibson","Didn't We Almost Have It All , Whitney Houston","Only In My Dreams , Debbie Gibson","When Smokey Sings , ABC","When Smokey Sings , ABC","Lost In Emotion , Lisa Lisa And Cult Jam","Carrie , Europe","Carrie , Europe","U Got The Look , Prince","Causing A Commotion , Madonna","I Think We're Alone Now , Tiffany","I Think We're Alone Now , Tiffany","Casanova , Levert","Bad , Michael Jackson","Bad , Michael Jackson","Heaven Is A Place On Earth , Belinda Carlisle","Brilliant Disguise , Bruce Springsteen","Faith , George Michael","Faith , George Michael","Is This Love , Whitesnake","Is This Love , Whitesnake","Is This Love , Whitesnake","Got My Mind Set On You , George Harrison","Shake Your Love , Debbie Gibson","Shake Your Love , Debbie Gibson"
5,"C'est La Vie , Robbie Nevil","Control , Janet Jackson","Control , Janet Jackson","Control , Janet Jackson","Land Of Confusion , Genesis","Control , Janet Jackson","Control , Janet Jackson","Land Of Confusion , Genesis","Will You Still Love Me? , Chicago","You Got It All , The Jets","You Got It All , The Jets","Somewhere Out There (From ""An American Tail"") , Linda Ronstadt & James Ingram","Keep Your Hands To Yourself , The Georgia Satellites","Keep Your Hands To Yourself , The Georgia Satellites","Mandolin Rain , Bruce Hornsby & The Range","Tonight, Tonight, Tonight , Genesis","Somewhere Out There (From ""An American Tail"") , Linda Ronstadt & James Ingram","Somewhere Out There (From ""An American Tail"") , Linda Ronstadt & James Ingram","I Knew You Were Waiting (For Me) , Aretha Franklin & George Michael","Come Go With Me , Expose","Come Go With Me , Expose","Looking For A New Love , Jody Watley","Nothing's Gonna Stop Us Now , Starship","With or Without You , U2","With or Without You , U2","Sign 'O' The Times , Prince","Heat Of The Night , Bryan Adams","Heat Of The Night , Bryan Adams","Heat Of The Night , Bryan Adams","Head To Toe , Lisa Lisa And Cult Jam","In Too Deep , Genesis","In Too Deep , Genesis","The Lady In Red , Chris de Burgh","Alone , Heart","Alone , Heart","Songbird , Kenny G","In Too Deep , Genesis","Point Of No Return , Expose","Point Of No Return , Expose","Funkytown , Pseudo Echo","Rhythm Is Gonna Get You , Gloria Estefan & Miami Sound Machine","Rhythm Is Gonna Get You , Gloria Estefan & Miami Sound Machine","Heart And Soul , T'Pau","Rhythm Is Gonna Get You , Gloria Estefan & Miami Sound Machine","Heart And Soul , T'Pau","Heart And Soul , T'Pau","I Still Haven't Found What I'm Looking For , U2","I Just Can't Stop Loving You , Michael Jackson With Siedah Garrett","I Just Can't Stop Loving You , Michael Jackson With Siedah Garrett","Don't Mean Nothing , Richard Marx","Can't We Try , Dan Hill (Duet With Vonda Shepard)","Doing It All For My Baby , Huey Lewis & The News","Doing It All For My Baby , Huey Lewis & The News","When Smokey Sings , ABC","U Got The Look , Prince","U Got The Look , Prince","Didn't We Almost Have It All , Whitney Houston","Here I Go Again , Whitesnake","Casanova , Levert","Casanova , Levert","Little Lies , Fleetwood Mac","(I've Had) The Time Of My Life , Bill Medley & Jennifer Warnes","(I've Had) The Time Of My Life , Bill Medley & Jennifer Warnes","Breakout , Swing Out Sister","Breakout , Swing Out Sister","Brilliant Disguise , Bruce Springsteen","Brilliant Disguise , Bruce Springsteen","Shake Your Love , Debbie Gibson","Shake Your Love , Debbie Gibson","Shake Your Love , Debbie Gibson","Don't You Want Me , Jody Watley","Don't You Want Me , Jody Watley","Don't You Want Me , Jody Watley"
6,"Control , Janet Jackson","The Way It Is , Bruce Hornsby & The Range","Open Your Heart , Madonna","Open Your Heart , Madonna","Someday , Glass Tiger","Someday , Glass Tiger","Someday , Glass Tiger","Keep Your Hands To Yourself , The Georgia Satellites","At This Moment , Billy Vera & The Beaters","Ballerina Girl , Lionel Richie","Ballerina Girl , Lionel Richie","Respect Yourself , Bruce Willis","(You Gotta) Fight For Your Right (To Party!) , Beastie Boys","(You Gotta) Fight For Your Right (To Party!) , Beastie Boys","Respect Yourself , Bruce Willis","Jacob's Ladder , Huey Lewis & The News","Come Go With Me , Expose","Come Go With Me , Expose","Don't Dream It's Over , Crowded House","Sign 'O' The Times , Prince","Sign 'O' The Times , Prince","Lean On Me , Club Nouveau","La Isla Bonita , Madonna","I Knew You Were Waiting (For Me) , Aretha Franklin & George Michael","I Knew You Were Waiting (For Me) , Aretha Franklin & George Michael","Heat Of The Night , Bryan Adams","Big Love , Fleetwood Mac","Big Love , Fleetwood Mac","Big Love , Fleetwood Mac","Right On Track , The Breakfast Club","Wanted Dead Or Alive , Bon Jovi","Wanted Dead Or Alive , Bon Jovi","Wanted Dead Or Alive , Bon Jovi","Wanted Dead Or Alive , Bon Jovi","Wanted Dead Or Alive , Bon Jovi","Shakedown (From ""Beverly Hills Cop II"") , Bob Seger","Don't Disturb This Groove , The System","Funkytown , Pseudo Echo","Funkytown , Pseudo Echo","I Still Haven't Found What I'm Looking For , U2","Something So Strong , Crowded House","Something So Strong , Crowded House","Cross My Broken Heart (From ""Beverly Hills Cop II"") , The Jets","Who's That Girl , Madonna","Don't Mean Nothing , Richard Marx","Don't Mean Nothing , Richard Marx","Only In My Dreams , Debbie Gibson","Rock Steady , The Whispers","Rock Steady , The Whispers","Can't We Try , Dan Hill (Duet With Vonda Shepard)","Doing It All For My Baby , Huey Lewis & The News","Can't We Try , Dan Hill (Duet With Vonda Shepard)","Can't We Try , Dan Hill (Duet With Vonda Shepard)","Carrie , Europe","Who Will You Run To , Heart","Who Will You Run To , Heart","Who Will You Run To , Heart","Who Will You Run To , Heart","Mony Mony , Billy Idol","Mony Mony , Billy Idol","Let Me Be The One , Expose","Breakout , Swing Out Sister","Breakout , Swing Out Sister","Brilliant Disguise , Bruce Springsteen","Should've Known Better , Richard Marx","I Think We're Alone Now , Tiffany","I Think We're Alone Now , Tiffany","We'll Be Together , Sting","So Emotional , Whitney Houston","So Emotional , Whitney Houston","Heaven Is A Place On Earth , Belinda Carlisle","The Way You Make Me Feel , Michael Jackson","The Way You Make Me Feel , Michael Jackson"
7,"War , Bruce Springsteen","War , Bruce Springsteen","Land Of Confusion , Genesis","Land Of Confusion , Genesis","Change Of Heart , Cyndi Lauper","Shake You Down , Gregory Abbott","Shake You Down , Gregory Abbott","Someday , Glass Tiger","Jacob's Ladder , Huey Lewis & The News","Open Your Heart , Madonna","Open Your Heart , Madonna","(You Gotta) Fight For Your Right (To Party!) , Beastie Boys","Big Time , Peter Gabriel","Big Time , Peter Gabriel","Big Time , Peter Gabriel","Respect Yourself , Bruce Willis","The Final Countdown , Europe","The Final Countdown , Europe","The Final Countdown , Europe","Midnight Blue , Lou Gramm","Midnight Blue , Lou Gramm","The Finer Things , Steve Winwood","The Finer Things , Steve Winwood","The Finer Things , Steve Winwood","The Finer Things , Steve Winwood","The Lady In Red , Chris de Burgh","You Keep Me Hangin' On , Kim Wilde","You Keep Me Hangin' On , Kim Wilde","Always , Atlantic Starr","Heat Of The Night , Bryan Adams","Big Love , Fleetwood Mac","Big Love , Fleetwood Mac","Diamonds , Herb Alpert","You Keep Me Hangin' On , Kim Wilde","You Keep Me Hangin' On , Kim Wilde","Diamonds , Herb Alpert","Just To See Her , Smokey Robinson","Something So Strong , Crowded House","Something So Strong , Crowded House","Something So Strong , Crowded House","Heart And Soul , T'Pau","Heart And Soul , T'Pau","Luka , Suzanne Vega","Cross My Broken Heart (From ""Beverly Hills Cop II"") , The Jets","Cross My Broken Heart (From ""Beverly Hills Cop II"") , The Jets","Cross My Broken Heart (From ""Beverly Hills Cop II"") , The Jets","Rock Steady , The Whispers","Didn't We Almost Have It All , Whitney Houston","Didn't We Almost Have It All , Whitney Houston","Here I Go Again , Whitesnake","When Smokey Sings , ABC","I Heard A Rumour (From ""Disorderlies"") , Bananarama","I Heard A Rumour (From ""Disorderlies"") , Bananarama","La Bamba , Los Lobos","When Smokey Sings , ABC","When Smokey Sings , ABC","Bad , Michael Jackson","Casanova , Levert","Let Me Be The One , Expose","Let Me Be The One , Expose","U Got The Look , Prince","Brilliant Disguise , Bruce Springsteen","Brilliant Disguise , Bruce Springsteen","Causing A Commotion , Madonna","Little Lies , Fleetwood Mac","We'll Be Together , Sting","We'll Be Together , Sting","So Emotional , Whitney Houston","We'll Be Together , Sting","We'll Be Together , Sting","Catch Me (I'm Falling) (From The Film ""Hiding Out"") , Pretty Poison","Catch Me (I'm Falling) (From The Film ""Hiding Out"") , Pretty Poison","Catch Me (I'm Falling) (From The Film ""Hiding Out"") , Pretty Poison"
8,"Stand By Me , Ben E. King","At This Moment , Billy Vera & The Beaters","Is This Love , Survivor","Is This Love , Survivor","Is This Love , Survivor","Livin' On A Prayer , Bon Jovi","Livin' On A Prayer , Bon Jovi","Will You Still Love Me? , Chicago","We're Ready , Boston","Love You Down , Ready For The World","Love You Down , Ready For The World","Big Time , Peter Gabriel","Mandolin Rain , Bruce Hornsby & The Range","Mandolin Rain , Bruce Hornsby & The Range","You Got It All , The Jets","Come Go With Me , Expose","Don't Dream It's Over , Crowded House","Don't Dream It's Over , Crowded House","Mandolin Rain , Bruce Hornsby & The Range","Let's Go! , Wang Chung","Let's Go! , Wang Chung","Come Go With Me , Expose","Midnight Blue , Lou Gramm","Nothing's Gonna Stop Us Now , Starship","Nothing's Gonna Stop Us Now , Starship","Big Love , Fleetwood Mac","Talk Dirty To Me , Poison","Talk Dirty To Me , Poison","La Isla Bonita , Madonna","I Know What I Like , Huey Lewis & The News","Diamonds , Herb Alpert","Diamonds , Herb Alpert","With or Without You , U2","Songbird , Kenny G","Songbird , Kenny G","Just To See Her , Smokey Robinson","Point Of No Return , Expose","Head To Toe , Lisa Lisa And Cult Jam","Head To Toe , Lisa Lisa And Cult Jam","I Want Your Sex (From ""Beverly Hills Cop II"") , George Michael","Don't Disturb This Groove , The System","Don't Disturb This Groove , The System","I Wanna Dance With Somebody (Who Loves Me) , Whitney Houston","Alone , Heart","Only In My Dreams , Debbie Gibson","Only In My Dreams , Debbie Gibson","Heart And Soul , T'Pau","It's Not Over ('til It's Over) , Starship","It's Not Over ('til It's Over) , Starship","Rock Steady , The Whispers","Who's That Girl , Madonna","Lost In Emotion , Lisa Lisa And Cult Jam","Lost In Emotion , Lisa Lisa And Cult Jam","Touch Of Grey , Grateful Dead","Paper In Fire , John Mellencamp","Paper In Fire , John Mellencamp","Paper In Fire , John Mellencamp","Paper In Fire , John Mellencamp","Little Lies , Fleetwood Mac","Little Lies , Fleetwood Mac","Breakout , Swing Out Sister","Let Me Be The One , Expose","Let Me Be The One , Expose","It's A Sin , Pet Shop Boys","I've Been In Love Before , Cutting Crew","I've Been In Love Before , Cutting Crew","I've Been In Love Before , Cutting Crew","The One I Love , R.E.M.","Don't You Want Me , Jody Watley","Don't You Want Me , Jody Watley","Valerie , Steve Winwood","Cherry Bomb , John Mellencamp","Cherry Bomb , John Mellencamp"
9,"Don't Get Me Wrong , Pretenders","Is This Love , Survivor","Everybody Have Fun Tonight , Wang Chung","Everybody Have Fun Tonight , Wang Chung","Victory , Kool & The Gang","Touch Me (I Want Your Body) , Samantha Fox","Touch Me (I Want Your Body) , Samantha Fox","We're Ready , Boston","Ballerina Girl , Lionel Richie","Change Of Heart , Cyndi Lauper","Change Of Heart , Cyndi Lauper","Ballerina Girl , Lionel Richie","Let's Wait Awhile , Janet Jackson","Let's Wait Awhile , Janet Jackson","Nothing's Gonna Stop Us Now , Starship","Big Time , Peter Gabriel","I Knew You Were Waiting (For Me) , Aretha Franklin & George Michael","I Knew You Were Waiting (For Me) , Aretha Franklin & George Michael","Let's Go! , Wang Chung","The Finer Things , Steve Winwood","The Finer Things , Steve Winwood","(I Just) Died In Your Arms , Cutting Crew","With or Without You , U2","Stone Love , Kool & The Gang","Stone Love , Kool & The Gang","I Knew You Were Waiting (For Me) , Aretha Franklin & George Michael","Always , Atlantic Starr","Always , Atlantic Starr","Talk Dirty To Me , Poison","Wanted Dead Or Alive , Bon Jovi","I Wanna Dance With Somebody (Who Loves Me) , Whitney Houston","I Wanna Dance With Somebody (Who Loves Me) , Whitney Houston","Just To See Her , Smokey Robinson","Just To See Her , Smokey Robinson","Just To See Her , Smokey Robinson","Wanted Dead Or Alive , Bon Jovi","Funkytown , Pseudo Echo","I Still Haven't Found What I'm Looking For , U2","I Still Haven't Found What I'm Looking For , U2","Rhythm Is Gonna Get You , Gloria Estefan & Miami Sound Machine","Point Of No Return , Expose","Point Of No Return , Expose","Wot's It To Ya , Robbie Nevil","Wot's It To Ya , Robbie Nevil","Rhythm Is Gonna Get You , Gloria Estefan & Miami Sound Machine","Rhythm Is Gonna Get You , Gloria Estefan & Miami Sound Machine","I Just Can't Stop Loving You , Michael Jackson With Siedah Garrett","Can't We Try , Dan Hill (Duet With Vonda Shepard)","Can't We Try , Dan Hill (Duet With Vonda Shepard)","Doing It All For My Baby , Huey Lewis & The News","I Heard A Rumour (From ""Disorderlies"") , Bananarama","Touch Of Grey , Grateful Dead","Touch Of Grey , Grateful Dead","U Got The Look , Prince","One Heartbeat , Smokey Robinson","One Heartbeat , Smokey Robinson","Casanova , Levert","I Heard A Rumour (From ""Disorderlies"") , Bananarama","Carrie , Europe","Carrie , Europe","Brilliant Disguise , Bruce Springsteen","It's A Sin , Pet Shop Boys","It's A Sin , Pet Shop Boys","Should've Known Better , Richard Marx","Faith , George Michael","Shake Your Love , Debbie Gibson","Shake Your Love , Debbie Gibson","Don't You Want Me , Jody Watley","Got My Mind Set On You , George Harrison","Got My Mind Set On You , George Harrison","We'll Be Together , Sting","Need You Tonight , INXS","Need You Tonight , INXS"
