,1998-01-01,1998-01-06,1998-01-11,1998-01-16,1998-01-21,1998-01-26,1998-01-31,1998-02-05,1998-02-10,1998-02-15,1998-02-20,1998-02-25,1998-03-02,1998-03-07,1998-03-12,1998-03-17,1998-03-22,1998-03-27,1998-04-01,1998-04-06,1998-04-11,1998-04-16,1998-04-21,1998-04-26,1998-05-01,1998-05-06,1998-05-11,1998-05-16,1998-05-21,1998-05-26,1998-05-31,1998-06-05,1998-06-10,1998-06-15,1998-06-20,1998-06-25,1998-06-30,1998-07-05,1998-07-10,1998-07-15,1998-07-20,1998-07-25,1998-07-30,1998-08-04,1998-08-09,1998-08-14,1998-08-19,1998-08-24,1998-08-29,1998-09-03,1998-09-08,1998-09-13,1998-09-18,1998-09-23,1998-09-28,1998-10-03,1998-10-08,1998-10-13,1998-10-18,1998-10-23,1998-10-28,1998-11-02,1998-11-07,1998-11-12,1998-11-17,1998-11-22,1998-11-27,1998-12-02,1998-12-07,1998-12-12,1998-12-17,1998-12-22,1998-12-27
0,"Candle In The Wind 1997/Something About The Way You Look Tonight , Elton John","Candle In The Wind 1997/Something About The Way You Look Tonight , Elton John","Truly Madly Deeply , Savage Garden","Truly Madly Deeply , Savage Garden","Truly Madly Deeply , Savage Garden","Together Again , Janet","Together Again , Janet","Together Again , Janet","Nice & Slow , Usher","Nice & Slow , Usher","Nice & Slow , Usher","My Heart Will Go On , Celine Dion","My Heart Will Go On , Celine Dion","My Heart Will Go On , Celine Dion","Gettin' Jiggy Wit It , Will Smith","Gettin' Jiggy Wit It , Will Smith","Gettin' Jiggy Wit It , Will Smith","Gettin' Jiggy Wit It , Will Smith","All My Life , K-Ci & JoJo","All My Life , K-Ci & JoJo","All My Life , K-Ci & JoJo","All My Life , K-Ci & JoJo","Too Close , Next","Too Close , Next","Too Close , Next","Too Close , Next","Too Close , Next","Too Close , Next","My All , Mariah Carey","Too Close , Next","The Boy Is Mine , Brandy & Monica","The Boy Is Mine , Brandy & Monica","The Boy Is Mine , Brandy & Monica","The Boy Is Mine , Brandy & Monica","The Boy Is Mine , Brandy & Monica","The Boy Is Mine , Brandy & Monica","The Boy Is Mine , Brandy & Monica","The Boy Is Mine , Brandy & Monica","The Boy Is Mine , Brandy & Monica","The Boy Is Mine , Brandy & Monica","The Boy Is Mine , Brandy & Monica","The Boy Is Mine , Brandy & Monica","The Boy Is Mine , Brandy & Monica","The Boy Is Mine , Brandy & Monica","The Boy Is Mine , Brandy & Monica","The Boy Is Mine , Brandy & Monica","The Boy Is Mine , Brandy & Monica","The Boy Is Mine , Brandy & Monica","The Boy Is Mine , Brandy & Monica","I Don't Want To Miss A Thing , Aerosmith","I Don't Want To Miss A Thing , Aerosmith","I Don't Want To Miss A Thing , Aerosmith","I Don't Want To Miss A Thing , Aerosmith","I Don't Want To Miss A Thing , Aerosmith","The First Night , Monica","The First Night , Monica","The First Night , Monica","One Week , Barenaked Ladies","The First Night , Monica","The First Night , Monica","The First Night , Monica","The First Night , Monica","The First Night , Monica","Doo Wop (That Thing) , Lauryn Hill","Doo Wop (That Thing) , Lauryn Hill","Lately , Divine","Lately , Divine","I'm Your Angel , R. Kelly & Celine Dion","I'm Your Angel , R. Kelly & Celine Dion","I'm Your Angel , R. Kelly & Celine Dion","I'm Your Angel , R. Kelly & Celine Dion","I'm Your Angel , R. Kelly & Celine Dion","I'm Your Angel , R. Kelly & Celine Dion"
1,"Been Around The World , Puff Daddy & The Family (Feat. The Notorious B.I.G. & Mase)","Been Around The World , Puff Daddy & The Family (Feat. The Notorious B.I.G. & Mase)","Together Again , Janet","Together Again , Janet","How Do I Live , LeAnn Rimes","Truly Madly Deeply , Savage Garden","Truly Madly Deeply , Savage Garden","Nice & Slow , Usher","Together Again , Janet","Together Again , Janet","Together Again , Janet","Nice & Slow , Usher","Gettin' Jiggy Wit It , Will Smith","Gettin' Jiggy Wit It , Will Smith","My Heart Will Go On , Celine Dion","Nice & Slow , Usher","Nice & Slow , Usher","Nice & Slow , Usher","Frozen , Madonna","Let's Ride , Montell Jordan Feat. Master P & Silkk The Shocker","Let's Ride , Montell Jordan Feat. Master P & Silkk The Shocker","Let's Ride , Montell Jordan Feat. Master P & Silkk The Shocker","All My Life , K-Ci & JoJo","You're Still The One , Shania Twain","You're Still The One , Shania Twain","My All , Mariah Carey","My All , Mariah Carey","My All , Mariah Carey","Too Close , Next","My All , Mariah Carey","Too Close , Next","Too Close , Next","Too Close , Next","You're Still The One , Shania Twain","You're Still The One , Shania Twain","You're Still The One , Shania Twain","You're Still The One , Shania Twain","You're Still The One , Shania Twain","You're Still The One , Shania Twain","You're Still The One , Shania Twain","You're Still The One , Shania Twain","You're Still The One , Shania Twain","You're Still The One , Shania Twain","You're Still The One , Shania Twain","My Way , Usher","My Way , Usher","My Way , Usher","My Way , Usher","My Way , Usher","The First Night , Monica","The First Night , Monica","The First Night , Monica","The First Night , Monica","The First Night , Monica","I Don't Want To Miss A Thing , Aerosmith","I Don't Want To Miss A Thing , Aerosmith","One Week , Barenaked Ladies","The First Night , Monica","One Week , Barenaked Ladies","One Week , Barenaked Ladies","One Week , Barenaked Ladies","One Week , Barenaked Ladies","One Week , Barenaked Ladies","Lately , Divine","Lately , Divine","Doo Wop (That Thing) , Lauryn Hill","Doo Wop (That Thing) , Lauryn Hill","Nobody's Supposed To Be Here , Deborah Cox","Nobody's Supposed To Be Here , Deborah Cox","Nobody's Supposed To Be Here , Deborah Cox","Nobody's Supposed To Be Here , Deborah Cox","Nobody's Supposed To Be Here , Deborah Cox","Nobody's Supposed To Be Here , Deborah Cox"
2,"How Do I Live , LeAnn Rimes","Together Again , Janet","Candle In The Wind 1997/Something About The Way You Look Tonight , Elton John","Candle In The Wind 1997/Something About The Way You Look Tonight , Elton John","Together Again , Janet","Nice & Slow , Usher","Nice & Slow , Usher","How Do I Live , LeAnn Rimes","How Do I Live , LeAnn Rimes","Truly Madly Deeply , Savage Garden","Truly Madly Deeply , Savage Garden","Gettin' Jiggy Wit It , Will Smith","Nice & Slow , Usher","Nice & Slow , Usher","Nice & Slow , Usher","My Heart Will Go On , Celine Dion","No, No, No , Destiny's Child","No, No, No , Destiny's Child","Nice & Slow , Usher","Frozen , Madonna","Frozen , Madonna","Too Close , Next","Let's Ride , Montell Jordan Feat. Master P & Silkk The Shocker","Let's Ride , Montell Jordan Feat. Master P & Silkk The Shocker","Let's Ride , Montell Jordan Feat. Master P & Silkk The Shocker","You're Still The One , Shania Twain","You're Still The One , Shania Twain","You're Still The One , Shania Twain","I Get Lonely , Janet Featuring BLACKstreet","You're Still The One , Shania Twain","You're Still The One , Shania Twain","You're Still The One , Shania Twain","You're Still The One , Shania Twain","Too Close , Next","Too Close , Next","Too Close , Next","Too Close , Next","Too Close , Next","Too Close , Next","My Way , Usher","My Way , Usher","My Way , Usher","My Way , Usher","My Way , Usher","You're Still The One , Shania Twain","You're Still The One , Shania Twain","Adia , Sarah McLachlan","The First Night , Monica","The First Night , Monica","Crush , Jennifer Paige","Crush , Jennifer Paige","Crush , Jennifer Paige","Crush , Jennifer Paige","Crush , Jennifer Paige","One Week , Barenaked Ladies","One Week , Barenaked Ladies","I Don't Want To Miss A Thing , Aerosmith","I Don't Want To Miss A Thing , Aerosmith","How Deep Is Your Love , Dru Hill Featuring Redman","How Deep Is Your Love , Dru Hill Featuring Redman","How Deep Is Your Love , Dru Hill Featuring Redman","How Deep Is Your Love , Dru Hill Featuring Redman","How Deep Is Your Love , Dru Hill Featuring Redman","The First Night , Monica","Because Of You , 98 Degrees","Nobody's Supposed To Be Here , Deborah Cox","Nobody's Supposed To Be Here , Deborah Cox","Lately , Divine","Lately , Divine","Lately , Divine","Lately , Divine","Lately , Divine","Lately , Divine"
3,"Together Again , Janet","My Body , LSG","How Do I Live , LeAnn Rimes","How Do I Live , LeAnn Rimes","Been Around The World , Puff Daddy & The Family (Feat. The Notorious B.I.G. & Mase)","How Do I Live , LeAnn Rimes","How Do I Live , LeAnn Rimes","Truly Madly Deeply , Savage Garden","Truly Madly Deeply , Savage Garden","How Do I Live , LeAnn Rimes","How Do I Live , LeAnn Rimes","Together Again , Janet","Together Again , Janet","Together Again , Janet","No, No, No , Destiny's Child","No, No, No , Destiny's Child","My Heart Will Go On , Celine Dion","My Heart Will Go On , Celine Dion","My Heart Will Go On , Celine Dion","Too Close , Next","Too Close , Next","Frozen , Madonna","Frozen , Madonna","All My Life , K-Ci & JoJo","All My Life , K-Ci & JoJo","Everybody [Backstreet's Back] , Backstreet Boys","Everybody [Backstreet's Back] , Backstreet Boys","Everybody [Backstreet's Back] , Backstreet Boys","You're Still The One , Shania Twain","I Get Lonely , Janet Featuring BLACKstreet","My All , Mariah Carey","My All , Mariah Carey","My All , Mariah Carey","My All , Mariah Carey","My All , Mariah Carey","My All , Mariah Carey","My All , Mariah Carey","My Way , Usher","My Way , Usher","Too Close , Next","Come With Me , Puff Daddy Featuring Jimmy Page","Come With Me , Puff Daddy Featuring Jimmy Page","Adia , Sarah McLachlan","Adia , Sarah McLachlan","Adia , Sarah McLachlan","Adia , Sarah McLachlan","Never Ever , All Saints","Crush , Jennifer Paige","Crush , Jennifer Paige","My Way , Usher","My Way , Usher","My Way , Usher","My Way , Usher","My Way , Usher","Crush , Jennifer Paige","Crush , Jennifer Paige","Crush , Jennifer Paige","How Deep Is Your Love , Dru Hill Featuring Redman","I Don't Want To Miss A Thing , Aerosmith","I Don't Want To Miss A Thing , Aerosmith","Crush , Jennifer Paige","Lately , Divine","Lately , Divine","One Week , Barenaked Ladies","The First Night , Monica","Because Of You , 98 Degrees","Because Of You , 98 Degrees","Doo Wop (That Thing) , Lauryn Hill","Doo Wop (That Thing) , Lauryn Hill","Doo Wop (That Thing) , Lauryn Hill","From This Moment On , Shania Twain","From This Moment On , Shania Twain","...Baby One More Time , Britney Spears"
4,"My Body , LSG","How Do I Live , LeAnn Rimes","Been Around The World , Puff Daddy & The Family (Feat. The Notorious B.I.G. & Mase)","Been Around The World , Puff Daddy & The Family (Feat. The Notorious B.I.G. & Mase)","Candle In The Wind 1997/Something About The Way You Look Tonight , Elton John","Been Around The World , Puff Daddy & The Family (Feat. The Notorious B.I.G. & Mase)","Been Around The World , Puff Daddy & The Family (Feat. The Notorious B.I.G. & Mase)","Been Around The World , Puff Daddy & The Family (Feat. The Notorious B.I.G. & Mase)","Been Around The World , Puff Daddy & The Family (Feat. The Notorious B.I.G. & Mase)","Been Around The World , Puff Daddy & The Family (Feat. The Notorious B.I.G. & Mase)","Been Around The World , Puff Daddy & The Family (Feat. The Notorious B.I.G. & Mase)","Truly Madly Deeply , Savage Garden","Truly Madly Deeply , Savage Garden","Truly Madly Deeply , Savage Garden","Truly Madly Deeply , Savage Garden","Truly Madly Deeply , Savage Garden","Frozen , Madonna","Frozen , Madonna","No, No, No , Destiny's Child","My Heart Will Go On , Celine Dion","My Heart Will Go On , Celine Dion","Truly Madly Deeply , Savage Garden","You're Still The One , Shania Twain","Frozen , Madonna","Frozen , Madonna","Truly Madly Deeply , Savage Garden","Body Bumpin' Yippie-Yi-Yo , Public Announcement","Body Bumpin' Yippie-Yi-Yo , Public Announcement","Everybody [Backstreet's Back] , Backstreet Boys","Everybody [Backstreet's Back] , Backstreet Boys","I Get Lonely , Janet Featuring BLACKstreet","I Get Lonely , Janet Featuring BLACKstreet","I Get Lonely , Janet Featuring BLACKstreet","I Get Lonely , Janet Featuring BLACKstreet","I Get Lonely , Janet Featuring BLACKstreet","Everybody [Backstreet's Back] , Backstreet Boys","My Way , Usher","Ray Of Light , Madonna","Ray Of Light , Madonna","Adia , Sarah McLachlan","Adia , Sarah McLachlan","Adia , Sarah McLachlan","Make It Hot , Nicole Featuring Missy ""Misdemeanor"" Elliott & Mocha","Make It Hot , Nicole Featuring Missy ""Misdemeanor"" Elliott & Mocha","Make It Hot , Nicole Featuring Missy ""Misdemeanor"" Elliott & Mocha","Make It Hot , Nicole Featuring Missy ""Misdemeanor"" Elliott & Mocha","The First Night , Monica","Never Ever , All Saints","Never Ever , All Saints","The Boy Is Mine , Brandy & Monica","The Boy Is Mine , Brandy & Monica","The Boy Is Mine , Brandy & Monica","The Boy Is Mine , Brandy & Monica","The Boy Is Mine , Brandy & Monica","I'll Be , Edwin McCain","I'll Be , Edwin McCain","I'll Be , Edwin McCain","Crush , Jennifer Paige","Crush , Jennifer Paige","Crush , Jennifer Paige","I Don't Want To Miss A Thing , Aerosmith","Because Of You , 98 Degrees","Because Of You , 98 Degrees","Because Of You , 98 Degrees","Nobody's Supposed To Be Here , Deborah Cox","The First Night , Monica","The First Night , Monica","From This Moment On , Shania Twain","From This Moment On , Shania Twain","From This Moment On , Shania Twain","Doo Wop (That Thing) , Lauryn Hill","...Baby One More Time , Britney Spears","Because Of You , 98 Degrees"
5,"You Make Me Wanna... , Usher","Truly Madly Deeply , Savage Garden","My Body , LSG","My Body , LSG","My Body , LSG","Tubthumping , Chumbawamba","Tubthumping , Chumbawamba","I Don't Ever Want To See You Again , Uncle Sam","I Don't Ever Want To See You Again , Uncle Sam","I Don't Ever Want To See You Again , Uncle Sam","I Don't Ever Want To See You Again , Uncle Sam","How Do I Live , LeAnn Rimes","No, No, No , Destiny's Child","No, No, No , Destiny's Child","Swing My Way , K.P. & Envyi","What You Want , Mase Featuring Total","Truly Madly Deeply , Savage Garden","Truly Madly Deeply , Savage Garden","Let's Ride , Montell Jordan Feat. Master P & Silkk The Shocker","Truly Madly Deeply , Savage Garden","Truly Madly Deeply , Savage Garden","Romeo And Juliet , Sylk-E. Fyne Featuring Chill","Romeo And Juliet , Sylk-E. Fyne Featuring Chill","Body Bumpin' Yippie-Yi-Yo , Public Announcement","Body Bumpin' Yippie-Yi-Yo , Public Announcement","Body Bumpin' Yippie-Yi-Yo , Public Announcement","It's All About Me , Mya & Sisqo","It's All About Me , Mya & Sisqo","It's All About Me , Mya & Sisqo","It's All About Me , Mya & Sisqo","Everybody [Backstreet's Back] , Backstreet Boys","Everybody [Backstreet's Back] , Backstreet Boys","Everybody [Backstreet's Back] , Backstreet Boys","Everybody [Backstreet's Back] , Backstreet Boys","Everybody [Backstreet's Back] , Backstreet Boys","I Get Lonely , Janet Featuring BLACKstreet","Come With Me , Puff Daddy Featuring Jimmy Page","Adia , Sarah McLachlan","Adia , Sarah McLachlan","Come With Me , Puff Daddy Featuring Jimmy Page","Too Close , Next","Too Close , Next","Come With Me , Puff Daddy Featuring Jimmy Page","Too Close , Next","Never Ever , All Saints","Never Ever , All Saints","You're Still The One , Shania Twain","Adia , Sarah McLachlan","Adia , Sarah McLachlan","You're Still The One , Shania Twain","Daydreamin' , Tatyana Ali","Daydreamin' , Tatyana Ali","Daydreamin' , Tatyana Ali","Time After Time , Inoj","My Way , Usher","My Way , Usher","How Deep Is Your Love , Dru Hill Featuring Redman","I'll Be , Edwin McCain","I'll Be , Edwin McCain","I'll Be , Edwin McCain","Lately , Divine","Crush , Jennifer Paige","Crush , Jennifer Paige","How Deep Is Your Love , Dru Hill Featuring Redman","One Week , Barenaked Ladies","One Week , Barenaked Ladies","One Week , Barenaked Ladies","Because Of You , 98 Degrees","Because Of You , 98 Degrees","Because Of You , 98 Degrees","Because Of You , 98 Degrees","Because Of You , 98 Degrees","From This Moment On , Shania Twain"
6,"Truly Madly Deeply , Savage Garden","Feel So Good , Mase","You Make Me Wanna... , Usher","You Make Me Wanna... , Usher","Tubthumping , Chumbawamba","I Don't Ever Want To See You Again , Uncle Sam","I Don't Ever Want To See You Again , Uncle Sam","Tubthumping , Chumbawamba","A Song For Mama , Boyz II Men","A Song For Mama , Boyz II Men","A Song For Mama , Boyz II Men","I Don't Ever Want To See You Again , Uncle Sam","Swing My Way , K.P. & Envyi","Swing My Way , K.P. & Envyi","Together Again , Janet","Gone Till November , Wyclef Jean","Let's Ride , Montell Jordan Feat. Master P & Silkk The Shocker","Let's Ride , Montell Jordan Feat. Master P & Silkk The Shocker","Truly Madly Deeply , Savage Garden","Nice & Slow , Usher","Nice & Slow , Usher","Nice & Slow , Usher","Body Bumpin' Yippie-Yi-Yo , Public Announcement","Truly Madly Deeply , Savage Garden","Truly Madly Deeply , Savage Garden","Let's Ride , Montell Jordan Feat. Master P & Silkk The Shocker","Truly Madly Deeply , Savage Garden","Truly Madly Deeply , Savage Garden","Truly Madly Deeply , Savage Garden","The Arms Of The One Who Loves You , Xscape","The Arms Of The One Who Loves You , Xscape","The Arms Of The One Who Loves You , Xscape","All My Life , K-Ci & JoJo","They Don't Know , Jon B","They Don't Know , Jon B","Adia , Sarah McLachlan","Adia , Sarah McLachlan","Come With Me , Puff Daddy Featuring Jimmy Page","Come With Me , Puff Daddy Featuring Jimmy Page","Ray Of Light , Madonna","Make It Hot , Nicole Featuring Missy ""Misdemeanor"" Elliott & Mocha","Make It Hot , Nicole Featuring Missy ""Misdemeanor"" Elliott & Mocha","Too Close , Next","Come With Me , Puff Daddy Featuring Jimmy Page","Crush , Jennifer Paige","Crush , Jennifer Paige","Crush , Jennifer Paige","You're Still The One , Shania Twain","You're Still The One , Shania Twain","Adia , Sarah McLachlan","You're Still The One , Shania Twain","Time After Time , Inoj","Time After Time , Inoj","I'll Be , Edwin McCain","Time After Time , Inoj","Time After Time , Inoj","This Kiss , Faith Hill","This Kiss , Faith Hill","This Kiss , Faith Hill","This Kiss , Faith Hill","Because Of You , 98 Degrees","I Don't Want To Miss A Thing , Aerosmith","I Don't Want To Miss A Thing , Aerosmith","Crush , Jennifer Paige","How Deep Is Your Love , Dru Hill Featuring Redman","This Kiss , Faith Hill","This Kiss , Faith Hill","The First Night , Monica","Love Like This , Faith Evans","Love Like This , Faith Evans","Love Like This , Faith Evans","Doo Wop (That Thing) , Lauryn Hill","Doo Wop (That Thing) , Lauryn Hill"
7,"Feel So Good , Mase","A Song For Mama , Boyz II Men","Tubthumping , Chumbawamba","Tubthumping , Chumbawamba","Show Me Love , Robyn","You Make Me Wanna... , Usher","You Make Me Wanna... , Usher","A Song For Mama , Boyz II Men","No, No, No , Destiny's Child","No, No, No , Destiny's Child","No, No, No , Destiny's Child","A Song For Mama , Boyz II Men","I Don't Ever Want To See You Again , Uncle Sam","I Don't Ever Want To See You Again , Uncle Sam","What You Want , Mase Featuring Total","Frozen , Madonna","Gone Till November , Wyclef Jean","Gone Till November , Wyclef Jean","Gettin' Jiggy Wit It , Will Smith","Gone Till November , Wyclef Jean","Gone Till November , Wyclef Jean","Sex And Candy , Marcy Playground","Truly Madly Deeply , Savage Garden","Everybody [Backstreet's Back] , Backstreet Boys","Everybody [Backstreet's Back] , Backstreet Boys","All My Life , K-Ci & JoJo","The Arms Of The One Who Loves You , Xscape","The Arms Of The One Who Loves You , Xscape","The Arms Of The One Who Loves You , Xscape","Truly Madly Deeply , Savage Garden","All My Life , K-Ci & JoJo","All My Life , K-Ci & JoJo","Truly Madly Deeply , Savage Garden","All My Life , K-Ci & JoJo","All My Life , K-Ci & JoJo","They Don't Know , Jon B","Everybody [Backstreet's Back] , Backstreet Boys","My All , Mariah Carey","My All , Mariah Carey","Make It Hot , Nicole Featuring Missy ""Misdemeanor"" Elliott & Mocha","Ray Of Light , Madonna","Ray Of Light , Madonna","Never Ever , All Saints","Never Ever , All Saints","Too Close , Next","Too Close , Next","Make It Hot , Nicole Featuring Missy ""Misdemeanor"" Elliott & Mocha","Daydreamin' , Tatyana Ali","Daydreamin' , Tatyana Ali","Daydreamin' , Tatyana Ali","Adia , Sarah McLachlan","Lookin' At Me , Mase Featuring Puff Daddy","Lookin' At Me , Mase Featuring Puff Daddy","Daydreamin' , Tatyana Ali","The Boy Is Mine , Brandy & Monica","The Boy Is Mine , Brandy & Monica","My Way , Usher","Because Of You , 98 Degrees","Because Of You , 98 Degrees","Because Of You , 98 Degrees","This Kiss , Faith Hill","This Kiss , Faith Hill","This Kiss , Faith Hill","Nobody's Supposed To Be Here , Deborah Cox","Crush , Jennifer Paige","How Deep Is Your Love , Dru Hill Featuring Redman","How Deep Is Your Love , Dru Hill Featuring Redman","How Deep Is Your Love , Dru Hill Featuring Redman","Lullaby , Shawn Mullins","Lullaby , Shawn Mullins","...Baby One More Time , Britney Spears","Love Like This , Faith Evans","Trippin' , Total Featuring Missy Elliott"
8,"A Song For Mama , Boyz II Men","You Make Me Wanna... , Usher","Show Me Love , Robyn","Show Me Love , Robyn","Nice & Slow , Usher","Show Me Love , Robyn","Show Me Love , Robyn","Dangerous , Busta Rhymes","How's It Going To Be , Third Eye Blind","Too Much , Spice Girls","Too Much , Spice Girls","No, No, No , Destiny's Child","What You Want , Mase Featuring Total","What You Want , Mase Featuring Total","Gone Till November , Wyclef Jean","Together Again , Janet","Deja Vu [Uptown Baby] , Lord Tariq & Peter Gunz","Deja Vu [Uptown Baby] , Lord Tariq & Peter Gunz","Gone Till November , Wyclef Jean","Romeo And Juliet , Sylk-E. Fyne Featuring Chill","Romeo And Juliet , Sylk-E. Fyne Featuring Chill","Gone Till November , Wyclef Jean","Nice & Slow , Usher","Romeo And Juliet , Sylk-E. Fyne Featuring Chill","Romeo And Juliet , Sylk-E. Fyne Featuring Chill","Frozen , Madonna","All My Life , K-Ci & JoJo","All My Life , K-Ci & JoJo","All My Life , K-Ci & JoJo","All My Life , K-Ci & JoJo","Truly Madly Deeply , Savage Garden","Truly Madly Deeply , Savage Garden","The Arms Of The One Who Loves You , Xscape","Adia , Sarah McLachlan","Adia , Sarah McLachlan","My Way , Usher","They Don't Know , Jon B","They Don't Know , Jon B","They Don't Know , Jon B","My All , Mariah Carey","My All , Mariah Carey","My All , Mariah Carey","Ray Of Light , Madonna","Crush , Jennifer Paige","Come With Me , Puff Daddy Featuring Jimmy Page","Come With Me , Puff Daddy Featuring Jimmy Page","Too Close , Next","Too Close , Next","Too Close , Next","Never Ever , All Saints","Never Ever , All Saints","You're Still The One , Shania Twain","You're Still The One , Shania Twain","Too Close , Next","Daydreamin' , Tatyana Ali","Daydreamin' , Tatyana Ali","Time After Time , Inoj","Touch It , Monifah","My Little Secret , Xscape","My Little Secret , Xscape","I'll Be , Edwin McCain","I'll Be , Edwin McCain","I'll Be , Edwin McCain","This Kiss , Faith Hill","This Kiss , Faith Hill","I'll Be , Edwin McCain","I'll Be , Edwin McCain","Iris , Goo Goo Dolls","...Baby One More Time , Britney Spears","...Baby One More Time , Britney Spears","Lullaby , Shawn Mullins","Have You Ever? , Brandy","Have You Ever? , Brandy"
9,"Show Me Love , Robyn","Show Me Love , Robyn","Feel So Good , Mase","Feel So Good , Mase","You Make Me Wanna... , Usher","Candle In The Wind 1997/Something About The Way You Look Tonight , Elton John","Candle In The Wind 1997/Something About The Way You Look Tonight , Elton John","You Make Me Wanna... , Usher","Dangerous , Busta Rhymes","What You Want , Mase Featuring Total","What You Want , Mase Featuring Total","Been Around The World , Puff Daddy & The Family (Feat. The Notorious B.I.G. & Mase)","How Do I Live , LeAnn Rimes","How Do I Live , LeAnn Rimes","How Do I Live , LeAnn Rimes","Swing My Way , K.P. & Envyi","What You Want , Mase Featuring Total","What You Want , Mase Featuring Total","Too Close , Next","Deja Vu [Uptown Baby] , Lord Tariq & Peter Gunz","Deja Vu [Uptown Baby] , Lord Tariq & Peter Gunz","My Heart Will Go On , Celine Dion","Sex And Candy , Marcy Playground","Sex And Candy , Marcy Playground","Sex And Candy , Marcy Playground","Turn It Up [Remix]/Fire It Up , Busta Rhymes","Let's Ride , Montell Jordan Feat. Master P & Silkk The Shocker","Let's Ride , Montell Jordan Feat. Master P & Silkk The Shocker","Body Bumpin' Yippie-Yi-Yo , Public Announcement","Body Bumpin' Yippie-Yi-Yo , Public Announcement","It's All About Me , Mya & Sisqo","It's All About Me , Mya & Sisqo","Sex And Candy , Marcy Playground","Truly Madly Deeply , Savage Garden","Truly Madly Deeply , Savage Garden","Come With Me , Puff Daddy Featuring Jimmy Page","I Get Lonely , Janet Featuring BLACKstreet","Everybody [Backstreet's Back] , Backstreet Boys","Everybody [Backstreet's Back] , Backstreet Boys","Everybody [Backstreet's Back] , Backstreet Boys","Say It , Voices Of Theory","Say It , Voices Of Theory","When The Lights Go Out , Five","When The Lights Go Out , Five","When The Lights Go Out , Five","When The Lights Go Out , Five","Cruel Summer , Ace Of Base","Cruel Summer , Ace Of Base","Cruel Summer , Ace Of Base","When The Lights Go Out , Five","Lookin' At Me , Mase Featuring Puff Daddy","When The Lights Go Out , Five","When The Lights Go Out , Five","You're Still The One , Shania Twain","When The Lights Go Out , Five","When The Lights Go Out , Five","When The Lights Go Out , Five","Time After Time , Inoj","Lately , Divine","Lately , Divine","My Little Secret , Xscape","Nobody's Supposed To Be Here , Deborah Cox","Nobody's Supposed To Be Here , Deborah Cox","I'll Be , Edwin McCain","I'll Be , Edwin McCain","Crush , Jennifer Paige","Crush , Jennifer Paige","Love Like This , Faith Evans","Have You Ever? , Brandy","Have You Ever? , Brandy","Have You Ever? , Brandy","Lullaby , Shawn Mullins","Love Like This , Faith Evans"
