,2010-01-01,2010-01-06,2010-01-11,2010-01-16,2010-01-21,2010-01-26,2010-01-31,2010-02-05,2010-02-10,2010-02-15,2010-02-20,2010-02-25,2010-03-02,2010-03-07,2010-03-12,2010-03-17,2010-03-22,2010-03-27,2010-04-01,2010-04-06,2010-04-11,2010-04-16,2010-04-21,2010-04-26,2010-05-01,2010-05-06,2010-05-11,2010-05-16,2010-05-21,2010-05-26,2010-05-31,2010-06-05,2010-06-10,2010-06-15,2010-06-20,2010-06-25,2010-06-30,2010-07-05,2010-07-10,2010-07-15,2010-07-20,2010-07-25,2010-07-30,2010-08-04,2010-08-09,2010-08-14,2010-08-19,2010-08-24,2010-08-29,2010-09-03,2010-09-08,2010-09-13,2010-09-18,2010-09-23,2010-09-28,2010-10-03,2010-10-08,2010-10-13,2010-10-18,2010-10-23,2010-10-28,2010-11-02,2010-11-07,2010-11-12,2010-11-17,2010-11-22,2010-11-27,2010-12-02,2010-12-07,2010-12-12,2010-12-17,2010-12-22,2010-12-27
0,"TiK ToK , Ke$ha","TiK ToK , Ke$ha","TiK ToK , Ke$ha","TiK ToK , Ke$ha","TiK ToK , Ke$ha","TiK ToK , Ke$ha","TiK ToK , Ke$ha","TiK ToK , Ke$ha","TiK ToK , Ke$ha","TiK ToK , Ke$ha","TiK ToK , Ke$ha","TiK ToK , Ke$ha","Imma Be , The Black Eyed Peas","Imma Be , The Black Eyed Peas","Imma Be , The Black Eyed Peas","Break Your Heart , Taio Cruz Featuring Ludacris","Rude Boy , Rihanna","Rude Boy , Rihanna","Rude Boy , Rihanna","Rude Boy , Rihanna","Rude Boy , Rihanna","Rude Boy , Rihanna","Rude Boy , Rihanna","Nothin' On You , B.o.B Featuring Bruno Mars","Nothin' On You , B.o.B Featuring Bruno Mars","Nothin' On You , B.o.B Featuring Bruno Mars","OMG , Usher Featuring will.i.am","Not Afraid , Eminem","Not Afraid , Eminem","OMG , Usher Featuring will.i.am","OMG , Usher Featuring will.i.am","OMG , Usher Featuring will.i.am","OMG , Usher Featuring will.i.am","California Gurls , Katy Perry Featuring Snoop Dogg","California Gurls , Katy Perry Featuring Snoop Dogg","California Gurls , Katy Perry Featuring Snoop Dogg","California Gurls , Katy Perry Featuring Snoop Dogg","California Gurls , Katy Perry Featuring Snoop Dogg","California Gurls , Katy Perry Featuring Snoop Dogg","California Gurls , Katy Perry Featuring Snoop Dogg","California Gurls , Katy Perry Featuring Snoop Dogg","Love The Way You Lie , Eminem Featuring Rihanna","Love The Way You Lie , Eminem Featuring Rihanna","Love The Way You Lie , Eminem Featuring Rihanna","Love The Way You Lie , Eminem Featuring Rihanna","Love The Way You Lie , Eminem Featuring Rihanna","Love The Way You Lie , Eminem Featuring Rihanna","Love The Way You Lie , Eminem Featuring Rihanna","Love The Way You Lie , Eminem Featuring Rihanna","Love The Way You Lie , Eminem Featuring Rihanna","Love The Way You Lie , Eminem Featuring Rihanna","Teenage Dream , Katy Perry","Teenage Dream , Katy Perry","Teenage Dream , Katy Perry","Just The Way You Are , Bruno Mars","Just The Way You Are , Bruno Mars","Just The Way You Are , Bruno Mars","Just The Way You Are , Bruno Mars","Just The Way You Are , Bruno Mars","Just The Way You Are , Bruno Mars","Like A G6 , Far*East Movement Featuring Cataracs & Dev","Like A G6 , Far*East Movement Featuring Cataracs & Dev","We R Who We R , Ke$ha","We R Who We R , Ke$ha","What's My Name? , Rihanna Featuring Drake","Like A G6 , Far*East Movement Featuring Cataracs & Dev","Like A G6 , Far*East Movement Featuring Cataracs & Dev","Only Girl (In The World) , Rihanna","Raise Your Glass , P!nk","Firework , Katy Perry","Firework , Katy Perry","Firework , Katy Perry","Firework , Katy Perry"
1,"Empire State Of Mind , Jay-Z + Alicia Keys","Replay , Iyaz","Bad Romance , Lady Gaga","Bad Romance , Lady Gaga","Bad Romance , Lady Gaga","Bad Romance , Lady Gaga","Today Was A Fairytale , Taylor Swift","Today Was A Fairytale , Taylor Swift","Bad Romance , Lady Gaga","Imma Be , The Black Eyed Peas","Imma Be , The Black Eyed Peas","We Are The World 25: For Haiti , Artists For Haiti","TiK ToK , Ke$ha","BedRock , Young Money Featuring Lloyd","BedRock , Young Money Featuring Lloyd","Need You Now , Lady Antebellum","Need You Now , Lady Antebellum","Need You Now , Lady Antebellum","Nothin' On You , B.o.B Featuring Bruno Mars","Nothin' On You , B.o.B Featuring Bruno Mars","Nothin' On You , B.o.B Featuring Bruno Mars","Nothin' On You , B.o.B Featuring Bruno Mars","Nothin' On You , B.o.B Featuring Bruno Mars","Rude Boy , Rihanna","Rude Boy , Rihanna","Rude Boy , Rihanna","Nothin' On You , B.o.B Featuring Bruno Mars","OMG , Usher Featuring will.i.am","OMG , Usher Featuring will.i.am","California Gurls , Katy Perry Featuring Snoop Dogg","Airplanes , B.o.B Featuring Hayley Williams","Airplanes , B.o.B Featuring Hayley Williams","California Gurls , Katy Perry Featuring Snoop Dogg","OMG , Usher Featuring will.i.am","OMG , Usher Featuring will.i.am","OMG , Usher Featuring will.i.am","OMG , Usher Featuring will.i.am","Love The Way You Lie , Eminem Featuring Rihanna","Love The Way You Lie , Eminem Featuring Rihanna","Love The Way You Lie , Eminem Featuring Rihanna","Love The Way You Lie , Eminem Featuring Rihanna","California Gurls , Katy Perry Featuring Snoop Dogg","California Gurls , Katy Perry Featuring Snoop Dogg","California Gurls , Katy Perry Featuring Snoop Dogg","California Gurls , Katy Perry Featuring Snoop Dogg","California Gurls , Katy Perry Featuring Snoop Dogg","Dynamite , Taio Cruz","Dynamite , Taio Cruz","Dynamite , Taio Cruz","Dynamite , Taio Cruz","Teenage Dream , Katy Perry","Love The Way You Lie , Eminem Featuring Rihanna","Love The Way You Lie , Eminem Featuring Rihanna","Love The Way You Lie , Eminem Featuring Rihanna","Love The Way You Lie , Eminem Featuring Rihanna","Teenage Dream , Katy Perry","Teenage Dream , Katy Perry","Like A G6 , Far*East Movement Featuring Cataracs & Dev","Like A G6 , Far*East Movement Featuring Cataracs & Dev","Like A G6 , Far*East Movement Featuring Cataracs & Dev","Just The Way You Are , Bruno Mars","Just The Way You Are , Bruno Mars","Like A G6 , Far*East Movement Featuring Cataracs & Dev","Like A G6 , Far*East Movement Featuring Cataracs & Dev","Like A G6 , Far*East Movement Featuring Cataracs & Dev","Only Girl (In The World) , Rihanna","Only Girl (In The World) , Rihanna","Raise Your Glass , P!nk","Firework , Katy Perry","Raise Your Glass , P!nk","Raise Your Glass , P!nk","What's My Name? , Rihanna Featuring Drake","Grenade , Bruno Mars"
2,"Bad Romance , Lady Gaga","Bad Romance , Lady Gaga","Replay , Iyaz","Replay , Iyaz","Empire State Of Mind , Jay-Z + Alicia Keys","Empire State Of Mind , Jay-Z + Alicia Keys","Bad Romance , Lady Gaga","Bad Romance , Lady Gaga","BedRock , Young Money Featuring Lloyd","Need You Now , Lady Antebellum","Need You Now , Lady Antebellum","Imma Be , The Black Eyed Peas","BedRock , Young Money Featuring Lloyd","Need You Now , Lady Antebellum","Need You Now , Lady Antebellum","BedRock , Young Money Featuring Lloyd","Break Your Heart , Taio Cruz Featuring Ludacris","Break Your Heart , Taio Cruz Featuring Ludacris","Telephone , Lady Gaga Featuring Beyonce","Hey, Soul Sister , Train","Hey, Soul Sister , Train","Hey, Soul Sister , Train","Hey, Soul Sister , Train","Hey, Soul Sister , Train","Hey, Soul Sister , Train","Break Your Heart , Taio Cruz Featuring Ludacris","Rude Boy , Rihanna","Nothin' On You , B.o.B Featuring Bruno Mars","Nothin' On You , B.o.B Featuring Bruno Mars","Airplanes , B.o.B Featuring Hayley Williams","California Gurls , Katy Perry Featuring Snoop Dogg","California Gurls , Katy Perry Featuring Snoop Dogg","Airplanes , B.o.B Featuring Hayley Williams","Airplanes , B.o.B Featuring Hayley Williams","Airplanes , B.o.B Featuring Hayley Williams","Airplanes , B.o.B Featuring Hayley Williams","Airplanes , B.o.B Featuring Hayley Williams","OMG , Usher Featuring will.i.am","OMG , Usher Featuring will.i.am","OMG , Usher Featuring will.i.am","Airplanes , B.o.B Featuring Hayley Williams","Airplanes , B.o.B Featuring Hayley Williams","Airplanes , B.o.B Featuring Hayley Williams","Dynamite , Taio Cruz","Dynamite , Taio Cruz","Dynamite , Taio Cruz","Mine , Taylor Swift","California Gurls , Katy Perry Featuring Snoop Dogg","Teenage Dream , Katy Perry","Teenage Dream , Katy Perry","Dynamite , Taio Cruz","Dynamite , Taio Cruz","Dynamite , Taio Cruz","Just The Way You Are , Bruno Mars","Only Girl (In The World) , Rihanna","Love The Way You Lie , Eminem Featuring Rihanna","Love The Way You Lie , Eminem Featuring Rihanna","Teenage Dream , Katy Perry","Just A Dream , Nelly","Just A Dream , Nelly","Just A Dream , Nelly","Only Girl (In The World) , Rihanna","Just The Way You Are , Bruno Mars","Just The Way You Are , Bruno Mars","Just The Way You Are , Bruno Mars","Just The Way You Are , Bruno Mars","Just The Way You Are , Bruno Mars","Like A G6 , Far*East Movement Featuring Cataracs & Dev","Only Girl (In The World) , Rihanna","What's My Name? , Rihanna Featuring Drake","What's My Name? , Rihanna Featuring Drake","Grenade , Bruno Mars","What's My Name? , Rihanna Featuring Drake"
3,"Replay , Iyaz","Fireflies , Owl City","Empire State Of Mind , Jay-Z + Alicia Keys","Empire State Of Mind , Jay-Z + Alicia Keys","Replay , Iyaz","BedRock , Young Money Featuring Lloyd","BedRock , Young Money Featuring Lloyd","BedRock , Young Money Featuring Lloyd","Imma Be , The Black Eyed Peas","BedRock , Young Money Featuring Lloyd","BedRock , Young Money Featuring Lloyd","BedRock , Young Money Featuring Lloyd","Bad Romance , Lady Gaga","TiK ToK , Ke$ha","TiK ToK , Ke$ha","Rude Boy , Rihanna","Imma Be , The Black Eyed Peas","Imma Be , The Black Eyed Peas","Need You Now , Lady Antebellum","Need You Now , Lady Antebellum","Need You Now , Lady Antebellum","Need You Now , Lady Antebellum","Break Your Heart , Taio Cruz Featuring Ludacris","Break Your Heart , Taio Cruz Featuring Ludacris","Break Your Heart , Taio Cruz Featuring Ludacris","Need You Now , Lady Antebellum","Break Your Heart , Taio Cruz Featuring Ludacris","Break Your Heart , Taio Cruz Featuring Ludacris","Break Your Heart , Taio Cruz Featuring Ludacris","Nothin' On You , B.o.B Featuring Bruno Mars","Break Your Heart , Taio Cruz Featuring Ludacris","Break Your Heart , Taio Cruz Featuring Ludacris","Your Love Is My Drug , Ke$ha","Your Love Is My Drug , Ke$ha","Billionaire , Travie McCoy Featuring Bruno Mars","Billionaire , Travie McCoy Featuring Bruno Mars","Billionaire , Travie McCoy Featuring Bruno Mars","Airplanes , B.o.B Featuring Hayley Williams","Airplanes , B.o.B Featuring Hayley Williams","Airplanes , B.o.B Featuring Hayley Williams","OMG , Usher Featuring will.i.am","Dynamite , Taio Cruz","Dynamite , Taio Cruz","Airplanes , B.o.B Featuring Hayley Williams","Airplanes , B.o.B Featuring Hayley Williams","Airplanes , B.o.B Featuring Hayley Williams","California Gurls , Katy Perry Featuring Snoop Dogg","I Like It , Enrique Iglesias Featuring Pitbull","I Like It , Enrique Iglesias Featuring Pitbull","I Like It , Enrique Iglesias Featuring Pitbull","I Like It , Enrique Iglesias Featuring Pitbull","Just The Way You Are , Bruno Mars","Just The Way You Are , Bruno Mars","Dynamite , Taio Cruz","Teenage Dream , Katy Perry","DJ Got Us Fallin' In Love , Usher Featuring Pitbull","DJ Got Us Fallin' In Love , Usher Featuring Pitbull","Just A Dream , Nelly","Teenage Dream , Katy Perry","Teenage Dream , Katy Perry","Only Girl (In The World) , Rihanna","Just A Dream , Nelly","Only Girl (In The World) , Rihanna","Only Girl (In The World) , Rihanna","Only Girl (In The World) , Rihanna","Raise Your Glass , P!nk","Raise Your Glass , P!nk","We R Who We R , Ke$ha","Just The Way You Are , Bruno Mars","The Time (Dirty Bit) , The Black Eyed Peas","The Time (Dirty Bit) , The Black Eyed Peas","Raise Your Glass , P!nk","Raise Your Glass , P!nk"
4,"Fireflies , Owl City","Empire State Of Mind , Jay-Z + Alicia Keys","Fireflies , Owl City","Fireflies , Owl City","Fireflies , Owl City","Replay , Iyaz","Baby , Justin Bieber Featuring Ludacris","Baby , Justin Bieber Featuring Ludacris","Sexy Chick , David Guetta Featuring Akon","Bad Romance , Lady Gaga","Bad Romance , Lady Gaga","Bad Romance , Lady Gaga","Need You Now , Lady Antebellum","Bad Romance , Lady Gaga","Bad Romance , Lady Gaga","Imma Be , The Black Eyed Peas","Nothin' On You , B.o.B Featuring Bruno Mars","Nothin' On You , B.o.B Featuring Bruno Mars","Break Your Heart , Taio Cruz Featuring Ludacris","Telephone , Lady Gaga Featuring Beyonce","Telephone , Lady Gaga Featuring Beyonce","Telephone , Lady Gaga Featuring Beyonce","In My Head , Jason Derulo","Need You Now , Lady Antebellum","Need You Now , Lady Antebellum","Hey, Soul Sister , Train","Need You Now , Lady Antebellum","Airplanes , B.o.B Featuring Hayley Williams","Airplanes , B.o.B Featuring Hayley Williams","Break Your Heart , Taio Cruz Featuring Ludacris","Nothin' On You , B.o.B Featuring Bruno Mars","Nothin' On You , B.o.B Featuring Bruno Mars","Break Your Heart , Taio Cruz Featuring Ludacris","Billionaire , Travie McCoy Featuring Bruno Mars","Alejandro , Lady Gaga","Alejandro , Lady Gaga","Find Your Love , Drake","Billionaire , Travie McCoy Featuring Bruno Mars","Billionaire , Travie McCoy Featuring Bruno Mars","Billionaire , Travie McCoy Featuring Bruno Mars","Billionaire , Travie McCoy Featuring Bruno Mars","OMG , Usher Featuring will.i.am","OMG , Usher Featuring will.i.am","Billionaire , Travie McCoy Featuring Bruno Mars","I Like It , Enrique Iglesias Featuring Pitbull","I Like It , Enrique Iglesias Featuring Pitbull","I Like It , Enrique Iglesias Featuring Pitbull","Teenage Dream , Katy Perry","DJ Got Us Fallin' In Love , Usher Featuring Pitbull","DJ Got Us Fallin' In Love , Usher Featuring Pitbull","DJ Got Us Fallin' In Love , Usher Featuring Pitbull","I Like It , Enrique Iglesias Featuring Pitbull","I Like It , Enrique Iglesias Featuring Pitbull","I Like It , Enrique Iglesias Featuring Pitbull","DJ Got Us Fallin' In Love , Usher Featuring Pitbull","Dynamite , Taio Cruz","Dynamite , Taio Cruz","DJ Got Us Fallin' In Love , Usher Featuring Pitbull","DJ Got Us Fallin' In Love , Usher Featuring Pitbull","DJ Got Us Fallin' In Love , Usher Featuring Pitbull","DJ Got Us Fallin' In Love , Usher Featuring Pitbull","DJ Got Us Fallin' In Love , Usher Featuring Pitbull","Just A Dream , Nelly","Just A Dream , Nelly","We R Who We R , Ke$ha","Just A Dream , Nelly","Just A Dream , Nelly","Just A Dream , Nelly","What's My Name? , Rihanna Featuring Drake","Grenade , Bruno Mars","Grenade , Bruno Mars","We R Who We R , Ke$ha","We R Who We R , Ke$ha"
5,"Sexy Chick , David Guetta Featuring Akon","Whatcha Say , Jason Derulo","Sexy Chick , David Guetta Featuring Akon","Sexy Chick , David Guetta Featuring Akon","Sexy Chick , David Guetta Featuring Akon","Sexy Chick , David Guetta Featuring Akon","Replay , Iyaz","Replay , Iyaz","How Low , Ludacris","Sexy Chick , David Guetta Featuring Akon","Sexy Chick , David Guetta Featuring Akon","Need You Now , Lady Antebellum","We Are The World 25: For Haiti , Artists For Haiti","Hey, Soul Sister , Train","Hey, Soul Sister , Train","TiK ToK , Ke$ha","Hey, Soul Sister , Train","Hey, Soul Sister , Train","Imma Be , The Black Eyed Peas","Break Your Heart , Taio Cruz Featuring Ludacris","Break Your Heart , Taio Cruz Featuring Ludacris","Break Your Heart , Taio Cruz Featuring Ludacris","Need You Now , Lady Antebellum","In My Head , Jason Derulo","In My Head , Jason Derulo","OMG , Usher Featuring will.i.am","Hey, Soul Sister , Train","Rude Boy , Rihanna","Rude Boy , Rihanna","Not Afraid , Eminem","Alejandro , Lady Gaga","Alejandro , Lady Gaga","Alejandro , Lady Gaga","Break Your Heart , Taio Cruz Featuring Ludacris","Your Love Is My Drug , Ke$ha","Your Love Is My Drug , Ke$ha","Your Love Is My Drug , Ke$ha","Find Your Love , Drake","Find Your Love , Drake","Cooler Than Me , Mike Posner","Dynamite , Taio Cruz","Cooler Than Me , Mike Posner","Cooler Than Me , Mike Posner","I Like It , Enrique Iglesias Featuring Pitbull","Cooler Than Me , Mike Posner","Cooler Than Me , Mike Posner","Airplanes , B.o.B Featuring Hayley Williams","Cooler Than Me , Mike Posner","Right Above It , Lil Wayne Featuring Drake","Right Above It , Lil Wayne Featuring Drake","Just The Way You Are , Bruno Mars","DJ Got Us Fallin' In Love , Usher Featuring Pitbull","DJ Got Us Fallin' In Love , Usher Featuring Pitbull","DJ Got Us Fallin' In Love , Usher Featuring Pitbull","Dynamite , Taio Cruz","Like A G6 , Far*East Movement Featuring Cataracs & Dev","Like A G6 , Far*East Movement Featuring Cataracs & Dev","Dynamite , Taio Cruz","Only Girl (In The World) , Rihanna","Only Girl (In The World) , Rihanna","Back To December , Taylor Swift","Bottoms Up , Trey Songz Featuring Nicki Minaj","DJ Got Us Fallin' In Love , Usher Featuring Pitbull","DJ Got Us Fallin' In Love , Usher Featuring Pitbull","Just A Dream , Nelly","We R Who We R , Ke$ha","We R Who We R , Ke$ha","Firework , Katy Perry","We R Who We R , Ke$ha","Only Girl (In The World) , Rihanna","Only Girl (In The World) , Rihanna","Only Girl (In The World) , Rihanna","Just The Way You Are , Bruno Mars"
6,"Whatcha Say , Jason Derulo","Down , Jay Sean Featuring Lil Wayne","Down , Jay Sean Featuring Lil Wayne","Down , Jay Sean Featuring Lil Wayne","Blah Blah Blah , Ke$ha Featuring 3OH!3","Hey, Soul Sister , Train","Sexy Chick , David Guetta Featuring Akon","Sexy Chick , David Guetta Featuring Akon","Replay , Iyaz","Hey, Soul Sister , Train","Hey, Soul Sister , Train","Hey, Soul Sister , Train","Hey, Soul Sister , Train","How Low , Ludacris","How Low , Ludacris","Hey, Soul Sister , Train","BedRock , Young Money Featuring Lloyd","BedRock , Young Money Featuring Lloyd","Hey, Soul Sister , Train","Imma Be , The Black Eyed Peas","Imma Be , The Black Eyed Peas","Imma Be , The Black Eyed Peas","Telephone , Lady Gaga Featuring Beyonce","Telephone , Lady Gaga Featuring Beyonce","Telephone , Lady Gaga Featuring Beyonce","In My Head , Jason Derulo","Airplanes , B.o.B Featuring Hayley Williams","Hey, Soul Sister , Train","Hey, Soul Sister , Train","Your Love Is My Drug , Ke$ha","Your Love Is My Drug , Ke$ha","Your Love Is My Drug , Ke$ha","Nothin' On You , B.o.B Featuring Bruno Mars","Alejandro , Lady Gaga","Break Your Heart , Taio Cruz Featuring Ludacris","Break Your Heart , Taio Cruz Featuring Ludacris","Alejandro , Lady Gaga","Cooler Than Me , Mike Posner","Cooler Than Me , Mike Posner","Dynamite , Taio Cruz","Cooler Than Me , Mike Posner","Billionaire , Travie McCoy Featuring Bruno Mars","Billionaire , Travie McCoy Featuring Bruno Mars","Cooler Than Me , Mike Posner","Teenage Dream , Katy Perry","Teenage Dream , Katy Perry","Cooler Than Me , Mike Posner","DJ Got Us Fallin' In Love , Usher Featuring Pitbull","Cooler Than Me , Mike Posner","Cooler Than Me , Mike Posner","California Gurls , Katy Perry Featuring Snoop Dogg","Mine , Taylor Swift","Mine , Taylor Swift","Just A Dream , Nelly","I Like It , Enrique Iglesias Featuring Pitbull","Just A Dream , Nelly","Just A Dream , Nelly","Love The Way You Lie , Eminem Featuring Rihanna","Dynamite , Taio Cruz","Dynamite , Taio Cruz","Teenage Dream , Katy Perry","Teenage Dream , Katy Perry","Bottoms Up , Trey Songz Featuring Nicki Minaj","Bottoms Up , Trey Songz Featuring Nicki Minaj","Raise Your Glass , P!nk","What's My Name? , Rihanna Featuring Drake","What's My Name? , Rihanna Featuring Drake","Just The Way You Are , Bruno Mars","Like A G6 , Far*East Movement Featuring Cataracs & Dev","Just The Way You Are , Bruno Mars","Just The Way You Are , Bruno Mars","Just The Way You Are , Bruno Mars","Only Girl (In The World) , Rihanna"
7,"Down , Jay Sean Featuring Lil Wayne","Party In The U.S.A. , Miley Cyrus","Whatcha Say , Jason Derulo","Whatcha Say , Jason Derulo","BedRock , Young Money Featuring Lloyd","Hard , Rihanna Featuring Jeezy","Empire State Of Mind , Jay-Z + Alicia Keys","Empire State Of Mind , Jay-Z + Alicia Keys","Need You Now , Lady Antebellum","How Low , Ludacris","How Low , Ludacris","How Low , Ludacris","How Low , Ludacris","Rude Boy , Rihanna","Rude Boy , Rihanna","In My Head , Jason Derulo","TiK ToK , Ke$ha","TiK ToK , Ke$ha","BedRock , Young Money Featuring Lloyd","Baby , Justin Bieber Featuring Ludacris","Baby , Justin Bieber Featuring Ludacris","Baby , Justin Bieber Featuring Ludacris","Imma Be , The Black Eyed Peas","OMG , Usher Featuring will.i.am","OMG , Usher Featuring will.i.am","Your Love Is My Drug , Ke$ha","Your Love Is My Drug , Ke$ha","Your Love Is My Drug , Ke$ha","Your Love Is My Drug , Ke$ha","Alejandro , Lady Gaga","Can't Be Tamed , Miley Cyrus","Can't Be Tamed , Miley Cyrus","Bulletproof , La Roux","Nothin' On You , B.o.B Featuring Bruno Mars","Not Afraid , Eminem","Not Afraid , Eminem","Cooler Than Me , Mike Posner","Your Love Is My Drug , Ke$ha","Your Love Is My Drug , Ke$ha","Find Your Love , Drake","I Like It , Enrique Iglesias Featuring Pitbull","I Like It , Enrique Iglesias Featuring Pitbull","I Like It , Enrique Iglesias Featuring Pitbull","OMG , Usher Featuring will.i.am","Billionaire , Travie McCoy Featuring Bruno Mars","Billionaire , Travie McCoy Featuring Bruno Mars","DJ Got Us Fallin' In Love , Usher Featuring Pitbull","Mine , Taylor Swift","California Gurls , Katy Perry Featuring Snoop Dogg","California Gurls , Katy Perry Featuring Snoop Dogg","Cooler Than Me , Mike Posner","Take It Off , Ke$ha","Take It Off , Ke$ha","Take It Off , Ke$ha","Just A Dream , Nelly","Only Girl (In The World) , Rihanna","Only Girl (In The World) , Rihanna","Only Girl (In The World) , Rihanna","Speak Now , Taylor Swift","Speak Now , Taylor Swift","Dynamite , Taio Cruz","Dynamite , Taio Cruz","Teenage Dream , Katy Perry","Teenage Dream , Katy Perry","Bottoms Up , Trey Songz Featuring Nicki Minaj","Teenage Dream , Glee Cast","Teenage Dream , Glee Cast","What's My Name? , Rihanna Featuring Drake","Just A Dream , Nelly","We R Who We R , Ke$ha","We R Who We R , Ke$ha","The Time (Dirty Bit) , The Black Eyed Peas","The Time (Dirty Bit) , The Black Eyed Peas"
8,"Meet Me Halfway , The Black Eyed Peas","Sexy Chick , David Guetta Featuring Akon","I Gotta Feeling , The Black Eyed Peas","I Gotta Feeling , The Black Eyed Peas","Hard , Rihanna Featuring Jeezy","Fireflies , Owl City","Hard , Rihanna Featuring Jeezy","Hard , Rihanna Featuring Jeezy","Hey, Soul Sister , Train","I Gotta Feeling , The Black Eyed Peas","I Gotta Feeling , The Black Eyed Peas","In My Head , Jason Derulo","In My Head , Jason Derulo","Say Aah , Trey Songz Featuring Fabolous","Say Aah , Trey Songz Featuring Fabolous","Bad Romance , Lady Gaga","Telephone , Lady Gaga Featuring Beyonce","Telephone , Lady Gaga Featuring Beyonce","TiK ToK , Ke$ha","BedRock , Young Money Featuring Lloyd","In My Head , Jason Derulo","In My Head , Jason Derulo","Baby , Justin Bieber Featuring Ludacris","Your Love Is My Drug , Ke$ha","Your Love Is My Drug , Ke$ha","Airplanes , B.o.B Featuring Hayley Williams","In My Head , Jason Derulo","My First Kiss , 3OH!3 Featuring Ke$ha","My First Kiss , 3OH!3 Featuring Ke$ha","Rude Boy , Rihanna","Not Afraid , Eminem","Not Afraid , Eminem","Hey, Soul Sister , Train","Rock That Body , The Black Eyed Peas","Rock That Body , The Black Eyed Peas","Rock That Body , The Black Eyed Peas","Not Afraid , Eminem","Alejandro , Lady Gaga","Alejandro , Lady Gaga","Ridin' Solo , Jason Derulo","Find Your Love , Drake","Find Your Love , Drake","Find Your Love , Drake","Find Your Love , Drake","DJ Got Us Fallin' In Love , Usher Featuring Pitbull","DJ Got Us Fallin' In Love , Usher Featuring Pitbull","Teenage Dream , Katy Perry","Airplanes , B.o.B Featuring Hayley Williams","Just The Way You Are , Bruno Mars","Just The Way You Are , Bruno Mars","Mine , Taylor Swift","Just A Dream , Nelly","Just A Dream , Nelly","Club Can't Handle Me , Flo Rida Featuring David Guetta","Club Can't Handle Me , Flo Rida Featuring David Guetta","I Like It , Enrique Iglesias Featuring Pitbull","I Like It , Enrique Iglesias Featuring Pitbull","I Like It , Enrique Iglesias Featuring Pitbull","Club Can't Handle Me , Flo Rida Featuring David Guetta","Club Can't Handle Me , Flo Rida Featuring David Guetta","Club Can't Handle Me , Flo Rida Featuring David Guetta","Club Can't Handle Me , Flo Rida Featuring David Guetta","Dynamite , Taio Cruz","Dynamite , Taio Cruz","DJ Got Us Fallin' In Love , Usher Featuring Pitbull","Firework , Katy Perry","Firework , Katy Perry","F**k You! (Forget You) , Cee Lo Green","The Time (Dirty Bit) , The Black Eyed Peas","Just A Dream , Nelly","Just A Dream , Nelly","Just A Dream , Nelly","6 Foot 7 Foot , Lil Wayne Featuring Cory Gunz"
9,"3 , Britney Spears","Do You Remember , Jay Sean Featuring Sean Paul & Lil Jon","Party In The U.S.A. , Miley Cyrus","Party In The U.S.A. , Miley Cyrus","Down , Jay Sean Featuring Lil Wayne","How Low , Ludacris","Hey, Soul Sister , Train","Hey, Soul Sister , Train","Hard , Rihanna Featuring Jeezy","Replay , Iyaz","Replay , Iyaz","Sexy Chick , David Guetta Featuring Akon","Say Aah , Trey Songz Featuring Fabolous","In My Head , Jason Derulo","In My Head , Jason Derulo","How Low , Ludacris","In My Head , Jason Derulo","In My Head , Jason Derulo","Baby , Justin Bieber Featuring Ludacris","TiK ToK , Ke$ha","BedRock , Young Money Featuring Lloyd","BedRock , Young Money Featuring Lloyd","OMG , Usher Featuring will.i.am","Whataya Want From Me , Adam Lambert","Whataya Want From Me , Adam Lambert","Telephone , Lady Gaga Featuring Beyonce","Young Forever , Jay-Z + Mr. Hudson","Need You Now , Lady Antebellum","Need You Now , Lady Antebellum","Hey, Soul Sister , Train","Rude Boy , Rihanna","Rude Boy , Rihanna","Not Afraid , Eminem","Bulletproof , La Roux","Find Your Love , Drake","Find Your Love , Drake","Break Your Heart , Taio Cruz Featuring Ludacris","Ridin' Solo , Jason Derulo","Ridin' Solo , Jason Derulo","Not Afraid , Eminem","Ridin' Solo , Jason Derulo","Ridin' Solo , Jason Derulo","Ridin' Solo , Jason Derulo","Ridin' Solo , Jason Derulo","OMG , Usher Featuring will.i.am","OMG , Usher Featuring will.i.am","Ridin' Solo , Jason Derulo","Ridin' Solo , Jason Derulo","Magic , B.o.B Featuring Rivers Cuomo","Magic , B.o.B Featuring Rivers Cuomo","Take It Off , Ke$ha","California Gurls , Katy Perry Featuring Snoop Dogg","California Gurls , Katy Perry Featuring Snoop Dogg","Mine , Taylor Swift","Like A G6 , Far*East Movement Featuring Cataracs & Dev","Club Can't Handle Me , Flo Rida Featuring David Guetta","Club Can't Handle Me , Flo Rida Featuring David Guetta","Club Can't Handle Me , Flo Rida Featuring David Guetta","Love The Way You Lie , Eminem Featuring Rihanna","Love The Way You Lie , Eminem Featuring Rihanna","Bottoms Up , Trey Songz Featuring Nicki Minaj","Raise Your Glass , P!nk","Raise Your Glass , P!nk","Raise Your Glass , P!nk","Firework , Katy Perry","Bottoms Up , Trey Songz Featuring Nicki Minaj","Bottoms Up , Trey Songz Featuring Nicki Minaj","Bottoms Up , Trey Songz Featuring Nicki Minaj","Grenade , Bruno Mars","Bottoms Up , Trey Songz Featuring Nicki Minaj","Bottoms Up , Trey Songz Featuring Nicki Minaj","Bottoms Up , Trey Songz Featuring Nicki Minaj","Just A Dream , Nelly"
