,2014-01-01,2014-01-06,2014-01-11,2014-01-16,2014-01-21,2014-01-26,2014-01-31,2014-02-05,2014-02-10,2014-02-15,2014-02-20,2014-02-25,2014-03-02,2014-03-07,2014-03-12,2014-03-17,2014-03-22,2014-03-27,2014-04-01,2014-04-06,2014-04-11,2014-04-16,2014-04-21,2014-04-26,2014-05-01,2014-05-06,2014-05-11,2014-05-16,2014-05-21,2014-05-26,2014-05-31,2014-06-05,2014-06-10,2014-06-15,2014-06-20,2014-06-25,2014-06-30,2014-07-05,2014-07-10,2014-07-15,2014-07-20,2014-07-25,2014-07-30,2014-08-04,2014-08-09,2014-08-14,2014-08-19,2014-08-24,2014-08-29,2014-09-03,2014-09-08,2014-09-13,2014-09-18,2014-09-23,2014-09-28,2014-10-03,2014-10-08,2014-10-13,2014-10-18,2014-10-23,2014-10-28,2014-11-02,2014-11-07,2014-11-12,2014-11-17,2014-11-22,2014-11-27,2014-12-02,2014-12-07,2014-12-12,2014-12-17,2014-12-22,2014-12-27
0,"The Monster , Eminem Featuring Rihanna","The Monster , Eminem Featuring Rihanna","The Monster , Eminem Featuring Rihanna","Timber , Pitbull Featuring Ke$ha","Timber , Pitbull Featuring Ke$ha","Timber , Pitbull Featuring Ke$ha","Timber , Pitbull Featuring Ke$ha","Dark Horse , Katy Perry Featuring Juicy J","Dark Horse , Katy Perry Featuring Juicy J","Dark Horse , Katy Perry Featuring Juicy J","Dark Horse , Katy Perry Featuring Juicy J","Dark Horse , Katy Perry Featuring Juicy J","Happy , Pharrell Williams","Happy , Pharrell Williams","Happy , Pharrell Williams","Happy , Pharrell Williams","Happy , Pharrell Williams","Happy , Pharrell Williams","Happy , Pharrell Williams","Happy , Pharrell Williams","Happy , Pharrell Williams","Happy , Pharrell Williams","Happy , Pharrell Williams","Happy , Pharrell Williams","Happy , Pharrell Williams","Happy , Pharrell Williams","All Of Me , John Legend","All Of Me , John Legend","All Of Me , John Legend","All Of Me , John Legend","All Of Me , John Legend","Fancy , Iggy Azalea Featuring Charli XCX","Fancy , Iggy Azalea Featuring Charli XCX","Fancy , Iggy Azalea Featuring Charli XCX","Fancy , Iggy Azalea Featuring Charli XCX","Fancy , Iggy Azalea Featuring Charli XCX","Fancy , Iggy Azalea Featuring Charli XCX","Fancy , Iggy Azalea Featuring Charli XCX","Fancy , Iggy Azalea Featuring Charli XCX","Fancy , Iggy Azalea Featuring Charli XCX","Rude , MAGIC!","Rude , MAGIC!","Rude , MAGIC!","Rude , MAGIC!","Rude , MAGIC!","Rude , MAGIC!","Rude , MAGIC!","Rude , MAGIC!","Rude , MAGIC!","Shake It Off , Taylor Swift","Shake It Off , Taylor Swift","Shake It Off , Taylor Swift","All About That Bass , Meghan Trainor","All About That Bass , Meghan Trainor","All About That Bass , Meghan Trainor","All About That Bass , Meghan Trainor","All About That Bass , Meghan Trainor","All About That Bass , Meghan Trainor","All About That Bass , Meghan Trainor","All About That Bass , Meghan Trainor","All About That Bass , Meghan Trainor","All About That Bass , Meghan Trainor","All About That Bass , Meghan Trainor","Shake It Off , Taylor Swift","Shake It Off , Taylor Swift","Shake It Off , Taylor Swift","Blank Space , Taylor Swift","Blank Space , Taylor Swift","Blank Space , Taylor Swift","Blank Space , Taylor Swift","Blank Space , Taylor Swift","Blank Space , Taylor Swift","Blank Space , Taylor Swift"
1,"Timber , Pitbull Featuring Ke$ha","Timber , Pitbull Featuring Ke$ha","Timber , Pitbull Featuring Ke$ha","Counting Stars , OneRepublic","Counting Stars , OneRepublic","Dark Horse , Katy Perry Featuring Juicy J","Dark Horse , Katy Perry Featuring Juicy J","Timber , Pitbull Featuring Ke$ha","Drunk In Love , Beyonce Featuring Jay Z","Drunk In Love , Beyonce Featuring Jay Z","Happy , Pharrell Williams","Happy , Pharrell Williams","Dark Horse , Katy Perry Featuring Juicy J","Dark Horse , Katy Perry Featuring Juicy J","Dark Horse , Katy Perry Featuring Juicy J","Dark Horse , Katy Perry Featuring Juicy J","Dark Horse , Katy Perry Featuring Juicy J","Dark Horse , Katy Perry Featuring Juicy J","All Of Me , John Legend","All Of Me , John Legend","All Of Me , John Legend","All Of Me , John Legend","All Of Me , John Legend","All Of Me , John Legend","All Of Me , John Legend","All Of Me , John Legend","Happy , Pharrell Williams","Happy , Pharrell Williams","Happy , Pharrell Williams","Fancy , Iggy Azalea Featuring Charli XCX","Fancy , Iggy Azalea Featuring Charli XCX","Problem , Ariana Grande Featuring Iggy Azalea","Problem , Ariana Grande Featuring Iggy Azalea","Problem , Ariana Grande Featuring Iggy Azalea","Problem , Ariana Grande Featuring Iggy Azalea","Problem , Ariana Grande Featuring Iggy Azalea","Problem , Ariana Grande Featuring Iggy Azalea","Problem , Ariana Grande Featuring Iggy Azalea","Rude , MAGIC!","Rude , MAGIC!","Fancy , Iggy Azalea Featuring Charli XCX","Fancy , Iggy Azalea Featuring Charli XCX","Fancy , Iggy Azalea Featuring Charli XCX","Fancy , Iggy Azalea Featuring Charli XCX","Fancy , Iggy Azalea Featuring Charli XCX","Stay With Me , Sam Smith","Stay With Me , Sam Smith","All About That Bass , Meghan Trainor","All About That Bass , Meghan Trainor","Anaconda , Nicki Minaj","All About That Bass , Meghan Trainor","All About That Bass , Meghan Trainor","Shake It Off , Taylor Swift","Shake It Off , Taylor Swift","Shake It Off , Taylor Swift","Shake It Off , Taylor Swift","Shake It Off , Taylor Swift","Shake It Off , Taylor Swift","Shake It Off , Taylor Swift","Shake It Off , Taylor Swift","Shake It Off , Taylor Swift","Shake It Off , Taylor Swift","Shake It Off , Taylor Swift","All About That Bass , Meghan Trainor","All About That Bass , Meghan Trainor","All About That Bass , Meghan Trainor","All About That Bass , Meghan Trainor","All About That Bass , Meghan Trainor","All About That Bass , Meghan Trainor","All About That Bass , Meghan Trainor","Take Me To Church , Hozier","Take Me To Church , Hozier","Take Me To Church , Hozier"
2,"Counting Stars , OneRepublic","Counting Stars , OneRepublic","Counting Stars , OneRepublic","The Monster , Eminem Featuring Rihanna","The Monster , Eminem Featuring Rihanna","Counting Stars , OneRepublic","Counting Stars , OneRepublic","Counting Stars , OneRepublic","Timber , Pitbull Featuring Ke$ha","Timber , Pitbull Featuring Ke$ha","Talk Dirty , Jason Derulo Featuring 2 Chainz","Talk Dirty , Jason Derulo Featuring 2 Chainz","Talk Dirty , Jason Derulo Featuring 2 Chainz","Talk Dirty , Jason Derulo Featuring 2 Chainz","Talk Dirty , Jason Derulo Featuring 2 Chainz","All Of Me , John Legend","All Of Me , John Legend","All Of Me , John Legend","Dark Horse , Katy Perry Featuring Juicy J","Dark Horse , Katy Perry Featuring Juicy J","Dark Horse , Katy Perry Featuring Juicy J","Dark Horse , Katy Perry Featuring Juicy J","Dark Horse , Katy Perry Featuring Juicy J","Dark Horse , Katy Perry Featuring Juicy J","Talk Dirty , Jason Derulo Featuring 2 Chainz","Dark Horse , Katy Perry Featuring Juicy J","Problem , Ariana Grande Featuring Iggy Azalea","Problem , Ariana Grande Featuring Iggy Azalea","Fancy , Iggy Azalea Featuring Charli XCX","Problem , Ariana Grande Featuring Iggy Azalea","Problem , Ariana Grande Featuring Iggy Azalea","All Of Me , John Legend","All Of Me , John Legend","All Of Me , John Legend","All Of Me , John Legend","Rude , MAGIC!","Rude , MAGIC!","Rude , MAGIC!","Problem , Ariana Grande Featuring Iggy Azalea","Problem , Ariana Grande Featuring Iggy Azalea","Problem , Ariana Grande Featuring Iggy Azalea","Problem , Ariana Grande Featuring Iggy Azalea","Stay With Me , Sam Smith","Stay With Me , Sam Smith","Stay With Me , Sam Smith","Fancy , Iggy Azalea Featuring Charli XCX","Fancy , Iggy Azalea Featuring Charli XCX","Stay With Me , Sam Smith","Stay With Me , Sam Smith","All About That Bass , Meghan Trainor","Anaconda , Nicki Minaj","Anaconda , Nicki Minaj","Anaconda , Nicki Minaj","Anaconda , Nicki Minaj","Bang Bang , Jessie J, Ariana Grande & Nicki Minaj","Bang Bang , Jessie J, Ariana Grande & Nicki Minaj","Anaconda , Nicki Minaj","Black Widow , Iggy Azalea Featuring Rita Ora","Black Widow , Iggy Azalea Featuring Rita Ora","Black Widow , Iggy Azalea Featuring Rita Ora","Bang Bang , Jessie J, Ariana Grande & Nicki Minaj","Habits (Stay High) , Tove Lo","Habits (Stay High) , Tove Lo","Habits (Stay High) , Tove Lo","Animals , Maroon 5","Animals , Maroon 5","Shake It Off , Taylor Swift","Take Me To Church , Hozier","Take Me To Church , Hozier","Take Me To Church , Hozier","All About That Bass , Meghan Trainor","Uptown Funk! , Mark Ronson Featuring Bruno Mars","Uptown Funk! , Mark Ronson Featuring Bruno Mars"
3,"Say Something , A Great Big World & Christina Aguilera","Royals , Lorde","Royals , Lorde","Royals , Lorde","Dark Horse , Katy Perry Featuring Juicy J","Say Something , A Great Big World & Christina Aguilera","Say Something , A Great Big World & Christina Aguilera","Say Something , A Great Big World & Christina Aguilera","Talk Dirty , Jason Derulo Featuring 2 Chainz","Talk Dirty , Jason Derulo Featuring 2 Chainz","Say Something , A Great Big World & Christina Aguilera","Say Something , A Great Big World & Christina Aguilera","All Of Me , John Legend","All Of Me , John Legend","All Of Me , John Legend","Talk Dirty , Jason Derulo Featuring 2 Chainz","Talk Dirty , Jason Derulo Featuring 2 Chainz","Talk Dirty , Jason Derulo Featuring 2 Chainz","Talk Dirty , Jason Derulo Featuring 2 Chainz","Talk Dirty , Jason Derulo Featuring 2 Chainz","Talk Dirty , Jason Derulo Featuring 2 Chainz","Talk Dirty , Jason Derulo Featuring 2 Chainz","Talk Dirty , Jason Derulo Featuring 2 Chainz","Talk Dirty , Jason Derulo Featuring 2 Chainz","Dark Horse , Katy Perry Featuring Juicy J","Talk Dirty , Jason Derulo Featuring 2 Chainz","Fancy , Iggy Azalea Featuring Charli XCX","Fancy , Iggy Azalea Featuring Charli XCX","Problem , Ariana Grande Featuring Iggy Azalea","Happy , Pharrell Williams","Happy , Pharrell Williams","Happy , Pharrell Williams","Turn Down For What , DJ Snake & Lil Jon","Turn Down For What , DJ Snake & Lil Jon","Turn Down For What , DJ Snake & Lil Jon","All Of Me , John Legend","Am I Wrong , Nico & Vinz","Am I Wrong , Nico & Vinz","Am I Wrong , Nico & Vinz","Am I Wrong , Nico & Vinz","Am I Wrong , Nico & Vinz","Am I Wrong , Nico & Vinz","Problem , Ariana Grande Featuring Iggy Azalea","Am I Wrong , Nico & Vinz","Am I Wrong , Nico & Vinz","Am I Wrong , Nico & Vinz","All About That Bass , Meghan Trainor","Break Free , Ariana Grande Featuring Zedd","Break Free , Ariana Grande Featuring Zedd","Stay With Me , Sam Smith","Bang Bang , Jessie J, Ariana Grande & Nicki Minaj","Bang Bang , Jessie J, Ariana Grande & Nicki Minaj","Bang Bang , Jessie J, Ariana Grande & Nicki Minaj","Black Widow , Iggy Azalea Featuring Rita Ora","Anaconda , Nicki Minaj","Anaconda , Nicki Minaj","Black Widow , Iggy Azalea Featuring Rita Ora","Bang Bang , Jessie J, Ariana Grande & Nicki Minaj","Bang Bang , Jessie J, Ariana Grande & Nicki Minaj","Habits (Stay High) , Tove Lo","Black Widow , Iggy Azalea Featuring Rita Ora","Bang Bang , Jessie J, Ariana Grande & Nicki Minaj","Bang Bang , Jessie J, Ariana Grande & Nicki Minaj","Animals , Maroon 5","Habits (Stay High) , Tove Lo","Habits (Stay High) , Tove Lo","Animals , Maroon 5","Animals , Maroon 5","Shake It Off , Taylor Swift","Shake It Off , Taylor Swift","Animals , Maroon 5","Lips Are Movin , Meghan Trainor","Lips Are Movin , Meghan Trainor"
4,"Royals , Lorde","Say Something , A Great Big World & Christina Aguilera","Say Something , A Great Big World & Christina Aguilera","Say Something , A Great Big World & Christina Aguilera","Say Something , A Great Big World & Christina Aguilera","The Monster , Eminem Featuring Rihanna","The Monster , Eminem Featuring Rihanna","The Monster , Eminem Featuring Rihanna","Counting Stars , OneRepublic","Counting Stars , OneRepublic","Let Her Go , Passenger","Drunk In Love , Beyonce Featuring Jay Z","Drunk In Love , Beyonce Featuring Jay Z","Drunk In Love , Beyonce Featuring Jay Z","Pompeii , Bastille","Pompeii , Bastille","Pompeii , Bastille","Pompeii , Bastille","Let It Go , Idina Menzel","Let It Go , Idina Menzel","Let It Go , Idina Menzel","Let It Go , Idina Menzel","Let It Go , Idina Menzel","Let It Go , Idina Menzel","Let It Go , Idina Menzel","Turn Down For What , DJ Snake & Lil Jon","Dark Horse , Katy Perry Featuring Juicy J","Dark Horse , Katy Perry Featuring Juicy J","Dark Horse , Katy Perry Featuring Juicy J","Turn Down For What , DJ Snake & Lil Jon","Turn Down For What , DJ Snake & Lil Jon","Turn Down For What , DJ Snake & Lil Jon","Happy , Pharrell Williams","Wiggle , Jason Derulo Featuring Snoop Dogg","Wiggle , Jason Derulo Featuring Snoop Dogg","Wiggle , Jason Derulo Featuring Snoop Dogg","Stay With Me , Sam Smith","Stay With Me , Sam Smith","Stay With Me , Sam Smith","Stay With Me , Sam Smith","Stay With Me , Sam Smith","Stay With Me , Sam Smith","Am I Wrong , Nico & Vinz","Problem , Ariana Grande Featuring Iggy Azalea","Problem , Ariana Grande Featuring Iggy Azalea","Problem , Ariana Grande Featuring Iggy Azalea","Am I Wrong , Nico & Vinz","Fancy , Iggy Azalea Featuring Charli XCX","Fancy , Iggy Azalea Featuring Charli XCX","Rude , MAGIC!","Stay With Me , Sam Smith","Stay With Me , Sam Smith","Black Widow , Iggy Azalea Featuring Rita Ora","Bang Bang , Jessie J, Ariana Grande & Nicki Minaj","Black Widow , Iggy Azalea Featuring Rita Ora","Black Widow , Iggy Azalea Featuring Rita Ora","Bang Bang , Jessie J, Ariana Grande & Nicki Minaj","Anaconda , Nicki Minaj","Anaconda , Nicki Minaj","Bang Bang , Jessie J, Ariana Grande & Nicki Minaj","Habits (Stay High) , Tove Lo","Animals , Maroon 5","Animals , Maroon 5","Bang Bang , Jessie J, Ariana Grande & Nicki Minaj","Bang Bang , Jessie J, Ariana Grande & Nicki Minaj","Bang Bang , Jessie J, Ariana Grande & Nicki Minaj","Habits (Stay High) , Tove Lo","Shake It Off , Taylor Swift","Animals , Maroon 5","Animals , Maroon 5","Uptown Funk! , Mark Ronson Featuring Bruno Mars","I'm Not The Only One , Sam Smith","I'm Not The Only One , Sam Smith"
5,"Demons , Imagine Dragons","Demons , Imagine Dragons","Demons , Imagine Dragons","Dark Horse , Katy Perry Featuring Juicy J","Let Her Go , Passenger","Let Her Go , Passenger","Let Her Go , Passenger","Talk Dirty , Jason Derulo Featuring 2 Chainz","Let Her Go , Passenger","Let Her Go , Passenger","Timber , Pitbull Featuring Ke$ha","Counting Stars , OneRepublic","Pompeii , Bastille","Pompeii , Bastille","Team , Lorde","Team , Lorde","Team , Lorde","Team , Lorde","Pompeii , Bastille","Pompeii , Bastille","Pompeii , Bastille","Pompeii , Bastille","Pompeii , Bastille","Pompeii , Bastille","Pompeii , Bastille","Let It Go , Idina Menzel","Talk Dirty , Jason Derulo Featuring 2 Chainz","Talk Dirty , Jason Derulo Featuring 2 Chainz","Turn Down For What , DJ Snake & Lil Jon","Dark Horse , Katy Perry Featuring Juicy J","Dark Horse , Katy Perry Featuring Juicy J","Dark Horse , Katy Perry Featuring Juicy J","Am I Wrong , Nico & Vinz","Happy , Pharrell Williams","Happy , Pharrell Williams","Turn Down For What , DJ Snake & Lil Jon","Wiggle , Jason Derulo Featuring Snoop Dogg","Wiggle , Jason Derulo Featuring Snoop Dogg","Wiggle , Jason Derulo Featuring Snoop Dogg","Wiggle , Jason Derulo Featuring Snoop Dogg","Wiggle , Jason Derulo Featuring Snoop Dogg","Wiggle , Jason Derulo Featuring Snoop Dogg","All Of Me , John Legend","Maps , Maroon 5","Maps , Maroon 5","Bang Bang , Jessie J, Ariana Grande & Nicki Minaj","Problem , Ariana Grande Featuring Iggy Azalea","Am I Wrong , Nico & Vinz","Am I Wrong , Nico & Vinz","Black Widow , Iggy Azalea Featuring Rita Ora","Black Widow , Iggy Azalea Featuring Rita Ora","Black Widow , Iggy Azalea Featuring Rita Ora","Stay With Me , Sam Smith","Stay With Me , Sam Smith","Stay With Me , Sam Smith","Stay With Me , Sam Smith","Stay With Me , Sam Smith","Habits (Stay High) , Tove Lo","Habits (Stay High) , Tove Lo","Don't Tell 'Em , Jeremih Featuring YG","Don't Tell 'Em , Jeremih Featuring YG","Black Widow , Iggy Azalea Featuring Rita Ora","Black Widow , Iggy Azalea Featuring Rita Ora","Black Widow , Iggy Azalea Featuring Rita Ora","Hot Boy , Bobby Shmurda","Hot Boy , Bobby Shmurda","Take Me To Church , Hozier","Habits (Stay High) , Tove Lo","The Heart Wants What It Wants , Selena Gomez","The Heart Wants What It Wants , Selena Gomez","Shake It Off , Taylor Swift","Thinking Out Loud , Ed Sheeran","Thinking Out Loud , Ed Sheeran"
6,"Let Her Go , Passenger","Let Her Go , Passenger","Let Her Go , Passenger","Let Her Go , Passenger","Royals , Lorde","Royals , Lorde","Royals , Lorde","Let Her Go , Passenger","Say Something , A Great Big World & Christina Aguilera","Say Something , A Great Big World & Christina Aguilera","Counting Stars , OneRepublic","Timber , Pitbull Featuring Ke$ha","Team , Lorde","Team , Lorde","Drunk In Love , Beyonce Featuring Jay Z","Drunk In Love , Beyonce Featuring Jay Z","Drunk In Love , Beyonce Featuring Jay Z","Counting Stars , OneRepublic","Team , Lorde","Team , Lorde","Team , Lorde","Team , Lorde","Team , Lorde","Team , Lorde","Turn Down For What , DJ Snake & Lil Jon","Fancy , Iggy Azalea Featuring Charli XCX","Turn Down For What , DJ Snake & Lil Jon","Turn Down For What , DJ Snake & Lil Jon","Talk Dirty , Jason Derulo Featuring 2 Chainz","Talk Dirty , Jason Derulo Featuring 2 Chainz","Talk Dirty , Jason Derulo Featuring 2 Chainz","Talk Dirty , Jason Derulo Featuring 2 Chainz","Dark Horse , Katy Perry Featuring Juicy J","Rude , MAGIC!","Rude , MAGIC!","Am I Wrong , Nico & Vinz","All Of Me , John Legend","All Of Me , John Legend","All Of Me , John Legend","Summer , Calvin Harris","All Of Me , John Legend","All Of Me , John Legend","Maps , Maroon 5","Latch , Disclosure Featuring Sam Smith","Latch , Disclosure Featuring Sam Smith","Maps , Maroon 5","Maps , Maroon 5","Problem , Ariana Grande Featuring Iggy Azalea","Problem , Ariana Grande Featuring Iggy Azalea","Break Free , Ariana Grande Featuring Zedd","Break Free , Ariana Grande Featuring Zedd","Break Free , Ariana Grande Featuring Zedd","Rude , MAGIC!","Break Free , Ariana Grande Featuring Zedd","Break Free , Ariana Grande Featuring Zedd","Break Free , Ariana Grande Featuring Zedd","Habits (Stay High) , Tove Lo","Don't Tell 'Em , Jeremih Featuring YG","Don't Tell 'Em , Jeremih Featuring YG","Animals , Maroon 5","Animals , Maroon 5","Don't Tell 'Em , Jeremih Featuring YG","Don't Tell 'Em , Jeremih Featuring YG","Don't Tell 'Em , Jeremih Featuring YG","Love Me Harder , Ariana Grande & The Weeknd","Love Me Harder , Ariana Grande & The Weeknd","Hot Boy , Bobby Shmurda","I'm Not The Only One , Sam Smith","I'm Not The Only One , Sam Smith","I'm Not The Only One , Sam Smith","I'm Not The Only One , Sam Smith","All About That Bass , Meghan Trainor","All About That Bass , Meghan Trainor"
7,"Wake Me Up! , Avicii","Roar , Katy Perry","Roar , Katy Perry","Wake Me Up! , Avicii","Wake Me Up! , Avicii","Team , Lorde","Team , Lorde","Team , Lorde","Happy , Pharrell Williams","Happy , Pharrell Williams","Drunk In Love , Beyonce Featuring Jay Z","Pompeii , Bastille","Say Something , A Great Big World & Christina Aguilera","Say Something , A Great Big World & Christina Aguilera","Counting Stars , OneRepublic","Counting Stars , OneRepublic","Counting Stars , OneRepublic","Drunk In Love , Beyonce Featuring Jay Z","Counting Stars , OneRepublic","The Man , Aloe Blacc","The Man , Aloe Blacc","Counting Stars , OneRepublic","Turn Down For What , DJ Snake & Lil Jon","Turn Down For What , DJ Snake & Lil Jon","Not A Bad Thing , Justin Timberlake","Pompeii , Bastille","Not A Bad Thing , Justin Timberlake","Not A Bad Thing , Justin Timberlake","Not A Bad Thing , Justin Timberlake","Not A Bad Thing , Justin Timberlake","Not A Bad Thing , Justin Timberlake","Am I Wrong , Nico & Vinz","Rude , MAGIC!","Am I Wrong , Nico & Vinz","Am I Wrong , Nico & Vinz","Happy , Pharrell Williams","Summer , Calvin Harris","Summer , Calvin Harris","Summer , Calvin Harris","All Of Me , John Legend","Maps , Maroon 5","Maps , Maroon 5","Wiggle , Jason Derulo Featuring Snoop Dogg","All Of Me , John Legend","All Of Me , John Legend","All About That Bass , Meghan Trainor","Chandelier , Sia","Black Widow , Iggy Azalea Featuring Rita Ora","Black Widow , Iggy Azalea Featuring Rita Ora","Chandelier , Sia","Rude , MAGIC!","Rude , MAGIC!","Break Free , Ariana Grande Featuring Zedd","Maps , Maroon 5","Boom Clap , Charli XCX","Boom Clap , Charli XCX","Break Free , Ariana Grande Featuring Zedd","Animals , Maroon 5","Animals , Maroon 5","Anaconda , Nicki Minaj","Stay With Me , Sam Smith","Hot Boy , Bobby Shmurda","Hot Boy , Bobby Shmurda","Hot Boy , Bobby Shmurda","Take Me To Church , Hozier","Take Me To Church , Hozier","Bang Bang , Jessie J, Ariana Grande & Nicki Minaj","Jealous , Nick Jonas","Uptown Funk! , Mark Ronson Featuring Bruno Mars","Uptown Funk! , Mark Ronson Featuring Bruno Mars","Lips Are Movin , Meghan Trainor","Animals , Maroon 5","Animals , Maroon 5"
8,"Wrecking Ball , Miley Cyrus","Story Of My Life , One Direction","Story Of My Life , One Direction","Wrecking Ball , Miley Cyrus","Demons , Imagine Dragons","Story Of My Life , One Direction","Story Of My Life , One Direction","Royals , Lorde","Royals , Lorde","Royals , Lorde","Team , Lorde","Team , Lorde","Counting Stars , OneRepublic","Counting Stars , OneRepublic","Say Something , A Great Big World & Christina Aguilera","Let It Go , Idina Menzel","Let It Go , Idina Menzel","We Might Be Dead By Tomorrow , Soko","The Man , Aloe Blacc","Counting Stars , OneRepublic","Counting Stars , OneRepublic","The Man , Aloe Blacc","The Man , Aloe Blacc","The Man , Aloe Blacc","Loyal , Chris Brown Featuring Lil Wayne & French Montana Or Too $hort Or Tyga","Not A Bad Thing , Justin Timberlake","Let It Go , Idina Menzel","Let It Go , Idina Menzel","Let It Go , Idina Menzel","Love Never Felt So Good , Michael Jackson & Justin Timberlake","Love Never Felt So Good , Michael Jackson & Justin Timberlake","Not A Bad Thing , Justin Timberlake","Summer , Calvin Harris","Summer , Calvin Harris","Summer , Calvin Harris","Summer , Calvin Harris","Turn Down For What , DJ Snake & Lil Jon","Turn Down For What , DJ Snake & Lil Jon","Turn Down For What , DJ Snake & Lil Jon","Maps , Maroon 5","Summer , Calvin Harris","Summer , Calvin Harris","Latch , Disclosure Featuring Sam Smith","Chandelier , Sia","Chandelier , Sia","Chandelier , Sia","Bang Bang , Jessie J, Ariana Grande & Nicki Minaj","Chandelier , Sia","Chandelier , Sia","Bang Bang , Jessie J, Ariana Grande & Nicki Minaj","Chandelier , Sia","Chandelier , Sia","Maps , Maroon 5","Rude , MAGIC!","Chandelier , Sia","Chandelier , Sia","Don't Tell 'Em , Jeremih Featuring YG","Stay With Me , Sam Smith","Stay With Me , Sam Smith","Stay With Me , Sam Smith","Hot Boy , Bobby Shmurda","Take Me To Church , Hozier","Take Me To Church , Hozier","Don't , Ed Sheeran","Black Widow , Iggy Azalea Featuring Rita Ora","Black Widow , Iggy Azalea Featuring Rita Ora","I'm Not The Only One , Sam Smith","Love Me Harder , Ariana Grande & The Weeknd","Habits (Stay High) , Tove Lo","Habits (Stay High) , Tove Lo","Jealous , Nick Jonas","Love Me Harder , Ariana Grande & The Weeknd","Love Me Harder , Ariana Grande & The Weeknd"
9,"Story Of My Life , One Direction","Wake Me Up! , Avicii","Wake Me Up! , Avicii","Demons , Imagine Dragons","Story Of My Life , One Direction","Pompeii , Bastille","Pompeii , Bastille","Pompeii , Bastille","Team , Lorde","Team , Lorde","Pompeii , Bastille","Let Her Go , Passenger","Timber , Pitbull Featuring Ke$ha","Timber , Pitbull Featuring Ke$ha","Timber , Pitbull Featuring Ke$ha","Timber , Pitbull Featuring Ke$ha","Timber , Pitbull Featuring Ke$ha","The Man , Aloe Blacc","Drunk In Love , Beyonce Featuring Jay Z","Turn Down For What , DJ Snake & Lil Jon","Turn Down For What , DJ Snake & Lil Jon","Turn Down For What , DJ Snake & Lil Jon","Counting Stars , OneRepublic","Counting Stars , OneRepublic","Team , Lorde","Loyal , Chris Brown Featuring Lil Wayne & French Montana Or Too $hort Or Tyga","Pompeii , Bastille","Pompeii , Bastille","Ain't It Fun , Paramore","A Sky Full Of Stars , Coldplay","A Sky Full Of Stars , Coldplay","Wiggle , Jason Derulo Featuring Snoop Dogg","Wiggle , Jason Derulo Featuring Snoop Dogg","Stay With Me , Sam Smith","Stay With Me , Sam Smith","Stay With Me , Sam Smith","Happy , Pharrell Williams","Happy , Pharrell Williams","Happy , Pharrell Williams","Turn Down For What , DJ Snake & Lil Jon","Latch , Disclosure Featuring Sam Smith","Latch , Disclosure Featuring Sam Smith","Summer , Calvin Harris","Summer , Calvin Harris","Summer , Calvin Harris","Latch , Disclosure Featuring Sam Smith","Boom Clap , Charli XCX","Bang Bang , Jessie J, Ariana Grande & Nicki Minaj","Bang Bang , Jessie J, Ariana Grande & Nicki Minaj","Am I Wrong , Nico & Vinz","Boom Clap , Charli XCX","Boom Clap , Charli XCX","Chandelier , Sia","Boom Clap , Charli XCX","Don't Tell 'Em , Jeremih Featuring YG","Don't Tell 'Em , Jeremih Featuring YG","Rather Be , Clean Bandit Featuring Jess Glynne","Break Free , Ariana Grande Featuring Zedd","Break Free , Ariana Grande Featuring Zedd","Hot Boy , Bobby Shmurda","Don't , Ed Sheeran","Stay With Me , Sam Smith","Stay With Me , Sam Smith","Take Me To Church , Hozier","Don't Tell 'Em , Jeremih Featuring YG","Don't Tell 'Em , Jeremih Featuring YG","Jealous , Nick Jonas","Don't , Ed Sheeran","Love Me Harder , Ariana Grande & The Weeknd","Love Me Harder , Ariana Grande & The Weeknd","Love Me Harder , Ariana Grande & The Weeknd","Shake It Off , Taylor Swift","Shake It Off , Taylor Swift"
