,1985-01-01,1985-01-06,1985-01-11,1985-01-16,1985-01-21,1985-01-26,1985-01-31,1985-02-05,1985-02-10,1985-02-15,1985-02-20,1985-02-25,1985-03-02,1985-03-07,1985-03-12,1985-03-17,1985-03-22,1985-03-27,1985-04-01,1985-04-06,1985-04-11,1985-04-16,1985-04-21,1985-04-26,1985-05-01,1985-05-06,1985-05-11,1985-05-16,1985-05-21,1985-05-26,1985-05-31,1985-06-05,1985-06-10,1985-06-15,1985-06-20,1985-06-25,1985-06-30,1985-07-05,1985-07-10,1985-07-15,1985-07-20,1985-07-25,1985-07-30,1985-08-04,1985-08-09,1985-08-14,1985-08-19,1985-08-24,1985-08-29,1985-09-03,1985-09-08,1985-09-13,1985-09-18,1985-09-23,1985-09-28,1985-10-03,1985-10-08,1985-10-13,1985-10-18,1985-10-23,1985-10-28,1985-11-02,1985-11-07,1985-11-12,1985-11-17,1985-11-22,1985-11-27,1985-12-02,1985-12-07,1985-12-12,1985-12-17,1985-12-22,1985-12-27
0,"Like A Virgin , Madonna","Like A Virgin , Madonna","Like A Virgin , Madonna","Like A Virgin , Madonna","Like A Virgin , Madonna","Like A Virgin , Madonna","I Want To Know What Love Is , Foreigner","I Want To Know What Love Is , Foreigner","Careless Whisper , Wham! Featuring George Michael","Careless Whisper , Wham! Featuring George Michael","Careless Whisper , Wham! Featuring George Michael","Careless Whisper , Wham! Featuring George Michael","Careless Whisper , Wham! Featuring George Michael","Can't Fight This Feeling , REO Speedwagon","Can't Fight This Feeling , REO Speedwagon","Can't Fight This Feeling , REO Speedwagon","Can't Fight This Feeling , REO Speedwagon","One More Night , Phil Collins","One More Night , Phil Collins","One More Night , Phil Collins","We Are The World , USA For Africa","We Are The World , USA For Africa","We Are The World , USA For Africa","We Are The World , USA For Africa","We Are The World , USA For Africa","Crazy For You , Madonna","Crazy For You , Madonna","Don't You (Forget About Me) , Simple Minds","Everything She Wants , Wham!","Everything She Wants , Wham!","Everything She Wants , Wham!","Everybody Wants To Rule The World , Tears For Fears","Everybody Wants To Rule The World , Tears For Fears","Everybody Wants To Rule The World , Tears For Fears","Heaven , Bryan Adams","Heaven , Bryan Adams","Sussudio , Phil Collins","Sussudio , Phil Collins","A View To A Kill , Duran Duran","A View To A Kill , Duran Duran","A View To A Kill , Duran Duran","Everytime You Go Away , Paul Young","Shout , Tears For Fears","Shout , Tears For Fears","Shout , Tears For Fears","Shout , Tears For Fears","The Power Of Love , Huey Lewis & The News","The Power Of Love , Huey Lewis & The News","The Power Of Love , Huey Lewis & The News","St. Elmo's Fire (Man In Motion) , John Parr","St. Elmo's Fire (Man In Motion) , John Parr","St. Elmo's Fire (Man In Motion) , John Parr","Money For Nothing , Dire Straits","Money For Nothing , Dire Straits","Money For Nothing , Dire Straits","Money For Nothing , Dire Straits","Oh Sheila , Ready For The World","Take On Me , a-ha","Take On Me , a-ha","Saving All My Love For You , Whitney Houston","Part-Time Lover , Stevie Wonder","Part-Time Lover , Stevie Wonder","Miami Vice Theme , Jan Hammer","We Built This City , Starship","We Built This City , Starship","We Built This City , Starship","Separate Lives , Phil Collins and Marilyn Martin","Broken Wings , Mr. Mister","Broken Wings , Mr. Mister","Broken Wings , Mr. Mister","Say You, Say Me , Lionel Richie","Say You, Say Me , Lionel Richie","Say You, Say Me , Lionel Richie"
1,"The Wild Boys , Duran Duran","All I Need , Jack Wagner","All I Need , Jack Wagner","All I Need , Jack Wagner","I Want To Know What Love Is , Foreigner","I Want To Know What Love Is , Foreigner","Easy Lover , Philip Bailey With Phil Collins","Easy Lover , Philip Bailey With Phil Collins","I Want To Know What Love Is , Foreigner","I Want To Know What Love Is , Foreigner","Lover Boy , Billy Ocean","Can't Fight This Feeling , REO Speedwagon","Can't Fight This Feeling , REO Speedwagon","Careless Whisper , Wham! Featuring George Michael","The Heat Is On , Glenn Frey","Material Girl , Madonna","Material Girl , Madonna","Material Girl , Madonna","We Are The World , USA For Africa","We Are The World , USA For Africa","One More Night , Phil Collins","Crazy For You , Madonna","Crazy For You , Madonna","Crazy For You , Madonna","Crazy For You , Madonna","We Are The World , USA For Africa","We Are The World , USA For Africa","Crazy For You , Madonna","Don't You (Forget About Me) , Simple Minds","Everybody Wants To Rule The World , Tears For Fears","Everybody Wants To Rule The World , Tears For Fears","Everything She Wants , Wham!","Heaven , Bryan Adams","Heaven , Bryan Adams","Sussudio , Phil Collins","Sussudio , Phil Collins","A View To A Kill , Duran Duran","A View To A Kill , Duran Duran","Sussudio , Phil Collins","Raspberry Beret , Prince And The Revolution","Raspberry Beret , Prince And The Revolution","Shout , Tears For Fears","Everytime You Go Away , Paul Young","Everytime You Go Away , Paul Young","Everytime You Go Away , Paul Young","The Power Of Love , Huey Lewis & The News","Shout , Tears For Fears","Shout , Tears For Fears","St. Elmo's Fire (Man In Motion) , John Parr","The Power Of Love , Huey Lewis & The News","We Don't Need Another Hero (Thunderdome) , Tina Turner","We Don't Need Another Hero (Thunderdome) , Tina Turner","Cherish , Kool & The Gang","Cherish , Kool & The Gang","Cherish , Kool & The Gang","Cherish , Kool & The Gang","Money For Nothing , Dire Straits","Saving All My Love For You , Whitney Houston","Saving All My Love For You , Whitney Houston","Part-Time Lover , Stevie Wonder","Miami Vice Theme , Jan Hammer","Miami Vice Theme , Jan Hammer","Part-Time Lover , Stevie Wonder","You Belong To The City , Glenn Frey","You Belong To The City , Glenn Frey","You Belong To The City , Glenn Frey","We Built This City , Starship","Separate Lives , Phil Collins and Marilyn Martin","Separate Lives , Phil Collins and Marilyn Martin","Separate Lives , Phil Collins and Marilyn Martin","Broken Wings , Mr. Mister","Party All The Time , Eddie Murphy","Party All The Time , Eddie Murphy"
2,"Sea Of Love , The Honeydrippers","The Wild Boys , Duran Duran","The Wild Boys , Duran Duran","You're The Inspiration , Chicago","You're The Inspiration , Chicago","You're The Inspiration , Chicago","Careless Whisper , Wham! Featuring George Michael","Careless Whisper , Wham! Featuring George Michael","Easy Lover , Philip Bailey With Phil Collins","Easy Lover , Philip Bailey With Phil Collins","Easy Lover , Philip Bailey With Phil Collins","California Girls , David Lee Roth","California Girls , David Lee Roth","The Heat Is On , Glenn Frey","Material Girl , Madonna","One More Night , Phil Collins","One More Night , Phil Collins","Can't Fight This Feeling , REO Speedwagon","Material Girl , Madonna","Material Girl , Madonna","Crazy For You , Madonna","Nightshift , Commodores","Rhythm Of The Night , Debarge","Rhythm Of The Night , Debarge","Rhythm Of The Night , Debarge","Don't You (Forget About Me) , Simple Minds","Don't You (Forget About Me) , Simple Minds","One Night In Bangkok , Murray Head","Everybody Wants To Rule The World , Tears For Fears","Axel F , Harold Faltermeyer","Axel F , Harold Faltermeyer","Axel F , Harold Faltermeyer","Axel F , Harold Faltermeyer","Axel F , Harold Faltermeyer","Everybody Wants To Rule The World , Tears For Fears","A View To A Kill , Duran Duran","Raspberry Beret , Prince And The Revolution","Raspberry Beret , Prince And The Revolution","Raspberry Beret , Prince And The Revolution","Everytime You Go Away , Paul Young","Everytime You Go Away , Paul Young","You Give Good Love , Whitney Houston","If You Love Somebody Set Them Free , Sting","If You Love Somebody Set Them Free , Sting","If You Love Somebody Set Them Free , Sting","Never Surrender , Corey Hart","Never Surrender , Corey Hart","Never Surrender , Corey Hart","Freeway Of Love , Aretha Franklin","We Don't Need Another Hero (Thunderdome) , Tina Turner","Money For Nothing , Dire Straits","Money For Nothing , Dire Straits","St. Elmo's Fire (Man In Motion) , John Parr","Freedom , Wham!","Freedom , Wham!","Oh Sheila , Ready For The World","Take On Me , a-ha","Part-Time Lover , Stevie Wonder","Part-Time Lover , Stevie Wonder","Take On Me , a-ha","Saving All My Love For You , Whitney Houston","Saving All My Love For You , Whitney Houston","Head Over Heels , Tears For Fears","Miami Vice Theme , Jan Hammer","Separate Lives , Phil Collins and Marilyn Martin","Separate Lives , Phil Collins and Marilyn Martin","Broken Wings , Mr. Mister","We Built This City , Starship","We Built This City , Starship","Say You, Say Me , Lionel Richie","Party All The Time , Eddie Murphy","Alive & Kicking , Simple Minds","Alive & Kicking , Simple Minds"
3,"Cool It Now , New Edition","Sea Of Love , The Honeydrippers","Sea Of Love , The Honeydrippers","I Want To Know What Love Is , Foreigner","Easy Lover , Philip Bailey With Phil Collins","Easy Lover , Philip Bailey With Phil Collins","You're The Inspiration , Chicago","Lover Boy , Billy Ocean","Lover Boy , Billy Ocean","Lover Boy , Billy Ocean","Can't Fight This Feeling , REO Speedwagon","The Heat Is On , Glenn Frey","The Heat Is On , Glenn Frey","California Girls , David Lee Roth","California Girls , David Lee Roth","The Heat Is On , Glenn Frey","The Heat Is On , Glenn Frey","Lover Girl , Teena Marie","Crazy For You , Madonna","Crazy For You , Madonna","Nightshift , Commodores","One More Night , Phil Collins","Nightshift , Commodores","Nightshift , Commodores","Don't You (Forget About Me) , Simple Minds","Rhythm Of The Night , Debarge","Rhythm Of The Night , Debarge","Everything She Wants , Wham!","Axel F , Harold Faltermeyer","Don't You (Forget About Me) , Simple Minds","Don't You (Forget About Me) , Simple Minds","Suddenly , Billy Ocean","Suddenly , Billy Ocean","Suddenly , Billy Ocean","Raspberry Beret , Prince And The Revolution","Raspberry Beret , Prince And The Revolution","Heaven , Bryan Adams","Heaven , Bryan Adams","The Search Is Over , Survivor","You Give Good Love , Whitney Houston","You Give Good Love , Whitney Houston","A View To A Kill , Duran Duran","You Give Good Love , Whitney Houston","Never Surrender , Corey Hart","Never Surrender , Corey Hart","If You Love Somebody Set Them Free , Sting","St. Elmo's Fire (Man In Motion) , John Parr","St. Elmo's Fire (Man In Motion) , John Parr","We Don't Need Another Hero (Thunderdome) , Tina Turner","Freeway Of Love , Aretha Franklin","Cherish , Kool & The Gang","Cherish , Kool & The Gang","We Don't Need Another Hero (Thunderdome) , Tina Turner","Don't Lose My Number , Phil Collins","Don't Lose My Number , Phil Collins","Take On Me , a-ha","Saving All My Love For You , Whitney Houston","Oh Sheila , Ready For The World","Oh Sheila , Ready For The World","Miami Vice Theme , Jan Hammer","Head Over Heels , Tears For Fears","Head Over Heels , Tears For Fears","You Belong To The City , Glenn Frey","Head Over Heels , Tears For Fears","Broken Wings , Mr. Mister","Broken Wings , Mr. Mister","You Belong To The City , Glenn Frey","Never , Heart","Never , Heart","Party All The Time , Eddie Murphy","Alive & Kicking , Simple Minds","That's What Friends Are For , Dionne & Friends","That's What Friends Are For , Dionne & Friends"
4,"We Belong , Pat Benatar","We Belong , Pat Benatar","We Belong , Pat Benatar","Easy Lover , Philip Bailey With Phil Collins","Careless Whisper , Wham! Featuring George Michael","Careless Whisper , Wham! Featuring George Michael","Lover Boy , Billy Ocean","The Boys Of Summer , Don Henley","Method Of Modern Love , Daryl Hall John Oates","Method Of Modern Love , Daryl Hall John Oates","I Want To Know What Love Is , Foreigner","Lover Boy , Billy Ocean","Lover Boy , Billy Ocean","Material Girl , Madonna","One More Night , Phil Collins","Too Late For Goodbyes , Julian Lennon","Too Late For Goodbyes , Julian Lennon","We Are The World , USA For Africa","Lover Girl , Teena Marie","Lover Girl , Teena Marie","Material Girl , Madonna","Rhythm Of The Night , Debarge","Don't You (Forget About Me) , Simple Minds","Don't You (Forget About Me) , Simple Minds","One Night In Bangkok , Murray Head","One Night In Bangkok , Murray Head","One Night In Bangkok , Murray Head","Smooth Operator , Sade","Smooth Operator , Sade","Suddenly , Billy Ocean","Suddenly , Billy Ocean","Heaven , Bryan Adams","Things Can Only Get Better , Howard Jones","Things Can Only Get Better , Howard Jones","A View To A Kill , Duran Duran","Angel , Madonna","The Search Is Over , Survivor","The Search Is Over , Survivor","Would I Lie To You? , Eurythmics","Sussudio , Phil Collins","Sussudio , Phil Collins","If You Love Somebody Set Them Free , Sting","Glory Days , Bruce Springsteen","The Power Of Love , Huey Lewis & The News","The Power Of Love , Huey Lewis & The News","Freeway Of Love , Aretha Franklin","Freeway Of Love , Aretha Franklin","Freeway Of Love , Aretha Franklin","Summer Of '69 , Bryan Adams","Summer Of '69 , Bryan Adams","The Power Of Love , Huey Lewis & The News","The Power Of Love , Huey Lewis & The News","Don't Lose My Number , Phil Collins","Oh Sheila , Ready For The World","Oh Sheila , Ready For The World","Dress You Up , Madonna","Part-Time Lover , Stevie Wonder","Miami Vice Theme , Jan Hammer","Miami Vice Theme , Jan Hammer","Head Over Heels , Tears For Fears","Take On Me , a-ha","Take On Me , a-ha","We Built This City , Starship","Part-Time Lover , Stevie Wonder","Never , Heart","Never , Heart","Never , Heart","Say You, Say Me , Lionel Richie","Say You, Say Me , Lionel Richie","Never , Heart","Separate Lives , Phil Collins and Marilyn Martin","I Miss You , Klymaxx","I Miss You , Klymaxx"
5,"All I Need , Jack Wagner","You're The Inspiration , Chicago","You're The Inspiration , Chicago","Run To You , Bryan Adams","All I Need , Jack Wagner","All I Need , Jack Wagner","The Boys Of Summer , Don Henley","You're The Inspiration , Chicago","Neutron Dance , The Pointer Sisters","Neutron Dance , The Pointer Sisters","Neutron Dance , The Pointer Sisters","Neutron Dance , The Pointer Sisters","Neutron Dance , The Pointer Sisters","Too Late For Goodbyes , Julian Lennon","Too Late For Goodbyes , Julian Lennon","Lover Girl , Teena Marie","Lover Girl , Teena Marie","Too Late For Goodbyes , Julian Lennon","Can't Fight This Feeling , REO Speedwagon","Can't Fight This Feeling , REO Speedwagon","I'm On Fire , Bruce Springsteen","I'm On Fire , Bruce Springsteen","One Night In Bangkok , Murray Head","One Night In Bangkok , Murray Head","Obsession , Animotion","Some Like It Hot , The Power Station","Some Like It Hot , The Power Station","Some Like It Hot , The Power Station","Crazy For You , Madonna","Smooth Operator , Sade","Smooth Operator , Sade","Things Can Only Get Better , Howard Jones","Sussudio , Phil Collins","Sussudio , Phil Collins","Angel , Madonna","The Search Is Over , Survivor","Would I Lie To You? , Eurythmics","Would I Lie To You? , Eurythmics","Everytime You Go Away , Paul Young","The Search Is Over , Survivor","The Search Is Over , Survivor","Glory Days , Bruce Springsteen","Never Surrender , Corey Hart","Who's Holding Donna Now , Debarge","Who's Holding Donna Now , Debarge","Everytime You Go Away , Paul Young","We Don't Need Another Hero (Thunderdome) , Tina Turner","We Don't Need Another Hero (Thunderdome) , Tina Turner","Shout , Tears For Fears","Money For Nothing , Dire Straits","Don't Lose My Number , Phil Collins","Don't Lose My Number , Phil Collins","Freedom , Wham!","Dress You Up , Madonna","Dress You Up , Madonna","Saving All My Love For You , Whitney Houston","Lonely Ol' Night , John Mellencamp","Lonely Ol' Night , John Mellencamp","Lonely Ol' Night , John Mellencamp","Oh Sheila , Ready For The World","You Belong To The City , Glenn Frey","You Belong To The City , Glenn Frey","Saving All My Love For You , Whitney Houston","Separate Lives , Phil Collins and Marilyn Martin","Lay Your Hands On Me , Thompson Twins","Lay Your Hands On Me , Thompson Twins","Lay Your Hands On Me , Thompson Twins","You Belong To The City , Glenn Frey","You Belong To The City , Glenn Frey","Election Day , Arcadia","Election Day , Arcadia","Small Town , John Mellencamp","Small Town , John Mellencamp"
6,"Out Of Touch , Daryl Hall John Oates","Run To You , Bryan Adams","Run To You , Bryan Adams","The Wild Boys , Duran Duran","Run To You , Bryan Adams","Run To You , Bryan Adams","Like A Virgin , Madonna","Method Of Modern Love , Daryl Hall John Oates","Can't Fight This Feeling , REO Speedwagon","Can't Fight This Feeling , REO Speedwagon","The Heat Is On , Glenn Frey","I Want To Know What Love Is , Foreigner","I Want To Know What Love Is , Foreigner","Neutron Dance , The Pointer Sisters","Careless Whisper , Wham! Featuring George Michael","Private Dancer , Tina Turner","Private Dancer , Tina Turner","Private Dancer , Tina Turner","Nightshift , Commodores","Nightshift , Commodores","Rhythm Of The Night , Debarge","Obsession , Animotion","Obsession , Animotion","Obsession , Animotion","Some Like It Hot , The Power Station","Smooth Operator , Sade","Smooth Operator , Sade","Rhythm Of The Night , Debarge","One Night In Bangkok , Murray Head","Heaven , Bryan Adams","Heaven , Bryan Adams","In My House , Mary Jane Girls","In My House , Mary Jane Girls","In My House , Mary Jane Girls","In My House , Mary Jane Girls","Everybody Wants To Rule The World , Tears For Fears","You Give Good Love , Whitney Houston","You Give Good Love , Whitney Houston","You Give Good Love , Whitney Houston","If You Love Somebody Set Them Free , Sting","If You Love Somebody Set Them Free , Sting","Raspberry Beret , Prince And The Revolution","The Power Of Love , Huey Lewis & The News","Glory Days , Bruce Springsteen","Glory Days , Bruce Springsteen","St. Elmo's Fire (Man In Motion) , John Parr","Summer Of '69 , Bryan Adams","Summer Of '69 , Bryan Adams","Never Surrender , Corey Hart","Cherish , Kool & The Gang","Freeway Of Love , Aretha Franklin","Freeway Of Love , Aretha Franklin","Pop Life , Prince And The Revolution","Take On Me , a-ha","Take On Me , a-ha","Freedom , Wham!","Dancing In The Street , David Bowie & Mick Jagger","Money For Nothing , Dire Straits","Money For Nothing , Dire Straits","Lonely Ol' Night , John Mellencamp","We Built This City , Starship","We Built This City , Starship","Separate Lives , Phil Collins and Marilyn Martin","Broken Wings , Mr. Mister","Head Over Heels , Tears For Fears","Head Over Heels , Tears For Fears","Who's Zoomin' Who , Aretha Franklin","Election Day , Arcadia","Election Day , Arcadia","Alive & Kicking , Simple Minds","I Miss You , Klymaxx","Broken Wings , Mr. Mister","Broken Wings , Mr. Mister"
7,"Run To You , Bryan Adams","Cool It Now , New Edition","Cool It Now , New Edition","We Belong , Pat Benatar","The Boys Of Summer , Don Henley","The Boys Of Summer , Don Henley","I Would Die 4 U , Prince And The Revolution","Neutron Dance , The Pointer Sisters","The Heat Is On , Glenn Frey","The Heat Is On , Glenn Frey","California Girls , David Lee Roth","Easy Lover , Philip Bailey With Phil Collins","Easy Lover , Philip Bailey With Phil Collins","I Want To Know What Love Is , Foreigner","Lover Girl , Teena Marie","High On You , Survivor","High On You , Survivor","High On You , Survivor","I'm On Fire , Bruce Springsteen","I'm On Fire , Bruce Springsteen","Lover Girl , Teena Marie","Don't You (Forget About Me) , Simple Minds","Some Like It Hot , The Power Station","Some Like It Hot , The Power Station","Nightshift , Commodores","Everything She Wants , Wham!","Everything She Wants , Wham!","We Are The World , USA For Africa","Suddenly , Billy Ocean","Things Can Only Get Better , Howard Jones","Things Can Only Get Better , Howard Jones","Don't You (Forget About Me) , Simple Minds","Everything She Wants , Wham!","Everything She Wants , Wham!","Things Can Only Get Better , Howard Jones","Would I Lie To You? , Eurythmics","Everytime You Go Away , Paul Young","Everytime You Go Away , Paul Young","Voices Carry , 'Til Tuesday","Glory Days , Bruce Springsteen","Glory Days , Bruce Springsteen","Sentimental Street , Night Ranger","Sentimental Street , Night Ranger","Freeway Of Love , Aretha Franklin","Freeway Of Love , Aretha Franklin","Who's Holding Donna Now , Debarge","If You Love Somebody Set Them Free , Sting","If You Love Somebody Set Them Free , Sting","Cherish , Kool & The Gang","Don't Lose My Number , Phil Collins","Freedom , Wham!","Freedom , Wham!","The Power Of Love , Huey Lewis & The News","St. Elmo's Fire (Man In Motion) , John Parr","St. Elmo's Fire (Man In Motion) , John Parr","Lonely Ol' Night , John Mellencamp","Cherish , Kool & The Gang","Dancing In The Street , David Bowie & Mick Jagger","Dancing In The Street , David Bowie & Mick Jagger","Fortress Around Your Heart , Sting","Fortress Around Your Heart , Sting","Fortress Around Your Heart , Sting","Take On Me , a-ha","Never , Heart","Miami Vice Theme , Jan Hammer","Miami Vice Theme , Jan Hammer","Election Day , Arcadia","Who's Zoomin' Who , Aretha Franklin","Who's Zoomin' Who , Aretha Franklin","Sleeping Bag , ZZ Top","That's What Friends Are For , Dionne & Friends","Separate Lives , Phil Collins and Marilyn Martin","Separate Lives , Phil Collins and Marilyn Martin"
8,"You're The Inspiration , Chicago","Valotte , Julian Lennon","Valotte , Julian Lennon","Born In The USA , Bruce Springsteen","Lover Boy , Billy Ocean","Lover Boy , Billy Ocean","Method Of Modern Love , Daryl Hall John Oates","Like A Virgin , Madonna","The Boys Of Summer , Don Henley","The Boys Of Summer , Don Henley","Method Of Modern Love , Daryl Hall John Oates","Sugar Walls , Sheena Easton","Sugar Walls , Sheena Easton","Sugar Walls , Sheena Easton","Private Dancer , Tina Turner","Only The Young , Journey","Only The Young , Journey","Crazy For You , Madonna","Rhythm Of The Night , Debarge","Rhythm Of The Night , Debarge","Obsession , Animotion","One Night In Bangkok , Murray Head","I'm On Fire , Bruce Springsteen","I'm On Fire , Bruce Springsteen","All She Wants to Do Is Dance , Don Henley","Obsession , Animotion","Obsession , Animotion","Everybody Wants To Rule The World , Tears For Fears","Some Like It Hot , The Power Station","In My House , Mary Jane Girls","In My House , Mary Jane Girls","Fresh , Kool & The Gang","Angel , Madonna","Angel , Madonna","Walking On Sunshine , Katrina And The Waves","Things Can Only Get Better , Howard Jones","Voices Carry , 'Til Tuesday","Voices Carry , 'Til Tuesday","Glory Days , Bruce Springsteen","Shout , Tears For Fears","Shout , Tears For Fears","Never Surrender , Corey Hart","Get It On (Bang A Gong) , The Power Station","Get It On (Bang A Gong) , The Power Station","Get It On (Bang A Gong) , The Power Station","Summer Of '69 , Bryan Adams","Everytime You Go Away , Paul Young","Everytime You Go Away , Paul Young","You're Only Human (Second Wind) , Billy Joel","You're Only Human (Second Wind) , Billy Joel","Pop Life , Prince And The Revolution","Pop Life , Prince And The Revolution","Oh Sheila , Ready For The World","Saving All My Love For You , Whitney Houston","Saving All My Love For You , Whitney Houston","Dancing In The Street , David Bowie & Mick Jagger","Miami Vice Theme , Jan Hammer","Fortress Around Your Heart , Sting","Fortress Around Your Heart , Sting","I'm Goin' Down , Bruce Springsteen","Lovin' Every Minute Of It , Loverboy","Lovin' Every Minute Of It , Loverboy","Be Near Me , ABC","Be Near Me , ABC","Who's Zoomin' Who , Aretha Franklin","Who's Zoomin' Who , Aretha Franklin","Party All The Time , Eddie Murphy","Party All The Time , Eddie Murphy","Party All The Time , Eddie Murphy","I Miss You , Klymaxx","Small Town , John Mellencamp","Tonight She Comes , The Cars","Tonight She Comes , The Cars"
9,"Valotte , Julian Lennon","Born In The USA , Bruce Springsteen","Born In The USA , Bruce Springsteen","Careless Whisper , Wham! Featuring George Michael","I Would Die 4 U , Prince And The Revolution","I Would Die 4 U , Prince And The Revolution","Neutron Dance , The Pointer Sisters","I Would Die 4 U , Prince And The Revolution","California Girls , David Lee Roth","California Girls , David Lee Roth","Sugar Walls , Sheena Easton","The Old Man Down The Road , John Fogerty","The Old Man Down The Road , John Fogerty","Misled , Kool & The Gang","Relax , Frankie Goes To Hollywood","Relax , Frankie Goes To Hollywood","Relax , Frankie Goes To Hollywood","Nightshift , Commodores","Too Late For Goodbyes , Julian Lennon","Too Late For Goodbyes , Julian Lennon","Missing You , Diana Ross","Missing You , Diana Ross","All She Wants to Do Is Dance , Don Henley","All She Wants to Do Is Dance , Don Henley","Smooth Operator , Sade","Everybody Wants To Rule The World , Tears For Fears","Everybody Wants To Rule The World , Tears For Fears","Axel F , Harold Faltermeyer","Things Can Only Get Better , Howard Jones","Fresh , Kool & The Gang","Fresh , Kool & The Gang","Walking On Sunshine , Katrina And The Waves","Walking On Sunshine , Katrina And The Waves","Walking On Sunshine , Katrina And The Waves","The Search Is Over , Survivor","In My House , Mary Jane Girls","Angel , Madonna","Angel , Madonna","The Goonies `R' Good Enough , Cyndi Lauper","Would I Lie To You? , Eurythmics","Would I Lie To You? , Eurythmics","Get It On (Bang A Gong) , The Power Station","Who's Holding Donna Now , Debarge","You Give Good Love , Whitney Houston","You Give Good Love , Whitney Houston","We Don't Need Another Hero (Thunderdome) , Tina Turner","What About Love? , Heart","What About Love? , Heart","Money For Nothing , Dire Straits","Pop Life , Prince And The Revolution","Invincible (Theme From The Legend Of Billie Jean) , Pat Benatar","Invincible (Theme From The Legend Of Billie Jean) , Pat Benatar","Dress You Up , Madonna","Lonely Ol' Night , John Mellencamp","Lonely Ol' Night , John Mellencamp","Part-Time Lover , Stevie Wonder","Dress You Up , Madonna","Head Over Heels , Tears For Fears","Head Over Heels , Tears For Fears","You Belong To The City , Glenn Frey","Be Near Me , ABC","Be Near Me , ABC","Lay Your Hands On Me , Thompson Twins","Lay Your Hands On Me , Thompson Twins","Part-Time Lover , Stevie Wonder","Part-Time Lover , Stevie Wonder","Sleeping Bag , ZZ Top","Sleeping Bag , ZZ Top","Sleeping Bag , ZZ Top","We Built This City , Starship","Sleeping Bag , ZZ Top","Election Day , Arcadia","Election Day , Arcadia"
