,2001-01-01,2001-01-06,2001-01-11,2001-01-16,2001-01-21,2001-01-26,2001-01-31,2001-02-05,2001-02-10,2001-02-15,2001-02-20,2001-02-25,2001-03-02,2001-03-07,2001-03-12,2001-03-17,2001-03-22,2001-03-27,2001-04-01,2001-04-06,2001-04-11,2001-04-16,2001-04-21,2001-04-26,2001-05-01,2001-05-06,2001-05-11,2001-05-16,2001-05-21,2001-05-26,2001-05-31,2001-06-05,2001-06-10,2001-06-15,2001-06-20,2001-06-25,2001-06-30,2001-07-05,2001-07-10,2001-07-15,2001-07-20,2001-07-25,2001-07-30,2001-08-04,2001-08-09,2001-08-14,2001-08-19,2001-08-24,2001-08-29,2001-09-03,2001-09-08,2001-09-13,2001-09-18,2001-09-23,2001-09-28,2001-10-03,2001-10-08,2001-10-13,2001-10-18,2001-10-23,2001-10-28,2001-11-02,2001-11-07,2001-11-12,2001-11-17,2001-11-22,2001-11-27,2001-12-02,2001-12-07,2001-12-12,2001-12-17,2001-12-22,2001-12-27
0,"Independent Women Part I , Destiny's Child","Independent Women Part I , Destiny's Child","Independent Women Part I , Destiny's Child","Independent Women Part I , Destiny's Child","Independent Women Part I , Destiny's Child","Independent Women Part I , Destiny's Child","It Wasn't Me , Shaggy Featuring Ricardo ""RikRok"" Ducent","It Wasn't Me , Shaggy Featuring Ricardo ""RikRok"" Ducent","It Wasn't Me , Shaggy Featuring Ricardo ""RikRok"" Ducent","Ms. Jackson , OutKast","Stutter , Joe Featuring Mystikal","Stutter , Joe Featuring Mystikal","Stutter , Joe Featuring Mystikal","Stutter , Joe Featuring Mystikal","Stutter , Joe Featuring Mystikal","Stutter , Joe Featuring Mystikal","Butterfly , Crazy Town","Angel , Shaggy Featuring Rayvon","Butterfly , Crazy Town","Butterfly , Crazy Town","All For You , Janet","All For You , Janet","All For You , Janet","All For You , Janet","All For You , Janet","All For You , Janet","All For You , Janet","All For You , Janet","All For You , Janet","All For You , Janet","Lady Marmalade , Christina Aguilera, Lil' Kim, Mya & P!nk","Lady Marmalade , Christina Aguilera, Lil' Kim, Mya & P!nk","Lady Marmalade , Christina Aguilera, Lil' Kim, Mya & P!nk","Lady Marmalade , Christina Aguilera, Lil' Kim, Mya & P!nk","Lady Marmalade , Christina Aguilera, Lil' Kim, Mya & P!nk","Lady Marmalade , Christina Aguilera, Lil' Kim, Mya & P!nk","Lady Marmalade , Christina Aguilera, Lil' Kim, Mya & P!nk","U Remind Me , Usher","U Remind Me , Usher","U Remind Me , Usher","U Remind Me , Usher","U Remind Me , Usher","Bootylicious , Destiny's Child","Bootylicious , Destiny's Child","Bootylicious , Destiny's Child","Fallin' , Alicia Keys","Fallin' , Alicia Keys","Fallin' , Alicia Keys","Fallin' , Alicia Keys","I'm Real , Jennifer Lopez Featuring Ja Rule","I'm Real , Jennifer Lopez Featuring Ja Rule","I'm Real , Jennifer Lopez Featuring Ja Rule","I'm Real , Jennifer Lopez Featuring Ja Rule","Fallin' , Alicia Keys","Fallin' , Alicia Keys","Fallin' , Alicia Keys","Fallin' , Alicia Keys","Fallin' , Alicia Keys","I'm Real , Jennifer Lopez Featuring Ja Rule","I'm Real , Jennifer Lopez Featuring Ja Rule","Family Affair , Mary J. Blige","Family Affair , Mary J. Blige","Family Affair , Mary J. Blige","Family Affair , Mary J. Blige","Family Affair , Mary J. Blige","Family Affair , Mary J. Blige","Family Affair , Mary J. Blige","Family Affair , Mary J. Blige","Family Affair , Mary J. Blige","U Got It Bad , Usher","How You Remind Me , Nickelback","How You Remind Me , Nickelback","How You Remind Me , Nickelback"
1,"He Loves U Not , Dream","He Loves U Not , Dream","It Wasn't Me , Shaggy Featuring Ricardo ""RikRok"" Ducent","It Wasn't Me , Shaggy Featuring Ricardo ""RikRok"" Ducent","It Wasn't Me , Shaggy Featuring Ricardo ""RikRok"" Ducent","It Wasn't Me , Shaggy Featuring Ricardo ""RikRok"" Ducent","Independent Women Part I , Destiny's Child","Ms. Jackson , OutKast","Ms. Jackson , OutKast","Stutter , Joe Featuring Mystikal","It Wasn't Me , Shaggy Featuring Ricardo ""RikRok"" Ducent","It Wasn't Me , Shaggy Featuring Ricardo ""RikRok"" Ducent","It Wasn't Me , Shaggy Featuring Ricardo ""RikRok"" Ducent","Butterfly , Crazy Town","Butterfly , Crazy Town","Butterfly , Crazy Town","Angel , Shaggy Featuring Rayvon","Butterfly , Crazy Town","All For You , Janet","All For You , Janet","Survivor , Destiny's Child","Survivor , Destiny's Child","Survivor , Destiny's Child","Survivor , Destiny's Child","Survivor , Destiny's Child","Survivor , Destiny's Child","Survivor , Destiny's Child","Survivor , Destiny's Child","Survivor , Destiny's Child","Survivor , Destiny's Child","All For You , Janet","All For You , Janet","Hanging By A Moment , Lifehouse","Hanging By A Moment , Lifehouse","Hanging By A Moment , Lifehouse","Hanging By A Moment , Lifehouse","Hanging By A Moment , Lifehouse","Lady Marmalade , Christina Aguilera, Lil' Kim, Mya & P!nk","Hanging By A Moment , Lifehouse","Hit 'Em Up Style (Oops!) , Blu Cantrell","Hit 'Em Up Style (Oops!) , Blu Cantrell","Hit 'Em Up Style (Oops!) , Blu Cantrell","Loverboy , Mariah Carey Featuring Cameo","Loverboy , Mariah Carey Featuring Cameo","Loverboy , Mariah Carey Featuring Cameo","Let Me Blow Ya Mind , Eve Featuring Gwen Stefani","I'm Real , Jennifer Lopez Featuring Ja Rule","I'm Real , Jennifer Lopez Featuring Ja Rule","I'm Real , Jennifer Lopez Featuring Ja Rule","Fallin' , Alicia Keys","Fallin' , Alicia Keys","Fallin' , Alicia Keys","Fallin' , Alicia Keys","I'm Real , Jennifer Lopez Featuring Ja Rule","I'm Real , Jennifer Lopez Featuring Ja Rule","I'm Real , Jennifer Lopez Featuring Ja Rule","I'm Real , Jennifer Lopez Featuring Ja Rule","I'm Real , Jennifer Lopez Featuring Ja Rule","Fallin' , Alicia Keys","Fallin' , Alicia Keys","I'm Real , Jennifer Lopez Featuring Ja Rule","I'm Real , Jennifer Lopez Featuring Ja Rule","I'm Real , Jennifer Lopez Featuring Ja Rule","I'm Real , Jennifer Lopez Featuring Ja Rule","I'm Real , Jennifer Lopez Featuring Ja Rule","U Got It Bad , Usher","U Got It Bad , Usher","U Got It Bad , Usher","U Got It Bad , Usher","Family Affair , Mary J. Blige","U Got It Bad , Usher","U Got It Bad , Usher","U Got It Bad , Usher"
2,"It Wasn't Me , Shaggy Featuring Ricardo ""RikRok"" Ducent","It Wasn't Me , Shaggy Featuring Ricardo ""RikRok"" Ducent","He Loves U Not , Dream","He Loves U Not , Dream","He Loves U Not , Dream","He Loves U Not , Dream","Ms. Jackson , OutKast","Independent Women Part I , Destiny's Child","Independent Women Part I , Destiny's Child","It Wasn't Me , Shaggy Featuring Ricardo ""RikRok"" Ducent","Love Don't Cost A Thing , Jennifer Lopez","Love Don't Cost A Thing , Jennifer Lopez","Love Don't Cost A Thing , Jennifer Lopez","Angel , Shaggy Featuring Rayvon","Angel , Shaggy Featuring Rayvon","Angel , Shaggy Featuring Rayvon","Stutter , Joe Featuring Mystikal","All For You , Janet","Angel , Shaggy Featuring Rayvon","Angel , Shaggy Featuring Rayvon","Angel , Shaggy Featuring Rayvon","Angel , Shaggy Featuring Rayvon","Angel , Shaggy Featuring Rayvon","Thank You , Dido","Thank You , Dido","Thank You , Dido","Thank You , Dido","Lady Marmalade , Christina Aguilera, Lil' Kim, Mya & P!nk","Lady Marmalade , Christina Aguilera, Lil' Kim, Mya & P!nk","Lady Marmalade , Christina Aguilera, Lil' Kim, Mya & P!nk","Survivor , Destiny's Child","Hanging By A Moment , Lifehouse","All For You , Janet","All For You , Janet","Ride Wit Me , Nelly Featuring City Spud","My Baby , Lil' Romeo","My Baby , Lil' Romeo","Hanging By A Moment , Lifehouse","Lady Marmalade , Christina Aguilera, Lil' Kim, Mya & P!nk","Let Me Blow Ya Mind , Eve Featuring Gwen Stefani","Let Me Blow Ya Mind , Eve Featuring Gwen Stefani","All Or Nothing , O-Town","Hit 'Em Up Style (Oops!) , Blu Cantrell","Hit 'Em Up Style (Oops!) , Blu Cantrell","Let Me Blow Ya Mind , Eve Featuring Gwen Stefani","Hit 'Em Up Style (Oops!) , Blu Cantrell","Let Me Blow Ya Mind , Eve Featuring Gwen Stefani","Let Me Blow Ya Mind , Eve Featuring Gwen Stefani","Someone To Call My Lover , Janet","Someone To Call My Lover , Janet","Someone To Call My Lover , Janet","Where The Party At , Jagged Edge With Nelly","Where The Party At , Jagged Edge With Nelly","Where The Party At , Jagged Edge With Nelly","Where The Party At , Jagged Edge With Nelly","Where The Party At , Jagged Edge With Nelly","Where The Party At , Jagged Edge With Nelly","Where The Party At , Jagged Edge With Nelly","Family Affair , Mary J. Blige","Family Affair , Mary J. Blige","Fallin' , Alicia Keys","Fallin' , Alicia Keys","Fallin' , Alicia Keys","Hero , Enrique Iglesias","Hero , Enrique Iglesias","Hero , Enrique Iglesias","Hero , Enrique Iglesias","How You Remind Me , Nickelback","How You Remind Me , Nickelback","How You Remind Me , Nickelback","Family Affair , Mary J. Blige","Family Affair , Mary J. Blige","Family Affair , Mary J. Blige"
3,"Case Of The Ex (Whatcha Gonna Do) , Mya","Case Of The Ex (Whatcha Gonna Do) , Mya","Case Of The Ex (Whatcha Gonna Do) , Mya","Case Of The Ex (Whatcha Gonna Do) , Mya","Love Don't Cost A Thing , Jennifer Lopez","Love Don't Cost A Thing , Jennifer Lopez","Don't Tell Me , Madonna","Don't Tell Me , Madonna","Don't Tell Me , Madonna","Again , Lenny Kravitz","Again , Lenny Kravitz","Again , Lenny Kravitz","Again , Lenny Kravitz","Again , Lenny Kravitz","Again , Lenny Kravitz","Again , Lenny Kravitz","Again , Lenny Kravitz","Stutter , Joe Featuring Mystikal","Survivor , Destiny's Child","Survivor , Destiny's Child","Butterfly , Crazy Town","Thank You , Dido","Thank You , Dido","Missing You , Case","Hanging By A Moment , Lifehouse","Hanging By A Moment , Lifehouse","Hanging By A Moment , Lifehouse","Hanging By A Moment , Lifehouse","Hanging By A Moment , Lifehouse","Hanging By A Moment , Lifehouse","Hanging By A Moment , Lifehouse","Ride Wit Me , Nelly Featuring City Spud","Ride Wit Me , Nelly Featuring City Spud","Ride Wit Me , Nelly Featuring City Spud","My Baby , Lil' Romeo","Ride Wit Me , Nelly Featuring City Spud","Ride Wit Me , Nelly Featuring City Spud","Peaches & Cream , 112","Let Me Blow Ya Mind , Eve Featuring Gwen Stefani","Peaches & Cream , 112","Peaches & Cream , 112","Let Me Blow Ya Mind , Eve Featuring Gwen Stefani","All Or Nothing , O-Town","All Or Nothing , O-Town","Hit 'Em Up Style (Oops!) , Blu Cantrell","I'm Real , Jennifer Lopez Featuring Ja Rule","Hit 'Em Up Style (Oops!) , Blu Cantrell","Hit 'Em Up Style (Oops!) , Blu Cantrell","Hit 'Em Up Style (Oops!) , Blu Cantrell","Hit 'Em Up Style (Oops!) , Blu Cantrell","Hit 'Em Up Style (Oops!) , Blu Cantrell","Someone To Call My Lover , Janet","Hit 'Em Up Style (Oops!) , Blu Cantrell","Hit 'Em Up Style (Oops!) , Blu Cantrell","Hit 'Em Up Style (Oops!) , Blu Cantrell","Hit 'Em Up Style (Oops!) , Blu Cantrell","Family Affair , Mary J. Blige","Family Affair , Mary J. Blige","Where The Party At , Jagged Edge With Nelly","Differences , Ginuwine","Differences , Ginuwine","Differences , Ginuwine","Hero , Enrique Iglesias","Fallin' , Alicia Keys","Fallin' , Alicia Keys","I'm Real , Jennifer Lopez Featuring Ja Rule","How You Remind Me , Nickelback","Hero , Enrique Iglesias","Hero , Enrique Iglesias","Hero , Enrique Iglesias","Hero , Enrique Iglesias","Hero , Enrique Iglesias","Get The Party Started , P!nk"
4,"With Arms Wide Open , Creed","With Arms Wide Open , Creed","With Arms Wide Open , Creed","With Arms Wide Open , Creed","If You're Gone , matchbox twenty","If You're Gone , matchbox twenty","Love Don't Cost A Thing , Jennifer Lopez","Again , Lenny Kravitz","Again , Lenny Kravitz","Love Don't Cost A Thing , Jennifer Lopez","Ms. Jackson , OutKast","Angel , Shaggy Featuring Rayvon","Angel , Shaggy Featuring Rayvon","Love Don't Cost A Thing , Jennifer Lopez","Love Don't Cost A Thing , Jennifer Lopez","Love Don't Cost A Thing , Jennifer Lopez","Love Don't Cost A Thing , Jennifer Lopez","Again , Lenny Kravitz","Again , Lenny Kravitz","Again , Lenny Kravitz","Missing You , Case","Missing You , Case","Missing You , Case","Angel , Shaggy Featuring Rayvon","Ride Wit Me , Nelly Featuring City Spud","Ride Wit Me , Nelly Featuring City Spud","Ride Wit Me , Nelly Featuring City Spud","Ride Wit Me , Nelly Featuring City Spud","Ride Wit Me , Nelly Featuring City Spud","Ride Wit Me , Nelly Featuring City Spud","Ride Wit Me , Nelly Featuring City Spud","Follow Me , Uncle Kracker","Follow Me , Uncle Kracker","Follow Me , Uncle Kracker","Drops Of Jupiter (Tell Me) , Train","Drops Of Jupiter (Tell Me) , Train","Drops Of Jupiter (Tell Me) , Train","Let Me Blow Ya Mind , Eve Featuring Gwen Stefani","Hit 'Em Up Style (Oops!) , Blu Cantrell","Hanging By A Moment , Lifehouse","Hanging By A Moment , Lifehouse","Peaches & Cream , 112","U Remind Me , Usher","U Remind Me , Usher","U Remind Me , Usher","Bootylicious , Destiny's Child","U Remind Me , Usher","U Remind Me , Usher","Let Me Blow Ya Mind , Eve Featuring Gwen Stefani","Let Me Blow Ya Mind , Eve Featuring Gwen Stefani","Let Me Blow Ya Mind , Eve Featuring Gwen Stefani","Hit 'Em Up Style (Oops!) , Blu Cantrell","Someone To Call My Lover , Janet","U Remind Me , Usher","U Remind Me , Usher","Family Affair , Mary J. Blige","Hit 'Em Up Style (Oops!) , Blu Cantrell","Hit 'Em Up Style (Oops!) , Blu Cantrell","It's Been Awhile , Staind","Where The Party At , Jagged Edge With Nelly","Hero , Enrique Iglesias","Hero , Enrique Iglesias","Turn Off The Light , Nelly Furtado","U Got It Bad , Usher","U Got It Bad , Usher","How You Remind Me , Nickelback","Turn Off The Light , Nelly Furtado","Turn Off The Light , Nelly Furtado","Turn Off The Light , Nelly Furtado","Turn Off The Light , Nelly Furtado","Get The Party Started , P!nk","Get The Party Started , P!nk","Hero , Enrique Iglesias"
5,"Ms. Jackson , OutKast","Ms. Jackson , OutKast","The Way You Love Me , Faith Hill","Ms. Jackson , OutKast","Again , Lenny Kravitz","Again , Lenny Kravitz","Again , Lenny Kravitz","Love Don't Cost A Thing , Jennifer Lopez","Love Don't Cost A Thing , Jennifer Lopez","Don't Tell Me , Madonna","Don't Tell Me , Madonna","Don't Tell Me , Madonna","Don't Tell Me , Madonna","It Wasn't Me , Shaggy Featuring Ricardo ""RikRok"" Ducent","It's Over Now , 112","It's Over Now , 112","All For You , Janet","Thank You , Dido","Thank You , Dido","Thank You , Dido","Thank You , Dido","Butterfly , Crazy Town","Butterfly , Crazy Town","Hanging By A Moment , Lifehouse","Missing You , Case","Lady Marmalade , Christina Aguilera, Lil' Kim, Mya & P!nk","Lady Marmalade , Christina Aguilera, Lil' Kim, Mya & P!nk","Thank You , Dido","Follow Me , Uncle Kracker","Follow Me , Uncle Kracker","Follow Me , Uncle Kracker","Survivor , Destiny's Child","My Baby , Lil' Romeo","My Baby , Lil' Romeo","Fiesta , R. Kelly Featuring Jay-Z","Peaches & Cream , 112","Peaches & Cream , 112","Drops Of Jupiter (Tell Me) , Train","Peaches & Cream , 112","Drops Of Jupiter (Tell Me) , Train","Drops Of Jupiter (Tell Me) , Train","Drops Of Jupiter (Tell Me) , Train","Let Me Blow Ya Mind , Eve Featuring Gwen Stefani","Let Me Blow Ya Mind , Eve Featuring Gwen Stefani","All Or Nothing , O-Town","U Remind Me , Usher","Where The Party At , Jagged Edge With Nelly","Where The Party At , Jagged Edge With Nelly","Where The Party At , Jagged Edge With Nelly","Where The Party At , Jagged Edge With Nelly","Where The Party At , Jagged Edge With Nelly","U Remind Me , Usher","U Remind Me , Usher","It's Been Awhile , Staind","It's Been Awhile , Staind","It's Been Awhile , Staind","It's Been Awhile , Staind","It's Been Awhile , Staind","Hit 'Em Up Style (Oops!) , Blu Cantrell","The Star Spangled Banner , Whitney Houston","Turn Off The Light , Nelly Furtado","Turn Off The Light , Nelly Furtado","U Got It Bad , Usher","Turn Off The Light , Nelly Furtado","Turn Off The Light , Nelly Furtado","Turn Off The Light , Nelly Furtado","I'm Real , Jennifer Lopez Featuring Ja Rule","Livin' It Up , Ja Rule Featuring Case","Livin' It Up , Ja Rule Featuring Case","Get The Party Started , P!nk","Differences , Ginuwine","Differences , Ginuwine","Whenever, Wherever , Shakira"
6,"The Way You Love Me , Faith Hill","The Way You Love Me , Faith Hill","Ms. Jackson , OutKast","If You're Gone , matchbox twenty","Ms. Jackson , OutKast","Ms. Jackson , OutKast","He Loves U Not , Dream","Stutter , Joe Featuring Mystikal","Stutter , Joe Featuring Mystikal","Independent Women Part I , Destiny's Child","Angel , Shaggy Featuring Rayvon","Ms. Jackson , OutKast","Ms. Jackson , OutKast","Don't Tell Me , Madonna","It Wasn't Me , Shaggy Featuring Ricardo ""RikRok"" Ducent","It Wasn't Me , Shaggy Featuring Ricardo ""RikRok"" Ducent","It's Over Now , 112","Survivor , Destiny's Child","Jaded , Aerosmith","Jaded , Aerosmith","Again , Lenny Kravitz","Stutter , Joe Featuring Mystikal","Stutter , Joe Featuring Mystikal","Butterfly , Crazy Town","Angel , Shaggy Featuring Rayvon","Angel , Shaggy Featuring Rayvon","Angel , Shaggy Featuring Rayvon","Follow Me , Uncle Kracker","Thank You , Dido","Thank You , Dido","Fiesta , R. Kelly Featuring Jay-Z","Fiesta , R. Kelly Featuring Jay-Z","Fiesta , R. Kelly Featuring Jay-Z","Fiesta , R. Kelly Featuring Jay-Z","Follow Me , Uncle Kracker","Get Ur Freak On , Missy ""Misdemeanor"" Elliott","Get Ur Freak On , Missy ""Misdemeanor"" Elliott","Ride Wit Me , Nelly Featuring City Spud","Drops Of Jupiter (Tell Me) , Train","Lady Marmalade , Christina Aguilera, Lil' Kim, Mya & P!nk","Lady Marmalade , Christina Aguilera, Lil' Kim, Mya & P!nk","Bootylicious , Destiny's Child","Drops Of Jupiter (Tell Me) , Train","Drops Of Jupiter (Tell Me) , Train","Fallin' , Alicia Keys","Where The Party At , Jagged Edge With Nelly","It's Been Awhile , Staind","It's Been Awhile , Staind","U Remind Me , Usher","U Remind Me , Usher","U Remind Me , Usher","Let Me Blow Ya Mind , Eve Featuring Gwen Stefani","It's Been Awhile , Staind","Someone To Call My Lover , Janet","Someone To Call My Lover , Janet","U Remind Me , Usher","U Remind Me , Usher","U Remind Me , Usher","Differences , Ginuwine","It's Been Awhile , Staind","It's Been Awhile , Staind","It's Been Awhile , Staind","Differences , Ginuwine","Differences , Ginuwine","Differences , Ginuwine","Fallin' , Alicia Keys","Differences , Ginuwine","I'm Real , Jennifer Lopez Featuring Ja Rule","I'm Real , Jennifer Lopez Featuring Ja Rule","Differences , Ginuwine","Whenever, Wherever , Shakira","Whenever, Wherever , Shakira","Always On Time , Ja Rule Featuring Ashanti"
7,"Dance With Me , Debelah Morgan","Dance With Me , Debelah Morgan","If You're Gone , matchbox twenty","The Way You Love Me , Faith Hill","Case Of The Ex (Whatcha Gonna Do) , Mya","Case Of The Ex (Whatcha Gonna Do) , Mya","If You're Gone , matchbox twenty","If You're Gone , matchbox twenty","If You're Gone , matchbox twenty","If You're Gone , matchbox twenty","If You're Gone , matchbox twenty","If You're Gone , matchbox twenty","If You're Gone , matchbox twenty","It's Over Now , 112","Don't Tell Me , Madonna","Don't Tell Me , Madonna","Put It On Me , Ja Rule Featuring Lil' Mo & Vita","Get Over Yourself , Eden's Crush","Get Over Yourself , Eden's Crush","Get Over Yourself , Eden's Crush","Jaded , Aerosmith","Get Over Yourself , Eden's Crush","Get Over Yourself , Eden's Crush","Ride Wit Me , Nelly Featuring City Spud","Stutter , Joe Featuring Mystikal","Missing You , Case","Missing You , Case","Angel , Shaggy Featuring Rayvon","What Would You Do? , City High","What Would You Do? , City High","Thank You , Dido","Get Ur Freak On , Missy ""Misdemeanor"" Elliott","Get Ur Freak On , Missy ""Misdemeanor"" Elliott","Get Ur Freak On , Missy ""Misdemeanor"" Elliott","Peaches & Cream , 112","Fiesta , R. Kelly Featuring Jay-Z","Fiesta , R. Kelly Featuring Jay-Z","Get Ur Freak On , Missy ""Misdemeanor"" Elliott","Bootylicious , Destiny's Child","Bootylicious , Destiny's Child","Bootylicious , Destiny's Child","Hanging By A Moment , Lifehouse","Hanging By A Moment , Lifehouse","Hanging By A Moment , Lifehouse","Drops Of Jupiter (Tell Me) , Train","All Or Nothing , O-Town","All Or Nothing , O-Town","All Or Nothing , O-Town","It's Been Awhile , Staind","It's Been Awhile , Staind","It's Been Awhile , Staind","It's Been Awhile , Staind","Let Me Blow Ya Mind , Eve Featuring Gwen Stefani","Family Affair , Mary J. Blige","Family Affair , Mary J. Blige","Let Me Blow Ya Mind , Eve Featuring Gwen Stefani","Let Me Blow Ya Mind , Eve Featuring Gwen Stefani","Let Me Blow Ya Mind , Eve Featuring Gwen Stefani","Izzo (H.O.V.A.) , JAY-Z","Hit 'Em Up Style (Oops!) , Blu Cantrell","U Got It Bad , Usher","U Got It Bad , Usher","Livin' It Up , Ja Rule Featuring Case","Livin' It Up , Ja Rule Featuring Case","Livin' It Up , Ja Rule Featuring Case","Livin' It Up , Ja Rule Featuring Case","Livin' It Up , Ja Rule Featuring Case","Differences , Ginuwine","Differences , Ginuwine","Livin' It Up , Ja Rule Featuring Case","Livin' It Up , Ja Rule Featuring Case","Livin' It Up , Ja Rule Featuring Case","Differences , Ginuwine"
8,"If You're Gone , matchbox twenty","If You're Gone , matchbox twenty","This I Promise You , 'N Sync","Again , Lenny Kravitz","With Arms Wide Open , Creed","With Arms Wide Open , Creed","Stutter , Joe Featuring Mystikal","He Loves U Not , Dream","He Loves U Not , Dream","Angel , Shaggy Featuring Rayvon","Put It On Me , Ja Rule Featuring Lil' Mo & Vita","Put It On Me , Ja Rule Featuring Lil' Mo & Vita","Put It On Me , Ja Rule Featuring Lil' Mo & Vita","Promise , Jagged Edge","Promise , Jagged Edge","Promise , Jagged Edge","Don't Tell Me , Madonna","Jaded , Aerosmith","Stutter , Joe Featuring Mystikal","Stutter , Joe Featuring Mystikal","Stutter , Joe Featuring Mystikal","Again , Lenny Kravitz","Again , Lenny Kravitz","Stutter , Joe Featuring Mystikal","Follow Me , Uncle Kracker","Follow Me , Uncle Kracker","Follow Me , Uncle Kracker","What Would You Do? , City High","I'm Like A Bird , Nelly Furtado","I'm Like A Bird , Nelly Furtado","Get Ur Freak On , Missy ""Misdemeanor"" Elliott","Thank You , Dido","Drops Of Jupiter (Tell Me) , Train","Drops Of Jupiter (Tell Me) , Train","Get Ur Freak On , Missy ""Misdemeanor"" Elliott","Let Me Blow Ya Mind , Eve Featuring Gwen Stefani","Let Me Blow Ya Mind , Eve Featuring Gwen Stefani","My Baby , Lil' Romeo","Ride Wit Me , Nelly Featuring City Spud","All Or Nothing , O-Town","All Or Nothing , O-Town","Drive , Incubus","Peaches & Cream , 112","Peaches & Cream , 112","I'm Real , Jennifer Lopez Featuring Ja Rule","Loverboy , Mariah Carey Featuring Cameo","Drops Of Jupiter (Tell Me) , Train","Drops Of Jupiter (Tell Me) , Train","Drops Of Jupiter (Tell Me) , Train","Drops Of Jupiter (Tell Me) , Train","Drops Of Jupiter (Tell Me) , Train","Drops Of Jupiter (Tell Me) , Train","Family Affair , Mary J. Blige","Let Me Blow Ya Mind , Eve Featuring Gwen Stefani","Let Me Blow Ya Mind , Eve Featuring Gwen Stefani","Izzo (H.O.V.A.) , JAY-Z","Izzo (H.O.V.A.) , JAY-Z","Izzo (H.O.V.A.) , JAY-Z","U Remind Me , Usher","Hero , Enrique Iglesias","Livin' It Up , Ja Rule Featuring Case","Livin' It Up , Ja Rule Featuring Case","It's Been Awhile , Staind","How You Remind Me , Nickelback","How You Remind Me , Nickelback","Differences , Ginuwine","Fallin' , Alicia Keys","Get The Party Started , P!nk","Get The Party Started , P!nk","Whenever, Wherever , Shakira","Always On Time , Ja Rule Featuring Ashanti","Always On Time , Ja Rule Featuring Ashanti","My Sacrifice , Creed"
9,"Liquid Dreams , O-Town","Liquid Dreams , O-Town","Dance With Me , Debelah Morgan","Love Don't Cost A Thing , Jennifer Lopez","The Way You Love Me , Faith Hill","The Way You Love Me , Faith Hill","The Way You Love Me , Faith Hill","The Way You Love Me , Faith Hill","The Way You Love Me , Faith Hill","He Loves U Not , Dream","Independent Women Part I , Destiny's Child","He Loves U Not , Dream","He Loves U Not , Dream","Put It On Me , Ja Rule Featuring Lil' Mo & Vita","Put It On Me , Ja Rule Featuring Lil' Mo & Vita","Put It On Me , Ja Rule Featuring Lil' Mo & Vita","Promise , Jagged Edge","Put It On Me , Ja Rule Featuring Lil' Mo & Vita","Put It On Me , Ja Rule Featuring Lil' Mo & Vita","Put It On Me , Ja Rule Featuring Lil' Mo & Vita","Stranger In My House , Tamia","Hanging By A Moment , Lifehouse","Hanging By A Moment , Lifehouse","Stranger In My House , Tamia","Lady Marmalade , Christina Aguilera, Lil' Kim, Mya & P!nk","Never Had A Dream Come True , S Club 7","Never Had A Dream Come True , S Club 7","Never Had A Dream Come True , S Club 7","Get Ur Freak On , Missy ""Misdemeanor"" Elliott","Get Ur Freak On , Missy ""Misdemeanor"" Elliott","What Would You Do? , City High","My Baby , Lil' Romeo","Peaches & Cream , 112","Peaches & Cream , 112","All For You , Janet","There You'll Be , Faith Hill","There You'll Be , Faith Hill","Fiesta , R. Kelly Featuring Jay-Z","Drive , Incubus","Drive , Incubus","Drive , Incubus","What Would You Do? , City High","Fallin' , Alicia Keys","Fallin' , Alicia Keys","Where The Party At , Jagged Edge With Nelly","Drops Of Jupiter (Tell Me) , Train","Hanging By A Moment , Lifehouse","Hanging By A Moment , Lifehouse","Hanging By A Moment , Lifehouse","Hanging By A Moment , Lifehouse","Hanging By A Moment , Lifehouse","Hanging By A Moment , Lifehouse","You Rock My World , Michael Jackson","Izzo (H.O.V.A.) , JAY-Z","Izzo (H.O.V.A.) , JAY-Z","Someone To Call My Lover , Janet","Differences , Ginuwine","Differences , Ginuwine","Let Me Blow Ya Mind , Eve Featuring Gwen Stefani","Izzo (H.O.V.A.) , JAY-Z","Where The Party At , Jagged Edge With Nelly","Where The Party At , Jagged Edge With Nelly","Only Time , Enya","Only Time , Enya","Only Time , Enya","Only Time , Enya","Emotion , Destiny's Child","Fallin' , Alicia Keys","Fallin' , Alicia Keys","I'm Real , Jennifer Lopez Featuring Ja Rule","Turn Off The Light , Nelly Furtado","Turn Off The Light , Nelly Furtado","Livin' It Up , Ja Rule Featuring Case"
