,1999-01-01,1999-01-06,1999-01-11,1999-01-16,1999-01-21,1999-01-26,1999-01-31,1999-02-05,1999-02-10,1999-02-15,1999-02-20,1999-02-25,1999-03-02,1999-03-07,1999-03-12,1999-03-17,1999-03-22,1999-03-27,1999-04-01,1999-04-06,1999-04-11,1999-04-16,1999-04-21,1999-04-26,1999-05-01,1999-05-06,1999-05-11,1999-05-16,1999-05-21,1999-05-26,1999-05-31,1999-06-05,1999-06-10,1999-06-15,1999-06-20,1999-06-25,1999-06-30,1999-07-05,1999-07-10,1999-07-15,1999-07-20,1999-07-25,1999-07-30,1999-08-04,1999-08-09,1999-08-14,1999-08-19,1999-08-24,1999-08-29,1999-09-03,1999-09-08,1999-09-13,1999-09-18,1999-09-23,1999-09-28,1999-10-03,1999-10-08,1999-10-13,1999-10-18,1999-10-23,1999-10-28,1999-11-02,1999-11-07,1999-11-12,1999-11-17,1999-11-22,1999-11-27,1999-12-02,1999-12-07,1999-12-12,1999-12-17,1999-12-22,1999-12-27
0,"I'm Your Angel , R. Kelly & Celine Dion","I'm Your Angel , R. Kelly & Celine Dion","Have You Ever? , Brandy","Have You Ever? , Brandy","Have You Ever? , Brandy","...Baby One More Time , Britney Spears","...Baby One More Time , Britney Spears","...Baby One More Time , Britney Spears","Angel Of Mine , Monica","Angel Of Mine , Monica","Angel Of Mine , Monica","Angel Of Mine , Monica","Angel Of Mine , Monica","Believe , Cher","Believe , Cher","Believe , Cher","Believe , Cher","Believe , Cher","Believe , Cher","No Scrubs , TLC","No Scrubs , TLC","No Scrubs , TLC","No Scrubs , TLC","No Scrubs , TLC","No Scrubs , TLC","Livin' La Vida Loca , Ricky Martin","Livin' La Vida Loca , Ricky Martin","Livin' La Vida Loca , Ricky Martin","Livin' La Vida Loca , Ricky Martin","Livin' La Vida Loca , Ricky Martin","Livin' La Vida Loca , Ricky Martin","Livin' La Vida Loca , Ricky Martin","If You Had My Love , Jennifer Lopez","If You Had My Love , Jennifer Lopez","If You Had My Love , Jennifer Lopez","If You Had My Love , Jennifer Lopez","If You Had My Love , Jennifer Lopez","If You Had My Love , Jennifer Lopez","If You Had My Love , Jennifer Lopez","Bills, Bills, Bills , Destiny's Child","Wild Wild West , Will Smith Featuring Dru Hill & Kool Mo Dee","Genie In A Bottle , Christina Aguilera","Genie In A Bottle , Christina Aguilera","Genie In A Bottle , Christina Aguilera","Genie In A Bottle , Christina Aguilera","Genie In A Bottle , Christina Aguilera","Genie In A Bottle , Christina Aguilera","Genie In A Bottle , Christina Aguilera","Bailamos , Enrique Iglesias","Bailamos , Enrique Iglesias","Bailamos , Enrique Iglesias","Unpretty , TLC","Unpretty , TLC","Unpretty , TLC","Unpretty , TLC","Heartbreaker , Mariah Carey Featuring Jay-Z","Heartbreaker , Mariah Carey Featuring Jay-Z","Heartbreaker , Mariah Carey Featuring Jay-Z","Smooth , Santana Featuring Rob Thomas","Smooth , Santana Featuring Rob Thomas","Smooth , Santana Featuring Rob Thomas","Smooth , Santana Featuring Rob Thomas","Smooth , Santana Featuring Rob Thomas","Smooth , Santana Featuring Rob Thomas","Smooth , Santana Featuring Rob Thomas","Smooth , Santana Featuring Rob Thomas","Smooth , Santana Featuring Rob Thomas","Smooth , Santana Featuring Rob Thomas","Smooth , Santana Featuring Rob Thomas","Smooth , Santana Featuring Rob Thomas","Smooth , Santana Featuring Rob Thomas","Smooth , Santana Featuring Rob Thomas","Smooth , Santana Featuring Rob Thomas"
1,"Nobody's Supposed To Be Here , Deborah Cox","Nobody's Supposed To Be Here , Deborah Cox","Nobody's Supposed To Be Here , Deborah Cox","Nobody's Supposed To Be Here , Deborah Cox","Nobody's Supposed To Be Here , Deborah Cox","Have You Ever? , Brandy","Angel Of Mine , Monica","Angel Of Mine , Monica","...Baby One More Time , Britney Spears","...Baby One More Time , Britney Spears","...Baby One More Time , Britney Spears","Believe , Cher","Believe , Cher","Angel Of Mine , Monica","Angel Of Mine , Monica","Heartbreak Hotel , Whitney Houston Feat. Faith Evans & Kelly Price","Heartbreak Hotel , Whitney Houston Feat. Faith Evans & Kelly Price","Heartbreak Hotel , Whitney Houston Feat. Faith Evans & Kelly Price","Heartbreak Hotel , Whitney Houston Feat. Faith Evans & Kelly Price","Believe , Cher","Believe , Cher","Believe , Cher","Believe , Cher","Kiss Me , Sixpence None The Richer","Kiss Me , Sixpence None The Richer","No Scrubs , TLC","No Scrubs , TLC","No Scrubs , TLC","No Scrubs , TLC","No Scrubs , TLC","If You Had My Love , Jennifer Lopez","If You Had My Love , Jennifer Lopez","Livin' La Vida Loca , Ricky Martin","Livin' La Vida Loca , Ricky Martin","Last Kiss , Pearl Jam","Last Kiss , Pearl Jam","Livin' La Vida Loca , Ricky Martin","Bills, Bills, Bills , Destiny's Child","Bills, Bills, Bills , Destiny's Child","If You Had My Love , Jennifer Lopez","Bills, Bills, Bills , Destiny's Child","Wild Wild West , Will Smith Featuring Dru Hill & Kool Mo Dee","Wild Wild West , Will Smith Featuring Dru Hill & Kool Mo Dee","Bills, Bills, Bills , Destiny's Child","Tell Me It's Real , K-Ci & JoJo","Tell Me It's Real , K-Ci & JoJo","Bills, Bills, Bills , Destiny's Child","Bailamos , Enrique Iglesias","Genie In A Bottle , Christina Aguilera","Genie In A Bottle , Christina Aguilera","Unpretty , TLC","Bailamos , Enrique Iglesias","Bailamos , Enrique Iglesias","She's All I Ever Had , Ricky Martin","She's All I Ever Had , Ricky Martin","Smooth , Santana Featuring Rob Thomas","Smooth , Santana Featuring Rob Thomas","Music Of My Heart , 'N Sync & Gloria Estefan","Heartbreaker , Mariah Carey Featuring Jay-Z","Heartbreaker , Mariah Carey Featuring Jay-Z","Satisfy You , Puff Daddy Featuring R. Kelly","Satisfy You , Puff Daddy Featuring R. Kelly","Satisfy You , Puff Daddy Featuring R. Kelly","Satisfy You , Puff Daddy Featuring R. Kelly","Back At One , Brian McKnight","Back At One , Brian McKnight","Back At One , Brian McKnight","Back At One , Brian McKnight","Back At One , Brian McKnight","Back At One , Brian McKnight","Back At One , Brian McKnight","Back At One , Brian McKnight","Back At One , Brian McKnight"
2,"Lately , Divine","Have You Ever? , Brandy","I'm Your Angel , R. Kelly & Celine Dion","I'm Your Angel , R. Kelly & Celine Dion","...Baby One More Time , Britney Spears","Nobody's Supposed To Be Here , Deborah Cox","Have You Ever? , Brandy","Have You Ever? , Brandy","Nobody's Supposed To Be Here , Deborah Cox","Believe , Cher","Believe , Cher","Heartbreak Hotel , Whitney Houston Feat. Faith Evans & Kelly Price","Heartbreak Hotel , Whitney Houston Feat. Faith Evans & Kelly Price","Heartbreak Hotel , Whitney Houston Feat. Faith Evans & Kelly Price","Heartbreak Hotel , Whitney Houston Feat. Faith Evans & Kelly Price","Angel Of Mine , Monica","Angel Of Mine , Monica","Angel Of Mine , Monica","Every Morning , Sugar Ray","Every Morning , Sugar Ray","What's It Gonna Be?! , Busta Rhymes Featuring Janet","What's It Gonna Be?! , Busta Rhymes Featuring Janet","Every Morning , Sugar Ray","Believe , Cher","Believe , Cher","Kiss Me , Sixpence None The Richer","Kiss Me , Sixpence None The Richer","Kiss Me , Sixpence None The Richer","Kiss Me , Sixpence None The Richer","Kiss Me , Sixpence None The Richer","No Scrubs , TLC","No Scrubs , TLC","No Scrubs , TLC","No Scrubs , TLC","Livin' La Vida Loca , Ricky Martin","Livin' La Vida Loca , Ricky Martin","Last Kiss , Pearl Jam","Last Kiss , Pearl Jam","Last Kiss , Pearl Jam","Last Kiss , Pearl Jam","Genie In A Bottle , Christina Aguilera","Bills, Bills, Bills , Destiny's Child","Bills, Bills, Bills , Destiny's Child","Tell Me It's Real , K-Ci & JoJo","Bills, Bills, Bills , Destiny's Child","Bills, Bills, Bills , Destiny's Child","Tell Me It's Real , K-Ci & JoJo","Summer Girls , LFO","Summer Girls , LFO","Summer Girls , LFO","Summer Girls , LFO","Summer Girls , LFO","Summer Girls , LFO","Bailamos , Enrique Iglesias","Smooth , Santana Featuring Rob Thomas","Unpretty , TLC","Unpretty , TLC","Smooth , Santana Featuring Rob Thomas","Music Of My Heart , 'N Sync & Gloria Estefan","Music Of My Heart , 'N Sync & Gloria Estefan","Heartbreaker , Mariah Carey Featuring Jay-Z","Heartbreaker , Mariah Carey Featuring Jay-Z","Mambo No. 5 (A Little Bit Of...) , Lou Bega","Mambo No. 5 (A Little Bit Of...) , Lou Bega","Mambo No. 5 (A Little Bit Of...) , Lou Bega","I Need To Know , Marc Anthony","I Need To Know , Marc Anthony","I Need To Know , Marc Anthony","I Wanna Love You Forever , Jessica Simpson","I Wanna Love You Forever , Jessica Simpson","I Wanna Love You Forever , Jessica Simpson","I Wanna Love You Forever , Jessica Simpson","I Wanna Love You Forever , Jessica Simpson"
3,"...Baby One More Time , Britney Spears","...Baby One More Time , Britney Spears","...Baby One More Time , Britney Spears","...Baby One More Time , Britney Spears","I'm Your Angel , R. Kelly & Celine Dion","I'm Your Angel , R. Kelly & Celine Dion","Nobody's Supposed To Be Here , Deborah Cox","Nobody's Supposed To Be Here , Deborah Cox","Believe , Cher","Heartbreak Hotel , Whitney Houston Feat. Faith Evans & Kelly Price","Heartbreak Hotel , Whitney Houston Feat. Faith Evans & Kelly Price","...Baby One More Time , Britney Spears","Angel , Sarah McLachlan","Angel , Sarah McLachlan","Angel , Sarah McLachlan","I Still Believe , Mariah Carey","I Still Believe , Mariah Carey","I Still Believe , Mariah Carey","What's It Gonna Be?! , Busta Rhymes Featuring Janet","What's It Gonna Be?! , Busta Rhymes Featuring Janet","Every Morning , Sugar Ray","Every Morning , Sugar Ray","What's It Gonna Be?! , Busta Rhymes Featuring Janet","Every Morning , Sugar Ray","Every Morning , Sugar Ray","Every Morning , Sugar Ray","Every Morning , Sugar Ray","Every Morning , Sugar Ray","Every Morning , Sugar Ray","Fortunate , Maxwell","Fortunate , Maxwell","Fortunate , Maxwell","Fortunate , Maxwell","Where My Girls At? , 702","No Scrubs , TLC","No Scrubs , TLC","It's Not Right But It's Okay , Whitney Houston","Livin' La Vida Loca , Ricky Martin","Livin' La Vida Loca , Ricky Martin","Genie In A Bottle , Christina Aguilera","Last Kiss , Pearl Jam","Last Kiss , Pearl Jam","Last Kiss , Pearl Jam","Wild Wild West , Will Smith Featuring Dru Hill & Kool Mo Dee","All Star , Smash Mouth","All Star , Smash Mouth","Summer Girls , LFO","Bills, Bills, Bills , Destiny's Child","Unpretty , TLC","Unpretty , TLC","Genie In A Bottle , Christina Aguilera","She's All I Ever Had , Ricky Martin","She's All I Ever Had , Ricky Martin","Genie In A Bottle , Christina Aguilera","Mambo No. 5 (A Little Bit Of...) , Lou Bega","Mambo No. 5 (A Little Bit Of...) , Lou Bega","Mambo No. 5 (A Little Bit Of...) , Lou Bega","Unpretty , TLC","Unpretty , TLC","Unpretty , TLC","Mambo No. 5 (A Little Bit Of...) , Lou Bega","Mambo No. 5 (A Little Bit Of...) , Lou Bega","Heartbreaker , Mariah Carey Featuring Jay-Z","Heartbreaker , Mariah Carey Featuring Jay-Z","I Need To Know , Marc Anthony","Mambo No. 5 (A Little Bit Of...) , Lou Bega","Mambo No. 5 (A Little Bit Of...) , Lou Bega","Mambo No. 5 (A Little Bit Of...) , Lou Bega","I Need To Know , Marc Anthony","I Knew I Loved You , Savage Garden","I Knew I Loved You , Savage Garden","I Knew I Loved You , Savage Garden","My Love Is Your Love , Whitney Houston"
4,"Because Of You , 98 Degrees","Lately , Divine","Lately , Divine","Lately , Divine","Save Tonight , Eagle-Eye Cherry","Jumper , Third Eye Blind","All I Have To Give , Backstreet Boys","All I Have To Give , Backstreet Boys","Have You Ever? , Brandy","Nobody's Supposed To Be Here , Deborah Cox","Nobody's Supposed To Be Here , Deborah Cox","Angel , Sarah McLachlan","...Baby One More Time , Britney Spears","All I Have To Give , Backstreet Boys","All I Have To Give , Backstreet Boys","Angel , Sarah McLachlan","Kiss Me , Sixpence None The Richer","Kiss Me , Sixpence None The Richer","I Still Believe , Mariah Carey","Heartbreak Hotel , Whitney Houston Feat. Faith Evans & Kelly Price","Heartbreak Hotel , Whitney Houston Feat. Faith Evans & Kelly Price","Heartbreak Hotel , Whitney Houston Feat. Faith Evans & Kelly Price","Kiss Me , Sixpence None The Richer","What's It Gonna Be?! , Busta Rhymes Featuring Janet","What's It Gonna Be?! , Busta Rhymes Featuring Janet","Believe , Cher","Believe , Cher","Who Dat , JT Money Featuring Sole","Who Dat , JT Money Featuring Sole","Where My Girls At? , 702","Kiss Me , Sixpence None The Richer","Kiss Me , Sixpence None The Richer","Where My Girls At? , 702","Fortunate , Maxwell","Where My Girls At? , 702","Where My Girls At? , 702","The Hardest Thing , 98 Degrees","It's Not Right But It's Okay , Whitney Houston","It's Not Right But It's Okay , Whitney Houston","Livin' La Vida Loca , Ricky Martin","If You Had My Love , Jennifer Lopez","If You Had My Love , Jennifer Lopez","If You Had My Love , Jennifer Lopez","If You Had My Love , Jennifer Lopez","If You Had My Love , Jennifer Lopez","If You Had My Love , Jennifer Lopez","All Star , Smash Mouth","All Star , Smash Mouth","All Star , Smash Mouth","All Star , Smash Mouth","Lost In You , Garth Brooks as Chris Gaines","Genie In A Bottle , Christina Aguilera","Genie In A Bottle , Christina Aguilera","Summer Girls , LFO","Bailamos , Enrique Iglesias","She's All I Ever Had , Ricky Martin","She's All I Ever Had , Ricky Martin","Mambo No. 5 (A Little Bit Of...) , Lou Bega","Mambo No. 5 (A Little Bit Of...) , Lou Bega","Mambo No. 5 (A Little Bit Of...) , Lou Bega","Unpretty , TLC","Unpretty , TLC","Unpretty , TLC","Unpretty , TLC","Heartbreaker , Mariah Carey Featuring Jay-Z","I Wanna Love You Forever , Jessica Simpson","I Wanna Love You Forever , Jessica Simpson","I Wanna Love You Forever , Jessica Simpson","My Love Is Your Love , Whitney Houston","My Love Is Your Love , Whitney Houston","My Love Is Your Love , Whitney Houston","My Love Is Your Love , Whitney Houston","I Knew I Loved You , Savage Garden"
5,"From This Moment On , Shania Twain","Because Of You , 98 Degrees","Because Of You , 98 Degrees","Because Of You , 98 Degrees","Hands , Jewel","Angel Of Mine , Monica","I'm Your Angel , R. Kelly & Celine Dion","I'm Your Angel , R. Kelly & Celine Dion","All I Have To Give , Backstreet Boys","All I Have To Give , Backstreet Boys","All I Have To Give , Backstreet Boys","Nobody's Supposed To Be Here , Deborah Cox","All I Have To Give , Backstreet Boys","I Still Believe , Mariah Carey","I Still Believe , Mariah Carey","All I Have To Give , Backstreet Boys","No Scrubs , TLC","No Scrubs , TLC","Kiss Me , Sixpence None The Richer","Kiss Me , Sixpence None The Richer","Kiss Me , Sixpence None The Richer","Kiss Me , Sixpence None The Richer","Heartbreak Hotel , Whitney Houston Feat. Faith Evans & Kelly Price","Heartbreak Hotel , Whitney Houston Feat. Faith Evans & Kelly Price","Heartbreak Hotel , Whitney Houston Feat. Faith Evans & Kelly Price","What's It Gonna Be?! , Busta Rhymes Featuring Janet","What's It Gonna Be?! , Busta Rhymes Featuring Janet","Fortunate , Maxwell","Fortunate , Maxwell","Every Morning , Sugar Ray","Where My Girls At? , 702","Where My Girls At? , 702","Kiss Me , Sixpence None The Richer","Kiss Me , Sixpence None The Richer","I Want It That Way , Backstreet Boys","I Want It That Way , Backstreet Boys","I Want It That Way , Backstreet Boys","I Want It That Way , Backstreet Boys","I Want It That Way , Backstreet Boys","I Want It That Way , Backstreet Boys","I Want It That Way , Backstreet Boys","I Want It That Way , Backstreet Boys","I Want It That Way , Backstreet Boys","Last Kiss , Pearl Jam","I Want It That Way , Backstreet Boys","I Want It That Way , Backstreet Boys","I Want It That Way , Backstreet Boys","Where My Girls At? , 702","Bills, Bills, Bills , Destiny's Child","Bills, Bills, Bills , Destiny's Child","Smooth , Santana Featuring Rob Thomas","Lost In You , Garth Brooks as Chris Gaines","Lost In You , Garth Brooks as Chris Gaines","Mambo No. 5 (A Little Bit Of...) , Lou Bega","Genie In A Bottle , Christina Aguilera","Genie In A Bottle , Christina Aguilera","Genie In A Bottle , Christina Aguilera","She's All I Ever Had , Ricky Martin","Satisfy You , Puff Daddy Featuring R. Kelly","Satisfy You , Puff Daddy Featuring R. Kelly","Music Of My Heart , 'N Sync & Gloria Estefan","I Need To Know , Marc Anthony","Back At One , Brian McKnight","Back At One , Brian McKnight","Satisfy You , Puff Daddy Featuring R. Kelly","My Love Is Your Love , Whitney Houston","My Love Is Your Love , Whitney Houston","My Love Is Your Love , Whitney Houston","I Knew I Loved You , Savage Garden","I Need To Know , Marc Anthony","I Need To Know , Marc Anthony","I Need To Know , Marc Anthony","I Need To Know , Marc Anthony"
6,"Doo Wop (That Thing) , Lauryn Hill","Trippin' , Total Featuring Missy Elliott","Lullaby , Shawn Mullins","Lullaby , Shawn Mullins","Lullaby , Shawn Mullins","Save Tonight , Eagle-Eye Cherry","Jumper , Third Eye Blind","Jumper , Third Eye Blind","Heartbreak Hotel , Whitney Houston Feat. Faith Evans & Kelly Price","Have You Ever? , Brandy","Have You Ever? , Brandy","All I Have To Give , Backstreet Boys","Nobody's Supposed To Be Here , Deborah Cox","Nobody's Supposed To Be Here , Deborah Cox","Nobody's Supposed To Be Here , Deborah Cox","Kiss Me , Sixpence None The Richer","Every Morning , Sugar Ray","Every Morning , Sugar Ray","Angel Of Mine , Monica","I Still Believe , Mariah Carey","I Still Believe , Mariah Carey","I Still Believe , Mariah Carey","I Still Believe , Mariah Carey","Angel Of Mine , Monica","Angel Of Mine , Monica","Heartbreak Hotel , Whitney Houston Feat. Faith Evans & Kelly Price","Heartbreak Hotel , Whitney Houston Feat. Faith Evans & Kelly Price","Believe , Cher","Believe , Cher","Who Dat , JT Money Featuring Sole","Who Dat , JT Money Featuring Sole","Who Dat , JT Money Featuring Sole","That Don't Impress Me Much , Shania Twain","That Don't Impress Me Much , Shania Twain","The Hardest Thing , 98 Degrees","The Hardest Thing , 98 Degrees","Fortunate , Maxwell","Where My Girls At? , 702","Where My Girls At? , 702","It's Not Right But It's Okay , Whitney Houston","It's Not Right But It's Okay , Whitney Houston","All Star , Smash Mouth","All Star , Smash Mouth","All Star , Smash Mouth","Summer Girls , LFO","Summer Girls , LFO","Where My Girls At? , 702","If You Had My Love , Jennifer Lopez","Where My Girls At? , 702","Where My Girls At? , 702","All Star , Smash Mouth","Smooth , Santana Featuring Rob Thomas","Smooth , Santana Featuring Rob Thomas","Smooth , Santana Featuring Rob Thomas","Someday , Sugar Ray","Someday , Sugar Ray","Someday , Sugar Ray","Genie In A Bottle , Christina Aguilera","My Love Is Your Love , Whitney Houston","My Love Is Your Love , Whitney Houston","I Need To Know , Marc Anthony","My Love Is Your Love , Whitney Houston","I Need To Know , Marc Anthony","I Need To Know , Marc Anthony","Unpretty , TLC","Unpretty , TLC","Unpretty , TLC","I Knew I Loved You , Savage Garden","U Know What's Up , Donell Jones","U Know What's Up , Donell Jones","U Know What's Up , Donell Jones","Hot Boyz , Missy ""Misdemeanor"" Elliott Featuring NAS, EVE & Q-Tip","Hot Boyz , Missy ""Misdemeanor"" Elliott Featuring NAS, EVE & Q-Tip"
7,"Trippin' , Total Featuring Missy Elliott","Doo Wop (That Thing) , Lauryn Hill","Save Tonight , Eagle-Eye Cherry","Save Tonight , Eagle-Eye Cherry","Lately , Divine","Hands , Jewel","Angel , Sarah McLachlan","Angel , Sarah McLachlan","Slide , Goo Goo Dolls","Slide , Goo Goo Dolls","Slide , Goo Goo Dolls","(God Must Have Spent) A Little More Time On You , 'N Sync","(God Must Have Spent) A Little More Time On You , 'N Sync","...Baby One More Time , Britney Spears","...Baby One More Time , Britney Spears","No Scrubs , TLC","What's It Gonna Be?! , Busta Rhymes Featuring Janet","What's It Gonna Be?! , Busta Rhymes Featuring Janet","No Scrubs , TLC","Angel Of Mine , Monica","Angel Of Mine , Monica","Angel Of Mine , Monica","Angel Of Mine , Monica","Livin' La Vida Loca , Ricky Martin","Livin' La Vida Loca , Ricky Martin","Slide , Goo Goo Dolls","Who Dat , JT Money Featuring Sole","Heartbreak Hotel , Whitney Houston Feat. Faith Evans & Kelly Price","Heartbreak Hotel , Whitney Houston Feat. Faith Evans & Kelly Price","If You Had My Love , Jennifer Lopez","That Don't Impress Me Much , Shania Twain","That Don't Impress Me Much , Shania Twain","808 , Blaque","808 , Blaque","Fortunate , Maxwell","Fortunate , Maxwell","No Scrubs , TLC","Wild Wild West , Will Smith Featuring Dru Hill & Kool Mo Dee","Wild Wild West , Will Smith Featuring Dru Hill & Kool Mo Dee","Wild Wild West , Will Smith Featuring Dru Hill & Kool Mo Dee","Livin' La Vida Loca , Ricky Martin","Where My Girls At? , 702","Where My Girls At? , 702","I Want It That Way , Backstreet Boys","Last Kiss , Pearl Jam","Last Kiss , Pearl Jam","If You Had My Love , Jennifer Lopez","Tell Me It's Real , K-Ci & JoJo","Smooth , Santana Featuring Rob Thomas","Smooth , Santana Featuring Rob Thomas","Where My Girls At? , 702","All Star , Smash Mouth","All Star , Smash Mouth","All Star , Smash Mouth","All Star , Smash Mouth","I Need To Know , Marc Anthony","I Need To Know , Marc Anthony","My Love Is Your Love , Whitney Houston","We Can't Be Friends , Deborah Cox With R.L.","We Can't Be Friends , Deborah Cox With R.L.","My Love Is Your Love , Whitney Houston","Back At One , Brian McKnight","My Love Is Your Love , Whitney Houston","My Love Is Your Love , Whitney Houston","My Love Is Your Love , Whitney Houston","Heartbreaker , Mariah Carey Featuring Jay-Z","Heartbreaker , Mariah Carey Featuring Jay-Z","Waiting For Tonight , Jennifer Lopez","Mambo No. 5 (A Little Bit Of...) , Lou Bega","Waiting For Tonight , Jennifer Lopez","Waiting For Tonight , Jennifer Lopez","U Know What's Up , Donell Jones","U Know What's Up , Donell Jones"
8,"Have You Ever? , Brandy","Love Like This , Faith Evans","Doo Wop (That Thing) , Lauryn Hill","Doo Wop (That Thing) , Lauryn Hill","Doo Wop (That Thing) , Lauryn Hill","Slide , Goo Goo Dolls","Save Tonight , Eagle-Eye Cherry","Save Tonight , Eagle-Eye Cherry","Angel , Sarah McLachlan","Angel , Sarah McLachlan","Angel , Sarah McLachlan","Have You Ever? , Brandy","Have You Ever? , Brandy","Every Morning , Sugar Ray","Every Morning , Sugar Ray","Every Morning , Sugar Ray","All I Have To Give , Backstreet Boys","All I Have To Give , Backstreet Boys","All Night Long , Faith Evans Featuring Puff Daddy","All Night Long , Faith Evans Featuring Puff Daddy","C'est La Vie , B*Witched","C'est La Vie , B*Witched","C'est La Vie , B*Witched","Slide , Goo Goo Dolls","Slide , Goo Goo Dolls","Angel Of Mine , Monica","Fortunate , Maxwell","Where My Girls At? , 702","Where My Girls At? , 702","Believe , Cher","Every Morning , Sugar Ray","Every Morning , Sugar Ray","Who Dat , JT Money Featuring Sole","I Want It That Way , Backstreet Boys","Kiss Me , Sixpence None The Richer","Kiss Me , Sixpence None The Richer","Where My Girls At? , 702","Fortunate , Maxwell","Fortunate , Maxwell","Where My Girls At? , 702","All Star , Smash Mouth","It's Not Right But It's Okay , Whitney Houston","It's Not Right But It's Okay , Whitney Houston","Where My Girls At? , 702","Where My Girls At? , 702","Where My Girls At? , 702","Last Kiss , Pearl Jam","I Want It That Way , Backstreet Boys","If You Had My Love , Jennifer Lopez","If You Had My Love , Jennifer Lopez","Bills, Bills, Bills , Destiny's Child","Where My Girls At? , 702","Where My Girls At? , 702","Someday , Sugar Ray","Scar Tissue , Red Hot Chili Peppers","My Love Is Your Love , Whitney Houston","My Love Is Your Love , Whitney Houston","Someday , Sugar Ray","I Need To Know , Marc Anthony","I Need To Know , Marc Anthony","We Can't Be Friends , Deborah Cox With R.L.","We Can't Be Friends , Deborah Cox With R.L.","Steal My Sunshine , Len","Steal My Sunshine , Len","I Wanna Love You Forever , Jessica Simpson","Waiting For Tonight , Jennifer Lopez","Waiting For Tonight , Jennifer Lopez","U Know What's Up , Donell Jones","Waiting For Tonight , Jennifer Lopez","Hot Boyz , Missy ""Misdemeanor"" Elliott Featuring NAS, EVE & Q-Tip","Hot Boyz , Missy ""Misdemeanor"" Elliott Featuring NAS, EVE & Q-Tip","Bring It All To Me , Blaque","Bring It All To Me , Blaque"
9,"Love Like This , Faith Evans","From This Moment On , Shania Twain","Trippin' , Total Featuring Missy Elliott","Trippin' , Total Featuring Missy Elliott","Slide , Goo Goo Dolls","Lullaby , Shawn Mullins","Hands , Jewel","Hands , Jewel","Jumper , Third Eye Blind","Faded Pictures , Case & Joe","Faded Pictures , Case & Joe","Slide , Goo Goo Dolls","You , Jesse Powell","No Scrubs , TLC","No Scrubs , TLC","Nobody's Supposed To Be Here , Deborah Cox","Angel , Sarah McLachlan","Angel , Sarah McLachlan","All I Have To Give , Backstreet Boys","Stay The Same , Joey McIntyre","Stay The Same , Joey McIntyre","Stay The Same , Joey McIntyre","Slide , Goo Goo Dolls","Please Remember Me , Tim McGraw","Please Remember Me , Tim McGraw","Who Dat , JT Money Featuring Sole","Give It To You , Jordan Knight","What's It Gonna Be?! , Busta Rhymes Featuring Janet","What's It Gonna Be?! , Busta Rhymes Featuring Janet","808 , Blaque","808 , Blaque","808 , Blaque","Chante's Got A Man , Chante Moore","Chante's Got A Man , Chante Moore","That Don't Impress Me Much , Shania Twain","That Don't Impress Me Much , Shania Twain","Kiss Me , Sixpence None The Richer","The Hardest Thing , 98 Degrees","The Hardest Thing , 98 Degrees","All Star , Smash Mouth","Where My Girls At? , 702","Livin' La Vida Loca , Ricky Martin","Livin' La Vida Loca , Ricky Martin","Summer Girls , LFO","Wild Wild West , Will Smith Featuring Dru Hill & Kool Mo Dee","Wild Wild West , Will Smith Featuring Dru Hill & Kool Mo Dee","Jamboree , Naughty By Nature Featuring Zhane","Last Kiss , Pearl Jam","Someday , Sugar Ray","Someday , Sugar Ray","Someday , Sugar Ray","Someday , Sugar Ray","Someday , Sugar Ray","Where My Girls At? , 702","I Need To Know , Marc Anthony","Scar Tissue , Red Hot Chili Peppers","Scar Tissue , Red Hot Chili Peppers","I Need To Know , Marc Anthony","Scar Tissue , Red Hot Chili Peppers","Scar Tissue , Red Hot Chili Peppers","Scar Tissue , Red Hot Chili Peppers","Steal My Sunshine , Len","(You Drive Me) Crazy , Britney Spears","(You Drive Me) Crazy , Britney Spears","Steal My Sunshine , Len","Satisfy You , Puff Daddy Featuring R. Kelly","Satisfy You , Puff Daddy Featuring R. Kelly","Unpretty , TLC","Girl On TV , LFO","24/7 , Kevon Edmonds","24/7 , Kevon Edmonds","24/7 , Kevon Edmonds","Girl On TV , LFO"
