,1984-01-01,1984-01-06,1984-01-11,1984-01-16,1984-01-21,1984-01-26,1984-01-31,1984-02-05,1984-02-10,1984-02-15,1984-02-20,1984-02-25,1984-03-01,1984-03-06,1984-03-11,1984-03-16,1984-03-21,1984-03-26,1984-03-31,1984-04-05,1984-04-10,1984-04-15,1984-04-20,1984-04-25,1984-04-30,1984-05-05,1984-05-10,1984-05-15,1984-05-20,1984-05-25,1984-05-30,1984-06-04,1984-06-09,1984-06-14,1984-06-19,1984-06-24,1984-06-29,1984-07-04,1984-07-09,1984-07-14,1984-07-19,1984-07-24,1984-07-29,1984-08-03,1984-08-08,1984-08-13,1984-08-18,1984-08-23,1984-08-28,1984-09-02,1984-09-07,1984-09-12,1984-09-17,1984-09-22,1984-09-27,1984-10-02,1984-10-07,1984-10-12,1984-10-17,1984-10-22,1984-10-27,1984-11-01,1984-11-06,1984-11-11,1984-11-16,1984-11-21,1984-11-26,1984-12-01,1984-12-06,1984-12-11,1984-12-16,1984-12-21,1984-12-26
0,"Say Say Say , Paul McCartney And Michael Jackson","Say Say Say , Paul McCartney And Michael Jackson","Say Say Say , Paul McCartney And Michael Jackson","Owner Of A Lonely Heart , Yes","Owner Of A Lonely Heart , Yes","Owner Of A Lonely Heart , Yes","Karma Chameleon , Culture Club","Karma Chameleon , Culture Club","Karma Chameleon , Culture Club","Karma Chameleon , Culture Club","Jump , Van Halen","Jump , Van Halen","Jump , Van Halen","Jump , Van Halen","Jump , Van Halen","Jump , Van Halen","Jump , Van Halen","Footloose , Kenny Loggins","Footloose , Kenny Loggins","Footloose , Kenny Loggins","Footloose , Kenny Loggins","Against All Odds (Take A Look At Me Now) , Phil Collins","Against All Odds (Take A Look At Me Now) , Phil Collins","Against All Odds (Take A Look At Me Now) , Phil Collins","Against All Odds (Take A Look At Me Now) , Phil Collins","Against All Odds (Take A Look At Me Now) , Phil Collins","Hello , Lionel Richie","Hello , Lionel Richie","Let's Hear It For The Boy , Deniece Williams","Let's Hear It For The Boy , Deniece Williams","Let's Hear It For The Boy , Deniece Williams","Time After Time , Cyndi Lauper","Time After Time , Cyndi Lauper","Time After Time , Cyndi Lauper","The Reflex , Duran Duran","The Reflex , Duran Duran","The Reflex , Duran Duran","When Doves Cry , Prince","When Doves Cry , Prince","When Doves Cry , Prince","When Doves Cry , Prince","When Doves Cry , Prince","When Doves Cry , Prince","When Doves Cry , Prince","Ghostbusters , Ray Parker Jr.","Ghostbusters , Ray Parker Jr.","Ghostbusters , Ray Parker Jr.","Ghostbusters , Ray Parker Jr.","What's Love Got To Do With It , Tina Turner","What's Love Got To Do With It , Tina Turner","What's Love Got To Do With It , Tina Turner","What's Love Got To Do With It , Tina Turner","Missing You , John Waite","Missing You , John Waite","Let's Go Crazy , Prince And The Revolution","Let's Go Crazy , Prince And The Revolution","I Just Called To Say I Love You , Stevie Wonder","I Just Called To Say I Love You , Stevie Wonder","I Just Called To Say I Love You , Stevie Wonder","I Just Called To Say I Love You , Stevie Wonder","I Just Called To Say I Love You , Stevie Wonder","Caribbean Queen (No More Love On The Run) , Billy Ocean","Caribbean Queen (No More Love On The Run) , Billy Ocean","Wake Me Up Before You Go-Go , Wham!","Wake Me Up Before You Go-Go , Wham!","Wake Me Up Before You Go-Go , Wham!","Wake Me Up Before You Go-Go , Wham!","Wake Me Up Before You Go-Go , Wham!","Out Of Touch , Daryl Hall John Oates","Out Of Touch , Daryl Hall John Oates","Like A Virgin , Madonna","Like A Virgin , Madonna","Like A Virgin , Madonna"
1,"Say It Isn't So , Daryl Hall John Oates","Say It Isn't So , Daryl Hall John Oates","Owner Of A Lonely Heart , Yes","Say Say Say , Paul McCartney And Michael Jackson","Say Say Say , Paul McCartney And Michael Jackson","Karma Chameleon , Culture Club","Owner Of A Lonely Heart , Yes","Joanna , Kool & The Gang","Joanna , Kool & The Gang","Jump , Van Halen","Karma Chameleon , Culture Club","Karma Chameleon , Culture Club","99 Luftballons , Nena","Girls Just Want To Have Fun , Cyndi Lauper","Girls Just Want To Have Fun , Cyndi Lauper","Girls Just Want To Have Fun , Cyndi Lauper","Somebody's Watching Me , Rockwell","Somebody's Watching Me , Rockwell","Somebody's Watching Me , Rockwell","Somebody's Watching Me , Rockwell","Against All Odds (Take A Look At Me Now) , Phil Collins","Footloose , Kenny Loggins","Footloose , Kenny Loggins","Hello , Lionel Richie","Hello , Lionel Richie","Hello , Lionel Richie","Against All Odds (Take A Look At Me Now) , Phil Collins","Let's Hear It For The Boy , Deniece Williams","Hello , Lionel Richie","Hello , Lionel Richie","Time After Time , Cyndi Lauper","Let's Hear It For The Boy , Deniece Williams","Let's Hear It For The Boy , Deniece Williams","The Reflex , Duran Duran","Time After Time , Cyndi Lauper","Dancing In The Dark , Bruce Springsteen","Dancing In The Dark , Bruce Springsteen","Dancing In The Dark , Bruce Springsteen","Dancing In The Dark , Bruce Springsteen","Dancing In The Dark , Bruce Springsteen","Dancing In The Dark , Bruce Springsteen","Ghostbusters , Ray Parker Jr.","Ghostbusters , Ray Parker Jr.","Ghostbusters , Ray Parker Jr.","When Doves Cry , Prince","What's Love Got To Do With It , Tina Turner","What's Love Got To Do With It , Tina Turner","What's Love Got To Do With It , Tina Turner","Missing You , John Waite","Missing You , John Waite","Missing You , John Waite","Missing You , John Waite","Let's Go Crazy , Prince And The Revolution","Let's Go Crazy , Prince And The Revolution","Missing You , John Waite","I Just Called To Say I Love You , Stevie Wonder","Let's Go Crazy , Prince And The Revolution","Let's Go Crazy , Prince And The Revolution","Caribbean Queen (No More Love On The Run) , Billy Ocean","Caribbean Queen (No More Love On The Run) , Billy Ocean","Caribbean Queen (No More Love On The Run) , Billy Ocean","I Just Called To Say I Love You , Stevie Wonder","I Just Called To Say I Love You , Stevie Wonder","Purple Rain , Prince And The Revolution","Purple Rain , Prince And The Revolution","Purple Rain , Prince And The Revolution","Out Of Touch , Daryl Hall John Oates","Out Of Touch , Daryl Hall John Oates","Wake Me Up Before You Go-Go , Wham!","The Wild Boys , Duran Duran","The Wild Boys , Duran Duran","The Wild Boys , Duran Duran","The Wild Boys , Duran Duran"
2,"Union Of The Snake , Duran Duran","Union Of The Snake , Duran Duran","Say It Isn't So , Daryl Hall John Oates","Karma Chameleon , Culture Club","Karma Chameleon , Culture Club","Talking In Your Sleep , The Romantics","Talking In Your Sleep , The Romantics","Talking In Your Sleep , The Romantics","Talking In Your Sleep , The Romantics","Joanna , Kool & The Gang","99 Luftballons , Nena","99 Luftballons , Nena","Girls Just Want To Have Fun , Cyndi Lauper","99 Luftballons , Nena","Somebody's Watching Me , Rockwell","Somebody's Watching Me , Rockwell","Girls Just Want To Have Fun , Cyndi Lauper","Jump , Van Halen","Jump , Van Halen","Against All Odds (Take A Look At Me Now) , Phil Collins","Somebody's Watching Me , Rockwell","Hello , Lionel Richie","Hello , Lionel Richie","Footloose , Kenny Loggins","Hold Me Now , Thompson Twins","Hold Me Now , Thompson Twins","Hold Me Now , Thompson Twins","Against All Odds (Take A Look At Me Now) , Phil Collins","Time After Time , Cyndi Lauper","Time After Time , Cyndi Lauper","Hello , Lionel Richie","Oh, Sherrie , Steve Perry","Oh, Sherrie , Steve Perry","Let's Hear It For The Boy , Deniece Williams","Let's Hear It For The Boy , Deniece Williams","When Doves Cry , Prince","When Doves Cry , Prince","Jump (for My Love) , The Pointer Sisters","Jump (for My Love) , The Pointer Sisters","Jump (for My Love) , The Pointer Sisters","Ghostbusters , Ray Parker Jr.","Dancing In The Dark , Bruce Springsteen","State of Shock , The Jacksons","State of Shock , The Jacksons","State of Shock , The Jacksons","State of Shock , The Jacksons","State of Shock , The Jacksons","Stuck On You , Lionel Richie","Stuck On You , Lionel Richie","She Bop , Cyndi Lauper","She Bop , Cyndi Lauper","She Bop , Cyndi Lauper","She Bop , Cyndi Lauper","She Bop , Cyndi Lauper","Drive , The Cars","Drive , The Cars","Drive , The Cars","Drive , The Cars","Hard Habit To Break , Chicago","Hard Habit To Break , Chicago","Hard Habit To Break , Chicago","Purple Rain , Prince And The Revolution","Purple Rain , Prince And The Revolution","Caribbean Queen (No More Love On The Run) , Billy Ocean","Caribbean Queen (No More Love On The Run) , Billy Ocean","I Feel For You , Chaka Khan","I Feel For You , Chaka Khan","I Feel For You , Chaka Khan","I Feel For You , Chaka Khan","Like A Virgin , Madonna","Out Of Touch , Daryl Hall John Oates","Out Of Touch , Daryl Hall John Oates","Out Of Touch , Daryl Hall John Oates"
3,"Owner Of A Lonely Heart , Yes","Owner Of A Lonely Heart , Yes","Union Of The Snake , Duran Duran","Talking In Your Sleep , The Romantics","Talking In Your Sleep , The Romantics","I Guess That's Why They Call It The Blues , Elton John","Joanna , Kool & The Gang","Owner Of A Lonely Heart , Yes","Owner Of A Lonely Heart , Yes","99 Luftballons , Nena","Girls Just Want To Have Fun , Cyndi Lauper","Girls Just Want To Have Fun , Cyndi Lauper","Thriller , Michael Jackson","Thriller , Michael Jackson","99 Luftballons , Nena","99 Luftballons , Nena","Footloose , Kenny Loggins","Here Comes The Rain Again , Eurythmics","Here Comes The Rain Again , Eurythmics","Here Comes The Rain Again , Eurythmics","Hello , Lionel Richie","Hold Me Now , Thompson Twins","Hold Me Now , Thompson Twins","Hold Me Now , Thompson Twins","Footloose , Kenny Loggins","Footloose , Kenny Loggins","Let's Hear It For The Boy , Deniece Williams","Hold Me Now , Thompson Twins","Against All Odds (Take A Look At Me Now) , Phil Collins","Against All Odds (Take A Look At Me Now) , Phil Collins","Oh, Sherrie , Steve Perry","The Reflex , Duran Duran","The Reflex , Duran Duran","Oh, Sherrie , Steve Perry","Dancing In The Dark , Bruce Springsteen","Self Control , Laura Branigan","Self Control , Laura Branigan","Self Control , Laura Branigan","Eyes Without A Face , Billy Idol","Eyes Without A Face , Billy Idol","Eyes Without A Face , Billy Idol","State of Shock , The Jacksons","Dancing In The Dark , Bruce Springsteen","Dancing In The Dark , Bruce Springsteen","What's Love Got To Do With It , Tina Turner","When Doves Cry , Prince","When Doves Cry , Prince","When Doves Cry , Prince","Ghostbusters , Ray Parker Jr.","Ghostbusters , Ray Parker Jr.","Ghostbusters , Ray Parker Jr.","Let's Go Crazy , Prince And The Revolution","What's Love Got To Do With It , Tina Turner","What's Love Got To Do With It , Tina Turner","She Bop , Cyndi Lauper","Missing You , John Waite","Hard Habit To Break , Chicago","Hard Habit To Break , Chicago","Lucky Star , Madonna","Purple Rain , Prince And The Revolution","Purple Rain , Prince And The Revolution","Hard Habit To Break , Chicago","Wake Me Up Before You Go-Go , Wham!","I Feel For You , Chaka Khan","I Feel For You , Chaka Khan","Out Of Touch , Daryl Hall John Oates","Purple Rain , Prince And The Revolution","Purple Rain , Prince And The Revolution","The Wild Boys , Duran Duran","I Feel For You , Chaka Khan","Sea Of Love , The Honeydrippers","Sea Of Love , The Honeydrippers","Sea Of Love , The Honeydrippers"
4,"Twist Of Fate , Olivia Newton-John","Twist Of Fate , Olivia Newton-John","Twist Of Fate , Olivia Newton-John","Break My Stride , Matthew Wilder","Break My Stride , Matthew Wilder","Break My Stride , Matthew Wilder","Break My Stride , Matthew Wilder","Jump , Van Halen","Jump , Van Halen","Talking In Your Sleep , The Romantics","Thriller , Michael Jackson","Thriller , Michael Jackson","Nobody Told Me , John Lennon","Somebody's Watching Me , Rockwell","Footloose , Kenny Loggins","Footloose , Kenny Loggins","Here Comes The Rain Again , Eurythmics","Girls Just Want To Have Fun , Cyndi Lauper","Girls Just Want To Have Fun , Cyndi Lauper","Jump , Van Halen","Automatic , The Pointer Sisters","Miss Me Blind , Culture Club","Miss Me Blind , Culture Club","Miss Me Blind , Culture Club","Love Somebody , Rick Springfield","Love Somebody , Rick Springfield","Love Somebody , Rick Springfield","To All The Girls I've Loved Before , Julio Iglesias And Willie Nelson","Oh, Sherrie , Steve Perry","Oh, Sherrie , Steve Perry","The Reflex , Duran Duran","Sister Christian , Night Ranger","Sister Christian , Night Ranger","Sister Christian , Night Ranger","Self Control , Laura Branigan","Jump (for My Love) , The Pointer Sisters","Jump (for My Love) , The Pointer Sisters","The Reflex , Duran Duran","The Reflex , Duran Duran","The Reflex , Duran Duran","Jump (for My Love) , The Pointer Sisters","Eyes Without A Face , Billy Idol","What's Love Got To Do With It , Tina Turner","What's Love Got To Do With It , Tina Turner","Sad Songs (say So Much) , Elton John","Stuck On You , Lionel Richie","Stuck On You , Lionel Richie","Missing You , John Waite","When Doves Cry , Prince","Stuck On You , Lionel Richie","Stuck On You , Lionel Richie","Stuck On You , Lionel Richie","Drive , The Cars","Drive , The Cars","I Just Called To Say I Love You , Stevie Wonder","She Bop , Cyndi Lauper","Lucky Star , Madonna","Lucky Star , Madonna","Let's Go Crazy , Prince And The Revolution","Lucky Star , Madonna","Lucky Star , Madonna","Wake Me Up Before You Go-Go , Wham!","I Feel For You , Chaka Khan","I Just Called To Say I Love You , Stevie Wonder","I Just Called To Say I Love You , Stevie Wonder","Better Be Good To Me , Tina Turner","Better Be Good To Me , Tina Turner","Better Be Good To Me , Tina Turner","All Through The Night , Cyndi Lauper","Sea Of Love , The Honeydrippers","Cool It Now , New Edition","Cool It Now , New Edition","Cool It Now , New Edition"
5,"Talking In Your Sleep , The Romantics","Talking In Your Sleep , The Romantics","Talking In Your Sleep , The Romantics","I Guess That's Why They Call It The Blues , Elton John","I Guess That's Why They Call It The Blues , Elton John","Joanna , Kool & The Gang","I Guess That's Why They Call It The Blues , Elton John","That's All , Genesis","That's All , Genesis","That's All , Genesis","Joanna , Kool & The Gang","Joanna , Kool & The Gang","Karma Chameleon , Culture Club","Nobody Told Me , John Lennon","Thriller , Michael Jackson","Thriller , Michael Jackson","I Want A New Drug , Huey Lewis & The News","I Want A New Drug , Huey Lewis & The News","I Want A New Drug , Huey Lewis & The News","Automatic , The Pointer Sisters","Miss Me Blind , Culture Club","Automatic , The Pointer Sisters","Automatic , The Pointer Sisters","Love Somebody , Rick Springfield","To All The Girls I've Loved Before , Julio Iglesias And Willie Nelson","To All The Girls I've Loved Before , Julio Iglesias And Willie Nelson","To All The Girls I've Loved Before , Julio Iglesias And Willie Nelson","Time After Time , Cyndi Lauper","To All The Girls I've Loved Before , Julio Iglesias And Willie Nelson","To All The Girls I've Loved Before , Julio Iglesias And Willie Nelson","Sister Christian , Night Ranger","The Heart Of Rock & Roll , Huey Lewis & The News","The Heart Of Rock & Roll , Huey Lewis & The News","The Heart Of Rock & Roll , Huey Lewis & The News","The Heart Of Rock & Roll , Huey Lewis & The News","The Heart Of Rock & Roll , Huey Lewis & The News","The Heart Of Rock & Roll , Huey Lewis & The News","Eyes Without A Face , Billy Idol","Self Control , Laura Branigan","Self Control , Laura Branigan","State of Shock , The Jacksons","Infatuation , Rod Stewart","Infatuation , Rod Stewart","Infatuation , Rod Stewart","Stuck On You , Lionel Richie","I Can Dream About You , Dan Hartman","I Can Dream About You , Dan Hartman","I Can Dream About You , Dan Hartman","She Bop , Cyndi Lauper","Let's Go Crazy , Prince And The Revolution","Let's Go Crazy , Prince And The Revolution","If This Is It , Huey Lewis & The News","If This Is It , Huey Lewis & The News","If This Is It , Huey Lewis & The News","What's Love Got To Do With It , Tina Turner","Hard Habit To Break , Chicago","Caribbean Queen (No More Love On The Run) , Billy Ocean","Caribbean Queen (No More Love On The Run) , Billy Ocean","Drive , The Cars","Wake Me Up Before You Go-Go , Wham!","Wake Me Up Before You Go-Go , Wham!","Lucky Star , Madonna","Out Of Touch , Daryl Hall John Oates","Out Of Touch , Daryl Hall John Oates","Out Of Touch , Daryl Hall John Oates","Caribbean Queen (No More Love On The Run) , Billy Ocean","All Through The Night , Cyndi Lauper","All Through The Night , Cyndi Lauper","No More Lonely Nights , Paul McCartney","No More Lonely Nights , Paul McCartney","We Belong , Pat Benatar","We Belong , Pat Benatar","We Belong , Pat Benatar"
6,"Break My Stride , Matthew Wilder","Break My Stride , Matthew Wilder","Break My Stride , Matthew Wilder","Twist Of Fate , Olivia Newton-John","Twist Of Fate , Olivia Newton-John","Say Say Say , Paul McCartney And Michael Jackson","Running With The Night , Lionel Richie","Running With The Night , Lionel Richie","Running With The Night , Lionel Richie","Thriller , Michael Jackson","Nobody Told Me , John Lennon","Nobody Told Me , John Lennon","Somebody's Watching Me , Rockwell","I Want A New Drug , Huey Lewis & The News","I Want A New Drug , Huey Lewis & The News","I Want A New Drug , Huey Lewis & The News","99 Luftballons , Nena","Against All Odds (Take A Look At Me Now) , Phil Collins","Against All Odds (Take A Look At Me Now) , Phil Collins","Miss Me Blind , Culture Club","Here Comes The Rain Again , Eurythmics","Somebody's Watching Me , Rockwell","Somebody's Watching Me , Rockwell","You Might Think , The Cars","You Might Think , The Cars","You Might Think , The Cars","You Might Think , The Cars","Love Somebody , Rick Springfield","The Reflex , Duran Duran","The Reflex , Duran Duran","Against All Odds (Take A Look At Me Now) , Phil Collins","Hello , Lionel Richie","Hello , Lionel Richie","Self Control , Laura Branigan","Jump (for My Love) , The Pointer Sisters","Time After Time , Cyndi Lauper","Time After Time , Cyndi Lauper","Time After Time , Cyndi Lauper","Almost Paradise...Love Theme From Footloose , Mike Reno And Ann Wilson","Almost Paradise...Love Theme From Footloose , Mike Reno And Ann Wilson","Almost Paradise...Love Theme From Footloose , Mike Reno And Ann Wilson","Sad Songs (say So Much) , Elton John","Sad Songs (say So Much) , Elton John","Sad Songs (say So Much) , Elton John","Dancing In The Dark , Bruce Springsteen","Missing You , John Waite","Missing You , John Waite","State of Shock , The Jacksons","Sunglasses At Night , Corey Hart","If This Is It , Huey Lewis & The News","If This Is It , Huey Lewis & The News","Drive , The Cars","The Warrior , Scandal Featuring Patty Smyth","The Warrior , Scandal Featuring Patty Smyth","The Warrior , Scandal Featuring Patty Smyth","The Glamorous Life , Sheila E.","Missing You , John Waite","Missing You , John Waite","Cover Me , Bruce Springsteen","On The Dark Side , John Cafferty & The Beaver Brown Band","On The Dark Side , John Cafferty & The Beaver Brown Band","On The Dark Side , John Cafferty & The Beaver Brown Band","Better Be Good To Me , Tina Turner","Better Be Good To Me , Tina Turner","Better Be Good To Me , Tina Turner","Strut , Sheena Easton","The Wild Boys , Duran Duran","The Wild Boys , Duran Duran","Sea Of Love , The Honeydrippers","Cool It Now , New Edition","I Feel For You , Chaka Khan","I Feel For You , Chaka Khan","I Feel For You , Chaka Khan"
7,"I Guess That's Why They Call It The Blues , Elton John","I Guess That's Why They Call It The Blues , Elton John","I Guess That's Why They Call It The Blues , Elton John","Joanna , Kool & The Gang","Joanna , Kool & The Gang","Running With The Night , Lionel Richie","That's All , Genesis","Pink Houses , John Mellencamp","Pink Houses , John Mellencamp","Owner Of A Lonely Heart , Yes","Let The Music Play , Shannon","Let The Music Play , Shannon","Wrapped Around Your Finger , The Police","Here Comes The Rain Again , Eurythmics","Here Comes The Rain Again , Eurythmics","Here Comes The Rain Again , Eurythmics","Automatic , The Pointer Sisters","Automatic , The Pointer Sisters","Automatic , The Pointer Sisters","Adult Education , Daryl Hall John Oates","Hold Me Now , Thompson Twins","Love Somebody , Rick Springfield","Love Somebody , Rick Springfield","They Don't Know , Tracey Ullman","They Don't Know , Tracey Ullman","They Don't Know , Tracey Ullman","Footloose , Kenny Loggins","Oh, Sherrie , Steve Perry","Sister Christian , Night Ranger","Sister Christian , Night Ranger","The Heart Of Rock & Roll , Huey Lewis & The News","Breakdance , Irene Cara","Breakdance , Irene Cara","Jump (for My Love) , The Pointer Sisters","When Doves Cry , Prince","Eyes Without A Face , Billy Idol","Eyes Without A Face , Billy Idol","Almost Paradise...Love Theme From Footloose , Mike Reno And Ann Wilson","Ghostbusters , Ray Parker Jr.","Ghostbusters , Ray Parker Jr.","Legs , ZZ Top","Legs , ZZ Top","Stuck On You , Lionel Richie","Stuck On You , Lionel Richie","I Can Dream About You , Dan Hartman","Sad Songs (say So Much) , Elton John","Sad Songs (say So Much) , Elton John","Sunglasses At Night , Corey Hart","Let's Go Crazy , Prince And The Revolution","The Warrior , Scandal Featuring Patty Smyth","The Warrior , Scandal Featuring Patty Smyth","The Warrior , Scandal Featuring Patty Smyth","The Glamorous Life , Sheila E.","The Glamorous Life , Sheila E.","The Glamorous Life , Sheila E.","Lucky Star , Madonna","Cover Me , Bruce Springsteen","Cover Me , Bruce Springsteen","On The Dark Side , John Cafferty & The Beaver Brown Band","Let's Go Crazy , Prince And The Revolution","Let's Go Crazy , Prince And The Revolution","Blue Jean , David Bowie","Blue Jean , David Bowie","Strut , Sheena Easton","Strut , Sheena Easton","All Through The Night , Cyndi Lauper","Penny Lover , Lionel Richie","Penny Lover , Lionel Richie","Penny Lover , Lionel Richie","Wake Me Up Before You Go-Go , Wham!","No More Lonely Nights , Paul McCartney","No More Lonely Nights , Paul McCartney","No More Lonely Nights , Paul McCartney"
8,"Undercover Of The Night , The Rolling Stones","Undercover Of The Night , The Rolling Stones","Karma Chameleon , Culture Club","Running With The Night , Lionel Richie","Running With The Night , Lionel Richie","Twist Of Fate , Olivia Newton-John","Think Of Laura , Christopher Cross","Think Of Laura , Christopher Cross","Think Of Laura , Christopher Cross","Girls Just Want To Have Fun , Cyndi Lauper","Wrapped Around Your Finger , The Police","Wrapped Around Your Finger , The Police","Let The Music Play , Shannon","Footloose , Kenny Loggins","Nobody Told Me , John Lennon","Nobody Told Me , John Lennon","Adult Education , Daryl Hall John Oates","Adult Education , Daryl Hall John Oates","Adult Education , Daryl Hall John Oates","Girls Just Want To Have Fun , Cyndi Lauper","Adult Education , Daryl Hall John Oates","Here Comes The Rain Again , Eurythmics","Here Comes The Rain Again , Eurythmics","Automatic , The Pointer Sisters","Let's Hear It For The Boy , Deniece Williams","Let's Hear It For The Boy , Deniece Williams","Oh, Sherrie , Steve Perry","You Might Think , The Cars","Breakdance , Irene Cara","Breakdance , Irene Cara","Breakdance , Irene Cara","Self Control , Laura Branigan","Self Control , Laura Branigan","Dancing In The Dark , Bruce Springsteen","Oh, Sherrie , Steve Perry","Let's Hear It For The Boy , Deniece Williams","Let's Hear It For The Boy , Deniece Williams","The Heart Of Rock & Roll , Huey Lewis & The News","The Heart Of Rock & Roll , Huey Lewis & The News","The Heart Of Rock & Roll , Huey Lewis & The News","Sad Songs (say So Much) , Elton John","What's Love Got To Do With It , Tina Turner","Breakin'...there's No Stopping Us , Ollie And Jerry","Breakin'...there's No Stopping Us , Ollie And Jerry","Infatuation , Rod Stewart","Sunglasses At Night , Corey Hart","Sunglasses At Night , Corey Hart","She Bop , Cyndi Lauper","If This Is It , Huey Lewis & The News","Sunglasses At Night , Corey Hart","Sunglasses At Night , Corey Hart","Ghostbusters , Ray Parker Jr.","I Just Called To Say I Love You , Stevie Wonder","I Just Called To Say I Love You , Stevie Wonder","Cruel Summer , Bananarama","The Warrior , Scandal Featuring Patty Smyth","The Glamorous Life , Sheila E.","The Glamorous Life , Sheila E.","Purple Rain , Prince And The Revolution","I'm So Excited , The Pointer Sisters","I'm So Excited , The Pointer Sisters","Better Be Good To Me , Tina Turner","Hard Habit To Break , Chicago","All Through The Night , Cyndi Lauper","All Through The Night , Cyndi Lauper","Penny Lover , Lionel Richie","Strut , Sheena Easton","Strut , Sheena Easton","Cool It Now , New Edition","We Belong , Pat Benatar","All I Need , Jack Wagner","All I Need , Jack Wagner","All I Need , Jack Wagner"
9,"All Night Long (All Night) , Lionel Richie","All Night Long (All Night) , Lionel Richie","Running With The Night , Lionel Richie","Say It Isn't So , Daryl Hall John Oates","Say It Isn't So , Daryl Hall John Oates","That's All , Genesis","Pink Houses , John Mellencamp","I Guess That's Why They Call It The Blues , Elton John","I Guess That's Why They Call It The Blues , Elton John","Let The Music Play , Shannon","An Innocent Man , Billy Joel","An Innocent Man , Billy Joel","I Want A New Drug , Huey Lewis & The News","Karma Chameleon , Culture Club","New Moon On Monday , Duran Duran","New Moon On Monday , Duran Duran","Got A Hold On Me , Christine McVie","Miss Me Blind , Culture Club","Miss Me Blind , Culture Club","Hello , Lionel Richie","Jump , Van Halen","They Don't Know , Tracey Ullman","They Don't Know , Tracey Ullman","To All The Girls I've Loved Before , Julio Iglesias And Willie Nelson","Miss Me Blind , Culture Club","Miss Me Blind , Culture Club","Time After Time , Cyndi Lauper","Footloose , Kenny Loggins","Hold Me Now , Thompson Twins","Hold Me Now , Thompson Twins","To All The Girls I've Loved Before , Julio Iglesias And Willie Nelson","Jump (for My Love) , The Pointer Sisters","Jump (for My Love) , The Pointer Sisters","Borderline , Madonna","Eyes Without A Face , Billy Idol","Almost Paradise...Love Theme From Footloose , Mike Reno And Ann Wilson","Almost Paradise...Love Theme From Footloose , Mike Reno And Ann Wilson","Legs , ZZ Top","Legs , ZZ Top","Legs , ZZ Top","Infatuation , Rod Stewart","Jump (for My Love) , The Pointer Sisters","I Can Dream About You , Dan Hartman","I Can Dream About You , Dan Hartman","Sunglasses At Night , Corey Hart","If Ever You're In My Arms Again , Peabo Bryson","If Ever You're In My Arms Again , Peabo Bryson","If Ever You're In My Arms Again , Peabo Bryson","If Ever You're In My Arms Again , Peabo Bryson","Drive , The Cars","Drive , The Cars","The Glamorous Life , Sheila E.","Cruel Summer , Bananarama","Cruel Summer , Bananarama","Cover Me , Bruce Springsteen","Cover Me , Bruce Springsteen","She Bop , Cyndi Lauper","She Bop , Cyndi Lauper","I'm So Excited , The Pointer Sisters","Some Guys Have All The Luck , Rod Stewart","Some Guys Have All The Luck , Rod Stewart","I Feel For You , Chaka Khan","Desert Moon , Dennis DeYoung","Penny Lover , Lionel Richie","Penny Lover , Lionel Richie","I Just Called To Say I Love You , Stevie Wonder","No More Lonely Nights , Paul McCartney","No More Lonely Nights , Paul McCartney","We Belong , Pat Benatar","All Through The Night , Cyndi Lauper","Valotte , Julian Lennon","Valotte , Julian Lennon","Valotte , Julian Lennon"
