,1982-01-01,1982-01-06,1982-01-11,1982-01-16,1982-01-21,1982-01-26,1982-01-31,1982-02-05,1982-02-10,1982-02-15,1982-02-20,1982-02-25,1982-03-02,1982-03-07,1982-03-12,1982-03-17,1982-03-22,1982-03-27,1982-04-01,1982-04-06,1982-04-11,1982-04-16,1982-04-21,1982-04-26,1982-05-01,1982-05-06,1982-05-11,1982-05-16,1982-05-21,1982-05-26,1982-05-31,1982-06-05,1982-06-10,1982-06-15,1982-06-20,1982-06-25,1982-06-30,1982-07-05,1982-07-10,1982-07-15,1982-07-20,1982-07-25,1982-07-30,1982-08-04,1982-08-09,1982-08-14,1982-08-19,1982-08-24,1982-08-29,1982-09-03,1982-09-08,1982-09-13,1982-09-18,1982-09-23,1982-09-28,1982-10-03,1982-10-08,1982-10-13,1982-10-18,1982-10-23,1982-10-28,1982-11-02,1982-11-07,1982-11-12,1982-11-17,1982-11-22,1982-11-27,1982-12-02,1982-12-07,1982-12-12,1982-12-17,1982-12-22,1982-12-27
0,"Physical , Olivia Newton-John","Physical , Olivia Newton-John","Physical , Olivia Newton-John","Physical , Olivia Newton-John","Physical , Olivia Newton-John","I Can't Go For That (No Can Do) , Daryl Hall John Oates","Centerfold , The J. Geils Band","Centerfold , The J. Geils Band","Centerfold , The J. Geils Band","Centerfold , The J. Geils Band","Centerfold , The J. Geils Band","Centerfold , The J. Geils Band","Centerfold , The J. Geils Band","Centerfold , The J. Geils Band","Centerfold , The J. Geils Band","I Love Rock 'N Roll , Joan Jett & the Blackhearts","I Love Rock 'N Roll , Joan Jett & the Blackhearts","I Love Rock 'N Roll , Joan Jett & the Blackhearts","I Love Rock 'N Roll , Joan Jett & the Blackhearts","I Love Rock 'N Roll , Joan Jett & the Blackhearts","I Love Rock 'N Roll , Joan Jett & the Blackhearts","I Love Rock 'N Roll , Joan Jett & the Blackhearts","I Love Rock 'N Roll , Joan Jett & the Blackhearts","I Love Rock 'N Roll , Joan Jett & the Blackhearts","I Love Rock 'N Roll , Joan Jett & the Blackhearts","Chariots Of Fire - Titles , Vangelis","Ebony And Ivory , Paul McCartney And Stevie Wonder","Ebony And Ivory , Paul McCartney And Stevie Wonder","Ebony And Ivory , Paul McCartney And Stevie Wonder","Ebony And Ivory , Paul McCartney And Stevie Wonder","Ebony And Ivory , Paul McCartney And Stevie Wonder","Ebony And Ivory , Paul McCartney And Stevie Wonder","Ebony And Ivory , Paul McCartney And Stevie Wonder","Ebony And Ivory , Paul McCartney And Stevie Wonder","Ebony And Ivory , Paul McCartney And Stevie Wonder","Ebony And Ivory , Paul McCartney And Stevie Wonder","Don't You Want Me , The Human League","Don't You Want Me , The Human League","Don't You Want Me , The Human League","Don't You Want Me , The Human League","Eye Of The Tiger , Survivor","Eye Of The Tiger , Survivor","Eye Of The Tiger , Survivor","Eye Of The Tiger , Survivor","Eye Of The Tiger , Survivor","Eye Of The Tiger , Survivor","Eye Of The Tiger , Survivor","Eye Of The Tiger , Survivor","Abracadabra , The Steve Miller Band","Abracadabra , The Steve Miller Band","Hard To Say I'm Sorry , Chicago","Hard To Say I'm Sorry , Chicago","Hard To Say I'm Sorry , Chicago","Abracadabra , The Steve Miller Band","Jack & Diane , John Cougar","Jack & Diane , John Cougar","Jack & Diane , John Cougar","Jack & Diane , John Cougar","Jack & Diane , John Cougar","Jack & Diane , John Cougar","Who Can It Be Now? , Men At Work","Up Where We Belong , Joe Cocker And Jennifer Warnes","Up Where We Belong , Joe Cocker And Jennifer Warnes","Up Where We Belong , Joe Cocker And Jennifer Warnes","Up Where We Belong , Joe Cocker And Jennifer Warnes","Truly , Lionel Richie","Truly , Lionel Richie","Truly , Lionel Richie","Mickey , Toni Basil","Maneater , Daryl Hall John Oates","Maneater , Daryl Hall John Oates","Maneater , Daryl Hall John Oates","Maneater , Daryl Hall John Oates"
1,"Waiting For A Girl Like You , Foreigner","Waiting For A Girl Like You , Foreigner","Waiting For A Girl Like You , Foreigner","Waiting For A Girl Like You , Foreigner","Waiting For A Girl Like You , Foreigner","Waiting For A Girl Like You , Foreigner","I Can't Go For That (No Can Do) , Daryl Hall John Oates","I Can't Go For That (No Can Do) , Daryl Hall John Oates","I Can't Go For That (No Can Do) , Daryl Hall John Oates","I Can't Go For That (No Can Do) , Daryl Hall John Oates","I Can't Go For That (No Can Do) , Daryl Hall John Oates","Open Arms , Journey","Open Arms , Journey","Open Arms , Journey","Open Arms , Journey","Open Arms , Journey","Open Arms , Journey","Open Arms , Journey","Open Arms , Journey","We Got The Beat , Go-Go's","We Got The Beat , Go-Go's","We Got The Beat , Go-Go's","We Got The Beat , Go-Go's","Chariots Of Fire - Titles , Vangelis","Chariots Of Fire - Titles , Vangelis","Ebony And Ivory , Paul McCartney And Stevie Wonder","Chariots Of Fire - Titles , Vangelis","Don't Talk To Strangers , Rick Springfield","Don't Talk To Strangers , Rick Springfield","Don't Talk To Strangers , Rick Springfield","Don't Talk To Strangers , Rick Springfield","Don't Talk To Strangers , Rick Springfield","Don't Talk To Strangers , Rick Springfield","Don't You Want Me , The Human League","Don't You Want Me , The Human League","Don't You Want Me , The Human League","Rosanna , Toto","Rosanna , Toto","Rosanna , Toto","Rosanna , Toto","Rosanna , Toto","Rosanna , Toto","Rosanna , Toto","Hurts So Good , John Cougar","Hurts So Good , John Cougar","Hurts So Good , John Cougar","Hurts So Good , John Cougar","Hurts So Good , John Cougar","Eye Of The Tiger , Survivor","Eye Of The Tiger , Survivor","Eye Of The Tiger , Survivor","Abracadabra , The Steve Miller Band","Abracadabra , The Steve Miller Band","Jack & Diane , John Cougar","Abracadabra , The Steve Miller Band","Abracadabra , The Steve Miller Band","Abracadabra , The Steve Miller Band","Who Can It Be Now? , Men At Work","Who Can It Be Now? , Men At Work","Who Can It Be Now? , Men At Work","Jack & Diane , John Cougar","Who Can It Be Now? , Men At Work","Truly , Lionel Richie","Truly , Lionel Richie","Truly , Lionel Richie","Gloria , Laura Branigan","Gloria , Laura Branigan","Gloria , Laura Branigan","Gloria , Laura Branigan","Mickey , Toni Basil","Mickey , Toni Basil","Mickey , Toni Basil","Mickey , Toni Basil"
2,"Let's Groove , Earth, Wind & Fire","Let's Groove , Earth, Wind & Fire","Let's Groove , Earth, Wind & Fire","Let's Groove , Earth, Wind & Fire","Centerfold , The J. Geils Band","Centerfold , The J. Geils Band","Waiting For A Girl Like You , Foreigner","Waiting For A Girl Like You , Foreigner","Harden My Heart , Quarterflash","Harden My Heart , Quarterflash","Harden My Heart , Quarterflash","I Can't Go For That (No Can Do) , Daryl Hall John Oates","I Love Rock 'N Roll , Joan Jett & the Blackhearts","I Love Rock 'N Roll , Joan Jett & the Blackhearts","I Love Rock 'N Roll , Joan Jett & the Blackhearts","Centerfold , The J. Geils Band","We Got The Beat , Go-Go's","We Got The Beat , Go-Go's","We Got The Beat , Go-Go's","Chariots Of Fire - Titles , Vangelis","Chariots Of Fire - Titles , Vangelis","Chariots Of Fire - Titles , Vangelis","Chariots Of Fire - Titles , Vangelis","Ebony And Ivory , Paul McCartney And Stevie Wonder","Ebony And Ivory , Paul McCartney And Stevie Wonder","I Love Rock 'N Roll , Joan Jett & the Blackhearts","Don't Talk To Strangers , Rick Springfield","I've Never Been To Me , Charlene","I've Never Been To Me , Charlene","I've Never Been To Me , Charlene","I've Never Been To Me , Charlene","I've Never Been To Me , Charlene","Don't You Want Me , The Human League","Rosanna , Toto","Rosanna , Toto","Rosanna , Toto","Ebony And Ivory , Paul McCartney And Stevie Wonder","Hurts So Good , John Cougar","Hurts So Good , John Cougar","Hurts So Good , John Cougar","Hurts So Good , John Cougar","Hurts So Good , John Cougar","Hurts So Good , John Cougar","Abracadabra , The Steve Miller Band","Abracadabra , The Steve Miller Band","Abracadabra , The Steve Miller Band","Abracadabra , The Steve Miller Band","Abracadabra , The Steve Miller Band","Hard To Say I'm Sorry , Chicago","Hard To Say I'm Sorry , Chicago","Abracadabra , The Steve Miller Band","Eye Of The Tiger , Survivor","Eye Of The Tiger , Survivor","Hard To Say I'm Sorry , Chicago","Hard To Say I'm Sorry , Chicago","Hard To Say I'm Sorry , Chicago","Hard To Say I'm Sorry , Chicago","Eye In The Sky , The Alan Parsons Project","Eye In The Sky , The Alan Parsons Project","Eye In The Sky , The Alan Parsons Project","Eye In The Sky , The Alan Parsons Project","Heart Attack , Olivia Newton-John","Heart Attack , Olivia Newton-John","Heart Attack , Olivia Newton-John","Heart Attack , Olivia Newton-John","Heart Attack , Olivia Newton-John","Heart Attack , Olivia Newton-John","Mickey , Toni Basil","Maneater , Daryl Hall John Oates","Gloria , Laura Branigan","Gloria , Laura Branigan","The Girl Is Mine , Michael Jackson And Paul McCartney","The Girl Is Mine , Michael Jackson And Paul McCartney"
3,"I Can't Go For That (No Can Do) , Daryl Hall John Oates","I Can't Go For That (No Can Do) , Daryl Hall John Oates","I Can't Go For That (No Can Do) , Daryl Hall John Oates","I Can't Go For That (No Can Do) , Daryl Hall John Oates","I Can't Go For That (No Can Do) , Daryl Hall John Oates","Physical , Olivia Newton-John","Harden My Heart , Quarterflash","Harden My Heart , Quarterflash","Open Arms , Journey","Open Arms , Journey","Open Arms , Journey","Shake It Up , The Cars","Shake It Up , The Cars","Shake It Up , The Cars","Shake It Up , The Cars","That Girl , Stevie Wonder","That Girl , Stevie Wonder","That Girl , Stevie Wonder","That Girl , Stevie Wonder","Freeze-frame , The J. Geils Band","Freeze-frame , The J. Geils Band","Freeze-frame , The J. Geils Band","Freeze-frame , The J. Geils Band","Freeze-frame , The J. Geils Band","Freeze-frame , The J. Geils Band","Don't Talk To Strangers , Rick Springfield","I Love Rock 'N Roll , Joan Jett & the Blackhearts","867-5309/jenny , Tommy Tutone","867-5309/jenny , Tommy Tutone","867-5309/jenny , Tommy Tutone","867-5309/jenny , Tommy Tutone","867-5309/jenny , Tommy Tutone","The Other Woman , Ray Parker Jr.","The Other Woman , Ray Parker Jr.","Heat Of The Moment , Asia","Heat Of The Moment , Asia","Heat Of The Moment , Asia","Heat Of The Moment , Asia","Heat Of The Moment , Asia","Eye Of The Tiger , Survivor","Hold Me , Fleetwood Mac","Hold Me , Fleetwood Mac","Hold Me , Fleetwood Mac","Hold Me , Fleetwood Mac","Hold Me , Fleetwood Mac","Hold Me , Fleetwood Mac","Hold Me , Fleetwood Mac","Hold Me , Fleetwood Mac","Hold Me , Fleetwood Mac","Hold Me , Fleetwood Mac","Jack & Diane , John Cougar","Jack & Diane , John Cougar","Jack & Diane , John Cougar","Eye Of The Tiger , Survivor","Eye Of The Tiger , Survivor","Eye In The Sky , The Alan Parsons Project","Eye In The Sky , The Alan Parsons Project","Hard To Say I'm Sorry , Chicago","I Keep Forgettin' (Every Time You're Near) , Michael McDonald","I Keep Forgettin' (Every Time You're Near) , Michael McDonald","I Keep Forgettin' (Every Time You're Near) , Michael McDonald","I Keep Forgettin' (Every Time You're Near) , Michael McDonald","Gloria , Laura Branigan","Gloria , Laura Branigan","Gloria , Laura Branigan","Up Where We Belong , Joe Cocker And Jennifer Warnes","Up Where We Belong , Joe Cocker And Jennifer Warnes","Maneater , Daryl Hall John Oates","Truly , Lionel Richie","The Girl Is Mine , Michael Jackson And Paul McCartney","The Girl Is Mine , Michael Jackson And Paul McCartney","Dirty Laundry , Don Henley","Dirty Laundry , Don Henley"
4,"Young Turks , Rod Stewart","Young Turks , Rod Stewart","Centerfold , The J. Geils Band","Centerfold , The J. Geils Band","Harden My Heart , Quarterflash","Harden My Heart , Quarterflash","Turn Your Love Around , George Benson","Turn Your Love Around , George Benson","Turn Your Love Around , George Benson","Shake It Up , The Cars","Shake It Up , The Cars","That Girl , Stevie Wonder","That Girl , Stevie Wonder","That Girl , Stevie Wonder","That Girl , Stevie Wonder","Sweet Dreams , Air Supply","Sweet Dreams , Air Supply","Sweet Dreams , Air Supply","Make A Move On Me , Olivia Newton-John","Make A Move On Me , Olivia Newton-John","Make A Move On Me , Olivia Newton-John","Make A Move On Me , Olivia Newton-John","Don't Talk To Strangers , Rick Springfield","Don't Talk To Strangers , Rick Springfield","Don't Talk To Strangers , Rick Springfield","Freeze-frame , The J. Geils Band","867-5309/jenny , Tommy Tutone","The Other Woman , Ray Parker Jr.","The Other Woman , Ray Parker Jr.","The Other Woman , Ray Parker Jr.","The Other Woman , Ray Parker Jr.","The Other Woman , Ray Parker Jr.","Always On My Mind , Willie Nelson","Always On My Mind , Willie Nelson","Always On My Mind , Willie Nelson","Always On My Mind , Willie Nelson","Hurts So Good , John Cougar","Eye Of The Tiger , Survivor","Eye Of The Tiger , Survivor","Let It Whip , Dazz Band","Let It Whip , Dazz Band","Abracadabra , The Steve Miller Band","Abracadabra , The Steve Miller Band","Hard To Say I'm Sorry , Chicago","Hard To Say I'm Sorry , Chicago","Hard To Say I'm Sorry , Chicago","Hard To Say I'm Sorry , Chicago","Hard To Say I'm Sorry , Chicago","Even The Nights Are Better , Air Supply","Even The Nights Are Better , Air Supply","Even The Nights Are Better , Air Supply","You Should Hear How She Talks About You , Melissa Manchester","You Should Hear How She Talks About You , Melissa Manchester","You Should Hear How She Talks About You , Melissa Manchester","You Should Hear How She Talks About You , Melissa Manchester","Who Can It Be Now? , Men At Work","Who Can It Be Now? , Men At Work","Abracadabra , The Steve Miller Band","Up Where We Belong , Joe Cocker And Jennifer Warnes","Up Where We Belong , Joe Cocker And Jennifer Warnes","Up Where We Belong , Joe Cocker And Jennifer Warnes","Jack & Diane , John Cougar","Heartlight , Neil Diamond","Heartlight , Neil Diamond","Heartlight , Neil Diamond","Heartlight , Neil Diamond","Heartlight , Neil Diamond","Heartlight , Neil Diamond","The Girl Is Mine , Michael Jackson And Paul McCartney","Truly , Lionel Richie","Truly , Lionel Richie","Gloria , Laura Branigan","Gloria , Laura Branigan"
5,"Harden My Heart , Quarterflash","Harden My Heart , Quarterflash","Harden My Heart , Quarterflash","Harden My Heart , Quarterflash","Leather And Lace , Stevie Nicks With Don Henley","Leather And Lace , Stevie Nicks With Don Henley","Leather And Lace , Stevie Nicks With Don Henley","Leather And Lace , Stevie Nicks With Don Henley","Shake It Up , The Cars","That Girl , Stevie Wonder","That Girl , Stevie Wonder","Sweet Dreams , Air Supply","Sweet Dreams , Air Supply","Sweet Dreams , Air Supply","Sweet Dreams , Air Supply","We Got The Beat , Go-Go's","Make A Move On Me , Olivia Newton-John","Make A Move On Me , Olivia Newton-John","Chariots Of Fire - Titles , Vangelis","Don't Talk To Strangers , Rick Springfield","Don't Talk To Strangers , Rick Springfield","Don't Talk To Strangers , Rick Springfield","Ebony And Ivory , Paul McCartney And Stevie Wonder","We Got The Beat , Go-Go's","We Got The Beat , Go-Go's","867-5309/jenny , Tommy Tutone","I've Never Been To Me , Charlene","'65 Love Affair , Paul Davis","'65 Love Affair , Paul Davis","'65 Love Affair , Paul Davis","Don't You Want Me , The Human League","Don't You Want Me , The Human League","Heat Of The Moment , Asia","Heat Of The Moment , Asia","Hurts So Good , John Cougar","Hurts So Good , John Cougar","Always On My Mind , Willie Nelson","Let It Whip , Dazz Band","Let It Whip , Dazz Band","Hold Me , Fleetwood Mac","Abracadabra , The Steve Miller Band","Hard To Say I'm Sorry , Chicago","Hard To Say I'm Sorry , Chicago","Rosanna , Toto","Even The Nights Are Better , Air Supply","Even The Nights Are Better , Air Supply","Even The Nights Are Better , Air Supply","Even The Nights Are Better , Air Supply","You Should Hear How She Talks About You , Melissa Manchester","You Should Hear How She Talks About You , Melissa Manchester","You Should Hear How She Talks About You , Melissa Manchester","Even The Nights Are Better , Air Supply","Even The Nights Are Better , Air Supply","Eye In The Sky , The Alan Parsons Project","Eye In The Sky , The Alan Parsons Project","Eye Of The Tiger , Survivor","Eye Of The Tiger , Survivor","I Keep Forgettin' (Every Time You're Near) , Michael McDonald","Heart Attack , Olivia Newton-John","Heart Attack , Olivia Newton-John","Heart Attack , Olivia Newton-John","Eye In The Sky , The Alan Parsons Project","Who Can It Be Now? , Men At Work","Who Can It Be Now? , Men At Work","Who Can It Be Now? , Men At Work","Mickey , Toni Basil","Mickey , Toni Basil","Up Where We Belong , Joe Cocker And Jennifer Warnes","Steppin' Out , Joe Jackson","Steppin' Out , Joe Jackson","Steppin' Out , Joe Jackson","Steppin' Out , Joe Jackson","Steppin' Out , Joe Jackson"
6,"Why Do Fools Fall In Love , Diana Ross","Leather And Lace , Stevie Nicks With Don Henley","Leather And Lace , Stevie Nicks With Don Henley","Leather And Lace , Stevie Nicks With Don Henley","Turn Your Love Around , George Benson","Turn Your Love Around , George Benson","Physical , Olivia Newton-John","Physical , Olivia Newton-John","The Sweetest Thing (I've Ever Known) , Juice Newton","The Sweetest Thing (I've Ever Known) , Juice Newton","The Sweetest Thing (I've Ever Known) , Juice Newton","Harden My Heart , Quarterflash","I Can't Go For That (No Can Do) , Daryl Hall John Oates","We Got The Beat , Go-Go's","We Got The Beat , Go-Go's","Make A Move On Me , Olivia Newton-John","Centerfold , The J. Geils Band","Centerfold , The J. Geils Band","Freeze-frame , The J. Geils Band","Open Arms , Journey","Do You Believe In Love , Huey Lewis & The News","Do You Believe In Love , Huey Lewis & The News","Do You Believe In Love , Huey Lewis & The News","Do You Believe In Love , Huey Lewis & The News","Do You Believe In Love , Huey Lewis & The News","We Got The Beat , Go-Go's","'65 Love Affair , Paul Davis","Chariots Of Fire - Titles , Vangelis","Chariots Of Fire - Titles , Vangelis","Don't You Want Me , The Human League","Always On My Mind , Willie Nelson","Always On My Mind , Willie Nelson","Rosanna , Toto","Crimson And Clover , Joan Jett & the Blackhearts","Crimson And Clover , Joan Jett & the Blackhearts","Crimson And Clover , Joan Jett & the Blackhearts","Let It Whip , Dazz Band","Love's Been A Little Bit Hard On Me , Juice Newton","Love's Been A Little Bit Hard On Me , Juice Newton","Love's Been A Little Bit Hard On Me , Juice Newton","Don't You Want Me , The Human League","Don't You Want Me , The Human League","Don't You Want Me , The Human League","Even The Nights Are Better , Air Supply","Keep The Fire Burnin' , REO Speedwagon","Keep The Fire Burnin' , REO Speedwagon","Keep The Fire Burnin' , REO Speedwagon","Keep The Fire Burnin' , REO Speedwagon","Hurts So Good , John Cougar","Hurts So Good , John Cougar","Hold Me , Fleetwood Mac","Hold Me , Fleetwood Mac","Hold Me , Fleetwood Mac","Who Can It Be Now? , Men At Work","Who Can It Be Now? , Men At Work","I Keep Forgettin' (Every Time You're Near) , Michael McDonald","I Keep Forgettin' (Every Time You're Near) , Michael McDonald","Somebody's Baby , Jackson Browne","Somebody's Baby , Jackson Browne","Somebody's Baby , Jackson Browne","Somebody's Baby , Jackson Browne","Heartlight , Neil Diamond","Jack & Diane , John Cougar","Jack & Diane , John Cougar","Mickey , Toni Basil","Maneater , Daryl Hall John Oates","Maneater , Daryl Hall John Oates","Steppin' Out , Joe Jackson","Dirty Laundry , Don Henley","Dirty Laundry , Don Henley","Dirty Laundry , Don Henley","Sexual Healing , Marvin Gaye","Sexual Healing , Marvin Gaye"
7,"Leather And Lace , Stevie Nicks With Don Henley","Centerfold , The J. Geils Band","Turn Your Love Around , George Benson","Turn Your Love Around , George Benson","Let's Groove , Earth, Wind & Fire","Let's Groove , Earth, Wind & Fire","The Sweetest Thing (I've Ever Known) , Juice Newton","The Sweetest Thing (I've Ever Known) , Juice Newton","Physical , Olivia Newton-John","Sweet Dreams , Air Supply","Sweet Dreams , Air Supply","The Sweetest Thing (I've Ever Known) , Juice Newton","Mirror, Mirror , Diana Ross","Mirror, Mirror , Diana Ross","Mirror, Mirror , Diana Ross","Mirror, Mirror , Diana Ross","Chariots Of Fire - Titles , Vangelis","Chariots Of Fire - Titles , Vangelis","Don't Talk To Strangers , Rick Springfield","That Girl , Stevie Wonder","Key Largo , Bertie Higgins","Key Largo , Bertie Higgins","Key Largo , Bertie Higgins","867-5309/jenny , Tommy Tutone","867-5309/jenny , Tommy Tutone","'65 Love Affair , Paul Davis","Freeze-frame , The J. Geils Band","Don't You Want Me , The Human League","Don't You Want Me , The Human League","Always On My Mind , Willie Nelson","Heat Of The Moment , Asia","Heat Of The Moment , Asia","Crimson And Clover , Joan Jett & the Blackhearts","Let It Whip , Dazz Band","Let It Whip , Dazz Band","Let It Whip , Dazz Band","Love's Been A Little Bit Hard On Me , Juice Newton","Ebony And Ivory , Paul McCartney And Stevie Wonder","Ebony And Ivory , Paul McCartney And Stevie Wonder","Tainted Love , Soft Cell","Tainted Love , Soft Cell","Even The Nights Are Better , Air Supply","Even The Nights Are Better , Air Supply","Keep The Fire Burnin' , REO Speedwagon","Rosanna , Toto","Rosanna , Toto","Vacation , Go-Go's","Vacation , Go-Go's","Vacation , Go-Go's","Vacation , Go-Go's","Hurts So Good , John Cougar","Hurts So Good , John Cougar","Hurts So Good , John Cougar","Somebody's Baby , Jackson Browne","Somebody's Baby , Jackson Browne","Somebody's Baby , Jackson Browne","Somebody's Baby , Jackson Browne","You Can Do Magic , America","You Can Do Magic , America","You Can Do Magic , America","You Can Do Magic , America","You Can Do Magic , America","You Can Do Magic , America","You Can Do Magic , America","Maneater , Daryl Hall John Oates","Steppin' Out , Joe Jackson","Steppin' Out , Joe Jackson","The Girl Is Mine , Michael Jackson And Paul McCartney","Sexual Healing , Marvin Gaye","Sexual Healing , Marvin Gaye","Sexual Healing , Marvin Gaye","Down Under , Men At Work","Down Under , Men At Work"
8,"Don't Stop Believin' , Journey","Turn Your Love Around , George Benson","Trouble , Lindsey Buckingham","Trouble , Lindsey Buckingham","Trouble , Lindsey Buckingham","The Sweetest Thing (I've Ever Known) , Juice Newton","Shake It Up , The Cars","Shake It Up , The Cars","Waiting For A Girl Like You , Foreigner","Physical , Olivia Newton-John","Physical , Olivia Newton-John","I Love Rock 'N Roll , Joan Jett & the Blackhearts","Leader Of The Band , Dan Fogelberg","Leader Of The Band , Dan Fogelberg","Leader Of The Band , Dan Fogelberg","Shake It Up , The Cars","Pac-Man Fever , Buckner & Garcia","Pac-Man Fever , Buckner & Garcia","Pac-Man Fever , Buckner & Garcia","Key Largo , Bertie Higgins","Open Arms , Journey","Open Arms , Journey","'65 Love Affair , Paul Davis","'65 Love Affair , Paul Davis","'65 Love Affair , Paul Davis","I've Never Been To Me , Charlene","The Other Woman , Ray Parker Jr.","Did It In A Minute , Daryl Hall John Oates","Did It In A Minute , Daryl Hall John Oates","Did It In A Minute , Daryl Hall John Oates","'65 Love Affair , Paul Davis","'65 Love Affair , Paul Davis","867-5309/jenny , Tommy Tutone","Hurts So Good , John Cougar","Love's Been A Little Bit Hard On Me , Juice Newton","Love's Been A Little Bit Hard On Me , Juice Newton","Eye Of The Tiger , Survivor","Tainted Love , Soft Cell","Tainted Love , Soft Cell","Only The Lonely , The Motels","Only The Lonely , The Motels","Only The Lonely , The Motels","Only The Lonely , The Motels","Only The Lonely , The Motels","Vacation , Go-Go's","Vacation , Go-Go's","Wasted On The Way , Crosby, Stills & Nash","Wasted On The Way , Crosby, Stills & Nash","Wasted On The Way , Crosby, Stills & Nash","Wasted On The Way , Crosby, Stills & Nash","Wasted On The Way , Crosby, Stills & Nash","Eye In The Sky , The Alan Parsons Project","Eye In The Sky , The Alan Parsons Project","Hurts So Good , John Cougar","I Keep Forgettin' (Every Time You're Near) , Michael McDonald","You Can Do Magic , America","You Can Do Magic , America","Heart Attack , Olivia Newton-John","I Ran (So Far Away) , A Flock Of Seagulls","I Ran (So Far Away) , A Flock Of Seagulls","I Ran (So Far Away) , A Flock Of Seagulls","Gloria , Laura Branigan","I Keep Forgettin' (Every Time You're Near) , Michael McDonald","I Keep Forgettin' (Every Time You're Near) , Michael McDonald","Steppin' Out , Joe Jackson","The Girl Is Mine , Michael Jackson And Paul McCartney","The Girl Is Mine , Michael Jackson And Paul McCartney","Dirty Laundry , Don Henley","Rock This Town , Stray Cats","Rock This Town , Stray Cats","Rock This Town , Stray Cats","Rock This Town , Stray Cats","Rock This Town , Stray Cats"
9,"Trouble , Lindsey Buckingham","Trouble , Lindsey Buckingham","The Sweetest Thing (I've Ever Known) , Juice Newton","The Sweetest Thing (I've Ever Known) , Juice Newton","The Sweetest Thing (I've Ever Known) , Juice Newton","Hooked On Classics , Royal Philharmonic Orchestra","Hooked On Classics , Royal Philharmonic Orchestra","Hooked On Classics , Royal Philharmonic Orchestra","Sweet Dreams , Air Supply","Leader Of The Band , Dan Fogelberg","Leader Of The Band , Dan Fogelberg","Leader Of The Band , Dan Fogelberg","Take It Easy On Me , Little River Band","Take It Easy On Me , Little River Band","Take It Easy On Me , Little River Band","Pac-Man Fever , Buckner & Garcia","Freeze-frame , The J. Geils Band","Freeze-frame , The J. Geils Band","Key Largo , Bertie Higgins","Do You Believe In Love , Huey Lewis & The News","That Girl , Stevie Wonder","That Girl , Stevie Wonder","867-5309/jenny , Tommy Tutone","I've Never Been To Me , Charlene","I've Never Been To Me , Charlene","Did It In A Minute , Daryl Hall John Oates","Did It In A Minute , Daryl Hall John Oates","Get Down On It , Kool & The Gang","Get Down On It , Kool & The Gang","Get Down On It , Kool & The Gang","Rosanna , Toto","Rosanna , Toto","It's Gonna Take A Miracle , Deniece Williams","It's Gonna Take A Miracle , Deniece Williams","The Other Woman , Ray Parker Jr.","The Other Woman , Ray Parker Jr.","Caught Up In You , 38 Special","Caught Up In You , 38 Special","Caught Up In You , 38 Special","Caught Up In You , 38 Special","Keep The Fire Burnin' , REO Speedwagon","Keep The Fire Burnin' , REO Speedwagon","Keep The Fire Burnin' , REO Speedwagon","Don't You Want Me , The Human League","Wasted On The Way , Crosby, Stills & Nash","Wasted On The Way , Crosby, Stills & Nash","Take It Away , Paul McCartney","Take It Away , Paul McCartney","Take It Away , Paul McCartney","Take It Away , Paul McCartney","Take It Away , Paul McCartney","Take It Away , Paul McCartney","Take It Away , Paul McCartney","Love Is In Control (Finger On The Trigger) , Donna Summer","Hurts So Good , John Cougar","I Ran (So Far Away) , A Flock Of Seagulls","I Ran (So Far Away) , A Flock Of Seagulls","I Ran (So Far Away) , A Flock Of Seagulls","Abracadabra , The Steve Miller Band","Abracadabra , The Steve Miller Band","Heartlight , Neil Diamond","Truly , Lionel Richie","Muscles , Diana Ross","Muscles , Diana Ross","Muscles , Diana Ross","Muscles , Diana Ross","Muscles , Diana Ross","Muscles , Diana Ross","Muscles , Diana Ross","Muscles , Diana Ross","Muscles , Diana Ross","Truly , Lionel Richie","Truly , Lionel Richie"
