,1963-01-01,1963-01-06,1963-01-11,1963-01-16,1963-01-21,1963-01-26,1963-01-31,1963-02-05,1963-02-10,1963-02-15,1963-02-20,1963-02-25,1963-03-02,1963-03-07,1963-03-12,1963-03-17,1963-03-22,1963-03-27,1963-04-01,1963-04-06,1963-04-11,1963-04-16,1963-04-21,1963-04-26,1963-05-01,1963-05-06,1963-05-11,1963-05-16,1963-05-21,1963-05-26,1963-05-31,1963-06-05,1963-06-10,1963-06-15,1963-06-20,1963-06-25,1963-06-30,1963-07-05,1963-07-10,1963-07-15,1963-07-20,1963-07-25,1963-07-30,1963-08-04,1963-08-09,1963-08-14,1963-08-19,1963-08-24,1963-08-29,1963-09-03,1963-09-08,1963-09-13,1963-09-18,1963-09-23,1963-09-28,1963-10-03,1963-10-08,1963-10-13,1963-10-18,1963-10-23,1963-10-28,1963-11-02,1963-11-07,1963-11-12,1963-11-17,1963-11-22,1963-11-27,1963-12-02,1963-12-07,1963-12-12,1963-12-17,1963-12-22,1963-12-27
0,"Telstar , The Tornadoes","Go Away Little Girl , Steve Lawrence","Go Away Little Girl , Steve Lawrence","Go Away Little Girl , Steve Lawrence","Walk Right In , The Rooftop Singers","Walk Right In , The Rooftop Singers","Walk Right In , The Rooftop Singers","Hey Paula , Paul and Paula","Hey Paula , Paul and Paula","Hey Paula , Paul and Paula","Hey Paula , Paul and Paula","Walk Like A Man , The 4 Seasons","Walk Like A Man , The 4 Seasons","Walk Like A Man , The 4 Seasons","Walk Like A Man , The 4 Seasons","Our Day Will Come , Ruby And The Romantics","Our Day Will Come , Ruby And The Romantics","He's So Fine , The Chiffons","He's So Fine , The Chiffons","He's So Fine , The Chiffons","He's So Fine , The Chiffons","He's So Fine , The Chiffons","I Will Follow Him , Little Peggy March","I Will Follow Him , Little Peggy March","I Will Follow Him , Little Peggy March","I Will Follow Him , Little Peggy March","I Will Follow Him , Little Peggy March","If You Wanna Be Happy , Jimmy Soul","If You Wanna Be Happy , Jimmy Soul","It's My Party , Lesley Gore","It's My Party , Lesley Gore","It's My Party , Lesley Gore","Sukiyaki , Kyu Sakamoto","Sukiyaki , Kyu Sakamoto","Sukiyaki , Kyu Sakamoto","Sukiyaki , Kyu Sakamoto","Easier Said Than Done , The Essex","Easier Said Than Done , The Essex","Easier Said Than Done , The Essex","Surf City , Jan & Dean","Surf City , Jan & Dean","Surf City , Jan & Dean","So Much In Love , The Tymes","Fingertips - Pt 2 , Little Stevie Wonder","Fingertips - Pt 2 , Little Stevie Wonder","Fingertips - Pt 2 , Little Stevie Wonder","Fingertips - Pt 2 , Little Stevie Wonder","Fingertips - Pt 2 , Little Stevie Wonder","My Boyfriend's Back , The Angels","My Boyfriend's Back , The Angels","My Boyfriend's Back , The Angels","My Boyfriend's Back , The Angels","Blue Velvet , Bobby Vinton","Blue Velvet , Bobby Vinton","Blue Velvet , Bobby Vinton","Blue Velvet , Bobby Vinton","Sugar Shack , Jimmy Gilmer And The Fireballs","Sugar Shack , Jimmy Gilmer And The Fireballs","Sugar Shack , Jimmy Gilmer And The Fireballs","Sugar Shack , Jimmy Gilmer And The Fireballs","Sugar Shack , Jimmy Gilmer And The Fireballs","Sugar Shack , Jimmy Gilmer And The Fireballs","Sugar Shack , Jimmy Gilmer And The Fireballs","Deep Purple , Nino Tempo & April Stevens","I'm Leaving It Up To You , Dale & Grace","I'm Leaving It Up To You , Dale & Grace","I'm Leaving It Up To You , Dale & Grace","Dominique , The Singing Nun (Soeur Sourire)","Dominique , The Singing Nun (Soeur Sourire)","Dominique , The Singing Nun (Soeur Sourire)","Dominique , The Singing Nun (Soeur Sourire)","Dominique , The Singing Nun (Soeur Sourire)","Dominique , The Singing Nun (Soeur Sourire)"
1,"Go Away Little Girl , Steve Lawrence","Telstar , The Tornadoes","Telstar , The Tornadoes","Telstar , The Tornadoes","Hey Paula , Paul and Paula","Hey Paula , Paul and Paula","Hey Paula , Paul and Paula","Walk Right In , The Rooftop Singers","Walk Right In , The Rooftop Singers","Walk Right In , The Rooftop Singers","Ruby Baby , Dion","Ruby Baby , Dion","Ruby Baby , Dion","Ruby Baby , Dion","Our Day Will Come , Ruby And The Romantics","The End Of The World , Skeeter Davis","The End Of The World , Skeeter Davis","Our Day Will Come , Ruby And The Romantics","Our Day Will Come , Ruby And The Romantics","Our Day Will Come , Ruby And The Romantics","Can't Get Used To Losing You , Andy Williams","Can't Get Used To Losing You , Andy Williams","Can't Get Used To Losing You , Andy Williams","Can't Get Used To Losing You , Andy Williams","Can't Get Used To Losing You , Andy Williams","Puff (The Magic Dragon) , Peter, Paul & Mary","Puff (The Magic Dragon) , Peter, Paul & Mary","I Will Follow Him , Little Peggy March","I Will Follow Him , Little Peggy March","If You Wanna Be Happy , Jimmy Soul","If You Wanna Be Happy , Jimmy Soul","Sukiyaki , Kyu Sakamoto","It's My Party , Lesley Gore","It's My Party , Lesley Gore","It's My Party , Lesley Gore","It's My Party , Lesley Gore","Sukiyaki , Kyu Sakamoto","Sukiyaki , Kyu Sakamoto","Surf City , Jan & Dean","Easier Said Than Done , The Essex","Easier Said Than Done , The Essex","So Much In Love , The Tymes","Fingertips - Pt 2 , Little Stevie Wonder","Wipe Out , The Surfaris","Wipe Out , The Surfaris","Blowin' In The Wind , Peter, Paul & Mary","Hello Mudduh, Hello Fadduh! (A Letter From Camp) , Allan Sherman","Hello Mudduh, Hello Fadduh! (A Letter From Camp) , Allan Sherman","Hello Mudduh, Hello Fadduh! (A Letter From Camp) , Allan Sherman","Hello Mudduh, Hello Fadduh! (A Letter From Camp) , Allan Sherman","Blue Velvet , Bobby Vinton","Blue Velvet , Bobby Vinton","My Boyfriend's Back , The Angels","Sally, Go 'round The Roses , The Jaynetts","Sally, Go 'round The Roses , The Jaynetts","Sally, Go 'round The Roses , The Jaynetts","Be My Baby , The Ronettes","Be My Baby , The Ronettes","Be My Baby , The Ronettes","Be My Baby , The Ronettes","Deep Purple , Nino Tempo & April Stevens","Deep Purple , Nino Tempo & April Stevens","Deep Purple , Nino Tempo & April Stevens","Sugar Shack , Jimmy Gilmer And The Fireballs","Washington Square , The Village Stompers","Washington Square , The Village Stompers","Dominique , The Singing Nun (Soeur Sourire)","I'm Leaving It Up To You , Dale & Grace","I'm Leaving It Up To You , Dale & Grace","Louie Louie , The Kingsmen","Louie Louie , The Kingsmen","There! I've Said It Again , Bobby Vinton","There! I've Said It Again , Bobby Vinton"
2,"Limbo Rock , Chubby Checker","Limbo Rock , Chubby Checker","Limbo Rock , Chubby Checker","Hotel Happiness , Brook Benton","Go Away Little Girl , Steve Lawrence","Go Away Little Girl , Steve Lawrence","The Night Has A Thousand Eyes , Bobby Vee","The Night Has A Thousand Eyes , Bobby Vee","Walk Like A Man , The 4 Seasons","Walk Like A Man , The 4 Seasons","Walk Like A Man , The 4 Seasons","Hey Paula , Paul and Paula","Hey Paula , Paul and Paula","Rhythm Of The Rain , The Cascades","You're The Reason I'm Living , Bobby Darin","You're The Reason I'm Living , Bobby Darin","You're The Reason I'm Living , Bobby Darin","The End Of The World , Skeeter Davis","The End Of The World , Skeeter Davis","The End Of The World , Skeeter Davis","South Street , The Orlons","I Will Follow Him , Little Peggy March","He's So Fine , The Chiffons","He's So Fine , The Chiffons","Puff (The Magic Dragon) , Peter, Paul & Mary","If You Wanna Be Happy , Jimmy Soul","If You Wanna Be Happy , Jimmy Soul","Puff (The Magic Dragon) , Peter, Paul & Mary","Surfin' U.S.A. , The Beach Boys","I Love You Because , Al Martino","I Love You Because , Al Martino","Da Doo Ron Ron (When He Walked Me Home) , The Crystals","You Can't Sit Down , The Dovells","You Can't Sit Down , The Dovells","Hello Stranger , Barbara Lewis","Hello Stranger , Barbara Lewis","Blue On Blue , Bobby Vinton","Blue On Blue , Bobby Vinton","Tie Me Kangaroo Down, Sport , Rolf Harris","So Much In Love , The Tymes","So Much In Love , The Tymes","Fingertips - Pt 2 , Little Stevie Wonder","Surf City , Jan & Dean","(You're the) Devil In Disguise , Elvis Presley With The Jordanaires","(You're the) Devil In Disguise , Elvis Presley With The Jordanaires","(You're the) Devil In Disguise , Elvis Presley With The Jordanaires","Candy Girl , The 4 Seasons","Candy Girl , The 4 Seasons","Fingertips - Pt 2 , Little Stevie Wonder","If I Had A Hammer , Trini Lopez","If I Had A Hammer , Trini Lopez","If I Had A Hammer , Trini Lopez","If I Had A Hammer , Trini Lopez","Be My Baby , The Ronettes","Be My Baby , The Ronettes","Be My Baby , The Ronettes","Blue Velvet , Bobby Vinton","Blue Velvet , Bobby Vinton","Blue Velvet , Bobby Vinton","Deep Purple , Nino Tempo & April Stevens","Washington Square , The Village Stompers","Washington Square , The Village Stompers","Washington Square , The Village Stompers","Washington Square , The Village Stompers","Deep Purple , Nino Tempo & April Stevens","Deep Purple , Nino Tempo & April Stevens","Washington Square , The Village Stompers","Everybody , Tommy Roe","Everybody , Tommy Roe","Everybody , Tommy Roe","You Don't Have To Be A Baby To Cry , The Caravelles","Louie Louie , The Kingsmen","Louie Louie , The Kingsmen"
3,"Bobby's Girl , Marcie Blane","Hotel Happiness , Brook Benton","Hotel Happiness , Brook Benton","Tell Him , The Exciters","Tell Him , The Exciters","Tell Him , The Exciters","Go Away Little Girl , Steve Lawrence","Loop De Loop , Johnny Thunder","Ruby Baby , Dion","Ruby Baby , Dion","Walk Right In , The Rooftop Singers","Rhythm Of The Rain , The Cascades","Rhythm Of The Rain , The Cascades","Hey Paula , Paul and Paula","The End Of The World , Skeeter Davis","He's So Fine , The Chiffons","He's So Fine , The Chiffons","South Street , The Orlons","South Street , The Orlons","South Street , The Orlons","The End Of The World , Skeeter Davis","Puff (The Magic Dragon) , Peter, Paul & Mary","Puff (The Magic Dragon) , Peter, Paul & Mary","Puff (The Magic Dragon) , Peter, Paul & Mary","Pipeline , Chantay's","Pipeline , Chantay's","Pipeline , Chantay's","Surfin' U.S.A. , The Beach Boys","Foolish Little Girl , The Shirelles","Surfin' U.S.A. , The Beach Boys","Surfin' U.S.A. , The Beach Boys","I Love You Because , Al Martino","Da Doo Ron Ron (When He Walked Me Home) , The Crystals","Da Doo Ron Ron (When He Walked Me Home) , The Crystals","You Can't Sit Down , The Dovells","Blue On Blue , Bobby Vinton","Hello Stranger , Barbara Lewis","Hello Stranger , Barbara Lewis","So Much In Love , The Tymes","Tie Me Kangaroo Down, Sport , Rolf Harris","Tie Me Kangaroo Down, Sport , Rolf Harris","Easier Said Than Done , The Essex","(You're the) Devil In Disguise , Elvis Presley With The Jordanaires","Blowin' In The Wind , Peter, Paul & Mary","Blowin' In The Wind , Peter, Paul & Mary","Wipe Out , The Surfaris","My Boyfriend's Back , The Angels","My Boyfriend's Back , The Angels","Candy Girl , The 4 Seasons","Blue Velvet , Bobby Vinton","Hello Mudduh, Hello Fadduh! (A Letter From Camp) , Allan Sherman","Hello Mudduh, Hello Fadduh! (A Letter From Camp) , Allan Sherman","Heat Wave , Martha & The Vandellas","Heat Wave , Martha & The Vandellas","Heat Wave , Martha & The Vandellas","Sugar Shack , Jimmy Gilmer And The Fireballs","Cry Baby , Garnet Mimms & The Enchanters","Busted , Ray Charles and his Orchestra","Busted , Ray Charles and his Orchestra","Busted , Ray Charles and his Orchestra","Busted , Ray Charles and his Orchestra","Busted , Ray Charles and his Orchestra","It's All Right , The Impressions","I'm Leaving It Up To You , Dale & Grace","Sugar Shack , Jimmy Gilmer And The Fireballs","Sugar Shack , Jimmy Gilmer And The Fireballs","Sugar Shack , Jimmy Gilmer And The Fireballs","Louie Louie , The Kingsmen","Louie Louie , The Kingsmen","I'm Leaving It Up To You , Dale & Grace","There! I've Said It Again , Bobby Vinton","Since I Fell For You , Lenny Welch","Since I Fell For You , Lenny Welch"
4,"Big Girls Don't Cry , The 4 Seasons","Pepino The Italian Mouse , Lou Monte","Pepino The Italian Mouse , Lou Monte","The Night Has A Thousand Eyes , Bobby Vee","The Night Has A Thousand Eyes , Bobby Vee","The Night Has A Thousand Eyes , Bobby Vee","Loop De Loop , Johnny Thunder","Up On The Roof , The Drifters","Rhythm Of The Rain , The Cascades","Rhythm Of The Rain , The Cascades","Rhythm Of The Rain , The Cascades","Walk Right In , The Rooftop Singers","Walk Right In , The Rooftop Singers","You're The Reason I'm Living , Bobby Darin","Rhythm Of The Rain , The Cascades","Walk Like A Man , The 4 Seasons","Walk Like A Man , The 4 Seasons","You're The Reason I'm Living , Bobby Darin","Can't Get Used To Losing You , Andy Williams","Can't Get Used To Losing You , Andy Williams","Baby Workout , Jackie Wilson","Baby Workout , Jackie Wilson","Baby Workout , Jackie Wilson","Baby Workout , Jackie Wilson","He's So Fine , The Chiffons","Can't Get Used To Losing You , Andy Williams","Can't Get Used To Losing You , Andy Williams","Foolish Little Girl , The Shirelles","I Love You Because , Al Martino","Da Doo Ron Ron (When He Walked Me Home) , The Crystals","Da Doo Ron Ron (When He Walked Me Home) , The Crystals","You Can't Sit Down , The Dovells","I Love You Because , Al Martino","I Love You Because , Al Martino","Blue On Blue , Bobby Vinton","Easier Said Than Done , The Essex","It's My Party , Lesley Gore","It's My Party , Lesley Gore","One Fine Day , The Chiffons","Memphis , Lonnie Mack","Memphis , Lonnie Mack","Wipe Out , The Surfaris","Wipe Out , The Surfaris","So Much In Love , The Tymes","So Much In Love , The Tymes","Judy's Turn To Cry , Lesley Gore","Judy's Turn To Cry , Lesley Gore","Judy's Turn To Cry , Lesley Gore","Blowin' In The Wind , Peter, Paul & Mary","Candy Girl , The 4 Seasons","Heat Wave , Martha & The Vandellas","Heat Wave , Martha & The Vandellas","Sally, Go 'round The Roses , The Jaynetts","My Boyfriend's Back , The Angels","My Boyfriend's Back , The Angels","Cry Baby , Garnet Mimms & The Enchanters","Sally, Go 'round The Roses , The Jaynetts","Cry Baby , Garnet Mimms & The Enchanters","Cry Baby , Garnet Mimms & The Enchanters","Blue Velvet , Bobby Vinton","Mean Woman Blues , Roy Orbison","Mean Woman Blues , Roy Orbison","Mean Woman Blues , Roy Orbison","It's All Right , The Impressions","It's All Right , The Impressions","It's All Right , The Impressions","It's All Right , The Impressions","She's A Fool , Lesley Gore","She's A Fool , Lesley Gore","You Don't Have To Be A Baby To Cry , The Caravelles","Since I Fell For You , Lenny Welch","You Don't Have To Be A Baby To Cry , The Caravelles","You Don't Have To Be A Baby To Cry , The Caravelles"
5,"Hotel Happiness , Brook Benton","Tell Him , The Exciters","Tell Him , The Exciters","Limbo Rock , Chubby Checker","My Dad , Paul Petersen","My Dad , Paul Petersen","It's Up To You , Rick Nelson","Walk Like A Man , The 4 Seasons","From A Jack To A King , Ned Miller","From A Jack To A King , Ned Miller","From A Jack To A King , Ned Miller","You're The Reason I'm Living , Bobby Darin","You're The Reason I'm Living , Bobby Darin","Our Day Will Come , Ruby And The Romantics","Ruby Baby , Dion","Rhythm Of The Rain , The Cascades","Rhythm Of The Rain , The Cascades","Rhythm Of The Rain , The Cascades","Baby Workout , Jackie Wilson","Baby Workout , Jackie Wilson","Our Day Will Come , Ruby And The Romantics","Young Lovers , Paul and Paula","Pipeline , Chantay's","Pipeline , Chantay's","If You Wanna Be Happy , Jimmy Soul","Foolish Little Girl , The Shirelles","Foolish Little Girl , The Shirelles","Pipeline , Chantay's","Losing You , Brenda Lee","Two Faces Have I , Lou Christie","Two Faces Have I , Lou Christie","Two Faces Have I , Lou Christie","Blue On Blue , Bobby Vinton","Blue On Blue , Bobby Vinton","Da Doo Ron Ron (When He Walked Me Home) , The Crystals","Those Lazy-Hazy-Crazy Days Of Summer , Nat King Cole","One Fine Day , The Chiffons","One Fine Day , The Chiffons","Sukiyaki , Kyu Sakamoto","Fingertips - Pt 2 , Little Stevie Wonder","Fingertips - Pt 2 , Little Stevie Wonder","Tie Me Kangaroo Down, Sport , Rolf Harris","Blowin' In The Wind , Peter, Paul & Mary","Judy's Turn To Cry , Lesley Gore","Judy's Turn To Cry , Lesley Gore","Candy Girl , The 4 Seasons","Blowin' In The Wind , Peter, Paul & Mary","Blowin' In The Wind , Peter, Paul & Mary","If I Had A Hammer , Trini Lopez","Heat Wave , Martha & The Vandellas","Then He Kissed Me , The Crystals","Then He Kissed Me , The Crystals","Then He Kissed Me , The Crystals","Then He Kissed Me , The Crystals","Then He Kissed Me , The Crystals","My Boyfriend's Back , The Angels","Busted , Ray Charles and his Orchestra","Sally, Go 'round The Roses , The Jaynetts","Sally, Go 'round The Roses , The Jaynetts","Donna The Prima Donna , Dion (Di Muci)","Donna The Prima Donna , Dion (Di Muci)","Donna The Prima Donna , Dion (Di Muci)","I'm Leaving It Up To You , Dale & Grace","Maria Elena , Los Indios Tabajaras","She's A Fool , Lesley Gore","She's A Fool , Lesley Gore","She's A Fool , Lesley Gore","Sugar Shack , Jimmy Gilmer And The Fireballs","Sugar Shack , Jimmy Gilmer And The Fireballs","Since I Fell For You , Lenny Welch","Be True To Your School , The Beach Boys","Drip Drop , Dion Di Muci","Drip Drop , Dion Di Muci"
6,"Pepino The Italian Mouse , Lou Monte","The Night Has A Thousand Eyes , Bobby Vee","The Night Has A Thousand Eyes , Bobby Vee","Two Lovers , Mary Wells","Two Lovers , Mary Wells","Two Lovers , Mary Wells","Up On The Roof , The Drifters","Ruby Baby , Dion","The Night Has A Thousand Eyes , Bobby Vee","The Night Has A Thousand Eyes , Bobby Vee","You're The Reason I'm Living , Bobby Darin","Blame It On The Bossa Nova , Eydie Gorme","Blame It On The Bossa Nova , Eydie Gorme","The End Of The World , Skeeter Davis","Hey Paula , Paul and Paula","South Street , The Orlons","South Street , The Orlons","In Dreams , Roy Orbison","In Dreams , Roy Orbison","In Dreams , Roy Orbison","I Will Follow Him , Little Peggy March","South Street , The Orlons","Don't Say Nothin' Bad (About My Baby) , The Cookies","Don't Say Nothin' Bad (About My Baby) , The Cookies","Don't Say Nothin' Bad (About My Baby) , The Cookies","Surfin' U.S.A. , The Beach Boys","Surfin' U.S.A. , The Beach Boys","Losing You , Brenda Lee","Two Faces Have I , Lou Christie","You Can't Sit Down , The Dovells","You Can't Sit Down , The Dovells","If You Wanna Be Happy , Jimmy Soul","Those Lazy-Hazy-Crazy Days Of Summer , Nat King Cole","Those Lazy-Hazy-Crazy Days Of Summer , Nat King Cole","Those Lazy-Hazy-Crazy Days Of Summer , Nat King Cole","One Fine Day , The Chiffons","Surf City , Jan & Dean","Surf City , Jan & Dean","Memphis , Lonnie Mack","Wipe Out , The Surfaris","Wipe Out , The Surfaris","(You're the) Devil In Disguise , Elvis Presley With The Jordanaires","Easier Said Than Done , The Essex","Surf City , Jan & Dean","Surf City , Jan & Dean","Hello Mudduh, Hello Fadduh! (A Letter From Camp) , Allan Sherman","Wipe Out , The Surfaris","Wipe Out , The Surfaris","Judy's Turn To Cry , Lesley Gore","Mockingbird , Inez Foxx with Charlie Foxx","Surfer Girl , The Beach Boys","Surfer Girl , The Beach Boys","Surfer Girl , The Beach Boys","Wonderful! Wonderful! , The Tymes","Wonderful! Wonderful! , The Tymes","Wonderful! Wonderful! , The Tymes","My Boyfriend's Back , The Angels","Mean Woman Blues , Roy Orbison","Mean Woman Blues , Roy Orbison","Mean Woman Blues , Roy Orbison","I Can't Stay Mad At You , Skeeter Davis","I Can't Stay Mad At You , Skeeter Davis","Maria Elena , Los Indios Tabajaras","She's A Fool , Lesley Gore","Everybody , Tommy Roe","Everybody , Tommy Roe","Everybody , Tommy Roe","You Don't Have To Be A Baby To Cry , The Caravelles","You Don't Have To Be A Baby To Cry , The Caravelles","Be True To Your School , The Beach Boys","Drip Drop , Dion Di Muci","Forget Him , Bobby Rydell","Forget Him , Bobby Rydell"
7,"Return To Sender , Elvis Presley With The Jordanaires","Zip-A-Dee Doo-Dah , Bob B. Soxx And The Blue Jeans","Zip-A-Dee Doo-Dah , Bob B. Soxx And The Blue Jeans","My Dad , Paul Petersen","Telstar , The Tornadoes","Telstar , The Tornadoes","Tell Him , The Exciters","You've Really Got A Hold On Me , The Miracles","You've Really Got A Hold On Me , The Miracles","You've Really Got A Hold On Me , The Miracles","Blame It On The Bossa Nova , Eydie Gorme","From A Jack To A King , Ned Miller","From A Jack To A King , Ned Miller","Wild Weekend , The Rebels","Blame It On The Bossa Nova , Eydie Gorme","Blame It On The Bossa Nova , Eydie Gorme","Blame It On The Bossa Nova , Eydie Gorme","Baby Workout , Jackie Wilson","You're The Reason I'm Living , Bobby Darin","You're The Reason I'm Living , Bobby Darin","Puff (The Magic Dragon) , Peter, Paul & Mary","Don't Say Nothin' Bad (About My Baby) , The Cookies","Young Lovers , Paul and Paula","Young Lovers , Paul and Paula","Surfin' U.S.A. , The Beach Boys","He's So Fine , The Chiffons","He's So Fine , The Chiffons","Reverend Mr. Black , The Kingston Trio","Take These Chains From My Heart , Ray Charles","I Will Follow Him , Little Peggy March","I Will Follow Him , Little Peggy March","Still , Bill Anderson","Still , Bill Anderson","Still , Bill Anderson","Still , Bill Anderson","You Can't Sit Down , The Dovells","Memphis , Lonnie Mack","Memphis , Lonnie Mack","Blue On Blue , Bobby Vinton","Sukiyaki , Kyu Sakamoto","Sukiyaki , Kyu Sakamoto","Blowin' In The Wind , Peter, Paul & Mary","Judy's Turn To Cry , Lesley Gore","Candy Girl , The 4 Seasons","Candy Girl , The 4 Seasons","So Much In Love , The Tymes","More , Kai Winding & Orchestra","More , Kai Winding & Orchestra","Mockingbird , Inez Foxx with Charlie Foxx","The Monkey Time , Major Lance","The Monkey Time , Major Lance","The Monkey Time , Major Lance","Mickey's Monkey , The Miracles","Mickey's Monkey , The Miracles","Mickey's Monkey , The Miracles","Heat Wave , Martha & The Vandellas","Mean Woman Blues , Roy Orbison","Donna The Prima Donna , Dion (Di Muci)","Donna The Prima Donna , Dion (Di Muci)","Washington Square , The Village Stompers","Be My Baby , The Ronettes","Be My Baby , The Ronettes","Busted , Ray Charles and his Orchestra","Bossa Nova Baby , Elvis Presley With The Jordanaires","Bossa Nova Baby , Elvis Presley With The Jordanaires","Bossa Nova Baby , Elvis Presley With The Jordanaires","Deep Purple , Nino Tempo & April Stevens","Be True To Your School , The Beach Boys","Be True To Your School , The Beach Boys","Drip Drop , Dion Di Muci","I'm Leaving It Up To You , Dale & Grace","Popsicles And Icicles , The Murmaids","Popsicles And Icicles , The Murmaids"
8,"Zip-A-Dee Doo-Dah , Bob B. Soxx And The Blue Jeans","Two Lovers , Mary Wells","Two Lovers , Mary Wells","Pepino The Italian Mouse , Lou Monte","It's Up To You , Rick Nelson","It's Up To You , Rick Nelson","Two Lovers , Mary Wells","Rhythm Of The Rain , The Cascades","Loop De Loop , Johnny Thunder","Loop De Loop , Johnny Thunder","You've Really Got A Hold On Me , The Miracles","Wild Weekend , The Rebels","Wild Weekend , The Rebels","What Will My Mary Say , Johnny Mathis","What Will My Mary Say , Johnny Mathis","What Will My Mary Say , Johnny Mathis","What Will My Mary Say , Johnny Mathis","Our Winter Love , Bill Pursell","Rhythm Of The Rain , The Cascades","Rhythm Of The Rain , The Cascades","Young Lovers , Paul and Paula","Pipeline , Chantay's","On Broadway , The Drifters","On Broadway , The Drifters","On Broadway , The Drifters","Reverend Mr. Black , The Kingston Trio","Reverend Mr. Black , The Kingston Trio","Can't Get Used To Losing You , Andy Williams","It's My Party , Lesley Gore","Losing You , Brenda Lee","Losing You , Brenda Lee","Those Lazy-Hazy-Crazy Days Of Summer , Nat King Cole","Hello Stranger , Barbara Lewis","Hello Stranger , Barbara Lewis","I Love You Because , Al Martino","Memphis , Lonnie Mack","So Much In Love , The Tymes","So Much In Love , The Tymes","Hello Stranger , Barbara Lewis","(You're the) Devil In Disguise , Elvis Presley With The Jordanaires","(You're the) Devil In Disguise , Elvis Presley With The Jordanaires","Memphis , Lonnie Mack","Tie Me Kangaroo Down, Sport , Rolf Harris","Easier Said Than Done , The Essex","Easier Said Than Done , The Essex","More , Kai Winding & Orchestra","(You're the) Devil In Disguise , Elvis Presley With The Jordanaires","(You're the) Devil In Disguise , Elvis Presley With The Jordanaires","More , Kai Winding & Orchestra","Blowin' In The Wind , Peter, Paul & Mary","Sally, Go 'round The Roses , The Jaynetts","Sally, Go 'round The Roses , The Jaynetts","Hello Mudduh, Hello Fadduh! (A Letter From Camp) , Allan Sherman","Cry Baby , Garnet Mimms & The Enchanters","Cry Baby , Garnet Mimms & The Enchanters","Busted , Ray Charles and his Orchestra","Heat Wave , Martha & The Vandellas","Deep Purple , Nino Tempo & April Stevens","Deep Purple , Nino Tempo & April Stevens","Don't Think Twice, It's All Right , Peter, Paul & Mary","It's All Right , The Impressions","It's All Right , The Impressions","Bossa Nova Baby , Elvis Presley With The Jordanaires","Everybody , Tommy Roe","Dominique , The Singing Nun (Soeur Sourire)","Dominique , The Singing Nun (Soeur Sourire)","(Down At) Papa Joe's , The Dixiebelles","Washington Square , The Village Stompers","Washington Square , The Village Stompers","There! I've Said It Again , Bobby Vinton","Everybody , Tommy Roe","Talk Back Trembling Lips , Johnny Tillotson","Talk Back Trembling Lips , Johnny Tillotson"
9,"Tell Him , The Exciters","My Dad , Paul Petersen","My Dad , Paul Petersen","Hey Paula , Paul and Paula","Limbo Rock , Chubby Checker","Limbo Rock , Chubby Checker","My Dad , Paul Petersen","Go Away Little Girl , Steve Lawrence","Up On The Roof , The Drifters","Up On The Roof , The Drifters","Wild Weekend , The Rebels","What Will My Mary Say , Johnny Mathis","What Will My Mary Say , Johnny Mathis","Walk Right In , The Rooftop Singers","He's So Fine , The Chiffons","In Dreams , Roy Orbison","In Dreams , Roy Orbison","Blame It On The Bossa Nova , Eydie Gorme","Young Lovers , Paul and Paula","Young Lovers , Paul and Paula","Do The Bird , Dee Dee Sharp","Do The Bird , Dee Dee Sharp","Watermelon Man , Mongo Santamaria Band","Watermelon Man , Mongo Santamaria Band","Watermelon Man , Mongo Santamaria Band","Losing You , Brenda Lee","Losing You , Brenda Lee","I Love You Because , Al Martino","Another Saturday Night , Sam Cooke","Sukiyaki , Kyu Sakamoto","Sukiyaki , Kyu Sakamoto","Surfin' U.S.A. , The Beach Boys","18 Yellow Roses , Bobby Darin","18 Yellow Roses , Bobby Darin","One Fine Day , The Chiffons","Surf City , Jan & Dean","Tie Me Kangaroo Down, Sport , Rolf Harris","Tie Me Kangaroo Down, Sport , Rolf Harris","Wipe Out , The Surfaris","Pride And Joy , Marvin Gaye","Pride And Joy , Marvin Gaye","Just One Look , Doris Troy","Just One Look , Doris Troy","More , Kai Winding & Orchestra","More , Kai Winding & Orchestra","My Boyfriend's Back , The Angels","Denise , Randy & The Rainbows","Denise , Randy & The Rainbows","Denise , Randy & The Rainbows","Hey, Girl , Freddie Scott","Mockingbird , Inez Foxx with Charlie Foxx","Mockingbird , Inez Foxx with Charlie Foxx","Cry Baby , Garnet Mimms & The Enchanters","If I Had A Hammer , Trini Lopez","If I Had A Hammer , Trini Lopez","Then He Kissed Me , The Crystals","Donna The Prima Donna , Dion (Di Muci)","Don't Think Twice, It's All Right , Peter, Paul & Mary","Don't Think Twice, It's All Right , Peter, Paul & Mary","Cry Baby , Garnet Mimms & The Enchanters","Maria Elena , Los Indios Tabajaras","Maria Elena , Los Indios Tabajaras","I Can't Stay Mad At You , Skeeter Davis","500 Miles Away From Home , Bobby Bare","Maria Elena , Los Indios Tabajaras","Maria Elena , Los Indios Tabajaras","Bossa Nova Baby , Elvis Presley With The Jordanaires","Walking The Dog , Rufus Thomas","Walking The Dog , Rufus Thomas","Walking The Dog , Rufus Thomas","Popsicles And Icicles , The Murmaids","Be True To Your School , The Beach Boys","Be True To Your School , The Beach Boys"
