,1977-01-01,1977-01-06,1977-01-11,1977-01-16,1977-01-21,1977-01-26,1977-01-31,1977-02-05,1977-02-10,1977-02-15,1977-02-20,1977-02-25,1977-03-02,1977-03-07,1977-03-12,1977-03-17,1977-03-22,1977-03-27,1977-04-01,1977-04-06,1977-04-11,1977-04-16,1977-04-21,1977-04-26,1977-05-01,1977-05-06,1977-05-11,1977-05-16,1977-05-21,1977-05-26,1977-05-31,1977-06-05,1977-06-10,1977-06-15,1977-06-20,1977-06-25,1977-06-30,1977-07-05,1977-07-10,1977-07-15,1977-07-20,1977-07-25,1977-07-30,1977-08-04,1977-08-09,1977-08-14,1977-08-19,1977-08-24,1977-08-29,1977-09-03,1977-09-08,1977-09-13,1977-09-18,1977-09-23,1977-09-28,1977-10-03,1977-10-08,1977-10-13,1977-10-18,1977-10-23,1977-10-28,1977-11-02,1977-11-07,1977-11-12,1977-11-17,1977-11-22,1977-11-27,1977-12-02,1977-12-07,1977-12-12,1977-12-17,1977-12-22,1977-12-27
0,"Tonight's The Night (Gonna Be Alright) , Rod Stewart","You Don't Have To Be A Star (To Be In My Show) , Marilyn McCoo & Billy Davis, Jr.","You Make Me Feel Like Dancing , Leo Sayer","I Wish , Stevie Wonder","I Wish , Stevie Wonder","Car Wash , Rose Royce","Torn Between Two Lovers , Mary Macgregor","Torn Between Two Lovers , Mary Macgregor","Torn Between Two Lovers , Mary Macgregor","Blinded By The Light , Manfred Mann's Earth Band","New Kid In Town , Eagles","New Kid In Town , Eagles","Evergreen (Love Theme From ""A Star Is Born"") , Barbra Streisand","Evergreen (Love Theme From ""A Star Is Born"") , Barbra Streisand","Evergreen (Love Theme From ""A Star Is Born"") , Barbra Streisand","Evergreen (Love Theme From ""A Star Is Born"") , Barbra Streisand","Rich Girl , Daryl Hall John Oates","Rich Girl , Daryl Hall John Oates","Rich Girl , Daryl Hall John Oates","Dancing Queen , ABBA","Don't Give Up On Us , David Soul","Don't Give Up On Us , David Soul","Don't Leave Me This Way , Thelma Houston","Southern Nights , Glen Campbell","Hotel California , Eagles","Hotel California , Eagles","When I Need You , Leo Sayer","Sir Duke , Stevie Wonder","Sir Duke , Stevie Wonder","Sir Duke , Stevie Wonder","Sir Duke , Stevie Wonder","I'm Your Boogie Man , KC And The Sunshine Band","I'm Your Boogie Man , KC And The Sunshine Band","Dreams , Fleetwood Mac","Got To Give It Up (Pt. I) , Marvin Gaye","Got To Give It Up (Pt. I) , Marvin Gaye","Gonna Fly Now , Bill Conti","Undercover Angel , Alan O'Day","Da Doo Ron Ron , Shaun Cassidy","Da Doo Ron Ron , Shaun Cassidy","Looks Like We Made It , Barry Manilow","I Just Want To Be Your Everything , Andy Gibb","I Just Want To Be Your Everything , Andy Gibb","I Just Want To Be Your Everything , Andy Gibb","I Just Want To Be Your Everything , Andy Gibb","Best Of My Love , The Emotions","Best Of My Love , The Emotions","Best Of My Love , The Emotions","Best Of My Love , The Emotions","Best Of My Love , The Emotions","Best Of My Love , The Emotions","I Just Want To Be Your Everything , Andy Gibb","Best Of My Love , The Emotions","Best Of My Love , The Emotions","Star Wars Theme/Cantina Band , Meco","Star Wars Theme/Cantina Band , Meco","Star Wars Theme/Cantina Band , Meco","You Light Up My Life , Debby Boone","You Light Up My Life , Debby Boone","You Light Up My Life , Debby Boone","You Light Up My Life , Debby Boone","You Light Up My Life , Debby Boone","You Light Up My Life , Debby Boone","You Light Up My Life , Debby Boone","You Light Up My Life , Debby Boone","You Light Up My Life , Debby Boone","You Light Up My Life , Debby Boone","You Light Up My Life , Debby Boone","You Light Up My Life , Debby Boone","You Light Up My Life , Debby Boone","You Light Up My Life , Debby Boone","How Deep Is Your Love , Bee Gees","How Deep Is Your Love , Bee Gees"
1,"You Don't Have To Be A Star (To Be In My Show) , Marilyn McCoo & Billy Davis, Jr.","You Make Me Feel Like Dancing , Leo Sayer","I Wish , Stevie Wonder","Car Wash , Rose Royce","Car Wash , Rose Royce","I Wish , Stevie Wonder","Car Wash , Rose Royce","Car Wash , Rose Royce","New Kid In Town , Eagles","New Kid In Town , Eagles","Evergreen (Love Theme From ""A Star Is Born"") , Barbra Streisand","Evergreen (Love Theme From ""A Star Is Born"") , Barbra Streisand","New Kid In Town , Eagles","Fly Like An Eagle , Steve Miller","Fly Like An Eagle , Steve Miller","Fly Like An Eagle , Steve Miller","Evergreen (Love Theme From ""A Star Is Born"") , Barbra Streisand","Dancing Queen , ABBA","Dancing Queen , ABBA","Don't Give Up On Us , David Soul","Don't Leave Me This Way , Thelma Houston","Don't Leave Me This Way , Thelma Houston","Southern Nights , Glen Campbell","Hotel California , Eagles","When I Need You , Leo Sayer","When I Need You , Leo Sayer","Sir Duke , Stevie Wonder","When I Need You , Leo Sayer","When I Need You , Leo Sayer","When I Need You , Leo Sayer","I'm Your Boogie Man , KC And The Sunshine Band","Dreams , Fleetwood Mac","Dreams , Fleetwood Mac","Got To Give It Up (Pt. I) , Marvin Gaye","Gonna Fly Now , Bill Conti","Gonna Fly Now , Bill Conti","Undercover Angel , Alan O'Day","Da Doo Ron Ron , Shaun Cassidy","Looks Like We Made It , Barry Manilow","Looks Like We Made It , Barry Manilow","I Just Want To Be Your Everything , Andy Gibb","I'm In You , Peter Frampton","I'm In You , Peter Frampton","I'm In You , Peter Frampton","I'm In You , Peter Frampton","I Just Want To Be Your Everything , Andy Gibb","I Just Want To Be Your Everything , Andy Gibb","I Just Want To Be Your Everything , Andy Gibb","I Just Want To Be Your Everything , Andy Gibb","I Just Want To Be Your Everything , Andy Gibb","(your Love Has Lifted Me) Higher And Higher , Rita Coolidge","Float On , The Floaters","Float On , The Floaters","Float On , The Floaters","Keep It Comin' Love , KC And The Sunshine Band","Keep It Comin' Love , KC And The Sunshine Band","Keep It Comin' Love , KC And The Sunshine Band","Keep It Comin' Love , KC And The Sunshine Band","Nobody Does It Better , Carly Simon","Nobody Does It Better , Carly Simon","Nobody Does It Better , Carly Simon","Nobody Does It Better , Carly Simon","Boogie Nights , Heatwave","Boogie Nights , Heatwave","Boogie Nights , Heatwave","Don't It Make My Brown Eyes Blue , Crystal Gayle","Don't It Make My Brown Eyes Blue , Crystal Gayle","Don't It Make My Brown Eyes Blue , Crystal Gayle","Don't It Make My Brown Eyes Blue , Crystal Gayle","How Deep Is Your Love , Bee Gees","How Deep Is Your Love , Bee Gees","You Light Up My Life , Debby Boone","You Light Up My Life , Debby Boone"
2,"The Rubberband Man , The Spinners","Tonight's The Night (Gonna Be Alright) , Rod Stewart","Car Wash , Rose Royce","You Make Me Feel Like Dancing , Leo Sayer","You Make Me Feel Like Dancing , Leo Sayer","Dazz , Brick","Dazz , Brick","Dazz , Brick","Blinded By The Light , Manfred Mann's Earth Band","Torn Between Two Lovers , Mary Macgregor","Blinded By The Light , Manfred Mann's Earth Band","Blinded By The Light , Manfred Mann's Earth Band","Fly Like An Eagle , Steve Miller","I Like Dreamin' , Kenny Nolan","I Like Dreamin' , Kenny Nolan","Rich Girl , Daryl Hall John Oates","Dancing Queen , ABBA","Don't Give Up On Us , David Soul","Don't Give Up On Us , David Soul","Don't Leave Me This Way , Thelma Houston","Southern Nights , Glen Campbell","Southern Nights , Glen Campbell","Hotel California , Eagles","Don't Leave Me This Way , Thelma Houston","Southern Nights , Glen Campbell","Southern Nights , Glen Campbell","Hotel California , Eagles","Couldn't Get It Right , Climax Blues Band","Couldn't Get It Right , Climax Blues Band","I'm Your Boogie Man , KC And The Sunshine Band","Dreams , Fleetwood Mac","Got To Give It Up (Pt. I) , Marvin Gaye","Got To Give It Up (Pt. I) , Marvin Gaye","Gonna Fly Now , Bill Conti","Undercover Angel , Alan O'Day","Undercover Angel , Alan O'Day","Got To Give It Up (Pt. I) , Marvin Gaye","Looks Like We Made It , Barry Manilow","Undercover Angel , Alan O'Day","Undercover Angel , Alan O'Day","Da Doo Ron Ron , Shaun Cassidy","Looks Like We Made It , Barry Manilow","Looks Like We Made It , Barry Manilow","Best Of My Love , The Emotions","Best Of My Love , The Emotions","(your Love Has Lifted Me) Higher And Higher , Rita Coolidge","(your Love Has Lifted Me) Higher And Higher , Rita Coolidge","(your Love Has Lifted Me) Higher And Higher , Rita Coolidge","(your Love Has Lifted Me) Higher And Higher , Rita Coolidge","(your Love Has Lifted Me) Higher And Higher , Rita Coolidge","I Just Want To Be Your Everything , Andy Gibb","Best Of My Love , The Emotions","Don't Stop , Fleetwood Mac","Don't Stop , Fleetwood Mac","Don't Stop , Fleetwood Mac","You Light Up My Life , Debby Boone","You Light Up My Life , Debby Boone","Nobody Does It Better , Carly Simon","That's Rock 'N' Roll , Shaun Cassidy","That's Rock 'N' Roll , Shaun Cassidy","That's Rock 'N' Roll , Shaun Cassidy","Boogie Nights , Heatwave","Nobody Does It Better , Carly Simon","Nobody Does It Better , Carly Simon","Don't It Make My Brown Eyes Blue , Crystal Gayle","How Deep Is Your Love , Bee Gees","How Deep Is Your Love , Bee Gees","How Deep Is Your Love , Bee Gees","How Deep Is Your Love , Bee Gees","Blue Bayou , Linda Ronstadt","Blue Bayou , Linda Ronstadt","Blue Bayou , Linda Ronstadt","Blue Bayou , Linda Ronstadt"
3,"You Make Me Feel Like Dancing , Leo Sayer","I Wish , Stevie Wonder","You Don't Have To Be A Star (To Be In My Show) , Marilyn McCoo & Billy Davis, Jr.","Dazz , Brick","Dazz , Brick","You Make Me Feel Like Dancing , Leo Sayer","New Kid In Town , Eagles","New Kid In Town , Eagles","Car Wash , Rose Royce","Evergreen (Love Theme From ""A Star Is Born"") , Barbra Streisand","Fly Like An Eagle , Steve Miller","Fly Like An Eagle , Steve Miller","I Like Dreamin' , Kenny Nolan","Night Moves , Bob Seger","Night Moves , Bob Seger","Night Moves , Bob Seger","Don't Give Up On Us , David Soul","Don't Leave Me This Way , Thelma Houston","Don't Leave Me This Way , Thelma Houston","Rich Girl , Daryl Hall John Oates","Hotel California , Eagles","Hotel California , Eagles","Don't Give Up On Us , David Soul","When I Need You , Leo Sayer","Sir Duke , Stevie Wonder","Sir Duke , Stevie Wonder","Southern Nights , Glen Campbell","I'm Your Boogie Man , KC And The Sunshine Band","I'm Your Boogie Man , KC And The Sunshine Band","Dreams , Fleetwood Mac","Got To Give It Up (Pt. I) , Marvin Gaye","Gonna Fly Now , Bill Conti","Gonna Fly Now , Bill Conti","Feels Like The First Time , Foreigner","Feels Like The First Time , Foreigner","Feels Like The First Time , Foreigner","Da Doo Ron Ron , Shaun Cassidy","Gonna Fly Now , Bill Conti","I Just Want To Be Your Everything , Andy Gibb","I Just Want To Be Your Everything , Andy Gibb","I'm In You , Peter Frampton","My Heart Belongs To Me , Barbra Streisand","My Heart Belongs To Me , Barbra Streisand","My Heart Belongs To Me , Barbra Streisand","(your Love Has Lifted Me) Higher And Higher , Rita Coolidge","I'm In You , Peter Frampton","I'm In You , Peter Frampton","Easy , Commodores","Easy , Commodores","Easy , Commodores","Handy Man , James Taylor","Handy Man , James Taylor","Keep It Comin' Love , KC And The Sunshine Band","Keep It Comin' Love , KC And The Sunshine Band","Best Of My Love , The Emotions","Nobody Does It Better , Carly Simon","Nobody Does It Better , Carly Simon","That's Rock 'N' Roll , Shaun Cassidy","Keep It Comin' Love , KC And The Sunshine Band","Boogie Nights , Heatwave","Boogie Nights , Heatwave","That's Rock 'N' Roll , Shaun Cassidy","It's Ecstasy When You Lay Down Next To Me , Barry White","It's Ecstasy When You Lay Down Next To Me , Barry White","It's Ecstasy When You Lay Down Next To Me , Barry White","Boogie Nights , Heatwave","Baby, What A Big Surprise , Chicago","Baby, What A Big Surprise , Chicago","Blue Bayou , Linda Ronstadt","Don't It Make My Brown Eyes Blue , Crystal Gayle","Don't It Make My Brown Eyes Blue , Crystal Gayle","(Every Time I Turn Around) Back In Love Again , LTD","(Every Time I Turn Around) Back In Love Again , LTD"
4,"More Than A Feeling , Boston","Car Wash , Rose Royce","Dazz , Brick","You Don't Have To Be A Star (To Be In My Show) , Marilyn McCoo & Billy Davis, Jr.","You Don't Have To Be A Star (To Be In My Show) , Marilyn McCoo & Billy Davis, Jr.","Hot Line , The Sylvers","Hot Line , The Sylvers","Hot Line , The Sylvers","Evergreen (Love Theme From ""A Star Is Born"") , Barbra Streisand","I Like Dreamin' , Kenny Nolan","I Like Dreamin' , Kenny Nolan","I Like Dreamin' , Kenny Nolan","Blinded By The Light , Manfred Mann's Earth Band","Blinded By The Light , Manfred Mann's Earth Band","Blinded By The Light , Manfred Mann's Earth Band","Dancing Queen , ABBA","Don't Leave Me This Way , Thelma Houston","Evergreen (Love Theme From ""A Star Is Born"") , Barbra Streisand","Evergreen (Love Theme From ""A Star Is Born"") , Barbra Streisand","Southern Nights , Glen Campbell","The Things We Do For Love , 10cc","The Things We Do For Love , 10cc","The Things We Do For Love , 10cc","I've Got Love On My Mind , Natalie Cole","Don't Leave Me This Way , Thelma Houston","Don't Leave Me This Way , Thelma Houston","Couldn't Get It Right , Climax Blues Band","Got To Give It Up (Pt. I) , Marvin Gaye","Got To Give It Up (Pt. I) , Marvin Gaye","Got To Give It Up (Pt. I) , Marvin Gaye","Gonna Fly Now , Bill Conti","Feels Like The First Time , Foreigner","Feels Like The First Time , Foreigner","Lucille , Kenny Rogers","Lucille , Kenny Rogers","Lucille , Kenny Rogers","Looks Like We Made It , Barry Manilow","I Just Want To Be Your Everything , Andy Gibb","I'm In You , Peter Frampton","I'm In You , Peter Frampton","My Heart Belongs To Me , Barbra Streisand","Da Doo Ron Ron , Shaun Cassidy","Da Doo Ron Ron , Shaun Cassidy","Do You Wanna Make Love , Peter Mccann","Do You Wanna Make Love , Peter Mccann","Easy , Commodores","Easy , Commodores","Handy Man , James Taylor","Handy Man , James Taylor","Handy Man , James Taylor","Float On , The Floaters","Don't Stop , Fleetwood Mac","Strawberry Letter 23 , The Brothers Johnson","Strawberry Letter 23 , The Brothers Johnson","Strawberry Letter 23 , The Brothers Johnson","That's Rock 'N' Roll , Shaun Cassidy","That's Rock 'N' Roll , Shaun Cassidy","Star Wars Theme/Cantina Band , Meco","Boogie Nights , Heatwave","Keep It Comin' Love , KC And The Sunshine Band","Keep It Comin' Love , KC And The Sunshine Band","Brick House , Commodores","Don't It Make My Brown Eyes Blue , Crystal Gayle","Don't It Make My Brown Eyes Blue , Crystal Gayle","Baby, What A Big Surprise , Chicago","Baby, What A Big Surprise , Chicago","Blue Bayou , Linda Ronstadt","Blue Bayou , Linda Ronstadt","It's So Easy , Linda Ronstadt","It's So Easy , Linda Ronstadt","It's So Easy , Linda Ronstadt","It's So Easy , Linda Ronstadt","It's So Easy , Linda Ronstadt"
5,"Sorry Seems To Be The Hardest Word , Elton John","Sorry Seems To Be The Hardest Word , Elton John","Tonight's The Night (Gonna Be Alright) , Rod Stewart","Hot Line , The Sylvers","Hot Line , The Sylvers","New Kid In Town , Eagles","Blinded By The Light , Manfred Mann's Earth Band","Blinded By The Light , Manfred Mann's Earth Band","Dazz , Brick","Enjoy Yourself , The Jacksons","Enjoy Yourself , The Jacksons","Enjoy Yourself , The Jacksons","Night Moves , Bob Seger","Dancing Queen , ABBA","Dancing Queen , ABBA","I Like Dreamin' , Kenny Nolan","Fly Like An Eagle , Steve Miller","Southern Nights , Glen Campbell","Southern Nights , Glen Campbell","The Things We Do For Love , 10cc","Dancing Queen , ABBA","Dancing Queen , ABBA","I've Got Love On My Mind , Natalie Cole","Don't Give Up On Us , David Soul","Right Time Of The Night , Jennifer Warnes","Right Time Of The Night , Jennifer Warnes","Right Time Of The Night , Jennifer Warnes","Dreams , Fleetwood Mac","Dreams , Fleetwood Mac","Gonna Fly Now , Bill Conti","Couldn't Get It Right , Climax Blues Band","Lucille , Kenny Rogers","Lucille , Kenny Rogers","Undercover Angel , Alan O'Day","Dreams , Fleetwood Mac","Dreams , Fleetwood Mac","Dreams , Fleetwood Mac","Got To Give It Up (Pt. I) , Marvin Gaye","Angel In Your Arms , Hot","Angel In Your Arms , Hot","Angel In Your Arms , Hot","Best Of My Love , The Emotions","Best Of My Love , The Emotions","Da Doo Ron Ron , Shaun Cassidy","My Heart Belongs To Me , Barbra Streisand","Whatcha Gonna Do? , Pablo Cruise","Whatcha Gonna Do? , Pablo Cruise","Whatcha Gonna Do? , Pablo Cruise","Float On , The Floaters","Float On , The Floaters","Don't Stop , Fleetwood Mac","Keep It Comin' Love , KC And The Sunshine Band","I Just Want To Be Your Everything , Andy Gibb","I Just Want To Be Your Everything , Andy Gibb","Nobody Does It Better , Carly Simon","Best Of My Love , The Emotions","Best Of My Love , The Emotions","Boogie Nights , Heatwave","Cold As Ice , Foreigner","Brick House , Commodores","Brick House , Commodores","It's Ecstasy When You Lay Down Next To Me , Barry White","I Feel Love , Donna Summer","I Feel Love , Donna Summer","How Deep Is Your Love , Bee Gees","Heaven On The 7th Floor , Paul Nicholas","Heaven On The 7th Floor , Paul Nicholas","Heaven On The 7th Floor , Paul Nicholas","Heaven On The 7th Floor , Paul Nicholas","(Every Time I Turn Around) Back In Love Again , LTD","(Every Time I Turn Around) Back In Love Again , LTD","Baby Come Back , Player","Baby Come Back , Player"
6,"I Wish , Stevie Wonder","Dazz , Brick","Sorry Seems To Be The Hardest Word , Elton John","New Kid In Town , Eagles","New Kid In Town , Eagles","Torn Between Two Lovers , Mary Macgregor","Evergreen (Love Theme From ""A Star Is Born"") , Barbra Streisand","Evergreen (Love Theme From ""A Star Is Born"") , Barbra Streisand","Enjoy Yourself , The Jacksons","Car Wash , Rose Royce","Torn Between Two Lovers , Mary Macgregor","Torn Between Two Lovers , Mary Macgregor","Dancing Queen , ABBA","Torn Between Two Lovers , Mary Macgregor","Torn Between Two Lovers , Mary Macgregor","Torn Between Two Lovers , Mary Macgregor","Night Moves , Bob Seger","The Things We Do For Love , 10cc","The Things We Do For Love , 10cc","Hotel California , Eagles","I've Got Love On My Mind , Natalie Cole","I've Got Love On My Mind , Natalie Cole","Evergreen (Love Theme From ""A Star Is Born"") , Barbra Streisand","So In To You , Atlanta Rhythm Section","So In To You , Atlanta Rhythm Section","So In To You , Atlanta Rhythm Section","So In To You , Atlanta Rhythm Section","Gonna Fly Now , Bill Conti","Gonna Fly Now , Bill Conti","Couldn't Get It Right , Climax Blues Band","Lucille , Kenny Rogers","Lonely Boy , Andrew Gold","Lonely Boy , Andrew Gold","Lonely Boy , Andrew Gold","Lonely Boy , Andrew Gold","Lonely Boy , Andrew Gold","I Just Want To Be Your Everything , Andy Gibb","Angel In Your Arms , Hot","My Heart Belongs To Me , Barbra Streisand","My Heart Belongs To Me , Barbra Streisand","Undercover Angel , Alan O'Day","Do You Wanna Make Love , Peter Mccann","Do You Wanna Make Love , Peter Mccann","(your Love Has Lifted Me) Higher And Higher , Rita Coolidge","Easy , Commodores","Do You Wanna Make Love , Peter Mccann","Do You Wanna Make Love , Peter Mccann","Just A Song Before I Go , Crosby, Stills & Nash","Just A Song Before I Go , Crosby, Stills & Nash","Just A Song Before I Go , Crosby, Stills & Nash","Easy , Commodores","Strawberry Letter 23 , The Brothers Johnson","Telephone Line , Electric Light Orchestra","Telephone Line , Electric Light Orchestra","Telephone Line , Electric Light Orchestra","Boogie Nights , Heatwave","Boogie Nights , Heatwave","Cold As Ice , Foreigner","Brick House , Commodores","I Feel Love , Donna Summer","I Feel Love , Donna Summer","I Feel Love , Donna Summer","Baby, What A Big Surprise , Chicago","Baby, What A Big Surprise , Chicago","Heaven On The 7th Floor , Paul Nicholas","We're All Alone , Rita Coolidge","We're All Alone , Rita Coolidge","We're All Alone , Rita Coolidge","We're All Alone , Rita Coolidge","We're All Alone , Rita Coolidge","We're All Alone , Rita Coolidge","Don't It Make My Brown Eyes Blue , Crystal Gayle","Don't It Make My Brown Eyes Blue , Crystal Gayle"
7,"Dazz , Brick","The Rubberband Man , The Spinners","Hot Line , The Sylvers","After The Lovin' , Engelbert Humperdinck","After The Lovin' , Engelbert Humperdinck","Blinded By The Light , Manfred Mann's Earth Band","I Wish , Stevie Wonder","I Wish , Stevie Wonder","I Wish , Stevie Wonder","Fly Like An Eagle , Steve Miller","Night Moves , Bob Seger","Night Moves , Bob Seger","Year Of The Cat , Al Stewart","Year Of The Cat , Al Stewart","Year Of The Cat , Al Stewart","Don't Give Up On Us , David Soul","The Things We Do For Love , 10cc","Hotel California , Eagles","Hotel California , Eagles","I've Got Love On My Mind , Natalie Cole","Evergreen (Love Theme From ""A Star Is Born"") , Barbra Streisand","Evergreen (Love Theme From ""A Star Is Born"") , Barbra Streisand","So In To You , Atlanta Rhythm Section","Right Time Of The Night , Jennifer Warnes","I've Got Love On My Mind , Natalie Cole","I've Got Love On My Mind , Natalie Cole","I'm Your Boogie Man , KC And The Sunshine Band","Hotel California , Eagles","Hotel California , Eagles","Lucille , Kenny Rogers","Lonely Boy , Andrew Gold","Undercover Angel , Alan O'Day","Undercover Angel , Alan O'Day","I'm Your Boogie Man , KC And The Sunshine Band","Da Doo Ron Ron , Shaun Cassidy","Da Doo Ron Ron , Shaun Cassidy","Angel In Your Arms , Hot","Jet Airliner , The Steve Miller Band","Jet Airliner , The Steve Miller Band","Jet Airliner , The Steve Miller Band","Margaritaville , Jimmy Buffett","Margaritaville , Jimmy Buffett","Margaritaville , Jimmy Buffett","Easy , Commodores","Whatcha Gonna Do? , Pablo Cruise","Just A Song Before I Go , Crosby, Stills & Nash","Just A Song Before I Go , Crosby, Stills & Nash","Float On , The Floaters","Don't Stop , Fleetwood Mac","Don't Stop , Fleetwood Mac","Strawberry Letter 23 , The Brothers Johnson","Telephone Line , Electric Light Orchestra","Star Wars Theme/Cantina Band , Meco","Star Wars Theme/Cantina Band , Meco","That's Rock 'N' Roll , Shaun Cassidy","Cold As Ice , Foreigner","Cold As Ice , Foreigner","Brick House , Commodores","I Feel Love , Donna Summer","It's Ecstasy When You Lay Down Next To Me , Barry White","It's Ecstasy When You Lay Down Next To Me , Barry White","Don't It Make My Brown Eyes Blue , Crystal Gayle","Heaven On The 7th Floor , Paul Nicholas","Heaven On The 7th Floor , Paul Nicholas","We're All Alone , Rita Coolidge","Blue Bayou , Linda Ronstadt","Boogie Nights , Heatwave","Boogie Nights , Heatwave","(Every Time I Turn Around) Back In Love Again , LTD","Baby Come Back , Player","Baby Come Back , Player","Here You Come Again , Dolly Parton","Here You Come Again , Dolly Parton"
8,"Car Wash , Rose Royce","After The Lovin' , Engelbert Humperdinck","After The Lovin' , Engelbert Humperdinck","Blinded By The Light , Manfred Mann's Earth Band","Blinded By The Light , Manfred Mann's Earth Band","Evergreen (Love Theme From ""A Star Is Born"") , Barbra Streisand","Enjoy Yourself , The Jacksons","Enjoy Yourself , The Jacksons","I Like Dreamin' , Kenny Nolan","Lost Without Your Love , Bread","Dancing Queen , ABBA","Dancing Queen , ABBA","Torn Between Two Lovers , Mary Macgregor","Rich Girl , Daryl Hall John Oates","Rich Girl , Daryl Hall John Oates","Don't Leave Me This Way , Thelma Houston","I Like Dreamin' , Kenny Nolan","I've Got Love On My Mind , Natalie Cole","I've Got Love On My Mind , Natalie Cole","Evergreen (Love Theme From ""A Star Is Born"") , Barbra Streisand","So In To You , Atlanta Rhythm Section","So In To You , Atlanta Rhythm Section","When I Need You , Leo Sayer","Sir Duke , Stevie Wonder","Couldn't Get It Right , Climax Blues Band","Couldn't Get It Right , Climax Blues Band","Got To Give It Up (Pt. I) , Marvin Gaye","Southern Nights , Glen Campbell","Southern Nights , Glen Campbell","Lonely Boy , Andrew Gold","Feels Like The First Time , Foreigner","Sir Duke , Stevie Wonder","Sir Duke , Stevie Wonder","Sir Duke , Stevie Wonder","Angel In Your Arms , Hot","Angel In Your Arms , Hot","Jet Airliner , The Steve Miller Band","Margaritaville , Jimmy Buffett","Margaritaville , Jimmy Buffett","Margaritaville , Jimmy Buffett","Do You Wanna Make Love , Peter Mccann","(your Love Has Lifted Me) Higher And Higher , Rita Coolidge","(your Love Has Lifted Me) Higher And Higher , Rita Coolidge","Whatcha Gonna Do? , Pablo Cruise","You And Me , Alice Cooper","You And Me , Alice Cooper","You And Me , Alice Cooper","Don't Stop , Fleetwood Mac","Strawberry Letter 23 , The Brothers Johnson","Strawberry Letter 23 , The Brothers Johnson","Telephone Line , Electric Light Orchestra","Smoke From A Distant Fire , The Sanford/Townsend Band","That's Rock 'N' Roll , Shaun Cassidy","That's Rock 'N' Roll , Shaun Cassidy","Cold As Ice , Foreigner","Brick House , Commodores","Brick House , Commodores","I Feel Love , Donna Summer","Star Wars Theme/Cantina Band , Meco","Star Wars Theme/Cantina Band , Meco","Star Wars Theme/Cantina Band , Meco","Baby, What A Big Surprise , Chicago","How Deep Is Your Love , Bee Gees","How Deep Is Your Love , Bee Gees","Blue Bayou , Linda Ronstadt","It's Ecstasy When You Lay Down Next To Me , Barry White","It's So Easy , Linda Ronstadt","It's So Easy , Linda Ronstadt","Baby, What A Big Surprise , Chicago","You Make Loving Fun , Fleetwood Mac","You Make Loving Fun , Fleetwood Mac","Sentimental Lady , Bob Welch","Sentimental Lady , Bob Welch"
9,"After The Lovin' , Engelbert Humperdinck","Stand Tall , Burton Cummings","Stand Tall , Burton Cummings","Torn Between Two Lovers , Mary Macgregor","Torn Between Two Lovers , Mary Macgregor","Walk This Way , Aerosmith","Walk This Way , Aerosmith","Walk This Way , Aerosmith","Lost Without Your Love , Bread","Night Moves , Bob Seger","Weekend In New England , Barry Manilow","Weekend In New England , Barry Manilow","Weekend In New England , Barry Manilow","Go Your Own Way , Fleetwood Mac","Go Your Own Way , Fleetwood Mac","Go Your Own Way , Fleetwood Mac","Torn Between Two Lovers , Mary Macgregor","Maybe I'm Amazed , Wings","Maybe I'm Amazed , Wings","So In To You , Atlanta Rhythm Section","Rich Girl , Daryl Hall John Oates","Rich Girl , Daryl Hall John Oates","Right Time Of The Night , Jennifer Warnes","Tryin' To Love Two , William Bell","I Wanna Get Next To You , Rose Royce","I Wanna Get Next To You , Rose Royce","I Wanna Get Next To You , Rose Royce","Lucille , Kenny Rogers","Lucille , Kenny Rogers","Feels Like The First Time , Foreigner","When I Need You , Leo Sayer","Couldn't Get It Right , Climax Blues Band","Couldn't Get It Right , Climax Blues Band","Angel In Your Arms , Hot","Jet Airliner , The Steve Miller Band","Jet Airliner , The Steve Miller Band","Margaritaville , Jimmy Buffett","My Heart Belongs To Me , Barbra Streisand","Do You Wanna Make Love , Peter Mccann","Do You Wanna Make Love , Peter Mccann","Best Of My Love , The Emotions","Whatcha Gonna Do? , Pablo Cruise","Whatcha Gonna Do? , Pablo Cruise","You And Me , Alice Cooper","You Made Me Believe In Magic , Bay City Rollers","You Made Me Believe In Magic , Bay City Rollers","You Made Me Believe In Magic , Bay City Rollers","Strawberry Letter 23 , The Brothers Johnson","Telephone Line , Electric Light Orchestra","Telephone Line , Electric Light Orchestra","Smoke From A Distant Fire , The Sanford/Townsend Band","Star Wars (Main Title) , London Symphony Orchestra","Cold As Ice , Foreigner","Cold As Ice , Foreigner","I Just Want To Be Your Everything , Andy Gibb","I Just Want To Be Your Everything , Andy Gibb","I Just Want To Be Your Everything , Andy Gibb","I Just Want To Be Your Everything , Andy Gibb","Swayin' To The Music (slow Dancin') , Johnny Rivers","Don't It Make My Brown Eyes Blue , Crystal Gayle","Don't It Make My Brown Eyes Blue , Crystal Gayle","Heaven On The 7th Floor , Paul Nicholas","We're All Alone , Rita Coolidge","We're All Alone , Rita Coolidge","Nobody Does It Better , Carly Simon","It's So Easy , Linda Ronstadt","(Every Time I Turn Around) Back In Love Again , LTD","(Every Time I Turn Around) Back In Love Again , LTD","You Make Loving Fun , Fleetwood Mac","Here You Come Again , Dolly Parton","Here You Come Again , Dolly Parton","Slip Slidin' Away , Paul Simon","Slip Slidin' Away , Paul Simon"
