,1995-01-01,1995-01-06,1995-01-11,1995-01-16,1995-01-21,1995-01-26,1995-01-31,1995-02-05,1995-02-10,1995-02-15,1995-02-20,1995-02-25,1995-03-02,1995-03-07,1995-03-12,1995-03-17,1995-03-22,1995-03-27,1995-04-01,1995-04-06,1995-04-11,1995-04-16,1995-04-21,1995-04-26,1995-05-01,1995-05-06,1995-05-11,1995-05-16,1995-05-21,1995-05-26,1995-05-31,1995-06-05,1995-06-10,1995-06-15,1995-06-20,1995-06-25,1995-06-30,1995-07-05,1995-07-10,1995-07-15,1995-07-20,1995-07-25,1995-07-30,1995-08-04,1995-08-09,1995-08-14,1995-08-19,1995-08-24,1995-08-29,1995-09-03,1995-09-08,1995-09-13,1995-09-18,1995-09-23,1995-09-28,1995-10-03,1995-10-08,1995-10-13,1995-10-18,1995-10-23,1995-10-28,1995-11-02,1995-11-07,1995-11-12,1995-11-17,1995-11-22,1995-11-27,1995-12-02,1995-12-07,1995-12-12,1995-12-17,1995-12-22,1995-12-27
0,"On Bended Knee , Boyz II Men","On Bended Knee , Boyz II Men","On Bended Knee , Boyz II Men","On Bended Knee , Boyz II Men","On Bended Knee , Boyz II Men","Creep , TLC","Creep , TLC","Creep , TLC","Creep , TLC","Creep , TLC","Take A Bow , Madonna","Take A Bow , Madonna","Take A Bow , Madonna","Take A Bow , Madonna","Take A Bow , Madonna","Take A Bow , Madonna","Take A Bow , Madonna","Take A Bow , Madonna","Take A Bow , Madonna","Take A Bow , Madonna","This Is How We Do It , Montell Jordan","This Is How We Do It , Montell Jordan","This Is How We Do It , Montell Jordan","This Is How We Do It , Montell Jordan","This Is How We Do It , Montell Jordan","This Is How We Do It , Montell Jordan","This Is How We Do It , Montell Jordan","This Is How We Do It , Montell Jordan","This Is How We Do It , Montell Jordan","This Is How We Do It , Montell Jordan","Have You Ever Really Loved A Woman? , Bryan Adams","Have You Ever Really Loved A Woman? , Bryan Adams","Have You Ever Really Loved A Woman? , Bryan Adams","Have You Ever Really Loved A Woman? , Bryan Adams","Have You Ever Really Loved A Woman? , Bryan Adams","Have You Ever Really Loved A Woman? , Bryan Adams","Have You Ever Really Loved A Woman? , Bryan Adams","Waterfalls , TLC","Waterfalls , TLC","Waterfalls , TLC","Waterfalls , TLC","Waterfalls , TLC","Waterfalls , TLC","Waterfalls , TLC","Waterfalls , TLC","Waterfalls , TLC","Waterfalls , TLC","Kiss From A Rose , Seal","You Are Not Alone , Michael Jackson","Gangsta's Paradise (From ""Dangerous Minds"") , Coolio Featuring L.V.","Gangsta's Paradise (From ""Dangerous Minds"") , Coolio Featuring L.V.","Gangsta's Paradise (From ""Dangerous Minds"") , Coolio Featuring L.V.","Gangsta's Paradise (From ""Dangerous Minds"") , Coolio Featuring L.V.","Gangsta's Paradise (From ""Dangerous Minds"") , Coolio Featuring L.V.","Fantasy , Mariah Carey","Fantasy , Mariah Carey","Fantasy , Mariah Carey","Fantasy , Mariah Carey","Fantasy , Mariah Carey","Fantasy , Mariah Carey","Fantasy , Mariah Carey","Fantasy , Mariah Carey","Fantasy , Mariah Carey","Fantasy , Mariah Carey","Fantasy , Mariah Carey","Exhale (Shoop Shoop) (From ""Waiting To Exhale"") , Whitney Houston","One Sweet Day , Mariah Carey & Boyz II Men","One Sweet Day , Mariah Carey & Boyz II Men","One Sweet Day , Mariah Carey & Boyz II Men","One Sweet Day , Mariah Carey & Boyz II Men","One Sweet Day , Mariah Carey & Boyz II Men","One Sweet Day , Mariah Carey & Boyz II Men","One Sweet Day , Mariah Carey & Boyz II Men"
1,"Creep , TLC","Creep , TLC","Creep , TLC","Creep , TLC","Creep , TLC","On Bended Knee , Boyz II Men","On Bended Knee , Boyz II Men","On Bended Knee , Boyz II Men","On Bended Knee , Boyz II Men","Take A Bow , Madonna","Creep , TLC","Creep , TLC","Creep , TLC","Creep , TLC","Candy Rain , Soul For Real","Candy Rain , Soul For Real","Candy Rain , Soul For Real","Candy Rain , Soul For Real","Candy Rain , Soul For Real","Candy Rain , Soul For Real","Red Light Special , TLC","Red Light Special , TLC","Red Light Special , TLC","Red Light Special , TLC","Freak Like Me , Adina Howard","Freak Like Me , Adina Howard","Freak Like Me , Adina Howard","Have You Ever Really Loved A Woman? , Bryan Adams","Have You Ever Really Loved A Woman? , Bryan Adams","Have You Ever Really Loved A Woman? , Bryan Adams","This Is How We Do It , Montell Jordan","This Is How We Do It , Montell Jordan","This Is How We Do It , Montell Jordan","Water Runs Dry , Boyz II Men","Total Eclipse Of The Heart , Nicki French","Don't Take It Personal (Just One Of Dem Days) , Monica","Don't Take It Personal (Just One Of Dem Days) , Monica","Don't Take It Personal (Just One Of Dem Days) , Monica","One More Chance/Stay With Me , The Notorious B.I.G.","One More Chance/Stay With Me , The Notorious B.I.G.","One More Chance/Stay With Me , The Notorious B.I.G.","One More Chance/Stay With Me , The Notorious B.I.G.","Don't Take It Personal (Just One Of Dem Days) , Monica","Don't Take It Personal (Just One Of Dem Days) , Monica","Kiss From A Rose , Seal","Kiss From A Rose , Seal","Kiss From A Rose , Seal","Waterfalls , TLC","Gangsta's Paradise (From ""Dangerous Minds"") , Coolio Featuring L.V.","You Are Not Alone , Michael Jackson","You Are Not Alone , Michael Jackson","You Are Not Alone , Michael Jackson","You Are Not Alone , Michael Jackson","You Are Not Alone , Michael Jackson","Gangsta's Paradise (From ""Dangerous Minds"") , Coolio Featuring L.V.","Gangsta's Paradise (From ""Dangerous Minds"") , Coolio Featuring L.V.","Gangsta's Paradise (From ""Dangerous Minds"") , Coolio Featuring L.V.","Gangsta's Paradise (From ""Dangerous Minds"") , Coolio Featuring L.V.","Gangsta's Paradise (From ""Dangerous Minds"") , Coolio Featuring L.V.","Gangsta's Paradise (From ""Dangerous Minds"") , Coolio Featuring L.V.","Gangsta's Paradise (From ""Dangerous Minds"") , Coolio Featuring L.V.","Gangsta's Paradise (From ""Dangerous Minds"") , Coolio Featuring L.V.","Gangsta's Paradise (From ""Dangerous Minds"") , Coolio Featuring L.V.","Gangsta's Paradise (From ""Dangerous Minds"") , Coolio Featuring L.V.","Gangsta's Paradise (From ""Dangerous Minds"") , Coolio Featuring L.V.","Fantasy , Mariah Carey","Exhale (Shoop Shoop) (From ""Waiting To Exhale"") , Whitney Houston","Exhale (Shoop Shoop) (From ""Waiting To Exhale"") , Whitney Houston","Exhale (Shoop Shoop) (From ""Waiting To Exhale"") , Whitney Houston","Exhale (Shoop Shoop) (From ""Waiting To Exhale"") , Whitney Houston","Exhale (Shoop Shoop) (From ""Waiting To Exhale"") , Whitney Houston","Exhale (Shoop Shoop) (From ""Waiting To Exhale"") , Whitney Houston","Exhale (Shoop Shoop) (From ""Waiting To Exhale"") , Whitney Houston"
2,"Here Comes The Hotstepper (From ""Ready To Wear"") , Ini Kamoze","Here Comes The Hotstepper (From ""Ready To Wear"") , Ini Kamoze","Another Night , Real McCoy","Another Night , Real McCoy","Another Night , Real McCoy","Another Night , Real McCoy","Another Night , Real McCoy","Another Night , Real McCoy","Another Night , Real McCoy","On Bended Knee , Boyz II Men","On Bended Knee , Boyz II Men","On Bended Knee , Boyz II Men","On Bended Knee , Boyz II Men","Candy Rain , Soul For Real","Creep , TLC","Creep , TLC","Creep , TLC","Creep , TLC","Creep , TLC","Run Away , Real McCoy","Candy Rain , Soul For Real","Candy Rain , Soul For Real","Candy Rain , Soul For Real","Freak Like Me , Adina Howard","Red Light Special , TLC","Red Light Special , TLC","Red Light Special , TLC","Freak Like Me , Adina Howard","Water Runs Dry , Boyz II Men","Water Runs Dry , Boyz II Men","I'll Be There For You/You're All I Need To Get By , Method Man Featuring Mary J. Blige","Total Eclipse Of The Heart , Nicki French","Total Eclipse Of The Heart , Nicki French","Total Eclipse Of The Heart , Nicki French","Don't Take It Personal (Just One Of Dem Days) , Monica","One More Chance/Stay With Me , The Notorious B.I.G.","One More Chance/Stay With Me , The Notorious B.I.G.","One More Chance/Stay With Me , The Notorious B.I.G.","Don't Take It Personal (Just One Of Dem Days) , Monica","Don't Take It Personal (Just One Of Dem Days) , Monica","Don't Take It Personal (Just One Of Dem Days) , Monica","Don't Take It Personal (Just One Of Dem Days) , Monica","One More Chance/Stay With Me , The Notorious B.I.G.","One More Chance/Stay With Me , The Notorious B.I.G.","Don't Take It Personal (Just One Of Dem Days) , Monica","Boombastic/In The Summertime , Shaggy","Boombastic/In The Summertime , Shaggy","Boombastic/In The Summertime , Shaggy","Kiss From A Rose , Seal","Kiss From A Rose , Seal","Kiss From A Rose , Seal","Kiss From A Rose , Seal","Kiss From A Rose , Seal","Kiss From A Rose , Seal","You Are Not Alone , Michael Jackson","You Are Not Alone , Michael Jackson","You Are Not Alone , Michael Jackson","You Are Not Alone , Michael Jackson","Runaway , Janet Jackson","Runaway , Janet Jackson","Runaway , Janet Jackson","Runaway , Janet Jackson","Runaway , Janet Jackson","Runaway , Janet Jackson","Runaway , Janet Jackson","Gangsta's Paradise (From ""Dangerous Minds"") , Coolio Featuring L.V.","Hey Lover , LL Cool J","Hey Lover , LL Cool J","Hey Lover , LL Cool J","Hey Lover , LL Cool J","Hey Lover , LL Cool J","Hey Lover , LL Cool J","Hey Lover , LL Cool J"
3,"Another Night , Real McCoy","Another Night , Real McCoy","Always , Bon Jovi","Always , Bon Jovi","Always , Bon Jovi","Always , Bon Jovi","Take A Bow , Madonna","Take A Bow , Madonna","Take A Bow , Madonna","Another Night , Real McCoy","Another Night , Real McCoy","Another Night , Real McCoy","Candy Rain , Soul For Real","Baby , Brandy","Baby , Brandy","Baby , Brandy","Red Light Special , TLC","Red Light Special , TLC","Red Light Special , TLC","Red Light Special , TLC","Take A Bow , Madonna","Freak Like Me , Adina Howard","Freak Like Me , Adina Howard","Candy Rain , Soul For Real","I Know , Dionne Farris","I Know , Dionne Farris","I Know , Dionne Farris","I'll Be There For You/You're All I Need To Get By , Method Man Featuring Mary J. Blige","I'll Be There For You/You're All I Need To Get By , Method Man Featuring Mary J. Blige","I'll Be There For You/You're All I Need To Get By , Method Man Featuring Mary J. Blige","Total Eclipse Of The Heart , Nicki French","Water Runs Dry , Boyz II Men","Water Runs Dry , Boyz II Men","Don't Take It Personal (Just One Of Dem Days) , Monica","Water Runs Dry , Boyz II Men","Total Eclipse Of The Heart , Nicki French","Total Eclipse Of The Heart , Nicki French","Have You Ever Really Loved A Woman? , Bryan Adams","Water Runs Dry , Boyz II Men","Water Runs Dry , Boyz II Men","Water Runs Dry , Boyz II Men","Boombastic/In The Summertime , Shaggy","Kiss From A Rose , Seal","Kiss From A Rose , Seal","Boombastic/In The Summertime , Shaggy","One More Chance/Stay With Me , The Notorious B.I.G.","One More Chance/Stay With Me , The Notorious B.I.G.","Colors Of The Wind (From ""Pocahontas"") , Vanessa Williams","Waterfalls , TLC","Waterfalls , TLC","Waterfalls , TLC","Waterfalls , TLC","Waterfalls , TLC","Waterfalls , TLC","Kiss From A Rose , Seal","Kiss From A Rose , Seal","Runaway , Janet Jackson","Runaway , Janet Jackson","Kiss From A Rose , Seal","Kiss From A Rose , Seal","Kiss From A Rose , Seal","Kiss From A Rose , Seal","Kiss From A Rose , Seal","You Remind Me Of Something , R. Kelly","You Remind Me Of Something , R. Kelly","You Remind Me Of Something , R. Kelly","Fantasy , Mariah Carey","Fantasy , Mariah Carey","Fantasy , Mariah Carey","Fantasy , Mariah Carey","Gangsta's Paradise (From ""Dangerous Minds"") , Coolio Featuring L.V.","Gangsta's Paradise (From ""Dangerous Minds"") , Coolio Featuring L.V.","Gangsta's Paradise (From ""Dangerous Minds"") , Coolio Featuring L.V."
4,"Always , Bon Jovi","Always , Bon Jovi","Here Comes The Hotstepper (From ""Ready To Wear"") , Ini Kamoze","Take A Bow , Madonna","Take A Bow , Madonna","Take A Bow , Madonna","Always , Bon Jovi","Baby , Brandy","Baby , Brandy","Baby , Brandy","Baby , Brandy","Baby , Brandy","Baby , Brandy","You Gotta Be , Des'ree","Red Light Special , TLC","Red Light Special , TLC","Strong Enough , Sheryl Crow","Strong Enough , Sheryl Crow","Strong Enough , Sheryl Crow","Strong Enough , Sheryl Crow","Run Away , Real McCoy","Run Away , Real McCoy","Run Away , Real McCoy","Run Away , Real McCoy","Run Away , Real McCoy","Run Away , Real McCoy","Have You Ever Really Loved A Woman? , Bryan Adams","I Know , Dionne Farris","Freak Like Me , Adina Howard","Freak Like Me , Adina Howard","Water Runs Dry , Boyz II Men","Don't Take It Personal (Just One Of Dem Days) , Monica","Don't Take It Personal (Just One Of Dem Days) , Monica","Scream/Childhood , Michael Jackson & Janet Jackson","One More Chance/Stay With Me , The Notorious B.I.G.","Scream/Childhood , Michael Jackson & Janet Jackson","Scream/Childhood , Michael Jackson & Janet Jackson","Total Eclipse Of The Heart , Nicki French","Total Eclipse Of The Heart , Nicki French","Total Eclipse Of The Heart , Nicki French","Total Eclipse Of The Heart , Nicki French","Kiss From A Rose , Seal","Boombastic/In The Summertime , Shaggy","Boombastic/In The Summertime , Shaggy","One More Chance/Stay With Me , The Notorious B.I.G.","Colors Of The Wind (From ""Pocahontas"") , Vanessa Williams","Colors Of The Wind (From ""Pocahontas"") , Vanessa Williams","I Can Love You Like That , All-4-One","Boombastic/In The Summertime , Shaggy","Boombastic/In The Summertime , Shaggy","Boombastic/In The Summertime , Shaggy","Boombastic/In The Summertime , Shaggy","Runaway , Janet Jackson","Runaway , Janet Jackson","Runaway , Janet Jackson","Runaway , Janet Jackson","Kiss From A Rose , Seal","Kiss From A Rose , Seal","You Are Not Alone , Michael Jackson","You Are Not Alone , Michael Jackson","You Are Not Alone , Michael Jackson","Tell Me , Groove Theory","Tell Me , Groove Theory","Tell Me , Groove Theory","Tell Me , Groove Theory","Hey Lover , LL Cool J","Gangsta's Paradise (From ""Dangerous Minds"") , Coolio Featuring L.V.","Gangsta's Paradise (From ""Dangerous Minds"") , Coolio Featuring L.V.","Gangsta's Paradise (From ""Dangerous Minds"") , Coolio Featuring L.V.","Gangsta's Paradise (From ""Dangerous Minds"") , Coolio Featuring L.V.","Fantasy , Mariah Carey","Fantasy , Mariah Carey","Diggin' On You , TLC"
5,"I Wanna Be Down , Brandy","I Wanna Be Down , Brandy","I Wanna Be Down , Brandy","Here Comes The Hotstepper (From ""Ready To Wear"") , Ini Kamoze","Here Comes The Hotstepper (From ""Ready To Wear"") , Ini Kamoze","Here Comes The Hotstepper (From ""Ready To Wear"") , Ini Kamoze","You Gotta Be , Des'ree","You Gotta Be , Des'ree","You Gotta Be , Des'ree","You Gotta Be , Des'ree","Candy Rain , Soul For Real","Candy Rain , Soul For Real","Another Night , Real McCoy","Another Night , Real McCoy","Big Poppa/Warning , The Notorious B.I.G.","Big Poppa/Warning , The Notorious B.I.G.","Big Poppa/Warning , The Notorious B.I.G.","Run Away , Real McCoy","Run Away , Real McCoy","This Is How We Do It , Montell Jordan","Freak Like Me , Adina Howard","Take A Bow , Madonna","Take A Bow , Madonna","I Know , Dionne Farris","Candy Rain , Soul For Real","Candy Rain , Soul For Real","Run Away , Real McCoy","Water Runs Dry , Boyz II Men","Total Eclipse Of The Heart , Nicki French","Total Eclipse Of The Heart , Nicki French","Freak Like Me , Adina Howard","I'll Be There For You/You're All I Need To Get By , Method Man Featuring Mary J. Blige","I'll Be There For You/You're All I Need To Get By , Method Man Featuring Mary J. Blige","This Is How We Do It , Montell Jordan","Scream/Childhood , Michael Jackson & Janet Jackson","Water Runs Dry , Boyz II Men","Water Runs Dry , Boyz II Men","Water Runs Dry , Boyz II Men","Scream/Childhood , Michael Jackson & Janet Jackson","Scream/Childhood , Michael Jackson & Janet Jackson","Have You Ever Really Loved A Woman? , Bryan Adams","I Can Love You Like That , All-4-One","I Can Love You Like That , All-4-One","I Can Love You Like That , All-4-One","I Can Love You Like That , All-4-One","I Can Love You Like That , All-4-One","I Can Love You Like That , All-4-One","Gangsta's Paradise (From ""Dangerous Minds"") , Coolio Featuring L.V.","I Can Love You Like That , All-4-One","I Can Love You Like That , All-4-One","I Can Love You Like That , All-4-One","Runaway , Janet Jackson","I Can Love You Like That , All-4-One","I Can Love You Like That , All-4-One","Waterfalls , TLC","Waterfalls , TLC","Waterfalls , TLC","Waterfalls , TLC","Only Wanna Be With You , Hootie & The Blowfish","As I Lay Me Down , Sophie B. Hawkins","As I Lay Me Down , Sophie B. Hawkins","As I Lay Me Down , Sophie B. Hawkins","As I Lay Me Down , Sophie B. Hawkins","Kiss From A Rose , Seal","Kiss From A Rose , Seal","Runaway , Janet Jackson","You Remind Me Of Something , R. Kelly","You Remind Me Of Something , R. Kelly","Diggin' On You , TLC","You'll See , Madonna","Diggin' On You , TLC","Diggin' On You , TLC","Fantasy , Mariah Carey"
6,"Before I Let You Go , BLACKstreet","Before I Let You Go , BLACKstreet","Before I Let You Go , BLACKstreet","Before I Let You Go , BLACKstreet","Before I Let You Go , BLACKstreet","You Gotta Be , Des'ree","Before I Let You Go , BLACKstreet","Always , Bon Jovi","Always , Bon Jovi","Candy Rain , Soul For Real","You Gotta Be , Des'ree","You Gotta Be , Des'ree","You Gotta Be , Des'ree","On Bended Knee , Boyz II Men","Strong Enough , Sheryl Crow","Strong Enough , Sheryl Crow","You Gotta Be , Des'ree","This Is How We Do It , Montell Jordan","This Is How We Do It , Montell Jordan","Creep , TLC","Strong Enough , Sheryl Crow","Big Poppa/Warning , The Notorious B.I.G.","Big Poppa/Warning , The Notorious B.I.G.","Big Poppa/Warning , The Notorious B.I.G.","Strong Enough , Sheryl Crow","Strong Enough , Sheryl Crow","Water Runs Dry , Boyz II Men","Red Light Special , TLC","I Know , Dionne Farris","I Know , Dionne Farris","Don't Take It Personal (Just One Of Dem Days) , Monica","Freak Like Me , Adina Howard","Freak Like Me , Adina Howard","I'll Be There For You/You're All I Need To Get By , Method Man Featuring Mary J. Blige","This Is How We Do It , Montell Jordan","Waterfalls , TLC","Waterfalls , TLC","Scream/Childhood , Michael Jackson & Janet Jackson","Have You Ever Really Loved A Woman? , Bryan Adams","Have You Ever Really Loved A Woman? , Bryan Adams","I Can Love You Like That , All-4-One","Water Runs Dry , Boyz II Men","Water Runs Dry , Boyz II Men","Water Runs Dry , Boyz II Men","Colors Of The Wind (From ""Pocahontas"") , Vanessa Williams","Don't Take It Personal (Just One Of Dem Days) , Monica","Don't Take It Personal (Just One Of Dem Days) , Monica","He's Mine , MoKenStef","Colors Of The Wind (From ""Pocahontas"") , Vanessa Williams","Colors Of The Wind (From ""Pocahontas"") , Vanessa Williams","Colors Of The Wind (From ""Pocahontas"") , Vanessa Williams","I Can Love You Like That , All-4-One","Boombastic/In The Summertime , Shaggy","Boombastic/In The Summertime , Shaggy","I Can Love You Like That , All-4-One","Only Wanna Be With You , Hootie & The Blowfish","Only Wanna Be With You , Hootie & The Blowfish","Only Wanna Be With You , Hootie & The Blowfish","Waterfalls , TLC","Tell Me , Groove Theory","Tell Me , Groove Theory","Only Wanna Be With You , Hootie & The Blowfish","Back For Good , Take That","Back For Good , Take That","Back For Good , Take That","Tell Me , Groove Theory","Runaway , Janet Jackson","Runaway , Janet Jackson","You Remind Me Of Something , R. Kelly","Diggin' On You , TLC","I Got Id/Long Road , Pearl Jam","I Got Id/Long Road , Pearl Jam","Before You Walk Out Of My Life/Like This And Like That , Monica"
7,"Tootsee Roll , 69 Boyz","Tootsee Roll , 69 Boyz","Take A Bow , Madonna","I'm The Only One , Melissa Etheridge","I'm The Only One , Melissa Etheridge","Before I Let You Go , BLACKstreet","Sukiyaki , 4PM","Sukiyaki , 4PM","Sukiyaki , 4PM","Always , Bon Jovi","If You Love Me , Brownstone","If You Love Me , Brownstone","If You Love Me , Brownstone","If You Love Me , Brownstone","If You Love Me , Brownstone","If You Love Me , Brownstone","Baby , Brandy","Baby , Brandy","Baby , Brandy","Baby , Brandy","Big Poppa/Warning , The Notorious B.I.G.","I Know , Dionne Farris","I Know , Dionne Farris","Strong Enough , Sheryl Crow","I Believe , Blessid Union Of Souls","I Believe , Blessid Union Of Souls","I Believe , Blessid Union Of Souls","Total Eclipse Of The Heart , Nicki French","Red Light Special , TLC","Red Light Special , TLC","I Know , Dionne Farris","I Believe , Blessid Union Of Souls","I Believe , Blessid Union Of Souls","Freak Like Me , Adina Howard","Waterfalls , TLC","I'll Be There For You/You're All I Need To Get By , Method Man Featuring Mary J. Blige","I'll Be There For You/You're All I Need To Get By , Method Man Featuring Mary J. Blige","I Can Love You Like That , All-4-One","I Can Love You Like That , All-4-One","I Can Love You Like That , All-4-One","Boombastic/In The Summertime , Shaggy","Total Eclipse Of The Heart , Nicki French","Run-Around , Blues Traveler","Run-Around , Blues Traveler","Run-Around , Blues Traveler","Run-Around , Blues Traveler","Run-Around , Blues Traveler","Don't Take It Personal (Just One Of Dem Days) , Monica","Run-Around , Blues Traveler","Only Wanna Be With You , Hootie & The Blowfish","Only Wanna Be With You , Hootie & The Blowfish","Only Wanna Be With You , Hootie & The Blowfish","I Got 5 On It , Luniz","I Got 5 On It , Luniz","Only Wanna Be With You , Hootie & The Blowfish","I Can Love You Like That , All-4-One","As I Lay Me Down , Sophie B. Hawkins","As I Lay Me Down , Sophie B. Hawkins","As I Lay Me Down , Sophie B. Hawkins","Only Wanna Be With You , Hootie & The Blowfish","Only Wanna Be With You , Hootie & The Blowfish","You Are Not Alone , Michael Jackson","Only Wanna Be With You , Hootie & The Blowfish","Who Can I Run To , Xscape","Who Can I Run To , Xscape","Back For Good , Take That","Diggin' On You , TLC","Diggin' On You , TLC","You'll See , Madonna","You Remind Me Of Something , R. Kelly","Name , Goo Goo Dolls","Name , Goo Goo Dolls","Breakfast At Tiffany's , Deep Blue Something"
8,"I'll Make Love To You , Boyz II Men","I'll Make Love To You , Boyz II Men","Tootsee Roll , 69 Boyz","I Wanna Be Down , Brandy","I Wanna Be Down , Brandy","Sukiyaki , 4PM","Here Comes The Hotstepper (From ""Ready To Wear"") , Ini Kamoze","Before I Let You Go , BLACKstreet","Before I Let You Go , BLACKstreet","Sukiyaki , 4PM","Sukiyaki , 4PM","Sukiyaki , 4PM","Strong Enough , Sheryl Crow","Strong Enough , Sheryl Crow","You Gotta Be , Des'ree","You Gotta Be , Des'ree","If You Love Me , Brownstone","Big Poppa/Warning , The Notorious B.I.G.","Big Poppa/Warning , The Notorious B.I.G.","I Know , Dionne Farris","I Know , Dionne Farris","Strong Enough , Sheryl Crow","Strong Enough , Sheryl Crow","Dear Mama/Old School , 2Pac","Dear Mama/Old School , 2Pac","Dear Mama/Old School , 2Pac","Dear Mama/Old School , 2Pac","I Believe , Blessid Union Of Souls","I Believe , Blessid Union Of Souls","I Believe , Blessid Union Of Souls","I Believe , Blessid Union Of Souls","I Know , Dionne Farris","I Know , Dionne Farris","I Believe , Blessid Union Of Souls","I'll Be There For You/You're All I Need To Get By , Method Man Featuring Mary J. Blige","Freak Like Me , Adina Howard","Freak Like Me , Adina Howard","Let Her Cry , Hootie & The Blowfish","Boombastic/In The Summertime , Shaggy","Boombastic/In The Summertime , Shaggy","Scream/Childhood , Michael Jackson & Janet Jackson","Have You Ever Really Loved A Woman? , Bryan Adams","Colors Of The Wind (From ""Pocahontas"") , Vanessa Williams","Colors Of The Wind (From ""Pocahontas"") , Vanessa Williams","Water Runs Dry , Boyz II Men","He's Mine , MoKenStef","He's Mine , MoKenStef","Run-Around , Blues Traveler","He's Mine , MoKenStef","Run-Around , Blues Traveler","Run-Around , Blues Traveler","I Got 5 On It , Luniz","Only Wanna Be With You , Hootie & The Blowfish","Only Wanna Be With You , Hootie & The Blowfish","Boombastic/In The Summertime , Shaggy","As I Lay Me Down , Sophie B. Hawkins","Brokenhearted , Brandy","Brokenhearted , Brandy","Brokenhearted , Brandy","Back For Good , Take That","Back For Good , Take That","Back For Good , Take That","Who Can I Run To , Xscape","As I Lay Me Down , Sophie B. Hawkins","As I Lay Me Down , Sophie B. Hawkins","Name , Goo Goo Dolls","Name , Goo Goo Dolls","Name , Goo Goo Dolls","Name , Goo Goo Dolls","Name , Goo Goo Dolls","You'll See , Madonna","You'll See , Madonna","Name , Goo Goo Dolls"
9,"You Want This/70's Love Groove , Janet Jackson","You Want This/70's Love Groove , Janet Jackson","I'll Make Love To You , Boyz II Men","Sukiyaki , 4PM","Sukiyaki , 4PM","I'm The Only One , Melissa Etheridge","I'm The Only One , Melissa Etheridge","I'm The Only One , Melissa Etheridge","I'm The Only One , Melissa Etheridge","Hold My Hand , Hootie & The Blowfish","Hold My Hand , Hootie & The Blowfish","Hold My Hand , Hootie & The Blowfish","Always , Bon Jovi","Hold My Hand , Hootie & The Blowfish","On Bended Knee , Boyz II Men","On Bended Knee , Boyz II Men","Run Away , Real McCoy","You Gotta Be , Des'ree","You Gotta Be , Des'ree","Big Poppa/Warning , The Notorious B.I.G.","Creep , TLC","Keep Their Heads Ringin' (From ""Friday"") , Dr. Dre","Keep Their Heads Ringin' (From ""Friday"") , Dr. Dre","I Believe , Blessid Union Of Souls","Water Runs Dry , Boyz II Men","Water Runs Dry , Boyz II Men","Strong Enough , Sheryl Crow","Dear Mama/Old School , 2Pac","Don't Take It Personal (Just One Of Dem Days) , Monica","Don't Take It Personal (Just One Of Dem Days) , Monica","Red Light Special , TLC","Let Her Cry , Hootie & The Blowfish","Let Her Cry , Hootie & The Blowfish","Let Her Cry , Hootie & The Blowfish","Freak Like Me , Adina Howard","This Is How We Do It , Montell Jordan","This Is How We Do It , Montell Jordan","I'll Be There For You/You're All I Need To Get By , Method Man Featuring Mary J. Blige","Run-Around , Blues Traveler","Run-Around , Blues Traveler","Run-Around , Blues Traveler","Run-Around , Blues Traveler","Someone To Love , Jon B. Featuring Babyface","Someone To Love , Jon B. Featuring Babyface","He's Mine , MoKenStef","Water Runs Dry , Boyz II Men","Water Runs Dry , Boyz II Men","One More Chance/Stay With Me , The Notorious B.I.G.","Only Wanna Be With You , Hootie & The Blowfish","I Got 5 On It , Luniz","I Got 5 On It , Luniz","Colors Of The Wind (From ""Pocahontas"") , Vanessa Williams","As I Lay Me Down , Sophie B. Hawkins","As I Lay Me Down , Sophie B. Hawkins","As I Lay Me Down , Sophie B. Hawkins","I Got 5 On It , Luniz","I Can Love You Like That , All-4-One","I Can Love You Like That , All-4-One","Tell Me , Groove Theory","Carnival , Natalie Merchant","Carnival , Natalie Merchant","Roll To Me , Del Amitri","Name , Goo Goo Dolls","Name , Goo Goo Dolls","Name , Goo Goo Dolls","Diggin' On You , TLC","Tell Me , Groove Theory","Tell Me , Groove Theory","Runaway , Janet Jackson","Runaway , Janet Jackson","Breakfast At Tiffany's , Deep Blue Something","Breakfast At Tiffany's , Deep Blue Something","Free As A Bird , The Beatles"
